ENSMGAP00000001546	ENSMGAG00000002019	Meleagris_gallopavo
ENSRNOP00000072888	ENSRNOG00000060597	Rattus_norvegicus
ENSMUGP00000018846	ENSMUGG00000015984	Meriones_unguiculatus
ENSNGAP00000005541	ENSNGAG00000007912	Nannospalax_galili
ENSJJAP00000009436	ENSJJAG00000013301	Jaculus_jaculus
ENSOCUP00000033334	ENSOCUG00000013050	Oryctolagus_cuniculus
ENSOPRP00000011747	ENSOPRG00000012870	Ochotona_princeps
ENSTBEP00000015095	ENSTBEG00000017370	Tupaia_belangeri
ENSSARP00000011639	ENSSARG00000012889	Sorex_araneus
ENSLAFP00000023547	ENSLAFG00000030814	Loxodonta_africana
ENSOARP00000006716	ENSOARG00000006269	Ovis_aries
ENSCHOP00000004671	ENSCHOG00000005273	Choloepus_hoffmanni
ENSOARP00000006799	ENSOARG00000006348	Ovis_aries
ENSCHIP00000023216	ENSCHIG00000020874	Capra_hircus
ENSBIXP00005027919	ENSBIXG00005029859	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000041143	ENSBIXG00000025324	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000002165	ENSBTAG00000001651	Bos_taurus
ENSBMUP00000020911	ENSBMUG00000015745	Bos_mutus
ENSBBBP00000005761	ENSBBBG00000003323	Bison_bison_bison
ENSTTRP00000003329	ENSTTRG00000003550	Tursiops_truncatus
ENSSSCP00000049277	ENSSSCG00000037481	Sus_scrofa_strain_reference
ENSVPAP00000005301	ENSVPAG00000005705	Vicugna_pacos
ENSECAP00000009907	ENSECAG00000012023	Equus_caballus
ENSEASP00005005734	ENSEASG00005004232	Equus_asinus_asinus
ENSECAP00000030189	ENSECAG00000010440	Equus_caballus
ENSEASP00005005715	ENSEASG00005004224	Equus_asinus_asinus
ENSPVAP00000005525	ENSPVAG00000005841	Pteropus_vampyrus
ENSMLUP00000001715	ENSMLUG00000001885	Myotis_lucifugus
ENSUMAP00000017830	ENSUMAG00000013108	Ursus_maritimus
ENSUAMP00000003168	ENSUAMG00000002897	Ursus_americanus
ENSAMEP00000010635	ENSAMEG00000010115	Ailuropoda_melanoleuca
ENSNVIP00000030097	ENSNVIG00000023193	Neovison_vison
ENSNVIP00000030099	ENSNVIG00000023198	Neovison_vison
ENSMPUP00000015694	ENSMPUG00000015802	Mustela_putorius_furo
ENSCAFP00000031315	ENSCAFG00000012895	Canis_lupus_familiaris
ENSCAFP00020026876	ENSCAFG00020021091	Canis_lupus_dingo
ENSVVUP00000038091	ENSVVUG00000027175	Vulpes_vulpes
ENSPPRP00000006146	ENSPPRG00000001651	Panthera_pardus
ENSPTIP00000004553	ENSPTIG00000007036	Panthera_tigris_altaica
ENSFCAP00000046278	ENSFCAG00000043095	Felis_catus
ENSAMEP00000010661	ENSAMEG00000010134	Ailuropoda_melanoleuca
ENSMPUP00000015693	ENSMPUG00000015801	Mustela_putorius_furo
ENSCAFP00000019001	ENSCAFG00000030331	Canis_lupus_familiaris
ENSCAFP00020026880	ENSCAFG00020021094	Canis_lupus_dingo
ENSVVUP00000038100	ENSVVUG00000027181	Vulpes_vulpes
ENSPPRP00000006106	ENSPPRG00000001638	Panthera_pardus
ENSPTIP00000002783	ENSPTIG00000005711	Panthera_tigris_altaica
ENSFCAP00000028992	ENSFCAG00000010324	Felis_catus
ENSLAFP00000017545	ENSLAFG00000023150	Loxodonta_africana
ENSETEP00000012758	ENSETEG00000015729	Echinops_telfairi
ENSDNOP00000030261	ENSDNOG00000047605	Dasypus_novemcinctus
ENSEEUP00000013764	ENSEEUG00000015084	Erinaceus_europaeus
ENSAPLP00000026635	ENSAPLG00000016435	Anas_platyrhynchos_platyrhynchos
ENSSTOP00000017637	ENSSTOG00000023984	Ictidomys_tridecemlineatus
ENSUPAP00010027559	ENSUPAG00010021777	Urocitellus_parryii
ENSPCIP00000018616	ENSPCIG00000014235	Phascolarctos_cinereus
ENSVURP00010006549	ENSVURG00010005081	Vombatus_ursinus
ENSSHAP00000008257	ENSSHAG00000007152	Sarcophilus_harrisii
ENSSHAP00000018414	ENSSHAG00000015630	Sarcophilus_harrisii
ENSMODP00000032186	ENSMODG00000013951	Monodelphis_domestica
ENSOANP00000015167	ENSOANG00000009552	Ornithorhynchus_anatinus
ENSACAP00000013415	ENSACAG00000013653	Anolis_carolinensis
ENSACAP00000018484	ENSACAG00000026777	Anolis_carolinensis
ENSPVIP00000020525	ENSPVIG00000015663	Pogona_vitticeps
ENSNSUP00000002387	ENSNSUG00000002006	Notechis_scutatus
ENSSMRP00000001479	ENSSMRG00000001291	Salvator_merianae
ENSXETP00000047445	ENSXETG00000017615	Xenopus_tropicalis
ENSLACP00000013709	ENSLACG00000012064	Latimeria_chalumnae
ENSHHUP00000041266	ENSHHUG00000025419	Hucho_hucho
ENSHHUP00000063612	ENSHHUG00000037557	Hucho_hucho
ENSELUP00000027290	ENSELUG00000003465	Esox_lucius
ENSGMOP00000020585	ENSGMOG00000019138	Gadus_morhua
ENSCHAP00000032669	ENSCHAG00000015611	Clupea_harengus
ENSDCDP00000027669	ENSDCDG00000020172	Denticeps_clupeoides
ENSAMXP00000004142	ENSAMXG00000004051	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005034881	ENSAMXG00005016783	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000029464	ENSPNAG00000015570	Pygocentrus_nattereri
ENSEEEP00000028662	ENSEEEG00000013722	Electrophorus_electricus
ENSIPUP00000029423	ENSIPUG00000019859	Ictalurus_punctatus
ENSDARP00000090723	ENSDARG00000004706	Danio_rerio
ENSSFOP00015037157	ENSSFOG00015023647	Scleropages_formosus
ENSPKIP00000025151	ENSPKIG00000008130	Paramormyrops_kingsleyae
ENSAOCP00000030722	ENSAOCG00000022046	Amphiprion_ocellaris
ENSAOCP00000007200	ENSAOCG00000010912	Amphiprion_ocellaris
ENSAPEP00000026563	ENSAPEG00000018858	Amphiprion_percula
ENSAPOP00000000034	ENSAPOG00000001174	Acanthochromis_polyacanthus
ENSSPAP00000012702	ENSSPAG00000009626	Stegastes_partitus
ENSPRNP00000032446	ENSPRNG00000016344	Parambassis_ranga
ENSXMAP00000020721	ENSXMAG00000022698	Xiphophorus_maculatus
ENSGAFP00000028776	ENSGAFG00000019435	Gambusia_affinis
ENSPFOP00000004074	ENSPFOG00000004116	Poecilia_formosa
ENSPLAP00000022282	ENSPLAG00000006691	Poecilia_latipinna
ENSPMEP00000027164	ENSPMEG00000011684	Poecilia_mexicana
ENSPREP00000004254	ENSPREG00000003009	Poecilia_reticulata
ENSCVAP00000030757	ENSCVAG00000019543	Cyprinodon_variegatus
ENSFHEP00000025095	ENSFHEG00000007238	Fundulus_heteroclitus
ENSKMAP00000018648	ENSKMAG00000013856	Kryptolebias_marmoratus
ENSORLP00020017305	ENSORLG00020018333	Oryzias_latipes_ASM223471v1
ENSORLP00015030793	ENSORLG00015014665	Oryzias_latipes_ASM223469v1
ENSORLP00000027274	ENSORLG00000028820	Oryzias_latipes_ASM223467v1
ENSOMEP00000012525	ENSOMEG00000013911	Oryzias_melastigma
ENSHBUP00000018363	ENSHBUG00000020477	Haplochromis_burtoni
ENSPNYP00000006476	ENSPNYG00000004979	Pundamilia_nyererei
ENSACLP00000029411	ENSACLG00000019916	Astatotilapia_calliptera
ENSMZEP00005008439	ENSMZEG00005006429	Maylandia_zebra
ENSONIP00000010340	ENSONIG00000008213	Oreochromis_niloticus
ENSNBRP00000013976	ENSNBRG00000010720	Neolamprologus_brichardi
ENSACIP00000030632	ENSACIG00000023688	Amphilophus_citrinellus
ENSCGOP00000039230	ENSCGOG00000017928	Cottoperca_gobio
ENSGACP00000009699	ENSGACG00000007305	Gasterosteus_aculeatus
ENSLCRP00005044086	ENSLCRG00005016873	Larimichthys_crocea
ENSLBEP00000018738	ENSLBEG00000014425	Labrus_bergylta
ENSTNIP00000020031	ENSTNIG00000016912	Tetraodon_nigroviridis
ENSTRUP00000003452	ENSTRUG00000001499	Takifugu_rubripes
ENSMMOP00000002976	ENSMMOG00000002396	Mola_mola
ENSSLDP00000015971	ENSSLDG00000012677	Seriola_lalandi_dorsalis
ENSSDUP00000017896	ENSSDUG00000013072	Seriola_dumerili
ENSLCAP00010025132	ENSLCAG00010011759	Lates_calcarifer
ENSSMAP00000016092	ENSSMAG00000009867	Scophthalmus_maximus
ENSCSEP00000000126	ENSCSEG00000000117	Cynoglossus_semilaevis
ENSMALP00000015250	ENSMALG00000010706	Monopterus_albus
ENSMAMP00000015332	ENSMAMG00000010403	Mastacembelus_armatus
ENSATEP00000011094	ENSATEG00000007745	Anabas_testudineus
ENSBSLP00000037812	ENSBSLG00000018444	Betta_splendens
ENSGWIP00000051019	ENSGWIG00000024731	Gouania_willdenowi
ENSPMGP00000010580	ENSPMGG00000008755	Periophthalmus_magnuspinnatus
ENSHCOP00000023960	ENSHCOG00000012904	Hippocampus_comes
ENSLOCP00000003211	ENSLOCG00000002728	Lepisosteus_oculatus
ENSECRP00000022702	ENSECRG00000015362	Erpetoichthys_calabaricus
ENSCMIP00000032632	ENSCMIG00000013951	Callorhinchus_milii
ENSEBUP00000024944	ENSEBUG00000015402	Eptatretus_burgeri
ENSCINP00000006136	ENSCING00000003017	Ciona_intestinalis
ENSCSAVP00000011324	ENSCSAVG00000006627	Ciona_savignyi
FBpp0087342	FBgn0033556	Drosophila_melanogaster
K04G7.11.1	WBGene00019402	Caenorhabditis_elegans_strain_N2
