ENSCABP00000024720	ENSCABG00000018200	Chelonoidis_abingdonii
ENSUAMP00000015049	ENSUAMG00000012084	Ursus_americanus
ENSPANP00000043618	ENSPANG00000008198	Papio_anubis
ENSCAFP00020011846	ENSCAFG00020009536	Canis_lupus_dingo
ENSSPUP00000013317	ENSSPUG00000010240	Sphenodon_punctatus
ENSAPOP00000016289	ENSAPOG00000019401	Acanthochromis_polyacanthus	ENSAPOT00000025314
ENSNGAP00000007711	ENSNGAG00000010909	Nannospalax_galili
ENSDNOP00000025790	ENSDNOG00000032779	Dasypus_novemcinctus
ENSMPUP00000007160	ENSMPUG00000007218	Mustela_putorius_furo
ENSMAUP00000001982	ENSMAUG00000001481	Mesocricetus_auratus
MGP_PahariEiJ_P0081224	MGP_PahariEiJ_G0029209	Mus_pahari_strain_PAHARI_EIJ
ENSCHOP00000002507	ENSCHOG00000002838	Choloepus_hoffmanni
ENSBIXP00000014411	ENSBIXG00000019117	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMEUP00000004417	ENSMEUG00000004836	Notamacropus_eugenii
ENSACIP00000020115	ENSACIG00000015638	Amphilophus_citrinellus	ENSACIT00000020649
ENSPTRP00000044076	ENSPTRG00000024207	Pan_troglodytes
ENSUPAP00010016947	ENSUPAG00010013501	Urocitellus_parryii
ENSONIP00000008358	ENSONIG00000006616	Oreochromis_niloticus
ENSZALP00000002877	ENSZALG00000002978	Zonotrichia_albicollis
ENSMZEP00005028655	ENSMZEG00005021367	Maylandia_zebra	ENSMZET00005029560
ENSLCOP00000004525	ENSLCOG00000003442	Lepidothrix_coronata
ENSCGRP00001004599	ENSCGRG00001005878	Cricetulus_griseus_CHOK1GS_HDv1
ENSMLEP00000020890	ENSMLEG00000034653	Mandrillus_leucophaeus
ENSVURP00010031158	ENSVURG00010023827	Vombatus_ursinus
ENSHGLP00100010485	ENSHGLG00100007794	Heterocephalus_glaber_HetGla_1.0
ENSCGRP00015015548	ENSCGRG00015011931	Cricetulus_griseus_CriGri-PICR
ENSTBEP00000010992	ENSTBEG00000012707	Tupaia_belangeri
ENSMICP00000020526	ENSMICG00000033991	Microcebus_murinus
ENSSDAP00000026032	ENSSDAG00000023624	Spermophilus_dauricus
ENSPTEP00000020641	ENSPTEG00000021853	Piliocolobus_tephrosceles
ENSODEP00000014791	ENSODEG00000010932	Octodon_degus
ENSOGAP00000015492	ENSOGAG00000033420	Otolemur_garnettii
ENSSLDP00000024169	ENSSLDG00000018846	Seriola_lalandi_dorsalis
ENSLAFP00000009716	ENSLAFG00000011634	Loxodonta_africana
ENSSBOP00000016622	ENSSBOG00000025001	Saimiri_boliviensis_boliviensis
ENSMUGP00000000021	ENSMUGG00000000047	Meriones_unguiculatus
ENSCJPP00005010798	ENSCJPG00005009345	Coturnix_japonica
ENSANAP00000010760	ENSANAG00000023356	Aotus_nancymaae
ENSDORP00000020130	ENSDORG00000027225	Dipodomys_ordii
ENSNPEP00000007788	ENSNPEG00000005840	Nothoprocta_perdicaria
ENSMOCP00000017049	ENSMOCG00000015768	Microtus_ochrogaster
ENSAPEP00000015137	ENSAPEG00000010795	Amphiprion_percula	ENSAPET00000015530
ENSMAMP00000022191	ENSMAMG00000014944	Mastacembelus_armatus	ENSMAMT00000022760
ENSJJAP00000013115	ENSJJAG00000015979	Jaculus_jaculus
ENSDNOP00000019926	ENSDNOG00000034960	Dasypus_novemcinctus
ENSBIXP00005012186	ENSBIXG00005016454	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSHGLP00000026898	ENSHGLG00000019128	Heterocephalus_glaber_HetGla_female_1.0
ENSACLP00000025997	ENSACLG00000017685	Astatotilapia_calliptera	ENSACLT00000026611
ENSVVUP00000037855	ENSVVUG00000027059	Vulpes_vulpes
ENSOCUP00000001011	ENSOCUG00000001166	Oryctolagus_cuniculus
ENSAMEP00000009633	ENSAMEG00000009169	Ailuropoda_melanoleuca
ENSDNVP00000025876	ENSDNVG00000018011	Dromaius_novaehollandiae
ENSP00000355306	ENSG00000198912	Homo_sapiens
ENSCLAP00000012940	ENSCLAG00000008931	Chinchilla_lanigera
ENSBMUP00000001536	ENSBMUG00000001259	Bos_mutus
ENSCPRP00005017633	ENSCPRG00005012263	Crocodylus_porosus
ENSCPBP00000027396	ENSCPBG00000019391	Chrysemys_picta_bellii
ENSPMJP00000017723	ENSPMJG00000013299	Parus_major
ENSRNOP00000038852	ENSRNOG00000025034	Rattus_norvegicus
ENSCPOP00000031783	ENSCPOG00000030695	Cavia_porcellus
ENSRBIP00000039741	ENSRBIG00000043326	Rhinopithecus_bieti
ENSEASP00005031899	ENSEASG00005021772	Equus_asinus_asinus
ENSCJAP00000077906	ENSCJAG00000002869	Callithrix_jacchus
ENSOANP00000029913	ENSOANG00000013653	Ornithorhynchus_anatinus
ENSBBBP00000010700	ENSBBBG00000018774	Bison_bison_bison
ENSCGRP00000012366	ENSCGRG00000009017	Cricetulus_griseus_CriGri_1.0
ENSCCNP00000026726	ENSCCNG00000025899	Castor_canadensis
ENSPCOP00000003155	ENSPCOG00000009557	Propithecus_coquereli
ENSCMIP00000004540	ENSCMIG00000002707	Callorhinchus_milii
ENSPVAP00000015238	ENSPVAG00000016146	Pteropus_vampyrus
ENSPCIP00000004336	ENSPCIG00000003595	Phascolarctos_cinereus
ENSNMEP00000004505	ENSNMEG00000004881	Numida_meleagris
MGP_CAROLIEiJ_P0066119	MGP_CAROLIEiJ_G0026861	Mus_caroli_strain_CAROLI_EIJ
ENSPPYP00000002271	ENSPPYG00000001957	Pongo_abelii
ENSPPYP00000023820	ENSPPYG00000029423	Pongo_abelii
ENSMGAP00000019649	ENSMGAG00000001599	Meleagris_gallopavo
ENSTTRP00000011154	ENSTTRG00000011760	Tursiops_truncatus
ENSSSCP00000063276	ENSSSCG00000031102	Sus_scrofa_strain_reference
ENSCANP00000004128	ENSCANG00000014666	Colobus_angolensis_palliatus
ENSMMMP00000020806	ENSMMMG00000018358	Marmota_marmota_marmota
ENSECRP00000008036	ENSECRG00000005356	Erpetoichthys_calabaricus
ENSCSAP00000017278	ENSCSAG00000000729	Chlorocebus_sabaeus
ENSCATP00000017596	ENSCATG00000032678	Cercocebus_atys
ENSAPLP00000022688	ENSAPLG00000003376	Anas_platyrhynchos_platyrhynchos
ENSDARP00000090818	ENSDARG00000069009	Danio_rerio
ENSECAP00000017949	ENSECAG00000020498	Equus_caballus
ENSMUNP00000017966	ENSMUNG00000013745	Melopsittacus_undulatus
ENSMMUP00000019904	ENSMMUG00000015176	Macaca_mulatta
ENSJHYP00000016199	ENSJHYG00000012388	Junco_hyemalis
ENSCCAP00000024328	ENSCCAG00000029954	Cebus_capucinus_imitator
ENSOARP00000015591	ENSOARG00000014534	Ovis_aries
ENSPSIP00000004500	ENSPSIG00000004225	Pelodiscus_sinensis
ENSNVIP00000005477	ENSNVIG00000004404	Neovison_vison
ENSGALP00000001439	ENSGALG00000000975	Gallus_gallus
ENSATEP00000008643	ENSATEG00000006079	Anabas_testudineus	ENSATET00000008795
