ENSDCDP00000058007	ENSDCDG00000033761	Denticeps_clupeoides
ENSODEP00000011000	ENSODEG00000008191	Octodon_degus
ENSCLAP00000006496	ENSCLAG00000004581	Chinchilla_lanigera
ENSPTRP00000026838	ENSPTRG00000015597	Pan_troglodytes
ENSPPAP00000000389	ENSPPAG00000001189	Pan_paniscus
ENSP00000311343	ENSG00000174776	Homo_sapiens
ENSGGOP00000008822	ENSGGOG00000009023	Gorilla_gorilla
ENSPPYP00000015955	ENSPPYG00000014274	Pongo_abelii
ENSNLEP00000005901	ENSNLEG00000004867	Nomascus_leucogenys
ENSRROP00000014647	ENSRROG00000031512	Rhinopithecus_roxellana
ENSRBIP00000032344	ENSRBIG00000039979	Rhinopithecus_bieti
ENSPTEP00000036291	ENSPTEG00000034113	Piliocolobus_tephrosceles
ENSCANP00000006183	ENSCANG00000020639	Colobus_angolensis_palliatus
ENSMFAP00000024763	ENSMFAG00000043934	Macaca_fascicularis
ENSMMUP00000075905	ENSMMUG00000022925	Macaca_mulatta
ENSMNEP00000011662	ENSMNEG00000030160	Macaca_nemestrina
ENSCSAP00000008678	ENSCSAG00000012496	Chlorocebus_sabaeus
ENSCATP00000038139	ENSCATG00000041769	Cercocebus_atys
ENSMLEP00000018256	ENSMLEG00000033324	Mandrillus_leucophaeus
ENSPANP00000005909	ENSPANG00000008048	Papio_anubis
ENSTGEP00000000256	ENSTGEG00000000302	Theropithecus_gelada
ENSSBOP00000004642	ENSSBOG00000018966	Saimiri_boliviensis_boliviensis
ENSCCAP00000003838	ENSCCAG00000018957	Cebus_capucinus_imitator
ENSCJAP00000005075	ENSCJAG00000002774	Callithrix_jacchus
ENSANAP00000035728	ENSANAG00000035397	Aotus_nancymaae
ENSTSYP00000003868	ENSTSYG00000004213	Carlito_syrichta
ENSPSMP00000031585	ENSPSMG00000021903	Prolemur_simus
ENSMICP00000051221	ENSMICG00000048888	Microcebus_murinus
ENSPCOP00000012622	ENSPCOG00000017901	Propithecus_coquereli
ENSOGAP00000017632	ENSOGAG00000024542	Otolemur_garnettii
ENSCCNP00000011292	ENSCCNG00000011692	Castor_canadensis
ENSDORP00000023832	ENSDORG00000026004	Dipodomys_ordii
ENSOCUP00000008434	ENSOCUG00000009788	Oryctolagus_cuniculus
ENSOPRP00000010076	ENSOPRG00000011027	Ochotona_princeps
ENSCGRP00001013695	ENSCGRG00001014753	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015032424	ENSCGRG00015024443	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000017966	ENSMAUG00000016682	Mesocricetus_auratus
ENSMOCP00000007266	ENSMOCG00000007033	Microtus_ochrogaster
ENSPEMP00000024019	ENSPEMG00000020883	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0060335	MGP_SPRETEiJ_G0026019	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000015957	ENSMSIG00000013689	Mus_spicilegus
ENSMUSP00000144721	ENSMUSG00000104301	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0058020	MGP_CAROLIEiJ_G0025077	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0068985	MGP_PahariEiJ_G0026520	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000035837	ENSRNOG00000024628	Rattus_norvegicus
ENSNGAP00000002353	ENSNGAG00000001997	Nannospalax_galili
ENSSDAP00000006181	ENSSDAG00000005690	Spermophilus_dauricus
ENSSTOP00000009715	ENSSTOG00000010831	Ictidomys_tridecemlineatus
ENSUPAP00010026821	ENSUPAG00010021214	Urocitellus_parryii
ENSMMMP00000008633	ENSMMMG00000007692	Marmota_marmota_marmota
ENSTBEP00000007480	ENSTBEG00000008633	Tupaia_belangeri
ENSPVAP00000013689	ENSPVAG00000014523	Pteropus_vampyrus
ENSMLUP00000011843	ENSMLUG00000013017	Myotis_lucifugus
ENSECAP00000015100	ENSECAG00000017547	Equus_caballus
ENSCHIP00000010657	ENSCHIG00000013106	Capra_hircus
ENSOARP00000001428	ENSOARG00000001367	Ovis_aries
ENSBIXP00000021992	ENSBIXG00000024981	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005009030	ENSBIXG00005007454	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000064347	ENSBTAG00000031618	Bos_taurus
ENSBMUP00000013063	ENSBMUG00000009961	Bos_mutus
ENSBBBP00000000921	ENSBBBG00000010072	Bison_bison_bison
ENSSSCP00000012509	ENSSSCG00000011738	Sus_scrofa_strain_reference
ENSTTRP00000015462	ENSTTRG00000016313	Tursiops_truncatus
ENSVPAP00000010841	ENSVPAG00000011654	Vicugna_pacos
ENSNVIP00000032204	ENSNVIG00000024831	Neovison_vison
ENSMPUP00000016966	ENSMPUG00000017074	Mustela_putorius_furo
ENSUMAP00000003587	ENSUMAG00000002975	Ursus_maritimus
ENSUAMP00000027897	ENSUAMG00000021573	Ursus_americanus
ENSAMEP00000002306	ENSAMEG00000002198	Ailuropoda_melanoleuca
ENSCAFP00000021457	ENSCAFG00000014555	Canis_lupus_familiaris
ENSCAFP00020000387	ENSCAFG00020000387	Canis_lupus_dingo
ENSVVUP00000000085	ENSVVUG00000000080	Vulpes_vulpes
ENSPPRP00000022729	ENSPPRG00000013148	Panthera_pardus
ENSPTIP00000017605	ENSPTIG00000015988	Panthera_tigris_altaica
ENSFCAP00000009598	ENSFCAG00000010335	Felis_catus
ENSSARP00000009311	ENSSARG00000010296	Sorex_araneus
ENSEEUP00000005325	ENSEEUG00000005827	Erinaceus_europaeus
ENSLAFP00000019658	ENSLAFG00000032222	Loxodonta_africana
ENSLAFP00000008986	ENSLAFG00000010736	Loxodonta_africana
ENSCHOP00000004082	ENSCHOG00000004614	Choloepus_hoffmanni
ENSDNOP00000006892	ENSDNOG00000008877	Dasypus_novemcinctus
ENSJJAP00000004125	ENSJJAG00000008397	Jaculus_jaculus
ENSMUGP00000032633	ENSMUGG00000027109	Meriones_unguiculatus
ENSRBIP00000021467	ENSRBIG00000034705	Rhinopithecus_bieti
ENSPANP00000005046	ENSPANG00000006666	Papio_anubis
ENSVURP00010017569	ENSVURG00010013405	Vombatus_ursinus
ENSPCIP00000030176	ENSPCIG00000022466	Phascolarctos_cinereus
ENSMODP00000020312	ENSMODG00000028808	Monodelphis_domestica
ENSMEUP00000009371	ENSMEUG00000010270	Notamacropus_eugenii
ENSSHAP00000008198	ENSSHAG00000007105	Sarcophilus_harrisii
ENSOANP00000021678	ENSOANG00000013743	Ornithorhynchus_anatinus
ENSOANP00000009646	ENSOANG00000006055	Ornithorhynchus_anatinus
ENSXETP00000045049	ENSXETG00000010467	Xenopus_tropicalis
ENSCMIP00000045904	ENSCMIG00000018916	Callorhinchus_milii
