ENSCPGP00000001576	ENSCPGG00000001211	Calidris_pygmaea
ENSHHUP00000049023	ENSHHUG00000029705	Hucho_hucho
ENSELUP00000023833	ENSELUG00000022684	Esox_lucius
ENSSFOP00015006101	ENSSFOG00015003946	Scleropages_formosus
ENSPKIP00000008967	ENSPKIG00000024250	Paramormyrops_kingsleyae
ENSSFOP00015002214	ENSSFOG00015001496	Scleropages_formosus
ENSPKIP00000033839	ENSPKIG00000013400	Paramormyrops_kingsleyae
ENSEEEP00000005777	ENSEEEG00000003056	Electrophorus_electricus
ENSIPUP00000007968	ENSIPUG00000005491	Ictalurus_punctatus
ENSPNAP00000011244	ENSPNAG00000016886	Pygocentrus_nattereri
ENSAMXP00000043537	ENSAMXG00000041613	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000022307	ENSDARG00000014956	Danio_rerio
ENSCHAP00000035340	ENSCHAG00000016792	Clupea_harengus
ENSELUP00000031565	ENSELUG00000009163	Esox_lucius
ENSHHUP00000033175	ENSHHUG00000020956	Hucho_hucho
ENSLOCP00000011434	ENSLOCG00000009376	Lepisosteus_oculatus
ENSECRP00000031101	ENSECRG00000021081	Erpetoichthys_calabaricus
ENSCMIP00000012899	ENSCMIG00000006533	Callorhinchus_milii
ENSPMAP00000007443	ENSPMAG00000006748	Petromyzon_marinus
ENSEBUP00000003955	ENSEBUG00000002813	Eptatretus_burgeri
