ENSAOWP00000016945	ENSAOWG00000011577	Apteryx_owenii	ENSAOWT00000019243
ENSAHAP00000010827	ENSAHAG00000007831	Apteryx_haastii	ENSAHAT00000011985
ENSARWP00000009810	ENSARWG00000006837	Apteryx_rowi	ENSARWT00000011171
ENSDNVP00000007620	ENSDNVG00000005411	Dromaius_novaehollandiae	ENSDNVT00000009204
ENSNPEP00000018730	ENSNPEG00000013960	Nothoprocta_perdicaria
ENSPPYP00000022953	ENSPPYG00000020506	Pongo_abelii
ENSCJAP00000067289	ENSCJAG00000038213	Callithrix_jacchus
ENSPSMP00000035812	ENSPSMG00000024651	Prolemur_simus
ENSMSIP00000031699	ENSMSIG00000026526	Mus_spicilegus
MGP_SPRETEiJ_P0096280	MGP_SPRETEiJ_G0034505	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000129483	ENSMUSG00000073007	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0092514	MGP_CAROLIEiJ_G0033341	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0090126	MGP_PahariEiJ_G0031877	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000035000	ENSRNOG00000023637	Rattus_norvegicus
ENSMUGP00000002776	ENSMUGG00000002614	Meriones_unguiculatus
ENSCGRP00015023618	ENSCGRG00015017973	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001010452	ENSCGRG00001012351	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000012224	ENSCGRG00000008903	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000036915	ENSPEMG00000031184	Peromyscus_maniculatus_bairdii
ENSCCNP00000020149	ENSCCNG00000020168	Castor_canadensis
ENSHGLP00100027472	ENSHGLG00100020559	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000028229	ENSHGLG00000020434	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000014399	ENSFDAG00000001595	Fukomys_damarensis
ENSSDAP00000004328	ENSSDAG00000004072	Spermophilus_dauricus
ENSMMMP00000012734	ENSMMMG00000011385	Marmota_marmota_marmota
ENSSTOP00000000548	ENSSTOG00000000603	Ictidomys_tridecemlineatus
ENSUPAP00010010324	ENSUPAG00010008369	Urocitellus_parryii
ENSEEUP00000012779	ENSEEUG00000014038	Erinaceus_europaeus
ENSMLUP00000000370	ENSMLUG00000000409	Myotis_lucifugus
ENSEASP00005007206	ENSEASG00005005277	Equus_asinus_asinus
ENSUAMP00000008041	ENSUAMG00000006884	Ursus_americanus
ENSUMAP00000032783	ENSUMAG00000023620	Ursus_maritimus
ENSAMEP00000020026	ENSAMEG00000018974	Ailuropoda_melanoleuca
ENSMPUP00000019324	ENSMPUG00000019452	Mustela_putorius_furo
ENSNVIP00000004937	ENSNVIG00000003994	Neovison_vison
ENSCAFP00020032090	ENSCAFG00020025000	Canis_lupus_dingo
ENSCAFP00000025481	ENSCAFG00000017299	Canis_lupus_familiaris
ENSVVUP00000039283	ENSVVUG00000027995	Vulpes_vulpes
ENSPTIP00000000077	ENSPTIG00000000234	Panthera_tigris_altaica
ENSPPRP00000021832	ENSPPRG00000012522	Panthera_pardus
ENSFCAP00000020190	ENSFCAG00000031837	Felis_catus
ENSCHIP00000021666	ENSCHIG00000019929	Capra_hircus
ENSOARP00000006557	ENSOARG00000006126	Ovis_aries
ENSBIXP00005041166	ENSBIXG00005024005	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000055293	ENSBTAG00000045653	Bos_taurus
ENSBMUP00000002872	ENSBMUG00000002278	Bos_mutus
ENSBBBP00000026423	ENSBBBG00000022238	Bison_bison_bison
ENSVPAP00000004163	ENSVPAG00000004485	Vicugna_pacos
ENSSSCP00000013249	ENSSSCG00000012450	Sus_scrofa_strain_reference
ENSLAFP00000020021	ENSLAFG00000027086	Loxodonta_africana
ENSPCAP00000015327	ENSPCAG00000016420	Procavia_capensis
ENSOCUP00000001176	ENSOCUG00000001367	Oryctolagus_cuniculus
ENSSARP00000002219	ENSSARG00000002470	Sorex_araneus
ENSXETP00000041397	ENSXETG00000002327	Xenopus_tropicalis
ENSLACP00000003290	ENSLACG00000002943	Latimeria_chalumnae
ENSDCDP00000031824	ENSDCDG00000022024	Denticeps_clupeoides
ENSCHAP00000026858	ENSCHAG00000013070	Clupea_harengus
ENSAMXP00005047032	ENSAMXG00005021634	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000013972	ENSAMXG00000013579	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000025656	ENSPNAG00000010843	Pygocentrus_nattereri
ENSIPUP00000021415	ENSIPUG00000014517	Ictalurus_punctatus
ENSEEEP00000047968	ENSEEEG00000022599	Electrophorus_electricus
ENSDARP00000118970	ENSDARG00000062830	Danio_rerio
ENSPKIP00000004638	ENSPKIG00000021664	Paramormyrops_kingsleyae
ENSSFOP00015018396	ENSSFOG00015011815	Scleropages_formosus
ENSGACP00000026879	ENSGACG00000020340	Gasterosteus_aculeatus
ENSBSLP00000031912	ENSBSLG00000015702	Betta_splendens
ENSPMEP00000025258	ENSPMEG00000008111	Poecilia_mexicana
ENSPFOP00000019571	ENSPFOG00000019451	Poecilia_formosa
ENSPLAP00000022203	ENSPLAG00000006567	Poecilia_latipinna
ENSPREP00000031182	ENSPREG00000021126	Poecilia_reticulata
ENSXMAP00000012139	ENSXMAG00000012123	Xiphophorus_maculatus
ENSXCOP00000008089	ENSXCOG00000006214	Xiphophorus_couchianus
ENSGAFP00000009749	ENSGAFG00000006636	Gambusia_affinis
ENSCVAP00000018432	ENSCVAG00000021677	Cyprinodon_variegatus
ENSFHEP00000022026	ENSFHEG00000002162	Fundulus_heteroclitus
ENSKMAP00000007529	ENSKMAG00000005667	Kryptolebias_marmoratus
ENSTRUP00000035033	ENSTRUG00000013717	Takifugu_rubripes
ENSTNIP00000014770	ENSTNIG00000011815	Tetraodon_nigroviridis
ENSMMOP00000018587	ENSMMOG00000014080	Mola_mola
ENSLBEP00000005939	ENSLBEG00000004564	Labrus_bergylta
ENSPMGP00000011056	ENSPMGG00000009166	Periophthalmus_magnuspinnatus
ENSMAMP00000017853	ENSMAMG00000012072	Mastacembelus_armatus
ENSMALP00000029891	ENSMALG00000020690	Monopterus_albus
ENSAOCP00000022884	ENSAOCG00000008606	Amphiprion_ocellaris
ENSAPEP00000009245	ENSAPEG00000006630	Amphiprion_percula
ENSAPOP00000027475	ENSAPOG00000012054	Acanthochromis_polyacanthus
ENSSPAP00000013256	ENSSPAG00000010056	Stegastes_partitus
ENSPRNP00000020183	ENSPRNG00000010574	Parambassis_ranga
ENSCGOP00000055969	ENSCGOG00000024362	Cottoperca_gobio
ENSATEP00000017060	ENSATEG00000011859	Anabas_testudineus
ENSSDUP00000020043	ENSSDUG00000014579	Seriola_dumerili
ENSSLDP00000018836	ENSSLDG00000014810	Seriola_lalandi_dorsalis
ENSSMAP00000029012	ENSSMAG00000017782	Scophthalmus_maximus
ENSACLP00000015308	ENSACLG00000010424	Astatotilapia_calliptera
ENSMZEP00005020132	ENSMZEG00005015106	Maylandia_zebra
ENSHBUP00000003271	ENSHBUG00000004518	Haplochromis_burtoni
ENSPNYP00000028114	ENSPNYG00000021167	Pundamilia_nyererei
ENSNBRP00000021032	ENSNBRG00000016145	Neolamprologus_brichardi
ENSACIP00000017356	ENSACIG00000013537	Amphilophus_citrinellus
ENSORLP00020035433	ENSORLG00020022252	Oryzias_latipes_ASM223471v1
ENSORLP00000011677	ENSORLG00000009311	Oryzias_latipes_ASM223467v1
ENSORLP00015024822	ENSORLG00015005598	Oryzias_latipes_ASM223469v1
ENSOMEP00000024588	ENSOMEG00000005309	Oryzias_melastigma
ENSLCAP00010050727	ENSLCAG00010023645	Lates_calcarifer
ENSLCRP00005064830	ENSLCRG00005023686	Larimichthys_crocea
ENSHCOP00000005230	ENSHCOG00000006871	Hippocampus_comes
ENSGMOP00000005103	ENSGMOG00000004826	Gadus_morhua
ENSHHUP00000030108	ENSHHUG00000019177	Hucho_hucho
ENSHHUP00000027071	ENSHHUG00000017162	Hucho_hucho
ENSELUP00000009108	ENSELUG00000009690	Esox_lucius
ENSLCRP00005048605	ENSLCRG00005018362	Larimichthys_crocea
ENSLBEP00000020329	ENSLBEG00000015628	Labrus_bergylta
ENSCGOP00000008067	ENSCGOG00000004156	Cottoperca_gobio
ENSGACP00000024528	ENSGACG00000018558	Gasterosteus_aculeatus
ENSLCAP00010003369	ENSLCAG00010001767	Lates_calcarifer
ENSSMAP00000019023	ENSSMAG00000011657	Scophthalmus_maximus
ENSSLDP00000031184	ENSSLDG00000023965	Seriola_lalandi_dorsalis
ENSSDUP00000016123	ENSSDUG00000011768	Seriola_dumerili
ENSMALP00000014895	ENSMALG00000010458	Monopterus_albus
ENSMAMP00000021804	ENSMAMG00000014540	Mastacembelus_armatus
ENSATEP00000028183	ENSATEG00000019471	Anabas_testudineus
ENSBSLP00000019388	ENSBSLG00000010102	Betta_splendens
ENSFHEP00000013574	ENSFHEG00000015095	Fundulus_heteroclitus
ENSCVAP00000023364	ENSCVAG00000006666	Cyprinodon_variegatus
ENSPFOP00000003208	ENSPFOG00000003339	Poecilia_formosa
ENSPFOP00000003095	ENSPFOG00000003243	Poecilia_formosa
ENSPMEP00000003335	ENSPMEG00000004458	Poecilia_mexicana
ENSPMEP00000010182	ENSPMEG00000012102	Poecilia_mexicana
ENSPLAP00000010428	ENSPLAG00000013331	Poecilia_latipinna
ENSPREP00000032409	ENSPREG00000021963	Poecilia_reticulata
ENSXMAP00000041299	ENSXMAG00000004824	Xiphophorus_maculatus
ENSXCOP00000015480	ENSXCOG00000011712	Xiphophorus_couchianus
ENSGAFP00000002703	ENSGAFG00000001859	Gambusia_affinis
ENSKMAP00000020979	ENSKMAG00000015597	Kryptolebias_marmoratus
ENSORLP00015029743	ENSORLG00015013057	Oryzias_latipes_ASM223469v1
ENSORLP00000044056	ENSORLG00000028805	Oryzias_latipes_ASM223467v1
ENSOMEP00000013258	ENSOMEG00000000367	Oryzias_melastigma
ENSGWIP00000053302	ENSGWIG00000025630	Gouania_willdenowi
ENSMZEP00005008922	ENSMZEG00005006756	Maylandia_zebra
ENSPNYP00000000145	ENSPNYG00000000116	Pundamilia_nyererei
ENSACLP00000035357	ENSACLG00000023943	Astatotilapia_calliptera
ENSHBUP00000022126	ENSHBUG00000002204	Haplochromis_burtoni
ENSNBRP00000026273	ENSNBRG00000020090	Neolamprologus_brichardi
ENSONIP00000022252	ENSONIG00000017646	Oreochromis_niloticus
ENSACIP00000017365	ENSACIG00000013536	Amphilophus_citrinellus
ENSAOCP00000014068	ENSAOCG00000018681	Amphiprion_ocellaris
ENSAPEP00000013561	ENSAPEG00000009667	Amphiprion_percula
ENSAPOP00000006495	ENSAPOG00000008324	Acanthochromis_polyacanthus
ENSPRNP00000021804	ENSPRNG00000011248	Parambassis_ranga
ENSTRUP00000027374	ENSTRUG00000010832	Takifugu_rubripes
ENSTNIP00000002079	ENSTNIG00000016869	Tetraodon_nigroviridis
ENSHCOP00000002240	ENSHCOG00000003335	Hippocampus_comes
ENSSPAP00000027519	ENSSPAG00000020743	Stegastes_partitus
ENSCSEP00000028436	ENSCSEG00000018191	Cynoglossus_semilaevis
ENSMMOP00000021737	ENSMMOG00000016521	Mola_mola
ENSMMOP00000012458	ENSMMOG00000009576	Mola_mola
ENSORLP00020017300	ENSORLG00020018336	Oryzias_latipes_ASM223471v1
ENSELUP00000028607	ENSELUG00000005265	Esox_lucius
ENSMMOP00000012453	ENSMMOG00000009573	Mola_mola
ENSPMGP00000018625	ENSPMGG00000015198	Periophthalmus_magnuspinnatus
ENSSFOP00015014607	ENSSFOG00015009416	Scleropages_formosus
ENSLOCP00000018466	ENSLOCG00000014996	Lepisosteus_oculatus
ENSECRP00000022411	ENSECRG00000015087	Erpetoichthys_calabaricus
ENSCMIP00000015820	ENSCMIG00000007675	Callorhinchus_milii
