ENSFCAP00000017291	ENSFCAG00000026998	Felis_catus
ENSPPYP00000007440	ENSPPYG00000006559	Pongo_abelii
ENSODEP00000022553	ENSODEG00000016552	Octodon_degus
ENSUAMP00000021614	ENSUAMG00000016971	Ursus_americanus
ENSPCAP00000008870	ENSPCAG00000009560	Procavia_capensis
ENSSHAP00000011924	ENSSHAG00000010231	Sarcophilus_harrisii	ENSSHAT00000012022
ENSMNEP00000028363	ENSMNEG00000037631	Macaca_nemestrina
ENSCCAP00000027082	ENSCCAG00000031349	Cebus_capucinus_imitator
MGP_SPRETEiJ_P0091978	MGP_SPRETEiJ_G0033500	Mus_spretus_strain_SPRET/EiJ
ENSDNOP00000028867	ENSDNOG00000033209	Dasypus_novemcinctus
ENSCGRP00001012445	ENSCGRG00001013856	Cricetulus_griseus_CHOK1GS_HDv1
ENSFDAP00000006359	ENSFDAG00000015132	Fukomys_damarensis
ENSOCUP00000009231	ENSOCUG00000010723	Oryctolagus_cuniculus
ENSPPAP00000013634	ENSPPAG00000029986	Pan_paniscus
ENSANAP00000016234	ENSANAG00000025993	Aotus_nancymaae
ENSJJAP00000015223	ENSJJAG00000017452	Jaculus_jaculus
ENSSSCP00000005298	ENSSSCG00000004923	Sus_scrofa_strain_reference
ENSMICP00000050587	ENSMICG00000046031	Microcebus_murinus
ENSPEMP00000031812	ENSPEMG00000030201	Peromyscus_maniculatus_bairdii
ENSECAP00000009988	ENSECAG00000012241	Equus_caballus
ENSCHIP00000032191	ENSCHIG00000026254	Capra_hircus
ENSLAFP00000021042	ENSLAFG00000030011	Loxodonta_africana
ENSPTIP00000026068	ENSPTIG00000021613	Panthera_tigris_altaica
ENSSTOP00000009080	ENSSTOG00000010125	Ictidomys_tridecemlineatus	ENSSTOT00000010121
ENSRNOP00000051177	ENSRNOG00000028889	Rattus_norvegicus
ENSHGLP00100022452	ENSHGLG00100016514	Heterocephalus_glaber_HetGla_1.0
ENSMMMP00000008113	ENSMMMG00000007278	Marmota_marmota_marmota
ENSMSIP00000006360	ENSMSIG00000005686	Mus_spicilegus
ENSOANP00000028514	ENSOANG00000022341	Ornithorhynchus_anatinus
ENSBMUP00000006010	ENSBMUG00000004707	Bos_mutus
ENSTBEP00000004429	ENSTBEG00000005156	Tupaia_belangeri
ENSCHOP00000010593	ENSCHOG00000011986	Choloepus_hoffmanni
ENSP00000335292	ENSG00000186198	Homo_sapiens
ENSVVUP00000018801	ENSVVUG00000013831	Vulpes_vulpes
ENSSARP00000013186	ENSSARG00000014570	Sorex_araneus	ENSSART00000014575
ENSUMAP00000017092	ENSUMAG00000012546	Ursus_maritimus
ENSBIXP00005001798	ENSBIXG00005008262	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCATP00000042222	ENSCATG00000043736	Cercocebus_atys
ENSEASP00005009067	ENSEASG00005006497	Equus_asinus_asinus
ENSTSYP00000011016	ENSTSYG00000012008	Carlito_syrichta
ENSGGOP00000035766	ENSGGOG00000015637	Gorilla_gorilla
ENSCAFP00020010900	ENSCAFG00020008823	Canis_lupus_dingo
ENSMOCP00000018163	ENSMOCG00000016544	Microtus_ochrogaster
