FBpp0087806	FBgn0033317	Drosophila_melanogaster
ENSLAFP00000019466	ENSLAFG00000029789	Loxodonta_africana
ENSPCAP00000007932	ENSPCAG00000008499	Procavia_capensis
ENSETEP00000012599	ENSETEG00000015539	Echinops_telfairi
ENSETEP00000008478	ENSETEG00000010434	Echinops_telfairi
ENSETEP00000015941	ENSETEG00000019624	Echinops_telfairi
ENSETEP00000003056	ENSETEG00000003720	Echinops_telfairi
ENSLAFP00000020942	ENSLAFG00000026465	Loxodonta_africana
ENSDNOP00000034588	ENSDNOG00000032637	Dasypus_novemcinctus
ENSCGRP00001027226	ENSCGRG00001024293	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000017462	ENSCGRG00000012703	Cricetulus_griseus_CriGri_1.0
ENSHGLP00000004241	ENSHGLG00000003106	Heterocephalus_glaber_HetGla_female_1.0
ENSETEP00000012611	ENSETEG00000015556	Echinops_telfairi
ENSMODP00000044148	ENSMODG00000041363	Monodelphis_domestica
ENSMEUP00000001763	ENSMEUG00000001926	Notamacropus_eugenii
ENSBTAP00000058932	ENSBTAG00000053006	Bos_taurus
ENSBMUP00000028851	ENSBMUG00000021606	Bos_mutus
ENSEASP00005004094	ENSEASG00005003092	Equus_asinus_asinus
ENSHGLP00100017477	ENSHGLG00100012892	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100020128	ENSHGLG00100014835	Heterocephalus_glaber_HetGla_1.0
ENSODEP00000010734	ENSODEG00000007994	Octodon_degus
ENSCPOP00000022549	ENSCPOG00000037868	Cavia_porcellus
ENSMOCP00000017269	ENSMOCG00000015919	Microtus_ochrogaster
ENSDORP00000022922	ENSDORG00000028346	Dipodomys_ordii
ENSMMMP00000024032	ENSMMMG00000021050	Marmota_marmota_marmota
ENSPTRP00000071872	ENSPTRG00000052580	Pan_troglodytes
ENSOANP00000024812	ENSOANG00000015742	Ornithorhynchus_anatinus
ENSXETP00000021979	ENSXETG00000006084	Xenopus_tropicalis
ENSLACP00000003282	ENSLACG00000002935	Latimeria_chalumnae
ENSHHUP00000078236	ENSHHUG00000045668	Hucho_hucho
ENSHHUP00000089730	ENSHHUG00000051802	Hucho_hucho
ENSELUP00000040379	ENSELUG00000000912	Esox_lucius
ENSORLP00000023256	ENSORLG00000018606	Oryzias_latipes_ASM223467v1
ENSOMEP00000031197	ENSOMEG00000015919	Oryzias_melastigma
ENSGWIP00000028807	ENSGWIG00000015035	Gouania_willdenowi
ENSHCOP00000016474	ENSHCOG00000020225	Hippocampus_comes
ENSPMGP00000001731	ENSPMGG00000001555	Periophthalmus_magnuspinnatus
ENSGMOP00000002546	ENSGMOG00000002398	Gadus_morhua
ENSSMAP00000002909	ENSSMAG00000001788	Scophthalmus_maximus
ENSGACP00000015406	ENSGACG00000011648	Gasterosteus_aculeatus
ENSLCRP00005027259	ENSLCRG00005010859	Larimichthys_crocea
ENSAOCP00000004266	ENSAOCG00000007675	Amphiprion_ocellaris
ENSAPEP00000020026	ENSAPEG00000014281	Amphiprion_percula
ENSAPOP00000025807	ENSAPOG00000009186	Acanthochromis_polyacanthus
ENSSPAP00000030933	ENSSPAG00000023191	Stegastes_partitus
ENSFHEP00000011357	ENSFHEG00000012799	Fundulus_heteroclitus
ENSCVAP00000013619	ENSCVAG00000016138	Cyprinodon_variegatus
ENSXCOP00000018945	ENSXCOG00000014248	Xiphophorus_couchianus
ENSXMAP00000000990	ENSXMAG00000000989	Xiphophorus_maculatus
ENSGAFP00000005452	ENSGAFG00000003724	Gambusia_affinis
ENSPFOP00000006540	ENSPFOG00000006525	Poecilia_formosa
ENSPMEP00000021099	ENSPMEG00000001074	Poecilia_mexicana
ENSPLAP00000024422	ENSPLAG00000010602	Poecilia_latipinna
ENSPREP00000006699	ENSPREG00000004618	Poecilia_reticulata
ENSKMAP00000010118	ENSKMAG00000007580	Kryptolebias_marmoratus
ENSCSEP00000027274	ENSCSEG00000017422	Cynoglossus_semilaevis
ENSMALP00000032132	ENSMALG00000022151	Monopterus_albus
ENSMAMP00000033325	ENSMAMG00000022415	Mastacembelus_armatus
ENSATEP00000024482	ENSATEG00000016978	Anabas_testudineus
ENSBSLP00000048187	ENSBSLG00000022947	Betta_splendens
ENSSDUP00000019849	ENSSDUG00000014445	Seriola_dumerili
ENSSLDP00000022553	ENSSLDG00000017569	Seriola_lalandi_dorsalis
ENSLCAP00010004664	ENSLCAG00010002385	Lates_calcarifer
ENSLBEP00000003442	ENSLBEG00000002637	Labrus_bergylta
ENSCGOP00000043182	ENSCGOG00000019508	Cottoperca_gobio
ENSTRUP00000011947	ENSTRUG00000004988	Takifugu_rubripes
ENSTNIP00000012749	ENSTNIG00000009860	Tetraodon_nigroviridis
ENSMMOP00000008796	ENSMMOG00000006803	Mola_mola
ENSMZEP00005036595	ENSMZEG00005027294	Maylandia_zebra
ENSPNYP00000014200	ENSPNYG00000010768	Pundamilia_nyererei
ENSACLP00000040421	ENSACLG00000027219	Astatotilapia_calliptera
ENSHBUP00000014170	ENSHBUG00000001003	Haplochromis_burtoni
ENSNBRP00000011287	ENSNBRG00000008737	Neolamprologus_brichardi
ENSONIP00000001830	ENSONIG00000001456	Oreochromis_niloticus
ENSACIP00000011806	ENSACIG00000009204	Amphilophus_citrinellus
ENSPRNP00000032255	ENSPRNG00000016244	Parambassis_ranga
ENSELUP00000013498	ENSELUG00000013629	Esox_lucius
ENSHHUP00000047616	ENSHHUG00000028795	Hucho_hucho
ENSAMXP00000048507	ENSAMXG00000032853	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005023482	ENSAMXG00005012028	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000004380	ENSPNAG00000010830	Pygocentrus_nattereri
ENSEEEP00000023327	ENSEEEG00000011268	Electrophorus_electricus
ENSIPUP00000004112	ENSIPUG00000002902	Ictalurus_punctatus
ENSDARP00000017582	ENSDARG00000015889	Danio_rerio
ENSDCDP00000062664	ENSDCDG00000035450	Denticeps_clupeoides
ENSCHAP00000025553	ENSCHAG00000012484	Clupea_harengus
ENSSFOP00015003552	ENSSFOG00015002295	Scleropages_formosus
ENSPKIP00000005468	ENSPKIG00000022132	Paramormyrops_kingsleyae
ENSLOCP00000008200	ENSLOCG00000006786	Lepisosteus_oculatus
ENSECRP00000010441	ENSECRG00000006952	Erpetoichthys_calabaricus
ENSCMIP00000034097	ENSCMIG00000014485	Callorhinchus_milii
ENSPMAP00000008303	ENSPMAG00000007532	Petromyzon_marinus
ENSEBUP00000018121	ENSEBUG00000011314	Eptatretus_burgeri
ENSCINP00000014158	ENSCING00000006888	Ciona_intestinalis
YOR091W_mRNA	YOR091W	Saccharomyces_cerevisiae_strain_S288C
