ENSJHYP00000004871	ENSJHYG00000003978	Junco_hyemalis
ENSRBIP00000021307	ENSRBIG00000034628	Rhinopithecus_bieti
ENSCCAP00000019398	ENSCCAG00000027521	Cebus_capucinus_imitator
ENSSBOP00000000493	ENSSBOG00000001070	Saimiri_boliviensis_boliviensis
ENSANAP00000038834	ENSANAG00000036815	Aotus_nancymaae
ENSCJAP00000051200	ENSCJAG00000010985	Callithrix_jacchus
ENSTSYP00000004837	ENSTSYG00000005240	Carlito_syrichta
ENSPSMP00000026499	ENSPSMG00000018594	Prolemur_simus
ENSPCOP00000020028	ENSPCOG00000021968	Propithecus_coquereli
ENSMICP00000036704	ENSMICG00000010886	Microcebus_murinus
ENSOGAP00000005032	ENSOGAG00000005623	Otolemur_garnettii
ENSTBEP00000003992	ENSTBEG00000004566	Tupaia_belangeri
ENSCCNP00000022790	ENSCCNG00000022368	Castor_canadensis
ENSDORP00000007350	ENSDORG00000007835	Dipodomys_ordii
ENSMUSP00000027144	ENSMUSG00000025991	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0019151	MGP_SPRETEiJ_G0015038	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000003958	ENSMSIG00000003654	Mus_spicilegus
MGP_CAROLIEiJ_P0018139	MGP_CAROLIEiJ_G0014231	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0073449	MGP_PahariEiJ_G0027469	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019021	ENSRNOG00000013704	Rattus_norvegicus
ENSMUGP00000031471	ENSMUGG00000026172	Meriones_unguiculatus
ENSPEMP00000009024	ENSPEMG00000010458	Peromyscus_maniculatus_bairdii
ENSMOCP00000009582	ENSMOCG00000009767	Microtus_ochrogaster
ENSCGRP00015038689	ENSCGRG00015028904	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001020472	ENSCGRG00001019583	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000002445	ENSCGRG00000001787	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000009883	ENSMAUG00000010923	Mesocricetus_auratus
ENSNGAP00000008089	ENSNGAG00000011164	Nannospalax_galili
ENSJJAP00000024190	ENSJJAG00000023728	Jaculus_jaculus
ENSCLAP00000004369	ENSCLAG00000003104	Chinchilla_lanigera	ENSCLAT00000004452
ENSODEP00000010617	ENSODEG00000007917	Octodon_degus	ENSODET00000010770
ENSCPOP00000003740	ENSCPOG00000004146	Cavia_porcellus	ENSCPOT00000004191
ENSCAPP00000018590	ENSCAPG00000017945	Cavia_aperea	ENSCAPT00000022401
ENSHGLP00000025144	ENSHGLG00000017911	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007521	ENSHGLG00100005630	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000023319	ENSFDAG00000021487	Fukomys_damarensis
ENSUPAP00010020947	ENSUPAG00010016539	Urocitellus_parryii
ENSSTOP00000000117	ENSSTOG00000000128	Ictidomys_tridecemlineatus
ENSSDAP00000006485	ENSSDAG00000005970	Spermophilus_dauricus
ENSMMMP00000018157	ENSMMMG00000016097	Marmota_marmota_marmota
ENSOCUP00000048781	ENSOCUG00000017716	Oryctolagus_cuniculus
ENSOPRP00000015191	ENSOPRG00000016610	Ochotona_princeps
ENSDNOP00000030404	ENSDNOG00000030935	Dasypus_novemcinctus
ENSDNOP00000008049	ENSDNOG00000010363	Dasypus_novemcinctus
ENSDNOP00000028390	ENSDNOG00000041035	Dasypus_novemcinctus
ENSCHOP00000009310	ENSCHOG00000010502	Choloepus_hoffmanni
ENSLAFP00000004626	ENSLAFG00000005505	Loxodonta_africana
ENSPCAP00000000616	ENSPCAG00000000572	Procavia_capensis
ENSETEP00000005250	ENSETEG00000006453	Echinops_telfairi
ENSOANP00000025143	ENSOANG00000019824	Ornithorhynchus_anatinus	ENSOANT00000028947
ENSOANP00000017521	ENSOANG00000011059	Ornithorhynchus_anatinus
ENSOANP00000029262	ENSOANG00000030136	Ornithorhynchus_anatinus	ENSOANT00000038506
ENSPSIP00000015077	ENSPSIG00000013503	Pelodiscus_sinensis
ENSXETP00000043935	ENSXETG00000002280	Xenopus_tropicalis
ENSLACP00000008986	ENSLACG00000007936	Latimeria_chalumnae
ENSAMXP00000051162	ENSAMXG00000006717	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005036487	ENSAMXG00005017309	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000007353	ENSPNAG00000002674	Pygocentrus_nattereri
ENSIPUP00000011252	ENSIPUG00000007625	Ictalurus_punctatus
ENSEEEP00000038467	ENSEEEG00000018255	Electrophorus_electricus
ENSDARP00000013089	ENSDARG00000020028	Danio_rerio
ENSCHAP00000062681	ENSCHAG00000027784	Clupea_harengus
ENSDCDP00000043316	ENSDCDG00000027653	Denticeps_clupeoides
ENSMAMP00000027999	ENSMAMG00000018705	Mastacembelus_armatus
ENSMALP00000019155	ENSMALG00000013316	Monopterus_albus
ENSATEP00000000827	ENSATEG00000000462	Anabas_testudineus
ENSBSLP00000053934	ENSBSLG00000025087	Betta_splendens
ENSSDUP00000019629	ENSSDUG00000014241	Seriola_dumerili
ENSSLDP00000031909	ENSSLDG00000024467	Seriola_lalandi_dorsalis
ENSLCAP00010045778	ENSLCAG00010021183	Lates_calcarifer
ENSSMAP00000014196	ENSSMAG00000008581	Scophthalmus_maximus
ENSCSEP00000019685	ENSCSEG00000012568	Cynoglossus_semilaevis
ENSAPEP00000019761	ENSAPEG00000014016	Amphiprion_percula
ENSAOCP00000023177	ENSAOCG00000009244	Amphiprion_ocellaris
ENSAPOP00000020575	ENSAPOG00000024457	Acanthochromis_polyacanthus
ENSSPAP00000006068	ENSSPAG00000004628	Stegastes_partitus
ENSPRNP00000007730	ENSPRNG00000004513	Parambassis_ranga
ENSCVAP00000028927	ENSCVAG00000016424	Cyprinodon_variegatus
ENSFHEP00000010650	ENSFHEG00000012071	Fundulus_heteroclitus
ENSPMEP00000031424	ENSPMEG00000018690	Poecilia_mexicana
ENSPFOP00000003407	ENSPFOG00000002962	Poecilia_formosa
ENSPLAP00000015245	ENSPLAG00000000433	Poecilia_latipinna
ENSPREP00000018151	ENSPREG00000012234	Poecilia_reticulata
ENSXMAP00000016196	ENSXMAG00000016110	Xiphophorus_maculatus
ENSXCOP00000001671	ENSXCOG00000001345	Xiphophorus_couchianus
ENSGAFP00000017197	ENSGAFG00000011608	Gambusia_affinis
ENSKMAP00000028427	ENSKMAG00000021008	Kryptolebias_marmoratus
ENSORLP00015023652	ENSORLG00015003762	Oryzias_latipes_ASM223469v1
ENSORLP00020022356	ENSORLG00020002704	Oryzias_latipes_ASM223471v1
ENSORLP00000020044	ENSORLG00000016011	Oryzias_latipes_ASM223467v1
ENSOMEP00000022045	ENSOMEG00000000010	Oryzias_melastigma
ENSACLP00000028028	ENSACLG00000018983	Astatotilapia_calliptera
ENSMZEP00005013620	ENSMZEG00005010171	Maylandia_zebra
ENSPNYP00000025173	ENSPNYG00000018939	Pundamilia_nyererei
ENSHBUP00000029100	ENSHBUG00000013381	Haplochromis_burtoni
ENSNBRP00000003240	ENSNBRG00000002488	Neolamprologus_brichardi
ENSONIP00000005307	ENSONIG00000004217	Oreochromis_niloticus
ENSACIP00000028189	ENSACIG00000021801	Amphilophus_citrinellus
ENSGWIP00000052740	ENSGWIG00000024064	Gouania_willdenowi
ENSLCRP00005044382	ENSLCRG00005016975	Larimichthys_crocea
ENSMMOP00000014105	ENSMMOG00000010798	Mola_mola
ENSLBEP00000003003	ENSLBEG00000002329	Labrus_bergylta
ENSCGOP00000039878	ENSCGOG00000015493	Cottoperca_gobio
ENSGACP00000008639	ENSGACG00000006528	Gasterosteus_aculeatus
ENSTNIP00000005604	ENSTNIG00000003034	Tetraodon_nigroviridis
ENSTNIP00000000679	ENSTNIG00000001713	Tetraodon_nigroviridis
ENSTRUP00000051184	ENSTRUG00000007058	Takifugu_rubripes
ENSHCOP00000006734	ENSHCOG00000008621	Hippocampus_comes
ENSPMGP00000009565	ENSPMGG00000007910	Periophthalmus_magnuspinnatus
ENSGMOP00000000256	ENSGMOG00000000243	Gadus_morhua
ENSHHUP00000064014	ENSHHUG00000037712	Hucho_hucho
ENSELUP00000011713	ENSELUG00000012094	Esox_lucius
ENSSFOP00015036305	ENSSFOG00015023095	Scleropages_formosus
ENSLOCP00000005529	ENSLOCG00000004580	Lepisosteus_oculatus
ENSECRP00000013593	ENSECRG00000009063	Erpetoichthys_calabaricus
ENSCMIP00000033857	ENSCMIG00000014321	Callorhinchus_milii
