ENSLOCP00000015552	ENSLOCG00000012632	Lepisosteus_oculatus
ENSMAMP00000027188	ENSMAMG00000018282	Mastacembelus_armatus
ENSLBEP00000006284	ENSLBEG00000004849	Labrus_bergylta
ENSAOCP00000022401	ENSAOCG00000007857	Amphiprion_ocellaris
ENSAPEP00000034059	ENSAPEG00000024139	Amphiprion_percula
ENSAPOP00000006497	ENSAPOG00000008304	Acanthochromis_polyacanthus
ENSACLP00000028700	ENSACLG00000019475	Astatotilapia_calliptera
ENSMZEP00005024893	ENSMZEG00005018590	Maylandia_zebra
ENSPNYP00000018250	ENSPNYG00000013643	Pundamilia_nyererei
ENSHBUP00000003036	ENSHBUG00000004528	Haplochromis_burtoni
ENSNBRP00000008025	ENSNBRG00000006035	Neolamprologus_brichardi
ENSONIP00000006282	ENSONIG00000004994	Oreochromis_niloticus
ENSACIP00000004498	ENSACIG00000003410	Amphilophus_citrinellus
ENSSPAP00000015896	ENSSPAG00000011991	Stegastes_partitus
ENSATEP00000028703	ENSATEG00000019816	Anabas_testudineus
ENSPRNP00000027187	ENSPRNG00000013554	Parambassis_ranga
ENSCGOP00000017362	ENSCGOG00000008257	Cottoperca_gobio
ENSGACP00000027317	ENSGACG00000020654	Gasterosteus_aculeatus
ENSLCRP00005025851	ENSLCRG00005009960	Larimichthys_crocea
ENSLCAP00010018741	ENSLCAG00010008834	Lates_calcarifer
ENSMMOP00000024610	ENSMMOG00000018688	Mola_mola
ENSPMGP00000024174	ENSPMGG00000019430	Periophthalmus_magnuspinnatus
ENSGMOP00000020712	ENSGMOG00000019254	Gadus_morhua
ENSCHAP00000018532	ENSCHAG00000009552	Clupea_harengus
ENSDCDP00000016881	ENSDCDG00000013782	Denticeps_clupeoides
ENSAMXP00005041210	ENSAMXG00005019257	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000044866	ENSAMXG00000037440	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001994	ENSPNAG00000001052	Pygocentrus_nattereri
ENSEEEP00000029525	ENSEEEG00000014139	Electrophorus_electricus
ENSIPUP00000003375	ENSIPUG00000002217	Ictalurus_punctatus
ENSDARP00000108874	ENSDARG00000086585	Danio_rerio
ENSMAMP00000022946	ENSMAMG00000015282	Mastacembelus_armatus
ENSMALP00000016580	ENSMALG00000011635	Monopterus_albus
ENSATEP00000026720	ENSATEG00000018403	Anabas_testudineus
ENSAOCP00000026357	ENSAOCG00000000961	Amphiprion_ocellaris
ENSAPEP00000011770	ENSAPEG00000008356	Amphiprion_percula
ENSAPOP00000034385	ENSAPOG00000023737	Acanthochromis_polyacanthus
ENSSPAP00000030538	ENSSPAG00000022877	Stegastes_partitus
ENSPRNP00000038895	ENSPRNG00000019191	Parambassis_ranga
ENSCVAP00000031307	ENSCVAG00000000539	Cyprinodon_variegatus
ENSFHEP00000014848	ENSFHEG00000016593	Fundulus_heteroclitus
ENSPLAP00000005971	ENSPLAG00000008022	Poecilia_latipinna
ENSPFOP00000002839	ENSPFOG00000002747	Poecilia_formosa
ENSPMEP00000012306	ENSPMEG00000014508	Poecilia_mexicana
ENSPREP00000006018	ENSPREG00000004166	Poecilia_reticulata
ENSXMAP00000029246	ENSXMAG00000018904	Xiphophorus_maculatus
ENSXCOP00000016659	ENSXCOG00000012566	Xiphophorus_couchianus
ENSGAFP00000000842	ENSGAFG00000000464	Gambusia_affinis
ENSKMAP00000019056	ENSKMAG00000014157	Kryptolebias_marmoratus
ENSORLP00020018519	ENSORLG00020019483	Oryzias_latipes_ASM223471v1
ENSORLP00000029121	ENSORLG00000009670	Oryzias_latipes_ASM223467v1
ENSORLP00015013507	ENSORLG00015014398	Oryzias_latipes_ASM223469v1
ENSOMEP00000014670	ENSOMEG00000016201	Oryzias_melastigma
ENSACLP00000033200	ENSACLG00000022473	Astatotilapia_calliptera
ENSMZEP00005007811	ENSMZEG00005005944	Maylandia_zebra
ENSPNYP00000000093	ENSPNYG00000000069	Pundamilia_nyererei
ENSHBUP00000000475	ENSHBUG00000001639	Haplochromis_burtoni
ENSNBRP00000028290	ENSNBRG00000021424	Neolamprologus_brichardi
ENSONIP00000019843	ENSONIG00000015764	Oreochromis_niloticus
ENSACIP00000006865	ENSACIG00000005246	Amphilophus_citrinellus
ENSGWIP00000055076	ENSGWIG00000026246	Gouania_willdenowi
ENSSLDP00000030122	ENSSLDG00000023002	Seriola_lalandi_dorsalis
ENSSDUP00000018001	ENSSDUG00000013137	Seriola_dumerili
ENSSMAP00000020995	ENSSMAG00000012854	Scophthalmus_maximus
ENSLCAP00010053864	ENSLCAG00010025062	Lates_calcarifer
ENSLCRP00005015085	ENSLCRG00005006423	Larimichthys_crocea
ENSMMOP00000012657	ENSMMOG00000009717	Mola_mola
ENSCGOP00000020737	ENSCGOG00000009975	Cottoperca_gobio
ENSTRUP00000016770	ENSTRUG00000006829	Takifugu_rubripes
ENSTNIP00000001141	ENSTNIG00000004640	Tetraodon_nigroviridis
ENSLBEP00000037897	ENSLBEG00000028284	Labrus_bergylta
ENSGACP00000024692	ENSGACG00000018682	Gasterosteus_aculeatus
ENSCSEP00000026576	ENSCSEG00000016983	Cynoglossus_semilaevis
ENSHCOP00000003202	ENSHCOG00000004500	Hippocampus_comes
ENSBSLP00000028919	ENSBSLG00000014436	Betta_splendens
ENSPMGP00000022539	ENSPMGG00000018240	Periophthalmus_magnuspinnatus
ENSGMOP00000005911	ENSGMOG00000005554	Gadus_morhua
ENSPMGP00000012615	ENSPMGG00000010410	Periophthalmus_magnuspinnatus
ENSHHUP00000021278	ENSHHUG00000013308	Hucho_hucho
ENSHHUP00000055435	ENSHHUG00000033157	Hucho_hucho
ENSELUP00000007978	ENSELUG00000008756	Esox_lucius
ENSPKIP00000014894	ENSPKIG00000001793	Paramormyrops_kingsleyae
ENSPKIP00000003873	ENSPKIG00000021183	Paramormyrops_kingsleyae
ENSSFOP00015017314	ENSSFOG00015011158	Scleropages_formosus
ENSSFOP00015034261	ENSSFOG00015021837	Scleropages_formosus
ENSLACP00000015785	ENSLACG00000013901	Latimeria_chalumnae
ENSHHUP00000000475	ENSHHUG00000000330	Hucho_hucho
ENSCMIP00000012950	ENSCMIG00000006560	Callorhinchus_milii
ENSGAGP00000016147	ENSGAGG00000012118	Gopherus_agassizii
ENSCABP00000026324	ENSCABG00000019342	Chelonoidis_abingdonii
ENSCPBP00000006068	ENSCPBG00000004849	Chrysemys_picta_bellii
ENSPSIP00000016458	ENSPSIG00000014674	Pelodiscus_sinensis
ENSSPUP00000019840	ENSSPUG00000015260	Sphenodon_punctatus
ENSNSUP00000014690	ENSNSUG00000010877	Notechis_scutatus
ENSCPRP00005001271	ENSCPRG00005000969	Crocodylus_porosus
ENSPMJP00000019446	ENSPMJG00000014563	Parus_major
ENSCCEP00000015371	ENSCCEG00000014578	Cyanistes_caeruleus
ENSLSDP00000019418	ENSLSDG00000013827	Lonchura_striata_domestica
ENSTGUP00000001673	ENSTGUG00000001621	Taeniopygia_guttata
ENSFALP00000009833	ENSFALG00000009428	Ficedula_albicollis
ENSSCAP00000012206	ENSSCAG00000009124	Serinus_canaria
ENSZALP00000021167	ENSZALG00000016603	Zonotrichia_albicollis
ENSJHYP00000007953	ENSJHYG00000006258	Junco_hyemalis
ENSLCOP00000017880	ENSLCOG00000012639	Lepidothrix_coronata
ENSMVIP00005026768	ENSMVIG00005018650	Manacus_vitellinus
ENSMUNP00000013403	ENSMUNG00000010458	Melopsittacus_undulatus
ENSCPGP00000020661	ENSCPGG00000014447	Calidris_pygmaea
ENSCPUP00000016237	ENSCPUG00000011252	Calidris_pugnax
ENSGALP00000057015	ENSGALG00000033641	Gallus_gallus
ENSCJPP00005014824	ENSCJPG00005012340	Coturnix_japonica
ENSMGAP00000000442	ENSMGAG00000001012	Meleagris_gallopavo
ENSNMEP00000010175	ENSNMEG00000009701	Numida_meleagris
ENSABRP00000016353	ENSABRG00000014354	Anser_brachyrhynchus
ENSAPLP00000014937	ENSAPLG00000015077	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000016122	ENSAHAG00000011496	Apteryx_haastii	ENSAHAT00000017844
ENSAOWP00000014577	ENSAOWG00000009949	Apteryx_owenii	ENSAOWT00000016539
ENSARWP00000019067	ENSARWG00000013080	Apteryx_rowi	ENSARWT00000021651
ENSDNVP00000009555	ENSDNVG00000006756	Dromaius_novaehollandiae	ENSDNVT00000011479
ENSNPEP00000004823	ENSNPEG00000003679	Nothoprocta_perdicaria	ENSNPET00000004944
ENSCPRP00005001284	ENSCPRG00005000983	Crocodylus_porosus
ENSOANP00000023963	ENSOANG00000015219	Ornithorhynchus_anatinus
ENSOANP00000001294	ENSOANG00000000837	Ornithorhynchus_anatinus
ENSVURP00010012398	ENSVURG00010009563	Vombatus_ursinus
ENSMEUP00000000431	ENSMEUG00000000466	Notamacropus_eugenii
ENSSHAP00000016120	ENSSHAG00000013720	Sarcophilus_harrisii
ENSPCIP00000021151	ENSPCIG00000016063	Phascolarctos_cinereus
ENSMODP00000031602	ENSMODG00000011737	Monodelphis_domestica
ENSFDAP00000019282	ENSFDAG00000009247	Fukomys_damarensis
ENSSDAP00000017724	ENSSDAG00000016138	Spermophilus_dauricus
ENSCLAP00000005612	ENSCLAG00000003987	Chinchilla_lanigera
ENSODEP00000004591	ENSODEG00000003501	Octodon_degus
ENSMAUP00000009606	ENSMAUG00000010710	Mesocricetus_auratus
ENSNGAP00000016306	ENSNGAG00000017077	Nannospalax_galili
ENSJJAP00000013483	ENSJJAG00000016221	Jaculus_jaculus
ENSOCUP00000015818	ENSOCUG00000024471	Oryctolagus_cuniculus
ENSCAPP00000008635	ENSCAPG00000010292	Cavia_aperea
ENSHGLP00100018766	ENSHGLG00100013845	Heterocephalus_glaber_HetGla_1.0
ENSDORP00000002242	ENSDORG00000002385	Dipodomys_ordii
ENSCGRP00000008234	ENSCGRG00000006008	Cricetulus_griseus_CriGri_1.0
ENSTSYP00000033377	ENSTSYG00000032110	Carlito_syrichta
ENSMLUP00000002802	ENSMLUG00000003075	Myotis_lucifugus
ENSECAP00000030631	ENSECAG00000013341	Equus_caballus
ENSDNOP00000001972	ENSDNOG00000002541	Dasypus_novemcinctus
ENSTTRP00000010822	ENSTTRG00000011409	Tursiops_truncatus
ENSSSCP00000068052	ENSSSCG00000021082	Sus_scrofa_strain_reference
ENSPVAP00000009133	ENSPVAG00000009686	Pteropus_vampyrus
ENSEASP00005030719	ENSEASG00005020907	Equus_asinus_asinus
ENSAMEP00000011506	ENSAMEG00000010938	Ailuropoda_melanoleuca
ENSVVUP00000013745	ENSVVUG00000010056	Vulpes_vulpes
ENSUPAP00010028004	ENSUPAG00010022124	Urocitellus_parryii
ENSSTOP00000017675	ENSSTOG00000024639	Ictidomys_tridecemlineatus
ENSHGLP00000013198	ENSHGLG00000009431	Heterocephalus_glaber_HetGla_female_1.0
ENSCGRP00015003872	ENSCGRG00015002994	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001026897	ENSCGRG00001024076	Cricetulus_griseus_CHOK1GS_HDv1
ENSPEMP00000032281	ENSPEMG00000025736	Peromyscus_maniculatus_bairdii
ENSMOCP00000011276	ENSMOCG00000011511	Microtus_ochrogaster
ENSMUSP00000111378	ENSMUSG00000060275	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0048300	MGP_SPRETEiJ_G0023033	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000035924	ENSMSIG00000029870	Mus_spicilegus
MGP_CAROLIEiJ_P0046372	MGP_CAROLIEiJ_G0022121	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0038974	MGP_PahariEiJ_G0018855	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000028713	ENSRNOG00000019093	Rattus_norvegicus
ENSPCOP00000023013	ENSPCOG00000023629	Propithecus_coquereli
ENSMICP00000031243	ENSMICG00000029845	Microcebus_murinus
ENSPSMP00000027559	ENSPSMG00000019250	Prolemur_simus
ENSCATP00000043909	ENSCATG00000044418	Cercocebus_atys
ENSMMUP00000013491	ENSMMUG00000010301	Macaca_mulatta
ENSTGEP00000030807	ENSTGEG00000024633	Theropithecus_gelada
ENSPANP00000025771	ENSPANG00000010408	Papio_anubis
ENSCSAP00000009099	ENSCSAG00000012979	Chlorocebus_sabaeus
ENSMLEP00000034816	ENSMLEG00000041512	Mandrillus_leucophaeus
ENSCANP00000010534	ENSCANG00000028607	Colobus_angolensis_palliatus
ENSRBIP00000026609	ENSRBIG00000037155	Rhinopithecus_bieti
ENSPTEP00000031560	ENSPTEG00000030433	Piliocolobus_tephrosceles
ENSPTEP00000032167	ENSPTEG00000030950	Piliocolobus_tephrosceles
ENSPPAP00000024073	ENSPPAG00000035164	Pan_paniscus
ENSPTRP00000042359	ENSPTRG00000017306	Pan_troglodytes
ENSP00000354910	ENSG00000158458	Homo_sapiens
ENSNLEP00000011213	ENSNLEG00000009209	Nomascus_leucogenys
ENSSBOP00000039316	ENSSBOG00000035692	Saimiri_boliviensis_boliviensis
ENSCCAP00000009367	ENSCCAG00000022353	Cebus_capucinus_imitator
ENSCJAP00000046561	ENSCJAG00000016833	Callithrix_jacchus
ENSANAP00000004112	ENSANAG00000020081	Aotus_nancymaae
ENSDNOP00000031865	ENSDNOG00000030635	Dasypus_novemcinctus
ENSCAFP00020003659	ENSCAFG00020003042	Canis_lupus_dingo
ENSCAFP00000008572	ENSCAFG00000005731	Canis_lupus_familiaris
ENSMPUP00000008936	ENSMPUG00000009008	Mustela_putorius_furo
ENSPPRP00000023096	ENSPPRG00000013625	Panthera_pardus
ENSFCAP00000050808	ENSFCAG00000021921	Felis_catus
ENSBIXP00000023901	ENSBIXG00000026217	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005033179	ENSBIXG00005013932	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000055526	ENSBTAG00000010689	Bos_taurus
ENSBMUP00000019704	ENSBMUG00000014762	Bos_mutus
ENSBBBP00000003412	ENSBBBG00000012555	Bison_bison_bison
ENSCHIP00000007703	ENSCHIG00000011115	Capra_hircus
ENSOARP00000018672	ENSOARG00000017394	Ovis_aries
ENSNVIP00000018026	ENSNVIG00000014099	Neovison_vison
ENSOGAP00000017538	ENSOGAG00000031618	Otolemur_garnettii
ENSMUGP00000020605	ENSMUGG00000017377	Meriones_unguiculatus
ENSPTIP00000016259	ENSPTIG00000015071	Panthera_tigris_altaica
ENSCPOP00000016759	ENSCPOG00000020136	Cavia_porcellus
ENSRROP00000030051	ENSRROG00000038771	Rhinopithecus_roxellana
ENSMNEP00000010313	ENSMNEG00000029541	Macaca_nemestrina
ENSTBEP00000004792	ENSTBEG00000005550	Tupaia_belangeri
ENSUMAP00000021079	ENSUMAG00000015394	Ursus_maritimus
ENSMFAP00000031798	ENSMFAG00000036960	Macaca_fascicularis
ENSGGOP00000008384	ENSGGOG00000008570	Gorilla_gorilla
ENSPPYP00000017719	ENSPPYG00000015847	Pongo_abelii
ENSLAFP00000024015	ENSLAFG00000016055	Loxodonta_africana
ENSETEP00000014219	ENSETEG00000017507	Echinops_telfairi
ENSACAP00000020502	ENSACAG00000002438	Anolis_carolinensis
ENSPVIP00000020473	ENSPVIG00000015614	Pogona_vitticeps
ENSSMRP00000024033	ENSSMRG00000018642	Salvator_merianae
ENSCMIP00000012953	ENSCMIG00000006561	Callorhinchus_milii
