ENSETEP00000015734	ENSETEG00000019367	Echinops_telfairi
ENSCLAP00000015988	ENSCLAG00000011003	Chinchilla_lanigera
ENSODEP00000021947	ENSODEG00000016128	Octodon_degus
ENSCAPP00000002999	ENSCAPG00000005880	Cavia_aperea
ENSCPOP00000033001	ENSCPOG00000038105	Cavia_porcellus
ENSDORP00000012785	ENSDORG00000013598	Dipodomys_ordii
ENSDNOP00000025949	ENSDNOG00000031031	Dasypus_novemcinctus
ENSCCNP00000011949	ENSCCNG00000012408	Castor_canadensis
ENSMSIP00000019686	ENSMSIG00000016713	Mus_spicilegus
MGP_SPRETEiJ_P0090489	MGP_SPRETEiJ_G0032988	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000131029	ENSMUSG00000003308	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0086935	MGP_CAROLIEiJ_G0031864	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0022583	MGP_PahariEiJ_G0014730	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000028360	ENSRNOG00000020878	Rattus_norvegicus
ENSMUGP00000025017	ENSMUGG00000020880	Meriones_unguiculatus
ENSCGRP00001016142	ENSCGRG00001016562	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000014185	ENSCGRG00000010266	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000005819	ENSMAUG00000007914	Mesocricetus_auratus
ENSMOCP00000009307	ENSMOCG00000009445	Microtus_ochrogaster
ENSPEMP00000026973	ENSPEMG00000022907	Peromyscus_maniculatus_bairdii
ENSNGAP00000010380	ENSNGAG00000012825	Nannospalax_galili
ENSJJAP00000000102	ENSJJAG00000000119	Jaculus_jaculus
ENSVURP00010015382	ENSVURG00010011781	Vombatus_ursinus
ENSVURP00010015408	ENSVURG00010011803	Vombatus_ursinus
ENSPCIP00000024787	ENSPCIG00000018668	Phascolarctos_cinereus
ENSMEUP00000010187	ENSMEUG00000011169	Notamacropus_eugenii
ENSMODP00000007119	ENSMODG00000005745	Monodelphis_domestica
ENSSHAP00000007274	ENSSHAG00000006322	Sarcophilus_harrisii
ENSOANP00000014909	ENSOANG00000009371	Ornithorhynchus_anatinus
ENSACAP00000008820	ENSACAG00000008991	Anolis_carolinensis
ENSPVIP00000011678	ENSPVIG00000009155	Pogona_vitticeps
ENSNSUP00000018123	ENSNSUG00000013264	Notechis_scutatus
ENSSMRP00000021593	ENSSMRG00000016807	Salvator_merianae
ENSSPUP00000002994	ENSSPUG00000002322	Sphenodon_punctatus
ENSCPBP00000006249	ENSCPBG00000004989	Chrysemys_picta_bellii
ENSCABP00000005974	ENSCABG00000004500	Chelonoidis_abingdonii
ENSARWP00000019812	ENSARWG00000013581	Apteryx_rowi
ENSAOWP00000024243	ENSAOWG00000016368	Apteryx_owenii
ENSAHAP00000009144	ENSAHAG00000006651	Apteryx_haastii
ENSLACP00000008916	ENSLACG00000007874	Latimeria_chalumnae
ENSCHAP00000056164	ENSCHAG00000025443	Clupea_harengus
ENSDCDP00000051442	ENSDCDG00000031248	Denticeps_clupeoides
ENSEEEP00000009532	ENSEEEG00000004878	Electrophorus_electricus
ENSIPUP00000024540	ENSIPUG00000016583	Ictalurus_punctatus
ENSAMXP00005009159	ENSAMXG00005005225	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000040633	ENSAMXG00000011366	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000000272	ENSPNAG00000000163	Pygocentrus_nattereri
ENSDARP00000124228	ENSDARG00000074634	Danio_rerio
ENSTRUP00000009086	ENSTRUG00000003855	Takifugu_rubripes
ENSTNIP00000007190	ENSTNIG00000004541	Tetraodon_nigroviridis
ENSLBEP00000027465	ENSLBEG00000020837	Labrus_bergylta
ENSMMOP00000011008	ENSMMOG00000008495	Mola_mola
ENSCGOP00000048586	ENSCGOG00000021671	Cottoperca_gobio
ENSSMAP00000023440	ENSSMAG00000014293	Scophthalmus_maximus
ENSCSEP00000021598	ENSCSEG00000013786	Cynoglossus_semilaevis
ENSLCAP00010054393	ENSLCAG00010025348	Lates_calcarifer
ENSSLDP00000030672	ENSSLDG00000023620	Seriola_lalandi_dorsalis
ENSSDUP00000032384	ENSSDUG00000023265	Seriola_dumerili
ENSMAMP00000003934	ENSMAMG00000002679	Mastacembelus_armatus
ENSMALP00000031085	ENSMALG00000021472	Monopterus_albus
ENSATEP00000004126	ENSATEG00000002872	Anabas_testudineus
ENSBSLP00000010234	ENSBSLG00000005218	Betta_splendens
ENSAOCP00000005977	ENSAOCG00000009527	Amphiprion_ocellaris
ENSAPEP00000032683	ENSAPEG00000023223	Amphiprion_percula
ENSAPOP00000003211	ENSAPOG00000004671	Acanthochromis_polyacanthus
ENSSPAP00000016457	ENSSPAG00000012410	Stegastes_partitus
ENSPRNP00000023396	ENSPRNG00000011942	Parambassis_ranga
ENSACLP00000011453	ENSACLG00000007822	Astatotilapia_calliptera
ENSHBUP00000005601	ENSHBUG00000006989	Haplochromis_burtoni
ENSPNYP00000031824	ENSPNYG00000024008	Pundamilia_nyererei
ENSMZEP00005032017	ENSMZEG00005023869	Maylandia_zebra
ENSNBRP00000025025	ENSNBRG00000019129	Neolamprologus_brichardi
ENSONIP00000022764	ENSONIG00000018066	Oreochromis_niloticus
ENSACIP00000004183	ENSACIG00000003284	Amphilophus_citrinellus
ENSGWIP00000021879	ENSGWIG00000011769	Gouania_willdenowi
ENSHCOP00000013696	ENSHCOG00000016897	Hippocampus_comes
ENSPMGP00000011151	ENSPMGG00000009246	Periophthalmus_magnuspinnatus
ENSGACP00000025753	ENSGACG00000019479	Gasterosteus_aculeatus
ENSKMAP00000026119	ENSKMAG00000019360	Kryptolebias_marmoratus
ENSLCRP00005005125	ENSLCRG00005002628	Larimichthys_crocea
ENSPFOP00000013377	ENSPFOG00000013318	Poecilia_formosa
ENSPMEP00000007101	ENSPMEG00000008707	Poecilia_mexicana
ENSPLAP00000014687	ENSPLAG00000018426	Poecilia_latipinna
ENSPREP00000020487	ENSPREG00000013858	Poecilia_reticulata
ENSXMAP00000029544	ENSXMAG00000021448	Xiphophorus_maculatus
ENSXCOP00000018032	ENSXCOG00000013584	Xiphophorus_couchianus
ENSGAFP00000012979	ENSGAFG00000008765	Gambusia_affinis
ENSCVAP00000016618	ENSCVAG00000019600	Cyprinodon_variegatus
ENSFHEP00000025652	ENSFHEG00000007996	Fundulus_heteroclitus
ENSORLP00020027076	ENSORLG00020009876	Oryzias_latipes_ASM223471v1
ENSORLP00015007315	ENSORLG00015008142	Oryzias_latipes_ASM223469v1
ENSORLP00000004762	ENSORLG00000003823	Oryzias_latipes_ASM223467v1
ENSOMEP00000031802	ENSOMEG00000016855	Oryzias_melastigma
ENSGMOP00000018449	ENSGMOG00000017172	Gadus_morhua
ENSHHUP00000030141	ENSHHUG00000019174	Hucho_hucho
ENSHHUP00000057722	ENSHHUG00000034372	Hucho_hucho
ENSELUP00000024584	ENSELUG00000023382	Esox_lucius
ENSPKIP00000028917	ENSPKIG00000010365	Paramormyrops_kingsleyae
ENSSFOP00015015717	ENSSFOG00015010140	Scleropages_formosus
ENSLOCP00000009375	ENSLOCG00000007721	Lepisosteus_oculatus
ENSECRP00000028190	ENSECRG00000019072	Erpetoichthys_calabaricus
ENSCPUP00000019401	ENSCPUG00000013356	Calidris_pugnax	ENSCPUT00000023046
ENSCPGP00000007050	ENSCPGG00000005050	Calidris_pygmaea	ENSCPGT00000007751
ENSPMJP00000002807	ENSPMJG00000002454	Parus_major	ENSPMJT00000003985
ENSTGUP00000014851	ENSTGUG00000014471	Taeniopygia_guttata
ENSCMIP00000026800	ENSCMIG00000011704	Callorhinchus_milii
ENSEBUP00000012811	ENSEBUG00000008126	Eptatretus_burgeri
