ENSCGOP00000043602	ENSCGOG00000019647	Cottoperca_gobio
ENSCHAP00000018367	ENSCHAG00000009556	Clupea_harengus
ENSPKIP00000023084	ENSPKIG00000006847	Paramormyrops_kingsleyae
ENSSFOP00015015951	ENSSFOG00015010296	Scleropages_formosus
ENSELUP00000015167	ENSELUG00000015133	Esox_lucius
ENSHHUP00000023365	ENSHHUG00000014656	Hucho_hucho
ENSCHAP00000055819	ENSCHAG00000025265	Clupea_harengus
ENSDARP00000090355	ENSDARG00000038979	Danio_rerio
ENSLOCP00000013099	ENSLOCG00000010696	Lepisosteus_oculatus
ENSECRP00000006004	ENSECRG00000004008	Erpetoichthys_calabaricus
ENSDNVP00000011745	ENSDNVG00000008276	Dromaius_novaehollandiae
ENSNPEP00000004202	ENSNPEG00000003216	Nothoprocta_perdicaria
ENSAOWP00000009416	ENSAOWG00000006485	Apteryx_owenii
ENSAHAP00000026074	ENSAHAG00000018179	Apteryx_haastii
ENSARWP00000010180	ENSARWG00000007087	Apteryx_rowi
ENSLSDP00000011013	ENSLSDG00000008104	Lonchura_striata_domestica
ENSTGUP00000001867	ENSTGUG00000001812	Taeniopygia_guttata
ENSSCAP00000021627	ENSSCAG00000015531	Serinus_canaria
ENSJHYP00000009555	ENSJHYG00000007541	Junco_hyemalis
ENSZALP00000018203	ENSZALG00000014611	Zonotrichia_albicollis
ENSFALP00000005191	ENSFALG00000004995	Ficedula_albicollis
ENSPMJP00000024537	ENSPMJG00000018032	Parus_major
ENSCCEP00000018203	ENSCCEG00000016736	Cyanistes_caeruleus
ENSLCOP00000017092	ENSLCOG00000012115	Lepidothrix_coronata
ENSMVIP00005014797	ENSMVIG00005010681	Manacus_vitellinus
ENSAPLP00000026069	ENSAPLG00000018488	Anas_platyrhynchos_platyrhynchos
ENSABRP00000010494	ENSABRG00000009459	Anser_brachyrhynchus
ENSCJPP00005000125	ENSCJPG00005000210	Coturnix_japonica
ENSGALP00000059951	ENSGALG00000042773	Gallus_gallus
ENSMGAP00000012970	ENSMGAG00000012317	Meleagris_gallopavo
ENSNMEP00000000823	ENSNMEG00000001224	Numida_meleagris
ENSCPGP00000020534	ENSCPGG00000014372	Calidris_pygmaea
ENSCPUP00000029782	ENSCPUG00000019953	Calidris_pugnax
ENSMUNP00000011108	ENSMUNG00000008717	Melopsittacus_undulatus
ENSCPRP00005016588	ENSCPRG00005011565	Crocodylus_porosus
ENSGAGP00000021106	ENSGAGG00000015503	Gopherus_agassizii
ENSCABP00000001512	ENSCABG00000001223	Chelonoidis_abingdonii
ENSCPBP00000035689	ENSCPBG00000024819	Chrysemys_picta_bellii
ENSPSIP00000020459	ENSPSIG00000018109	Pelodiscus_sinensis
ENSPVIP00000030217	ENSPVIG00000022262	Pogona_vitticeps
ENSNSUP00000013966	ENSNSUG00000010358	Notechis_scutatus
ENSSMRP00000024686	ENSSMRG00000019088	Salvator_merianae
ENSSPUP00000001744	ENSSPUG00000001346	Sphenodon_punctatus
ENSXETP00000027901	ENSXETG00000008744	Xenopus_tropicalis
ENSVURP00010017860	ENSVURG00010013647	Vombatus_ursinus	ENSVURT00010020283
ENSPCIP00000004935	ENSPCIG00000004002	Phascolarctos_cinereus	ENSPCIT00000006181
ENSMODP00000039862	ENSMODG00000029263	Monodelphis_domestica	ENSMODT00000042967
ENSSHAP00000006153	ENSSHAG00000005353	Sarcophilus_harrisii	ENSSHAT00000006207
ENSOANP00000016950	ENSOANG00000010687	Ornithorhynchus_anatinus
ENSCAFP00020030251	ENSCAFG00020023604	Canis_lupus_dingo
ENSCAFP00000043617	ENSCAFG00000003474	Canis_lupus_familiaris
ENSVVUP00000013389	ENSVVUG00000009822	Vulpes_vulpes
ENSMPUP00000018040	ENSMPUG00000018151	Mustela_putorius_furo
ENSNVIP00000017812	ENSNVIG00000013895	Neovison_vison
ENSAMEP00000009675	ENSAMEG00000009208	Ailuropoda_melanoleuca
ENSUMAP00000011546	ENSUMAG00000008677	Ursus_maritimus
ENSPPRP00000000223	ENSPPRG00000024967	Panthera_pardus
ENSPTIP00000020441	ENSPTIG00000017875	Panthera_tigris_altaica
ENSFCAP00000026182	ENSFCAG00000037032	Felis_catus
ENSBTAP00000016016	ENSBTAG00000012073	Bos_taurus
ENSBIXP00000028459	ENSBIXG00000000400	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000011884	ENSBBBG00000019829	Bison_bison_bison
ENSCHIP00000009741	ENSCHIG00000012490	Capra_hircus
ENSOARP00000014635	ENSOARG00000013649	Ovis_aries
ENSSSCP00000035007	ENSSSCG00000032734	Sus_scrofa_strain_reference
ENSBMUP00000030638	ENSBMUG00000022904	Bos_mutus
ENSUAMP00000034797	ENSUAMG00000026443	Ursus_americanus	ENSUAMT00000038751
ENSECAP00000031591	ENSECAG00000008447	Equus_caballus
ENSEASP00005026548	ENSEASG00005018124	Equus_asinus_asinus
ENSCLAP00000023032	ENSCLAG00000015810	Chinchilla_lanigera
ENSODEP00000001223	ENSODEG00000000969	Octodon_degus
ENSCPOP00000032413	ENSCPOG00000037528	Cavia_porcellus
ENSCAPP00000005097	ENSCAPG00000007491	Cavia_aperea
ENSHGLP00000024724	ENSHGLG00000017628	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005202	ENSHGLG00100003945	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000012285	ENSFDAG00000019652	Fukomys_damarensis
ENSCCNP00000032239	ENSCCNG00000030591	Castor_canadensis
ENSDORP00000000465	ENSDORG00000023196	Dipodomys_ordii
ENSMAUP00000021716	ENSMAUG00000019362	Mesocricetus_auratus
ENSMAUP00000001120	ENSMAUG00000000840	Mesocricetus_auratus
ENSCGRP00000012128	ENSCGRG00000008833	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015032334	ENSCGRG00015024393	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001020901	ENSCGRG00001019904	Cricetulus_griseus_CHOK1GS_HDv1
ENSPEMP00000014556	ENSPEMG00000014322	Peromyscus_maniculatus_bairdii
ENSMOCP00000018820	ENSMOCG00000017000	Microtus_ochrogaster
MGP_SPRETEiJ_P0076930	MGP_SPRETEiJ_G0029441	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000020325	ENSMSIG00000017209	Mus_spicilegus
ENSMUSP00000109936	ENSMUSG00000037788	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0074043	MGP_CAROLIEiJ_G0028441	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0050137	MGP_PahariEiJ_G0022185	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000008885	ENSRNOG00000006646	Rattus_norvegicus
ENSMUGP00000031499	ENSMUGG00000026194	Meriones_unguiculatus
ENSNGAP00000005407	ENSNGAG00000007682	Nannospalax_galili
ENSSTOP00000029660	ENSSTOG00000032470	Ictidomys_tridecemlineatus
ENSUPAP00010014808	ENSUPAG00010011858	Urocitellus_parryii
ENSSDAP00000003050	ENSSDAG00000002901	Spermophilus_dauricus
ENSMMMP00000018000	ENSMMMG00000015949	Marmota_marmota_marmota
ENSOCUP00000041731	ENSOCUG00000005584	Oryctolagus_cuniculus
ENSJJAP00000008450	ENSJJAG00000012611	Jaculus_jaculus
ENSMICP00000018176	ENSMICG00000001671	Microcebus_murinus
ENSPSMP00000036397	ENSPSMG00000025045	Prolemur_simus
ENSPCOP00000028187	ENSPCOG00000026685	Propithecus_coquereli
ENSOGAP00000017736	ENSOGAG00000008223	Otolemur_garnettii
ENSP00000285279	ENSG00000154978	Homo_sapiens
ENSPTRP00000032810	ENSPTRG00000019198	Pan_troglodytes
ENSGGOP00000017526	ENSGGOG00000025249	Gorilla_gorilla
ENSPPYP00000020477	ENSPPYG00000018284	Pongo_abelii
ENSMFAP00000040976	ENSMFAG00000041219	Macaca_fascicularis
ENSMMUP00000017088	ENSMMUG00000013015	Macaca_mulatta
ENSMNEP00000015973	ENSMNEG00000032029	Macaca_nemestrina
ENSPANP00000046017	ENSPANG00000018835	Papio_anubis
ENSTGEP00000007656	ENSTGEG00000006242	Theropithecus_gelada
ENSCATP00000004106	ENSCATG00000014863	Cercocebus_atys
ENSCSAP00000012144	ENSCSAG00000016069	Chlorocebus_sabaeus
ENSRROP00000016875	ENSRROG00000032549	Rhinopithecus_roxellana
ENSPTEP00000010048	ENSPTEG00000011371	Piliocolobus_tephrosceles
ENSCANP00000022132	ENSCANG00000034497	Colobus_angolensis_palliatus
ENSMLEP00000025042	ENSMLEG00000036684	Mandrillus_leucophaeus
ENSCCAP00000018117	ENSCCAG00000026864	Cebus_capucinus_imitator
ENSANAP00000008394	ENSANAG00000022202	Aotus_nancymaae
ENSCJAP00000053713	ENSCJAG00000000965	Callithrix_jacchus
ENSSBOP00000022625	ENSSBOG00000027839	Saimiri_boliviensis_boliviensis
ENSPPAP00000004393	ENSPPAG00000018463	Pan_paniscus
ENSNLEP00000034261	ENSNLEG00000008613	Nomascus_leucogenys
ENSRBIP00000009194	ENSRBIG00000028412	Rhinopithecus_bieti
ENSTSYP00000014839	ENSTSYG00000033766	Carlito_syrichta
ENSDNOP00000021196	ENSDNOG00000036810	Dasypus_novemcinctus
ENSDNOP00000027974	ENSDNOG00000045845	Dasypus_novemcinctus
ENSDNOP00000027150	ENSDNOG00000039228	Dasypus_novemcinctus
ENSLAFP00000014130	ENSLAFG00000016853	Loxodonta_africana
ENSCMIP00000046995	ENSCMIG00000019291	Callorhinchus_milii
