ENSAHAP00000025784	ENSAHAG00000017990	Apteryx_haastii
ENSCGRP00001005751	ENSCGRG00001007612	Cricetulus_griseus_CHOK1GS_HDv1
ENSHGLP00100016425	ENSHGLG00100012128	Heterocephalus_glaber_HetGla_1.0
ENSVVUP00000024463	ENSVVUG00000017915	Vulpes_vulpes
ENSLCOP00000013843	ENSLCOG00000009972	Lepidothrix_coronata
ENSNMEP00000024801	ENSNMEG00000021017	Numida_meleagris
ENSSDUP00000021060	ENSSDUG00000015321	Seriola_dumerili
ENSCHIP00000001164	ENSCHIG00000002110	Capra_hircus
ENSCABP00000028751	ENSCABG00000021126	Chelonoidis_abingdonii
ENSTGUP00000005004	ENSTGUG00000004867	Taeniopygia_guttata
ENSSPAP00000020567	ENSSPAG00000015515	Stegastes_partitus
ENSLBEP00000028636	ENSLBEG00000021700	Labrus_bergylta
ENSCPUP00000024894	ENSCPUG00000016865	Calidris_pugnax
ENSPTRP00000013256	ENSPTRG00000007765	Pan_troglodytes
ENSFHEP00000023349	ENSFHEG00000004304	Fundulus_heteroclitus
ENSCPRP00005005215	ENSCPRG00005003734	Crocodylus_porosus
ENSSMRP00000009718	ENSSMRG00000007736	Salvator_merianae
ENSARWP00000000008	ENSARWG00000000025	Apteryx_rowi
ENSP00000496577	ENSG00000185338	Homo_sapiens
ENSACLP00000014967	ENSACLG00000010197	Astatotilapia_calliptera
ENSTRUP00000026649	ENSTRUG00000010558	Takifugu_rubripes	ENSTRUT00000026757
ENSBIXP00000004332	ENSBIXG00000010693	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSCAP00000015946	ENSSCAG00000011677	Serinus_canaria
ENSCPGP00000003820	ENSCPGG00000002837	Calidris_pygmaea
ENSSTOP00000020780	ENSSTOG00000023400	Ictidomys_tridecemlineatus
ENSUPAP00010005756	ENSUPAG00010004662	Urocitellus_parryii
ENSRBIP00000001278	ENSRBIG00000006588	Rhinopithecus_bieti
ENSDORP00000021750	ENSDORG00000007497	Dipodomys_ordii
ENSMEUP00000010705	ENSMEUG00000011752	Notamacropus_eugenii
ENSCMIP00000004047	ENSCMIG00000002426	Callorhinchus_milii
ENSNGAP00000024665	ENSNGAG00000022861	Nannospalax_galili
ENSFALP00000015387	ENSFALG00000014772	Ficedula_albicollis
ENSFDAP00000003325	ENSFDAG00000012803	Fukomys_damarensis
ENSPVAP00000005096	ENSPVAG00000005383	Pteropus_vampyrus
MGP_CAROLIEiJ_P0040354	MGP_CAROLIEiJ_G0020447	Mus_caroli_strain_CAROLI_EIJ
ENSPNAP00000005506	ENSPNAG00000011715	Pygocentrus_nattereri	ENSPNAT00000005190
ENSCSEP00000029264	ENSCSEG00000018742	Cynoglossus_semilaevis
ENSGMOP00000012875	ENSGMOG00000012036	Gadus_morhua
ENSMMOP00000016223	ENSMMOG00000012383	Mola_mola
ENSHGLP00000018567	ENSHGLG00000013288	Heterocephalus_glaber_HetGla_female_1.0
ENSONIP00000025952	ENSONIG00000020647	Oreochromis_niloticus
ENSPNYP00000025127	ENSPNYG00000018968	Pundamilia_nyererei
ENSMNEP00000003523	ENSMNEG00000016348	Macaca_nemestrina
ENSCSAP00000018370	ENSCSAG00000018851	Chlorocebus_sabaeus
ENSGGOP00000014360	ENSGGOG00000014723	Gorilla_gorilla
ENSETEP00000012382	ENSETEG00000015273	Echinops_telfairi
ENSMGAP00000016522	ENSMGAG00000015576	Meleagris_gallopavo
ENSCJAP00000071401	ENSCJAG00000062700	Callithrix_jacchus
ENSHGLP00100027789	ENSHGLG00100020934	Heterocephalus_glaber_HetGla_1.0
ENSMUGP00000029551	ENSMUGG00000024534	Meriones_unguiculatus
ENSPPRP00000025728	ENSPPRG00000016042	Panthera_pardus
ENSPANP00000013900	ENSPANG00000000526	Papio_anubis
ENSMUSP00000155530	ENSMUSG00000038037	Mus_musculus_strain_reference_(CL57BL6)
ENSHBUP00000014387	ENSHBUG00000016248	Haplochromis_burtoni
ENSLOCP00000022206	ENSLOCG00000018105	Lepisosteus_oculatus
ENSDNOP00000034952	ENSDNOG00000047633	Dasypus_novemcinctus
ENSSHAP00000000220	ENSSHAG00000000187	Sarcophilus_harrisii
ENSCJPP00005019684	ENSCJPG00005015928	Coturnix_japonica
ENSNLEP00000022345	ENSNLEG00000018452	Nomascus_leucogenys
MGP_SPRETEiJ_P0042201	MGP_SPRETEiJ_G0021341	Mus_spretus_strain_SPRET/EiJ
ENSCLAP00000017137	ENSCLAG00000011766	Chinchilla_lanigera
ENSSMAP00000013616	ENSSMAG00000008361	Scophthalmus_maximus
ENSNPEP00000016754	ENSNPEG00000012466	Nothoprocta_perdicaria
ENSBSLP00000008954	ENSBSLG00000004425	Betta_splendens
ENSANAP00000027147	ENSANAG00000031396	Aotus_nancymaae
ENSSSCP00000024749	ENSSSCG00000027855	Sus_scrofa_strain_reference
ENSOMEP00000034176	ENSOMEG00000020621	Oryzias_melastigma
ENSSFOP00015014088	ENSSFOG00015009099	Scleropages_formosus
ENSTNIP00000001851	ENSTNIG00000001079	Tetraodon_nigroviridis	ENSTNIT00000001758
ENSGWIP00000031552	ENSGWIG00000016298	Gouania_willdenowi
ENSELUP00000013926	ENSELUG00000013999	Esox_lucius
ENSTGEP00000032426	ENSTGEG00000025923	Theropithecus_gelada
ENSPSMP00000005717	ENSPSMG00000004350	Prolemur_simus
ENSRNOP00000003458	ENSRNOG00000002568	Rattus_norvegicus
ENSMAUP00000016510	ENSMAUG00000015623	Mesocricetus_auratus
ENSIPUP00000020834	ENSIPUG00000014130	Ictalurus_punctatus
ENSFCAP00000047835	ENSFCAG00000041934	Felis_catus
ENSECAP00000022763	ENSECAG00000026965	Equus_caballus
ENSACAP00000014306	ENSACAG00000014599	Anolis_carolinensis
ENSEASP00005016642	ENSEASG00005011526	Equus_asinus_asinus
ENSMAMP00000005901	ENSMAMG00000004012	Mastacembelus_armatus
ENSEEEP00000045340	ENSEEEG00000021399	Electrophorus_electricus
ENSMFAP00000009651	ENSMFAG00000035312	Macaca_fascicularis
ENSOGAP00000021005	ENSOGAG00000034069	Otolemur_garnettii
ENSPKIP00000011544	ENSPKIG00000018580	Paramormyrops_kingsleyae
ENSJHYP00000022994	ENSJHYG00000017328	Junco_hyemalis
ENSAPLP00000000236	ENSAPLG00000000830	Anas_platyrhynchos_platyrhynchos
ENSCPBP00000008326	ENSCPBG00000006512	Chrysemys_picta_bellii
ENSCCEP00000008549	ENSCCEG00000008810	Cyanistes_caeruleus
ENSMLUP00000000610	ENSMLUG00000000674	Myotis_lucifugus
ENSMOCP00000012944	ENSMOCG00000012900	Microtus_ochrogaster
ENSHCOP00000012518	ENSHCOG00000015543	Hippocampus_comes
ENSZALP00000020219	ENSZALG00000015927	Zonotrichia_albicollis
ENSCGOP00000038663	ENSCGOG00000017716	Cottoperca_gobio
ENSPFOP00000009639	ENSPFOG00000009693	Poecilia_formosa
ENSLACP00000000553	ENSLACG00000000492	Latimeria_chalumnae
ENSAMEP00000015529	ENSAMEG00000014752	Ailuropoda_melanoleuca
ENSMUNP00000006596	ENSMUNG00000005294	Melopsittacus_undulatus
ENSORLP00000042740	ENSORLG00000030397	Oryzias_latipes_ASM223467v1
