ENSHHUP00000000017	ENSHHUG00000000019	Hucho_hucho
ENSSTOP00000001919	ENSSTOG00000002143	Ictidomys_tridecemlineatus
ENSSDAP00000016009	ENSSDAG00000014292	Spermophilus_dauricus
ENSMMMP00000002521	ENSMMMG00000002235	Marmota_marmota_marmota
ENSCCNP00000001323	ENSCCNG00000001343	Castor_canadensis
ENSDORP00000007393	ENSDORG00000007885	Dipodomys_ordii
ENSMSIP00000023929	ENSMSIG00000020232	Mus_spicilegus
ENSMUSP00000103171	ENSMUSG00000038598	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0065000	MGP_SPRETEiJ_G0027025	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0062529	MGP_CAROLIEiJ_G0026060	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0077666	MGP_PahariEiJ_G0028398	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000000693	ENSMUGG00000000628	Meriones_unguiculatus
ENSPEMP00000028858	ENSPEMG00000024275	Peromyscus_maniculatus_bairdii
ENSMOCP00000020262	ENSMOCG00000017996	Microtus_ochrogaster
ENSCGRP00015036215	ENSCGRG00015027136	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000003433	ENSCGRG00000002524	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001021394	ENSCGRG00001020244	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000008069	ENSMAUG00000009550	Mesocricetus_auratus
ENSNGAP00000013677	ENSNGAG00000015158	Nannospalax_galili
ENSOCUP00000014009	ENSOCUG00000016284	Oryctolagus_cuniculus
ENSOPRP00000003133	ENSOPRG00000003387	Ochotona_princeps
ENSBIXP00000019572	ENSBIXG00000023167	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000073375	ENSBTAG00000044004	Bos_taurus
ENSBIXP00005031304	ENSBIXG00005011749	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000008691	ENSBMUG00000006737	Bos_mutus
ENSBBBP00000014380	ENSBBBG00000022166	Bison_bison_bison
ENSOARP00000007098	ENSOARG00000006623	Ovis_aries
ENSTTRP00000013622	ENSTTRG00000014348	Tursiops_truncatus
ENSSSCP00000005860	ENSSSCG00000005463	Sus_scrofa_strain_reference
ENSVPAP00000006569	ENSVPAG00000007060	Vicugna_pacos
ENSUMAP00000026430	ENSUMAG00000019218	Ursus_maritimus
ENSUAMP00000030269	ENSUAMG00000023220	Ursus_americanus
ENSAMEP00000018966	ENSAMEG00000017955	Ailuropoda_melanoleuca
ENSMPUP00000007619	ENSMPUG00000007674	Mustela_putorius_furo
ENSNVIP00000011002	ENSNVIG00000008681	Neovison_vison
ENSCAFP00020028829	ENSCAFG00020022562	Canis_lupus_dingo
ENSCAFP00000033237	ENSCAFG00000003008	Canis_lupus_familiaris
ENSVVUP00000002074	ENSVVUG00000001680	Vulpes_vulpes
ENSPTIP00000025930	ENSPTIG00000021508	Panthera_tigris_altaica
ENSPPRP00000007707	ENSPPRG00000002968	Panthera_pardus
ENSFCAP00000019440	ENSFCAG00000023495	Felis_catus
ENSECAP00000012046	ENSECAG00000014078	Equus_caballus
ENSEASP00005001102	ENSEASG00005000898	Equus_asinus_asinus
ENSSARP00000012569	ENSSARG00000013870	Sorex_araneus
ENSEEUP00000004240	ENSEEUG00000004600	Erinaceus_europaeus
ENSMLUP00000008425	ENSMLUG00000009222	Myotis_lucifugus
ENSPVAP00000010494	ENSPVAG00000011133	Pteropus_vampyrus
ENSMEUP00000012329	ENSMEUG00000013502	Notamacropus_eugenii
ENSSHAP00000000638	ENSSHAG00000000568	Sarcophilus_harrisii
ENSMODP00000006955	ENSMODG00000005617	Monodelphis_domestica
