ENSMVIP00005004214	ENSMVIG00005003252	Manacus_vitellinus	ENSMVIT00005004833
ENSLCOP00000003192	ENSLCOG00000002420	Lepidothrix_coronata	ENSLCOT00000003396
ENSTGUP00000014420	ENSTGUG00000014028	Taeniopygia_guttata
ENSMAUP00000002759	ENSMAUG00000002477	Mesocricetus_auratus
ENSPEMP00000005304	ENSPEMG00000007761	Peromyscus_maniculatus_bairdii
ENSMOCP00000025732	ENSMOCG00000021751	Microtus_ochrogaster
ENSNGAP00000010610	ENSNGAG00000012986	Nannospalax_galili
ENSOGAP00000009800	ENSOGAG00000010950	Otolemur_garnettii
ENSPVAP00000016450	ENSPVAG00000017440	Pteropus_vampyrus
ENSMLUP00000015824	ENSMLUG00000017354	Myotis_lucifugus
ENSOARP00000009911	ENSOARG00000009235	Ovis_aries
ENSCHIP00000005668	ENSCHIG00000009697	Capra_hircus
ENSBIXP00005006552	ENSBIXG00005012032	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000041549	ENSBIXG00000025683	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000070348	ENSBTAG00000001762	Bos_taurus
ENSBMUP00000019687	ENSBMUG00000014864	Bos_mutus
ENSBBBP00000022063	ENSBBBG00000015745	Bison_bison_bison
ENSTTRP00000007257	ENSTTRG00000007673	Tursiops_truncatus
ENSSSCP00000026861	ENSSSCG00000036310	Sus_scrofa_strain_reference
ENSVPAP00000007831	ENSVPAG00000008416	Vicugna_pacos
ENSUAMP00000000010	ENSUAMG00000000005	Ursus_americanus
ENSUMAP00000008418	ENSUMAG00000006419	Ursus_maritimus
ENSAMEP00000012322	ENSAMEG00000011703	Ailuropoda_melanoleuca
ENSNVIP00000026212	ENSNVIG00000020264	Neovison_vison
ENSMPUP00000015358	ENSMPUG00000015469	Mustela_putorius_furo
ENSCAFP00020015483	ENSCAFG00020012437	Canis_lupus_dingo
ENSCAFP00000021154	ENSCAFG00000014341	Canis_lupus_familiaris
ENSVVUP00000010339	ENSVVUG00000007633	Vulpes_vulpes
ENSPTIP00000012684	ENSPTIG00000012655	Panthera_tigris_altaica
ENSPPRP00000009923	ENSPPRG00000004266	Panthera_pardus
ENSFCAP00000041181	ENSFCAG00000009775	Felis_catus
ENSEASP00005009196	ENSEASG00005006582	Equus_asinus_asinus
ENSECAP00000031687	ENSECAG00000009442	Equus_caballus
ENSSARP00000010914	ENSSARG00000012087	Sorex_araneus
ENSFDAP00000020810	ENSFDAG00000008169	Fukomys_damarensis
ENSHGLP00000004644	ENSHGLG00000003396	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000017634	ENSODEG00000013006	Octodon_degus
ENSCLAP00000006574	ENSCLAG00000004632	Chinchilla_lanigera
ENSCPOP00000002827	ENSCPOG00000003121	Cavia_porcellus
ENSCAPP00000006621	ENSCAPG00000008741	Cavia_aperea
ENSDORP00000001351	ENSDORG00000001449	Dipodomys_ordii
ENSSDAP00000012171	ENSSDAG00000010949	Spermophilus_dauricus
ENSSTOP00000015423	ENSSTOG00000024080	Ictidomys_tridecemlineatus
ENSMMMP00000003317	ENSMMMG00000003029	Marmota_marmota_marmota
ENSUPAP00010022887	ENSUPAG00010018152	Urocitellus_parryii
ENSPPAP00000017846	ENSPPAG00000032045	Pan_paniscus
ENSPTRP00000018310	ENSPTRG00000010732	Pan_troglodytes
ENSP00000305071	ENSG00000064490	Homo_sapiens
ENSGGOP00000012219	ENSGGOG00000012530	Gorilla_gorilla
ENSPPYP00000010933	ENSPPYG00000009761	Pongo_abelii
ENSNLEP00000007533	ENSNLEG00000006200	Nomascus_leucogenys
ENSMFAP00000034537	ENSMFAG00000003753	Macaca_fascicularis
ENSMNEP00000005566	ENSMNEG00000025165	Macaca_nemestrina
ENSCATP00000018172	ENSCATG00000032949	Cercocebus_atys
ENSMLEP00000001936	ENSMLEG00000007628	Mandrillus_leucophaeus
ENSPANP00000006916	ENSPANG00000011633	Papio_anubis
ENSCSAP00000001528	ENSCSAG00000005210	Chlorocebus_sabaeus
ENSTGEP00000019635	ENSTGEG00000015816	Theropithecus_gelada
ENSCANP00000027374	ENSCANG00000037100	Colobus_angolensis_palliatus
ENSPTEP00000028775	ENSPTEG00000028318	Piliocolobus_tephrosceles
ENSRBIP00000007561	ENSRBIG00000027696	Rhinopithecus_bieti
ENSRROP00000007947	ENSRROG00000028283	Rhinopithecus_roxellana
ENSCCAP00000033511	ENSCCAG00000034756	Cebus_capucinus_imitator
ENSCJAP00000071437	ENSCJAG00000019775	Callithrix_jacchus
ENSANAP00000015162	ENSANAG00000025466	Aotus_nancymaae
ENSSBOP00000010343	ENSSBOG00000022019	Saimiri_boliviensis_boliviensis
ENSMMUP00000014049	ENSMMUG00000010722	Macaca_mulatta
ENSTSYP00000025428	ENSTSYG00000034436	Carlito_syrichta
ENSPCOP00000016065	ENSPCOG00000019783	Propithecus_coquereli
ENSPSMP00000002623	ENSPSMG00000002047	Prolemur_simus
ENSMICP00000003615	ENSMICG00000003972	Microcebus_murinus
ENSCCNP00000014872	ENSCCNG00000015340	Castor_canadensis
ENSTBEP00000013214	ENSTBEG00000015229	Tupaia_belangeri
ENSLAFP00000014722	ENSLAFG00000017554	Loxodonta_africana
ENSPCAP00000001502	ENSPCAG00000001616	Procavia_capensis
ENSETEP00000014511	ENSETEG00000017863	Echinops_telfairi
ENSPCIP00000032638	ENSPCIG00000024222	Phascolarctos_cinereus
ENSMEUP00000012829	ENSMEUG00000014074	Notamacropus_eugenii
ENSVURP00010032538	ENSVURG00010024824	Vombatus_ursinus
ENSPCIP00000049145	ENSPCIG00000034737	Phascolarctos_cinereus
ENSMODP00000044036	ENSMODG00000007002	Monodelphis_domestica
ENSSHAP00000013314	ENSSHAG00000011382	Sarcophilus_harrisii
ENSOANP00000005803	ENSOANG00000003658	Ornithorhynchus_anatinus
ENSNSUP00000023732	ENSNSUG00000017158	Notechis_scutatus
ENSPVIP00000019819	ENSPVIG00000015099	Pogona_vitticeps
ENSSMRP00000000043	ENSSMRG00000000051	Salvator_merianae
ENSXETP00000028526	ENSXETG00000008324	Xenopus_tropicalis
ENSLACP00000016403	ENSLACG00000014451	Latimeria_chalumnae
ENSDCDP00000025298	ENSDCDG00000018958	Denticeps_clupeoides
ENSCHAP00000025194	ENSCHAG00000012325	Clupea_harengus
ENSAMXP00005029386	ENSAMXG00005014540	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000049672	ENSAMXG00000037392	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000032289	ENSPNAG00000020139	Pygocentrus_nattereri
ENSEEEP00000047696	ENSEEEG00000022452	Electrophorus_electricus
ENSIPUP00000000858	ENSIPUG00000000622	Ictalurus_punctatus
ENSDARP00000005892	ENSDARG00000016730	Danio_rerio
ENSCSEP00000010525	ENSCSEG00000006758	Cynoglossus_semilaevis
ENSPMGP00000017613	ENSPMGG00000014409	Periophthalmus_magnuspinnatus
ENSLBEP00000020441	ENSLBEG00000015705	Labrus_bergylta
ENSORLP00015006537	ENSORLG00015007383	Oryzias_latipes_ASM223469v1
ENSORLP00000039005	ENSORLG00000000796	Oryzias_latipes_ASM223467v1
ENSORLP00020027940	ENSORLG00020011193	Oryzias_latipes_ASM223471v1
ENSOMEP00000013185	ENSOMEG00000014638	Oryzias_melastigma
ENSATEP00000034800	ENSATEG00000023913	Anabas_testudineus
ENSBSLP00000003854	ENSBSLG00000002041	Betta_splendens
ENSMAMP00000028070	ENSMAMG00000018883	Mastacembelus_armatus
ENSMALP00000031551	ENSMALG00000021773	Monopterus_albus
ENSSLDP00000031122	ENSSLDG00000023929	Seriola_lalandi_dorsalis
ENSSDUP00000005159	ENSSDUG00000003808	Seriola_dumerili
ENSLCAP00010021986	ENSLCAG00010010363	Lates_calcarifer
ENSSMAP00000020207	ENSSMAG00000012403	Scophthalmus_maximus
ENSAPEP00000012043	ENSAPEG00000008599	Amphiprion_percula
ENSAOCP00000012200	ENSAOCG00000016622	Amphiprion_ocellaris
ENSAPOP00000002049	ENSAPOG00000003419	Acanthochromis_polyacanthus
ENSAPOP00000011468	ENSAPOG00000014024	Acanthochromis_polyacanthus
ENSSPAP00000023806	ENSSPAG00000017971	Stegastes_partitus
ENSPRNP00000029033	ENSPRNG00000014485	Parambassis_ranga
ENSFHEP00000034261	ENSFHEG00000021871	Fundulus_heteroclitus
ENSCVAP00000024046	ENSCVAG00000007859	Cyprinodon_variegatus
ENSXCOP00000012185	ENSXCOG00000009221	Xiphophorus_couchianus
ENSXMAP00000034268	ENSXMAG00000025235	Xiphophorus_maculatus
ENSGAFP00000006916	ENSGAFG00000004714	Gambusia_affinis
ENSPFOP00000001790	ENSPFOG00000001858	Poecilia_formosa
ENSPMEP00000034709	ENSPMEG00000024111	Poecilia_mexicana
ENSPLAP00000014634	ENSPLAG00000018348	Poecilia_latipinna
ENSPREP00000010168	ENSPREG00000006942	Poecilia_reticulata
ENSKMAP00000007051	ENSKMAG00000005331	Kryptolebias_marmoratus
ENSACLP00000007107	ENSACLG00000004808	Astatotilapia_calliptera
ENSMZEP00005013961	ENSMZEG00005010523	Maylandia_zebra
ENSHBUP00000009088	ENSHBUG00000010603	Haplochromis_burtoni
ENSPNYP00000026699	ENSPNYG00000020138	Pundamilia_nyererei
ENSONIP00000003090	ENSONIG00000002470	Oreochromis_niloticus
ENSNBRP00000030485	ENSNBRG00000023175	Neolamprologus_brichardi
ENSACIP00000031536	ENSACIG00000024362	Amphilophus_citrinellus
ENSTRUP00000046466	ENSTRUG00000018160	Takifugu_rubripes
ENSTNIP00000016177	ENSTNIG00000013194	Tetraodon_nigroviridis
ENSMMOP00000001212	ENSMMOG00000001028	Mola_mola
ENSLCRP00005035378	ENSLCRG00005013817	Larimichthys_crocea
ENSCGOP00000024603	ENSCGOG00000011672	Cottoperca_gobio
ENSGACP00000017336	ENSGACG00000013104	Gasterosteus_aculeatus
ENSGWIP00000015222	ENSGWIG00000008548	Gouania_willdenowi
ENSHCOP00000027874	ENSHCOG00000020050	Hippocampus_comes
ENSGMOP00000008013	ENSGMOG00000007488	Gadus_morhua
ENSELUP00000020960	ENSELUG00000020111	Esox_lucius
ENSHHUP00000084189	ENSHHUG00000048831	Hucho_hucho
ENSPKIP00000008996	ENSPKIG00000024270	Paramormyrops_kingsleyae
ENSSFOP00015008568	ENSSFOG00015005610	Scleropages_formosus
ENSLOCP00000005712	ENSLOCG00000004761	Lepisosteus_oculatus
ENSECRP00000022209	ENSECRG00000015022	Erpetoichthys_calabaricus
ENSCMIP00000009658	ENSCMIG00000005104	Callorhinchus_milii
