ENSOPRP00000011171	ENSOPRG00000012247	Ochotona_princeps
ENSCGRP00000016245	ENSCGRG00000011786	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015032135	ENSCGRG00015024250	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000022259	ENSMAUG00000019739	Mesocricetus_auratus
ENSPEMP00000018815	ENSPEMG00000017295	Peromyscus_maniculatus_bairdii
ENSVPAP00000002721	ENSVPAG00000002944	Vicugna_pacos
ENSPPRP00000026781	ENSPPRG00000017796	Panthera_pardus
ENSFCAP00000025517	ENSFCAG00000022854	Felis_catus
ENSCAFP00000010142	ENSCAFG00000006792	Canis_lupus_familiaris
ENSPVAP00000003391	ENSPVAG00000003588	Pteropus_vampyrus
ENSOCUP00000003673	ENSOCUG00000004247	Oryctolagus_cuniculus
ENSCCNP00000011394	ENSCCNG00000011815	Castor_canadensis
ENSCHOP00000010529	ENSCHOG00000011911	Choloepus_hoffmanni
ENSVURP00010006381	ENSVURG00010004953	Vombatus_ursinus
ENSOANP00000023622	ENSOANG00000015006	Ornithorhynchus_anatinus
ENSCJPP00005012452	ENSCJPG00005010585	Coturnix_japonica
ENSNMEP00000008999	ENSNMEG00000008764	Numida_meleagris
ENSABRP00000023634	ENSABRG00000019884	Anser_brachyrhynchus
ENSCPGP00000026399	ENSCPGG00000018212	Calidris_pygmaea
ENSTGUP00000007558	ENSTGUG00000007327	Taeniopygia_guttata
ENSLSDP00000011316	ENSLSDG00000008296	Lonchura_striata_domestica
ENSSCAP00000012114	ENSSCAG00000009052	Serinus_canaria
ENSPMJP00000007395	ENSPMJG00000006105	Parus_major
ENSZALP00000017955	ENSZALG00000014448	Zonotrichia_albicollis
ENSJHYP00000010361	ENSJHYG00000008117	Junco_hyemalis
ENSFALP00000003886	ENSFALG00000003732	Ficedula_albicollis
ENSMVIP00005016306	ENSMVIG00005011721	Manacus_vitellinus
ENSLCOP00000001152	ENSLCOG00000000960	Lepidothrix_coronata
ENSGALP00000022210	ENSGALG00000013684	Gallus_gallus
ENSAPLP00000013397	ENSAPLG00000013589	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000017080	ENSCPUG00000011779	Calidris_pugnax
ENSCCEP00000015564	ENSCCEG00000014716	Cyanistes_caeruleus
ENSMUNP00000007827	ENSMUNG00000006249	Melopsittacus_undulatus
ENSNPEP00000018533	ENSNPEG00000013812	Nothoprocta_perdicaria
ENSCPRP00005015163	ENSCPRG00005010648	Crocodylus_porosus
ENSCABP00000003488	ENSCABG00000002662	Chelonoidis_abingdonii
ENSPVIP00000000038	ENSPVIG00000000041	Pogona_vitticeps
ENSACAP00000005358	ENSACAG00000005459	Anolis_carolinensis
ENSNSUP00000012212	ENSNSUG00000009177	Notechis_scutatus
ENSSMRP00000012048	ENSSMRG00000009429	Salvator_merianae
ENSCPBP00000026639	ENSCPBG00000018912	Chrysemys_picta_bellii
ENSGAGP00000030509	ENSGAGG00000021969	Gopherus_agassizii
ENSARWP00000003862	ENSARWG00000002857	Apteryx_rowi
ENSAHAP00000027745	ENSAHAG00000019300	Apteryx_haastii
ENSAOWP00000000360	ENSAOWG00000000296	Apteryx_owenii
ENSMGAP00000012180	ENSMGAG00000011627	Meleagris_gallopavo
ENSSPUP00000009482	ENSSPUG00000007366	Sphenodon_punctatus
ENSPCIP00000046949	ENSPCIG00000036809	Phascolarctos_cinereus
ENSMEUP00000000619	ENSMEUG00000000668	Notamacropus_eugenii
ENSSHAP00000020028	ENSSHAG00000016991	Sarcophilus_harrisii
ENSMODP00000023803	ENSMODG00000019067	Monodelphis_domestica
ENSXETP00000003635	ENSXETG00000004626	Xenopus_tropicalis
ENSLACP00000009148	ENSLACG00000008075	Latimeria_chalumnae
ENSECRP00000016901	ENSECRG00000011213	Erpetoichthys_calabaricus
ENSPKIP00000021764	ENSPKIG00000006035	Paramormyrops_kingsleyae
ENSSFOP00015020292	ENSSFOG00015013048	Scleropages_formosus
ENSHHUP00000007075	ENSHHUG00000004320	Hucho_hucho
ENSELUP00000009111	ENSELUG00000009695	Esox_lucius
ENSBSLP00000000851	ENSBSLG00000000669	Betta_splendens
ENSGWIP00000033180	ENSGWIG00000016996	Gouania_willdenowi
ENSCSEP00000004255	ENSCSEG00000002769	Cynoglossus_semilaevis
ENSMALP00000004408	ENSMALG00000003196	Monopterus_albus
ENSMAMP00000006369	ENSMAMG00000004328	Mastacembelus_armatus
ENSATEP00000026381	ENSATEG00000018273	Anabas_testudineus
ENSSDUP00000015005	ENSSDUG00000010950	Seriola_dumerili
ENSSLDP00000016231	ENSSLDG00000012868	Seriola_lalandi_dorsalis
ENSLCAP00010049066	ENSLCAG00010022825	Lates_calcarifer
ENSSMAP00000017841	ENSSMAG00000010942	Scophthalmus_maximus
ENSFHEP00000008802	ENSFHEG00000010026	Fundulus_heteroclitus
ENSCVAP00000003007	ENSCVAG00000004166	Cyprinodon_variegatus
ENSPFOP00000017214	ENSPFOG00000017117	Poecilia_formosa
ENSPMEP00000008161	ENSPMEG00000009898	Poecilia_mexicana
ENSPLAP00000008285	ENSPLAG00000010818	Poecilia_latipinna
ENSPREP00000025055	ENSPREG00000016904	Poecilia_reticulata
ENSGAFP00000024587	ENSGAFG00000016588	Gambusia_affinis
ENSXCOP00000003065	ENSXCOG00000002430	Xiphophorus_couchianus
ENSXMAP00000012505	ENSXMAG00000012490	Xiphophorus_maculatus
ENSORLP00000036709	ENSORLG00000004115	Oryzias_latipes_ASM223467v1
ENSORLP00015030268	ENSORLG00015013860	Oryzias_latipes_ASM223469v1
ENSORLP00020015294	ENSORLG00020016287	Oryzias_latipes_ASM223471v1
ENSOMEP00000024380	ENSOMEG00000004970	Oryzias_melastigma
ENSPRNP00000024963	ENSPRNG00000012681	Parambassis_ranga
ENSAPEP00000033227	ENSAPEG00000023566	Amphiprion_percula
ENSAOCP00000004354	ENSAOCG00000007780	Amphiprion_ocellaris
ENSAPOP00000019022	ENSAPOG00000022386	Acanthochromis_polyacanthus
ENSSPAP00000006271	ENSSPAG00000004832	Stegastes_partitus
ENSKMAP00000008576	ENSKMAG00000006407	Kryptolebias_marmoratus
ENSACLP00000004456	ENSACLG00000003007	Astatotilapia_calliptera
ENSPNYP00000001364	ENSPNYG00000001064	Pundamilia_nyererei
ENSMZEP00005000695	ENSMZEG00005000612	Maylandia_zebra
ENSNBRP00000013395	ENSNBRG00000010366	Neolamprologus_brichardi
ENSONIP00000009511	ENSONIG00000007542	Oreochromis_niloticus
ENSACIP00000014743	ENSACIG00000011434	Amphilophus_citrinellus
ENSLBEP00000037561	ENSLBEG00000028031	Labrus_bergylta
ENSGACP00000025726	ENSGACG00000019458	Gasterosteus_aculeatus
ENSMMOP00000015771	ENSMMOG00000012038	Mola_mola
ENSLCRP00005008720	ENSLCRG00005004148	Larimichthys_crocea
ENSPMGP00000022249	ENSPMGG00000018007	Periophthalmus_magnuspinnatus
ENSGMOP00000001710	ENSGMOG00000001627	Gadus_morhua
ENSLOCP00000017226	ENSLOCG00000013976	Lepisosteus_oculatus
ENSHHUP00000038217	ENSHHUG00000023850	Hucho_hucho
ENSHHUP00000075151	ENSHHUG00000044028	Hucho_hucho
ENSELUP00000017811	ENSELUG00000000671	Esox_lucius
ENSTRUP00000040611	ENSTRUG00000015887	Takifugu_rubripes
ENSTNIP00000021228	ENSTNIG00000018061	Tetraodon_nigroviridis
ENSBSLP00000032406	ENSBSLG00000015880	Betta_splendens
ENSCSEP00000020635	ENSCSEG00000013172	Cynoglossus_semilaevis
ENSFHEP00000014640	ENSFHEG00000016242	Fundulus_heteroclitus
ENSCVAP00000001105	ENSCVAG00000002059	Cyprinodon_variegatus
ENSPLAP00000013936	ENSPLAG00000017525	Poecilia_latipinna
ENSPMEP00000009705	ENSPMEG00000011598	Poecilia_mexicana
ENSPFOP00000012947	ENSPFOG00000012955	Poecilia_formosa
ENSPREP00000000337	ENSPREG00000000263	Poecilia_reticulata
ENSGAFP00000024392	ENSGAFG00000016458	Gambusia_affinis
ENSXMAP00000006496	ENSXMAG00000006485	Xiphophorus_maculatus
ENSXCOP00000019794	ENSXCOG00000014857	Xiphophorus_couchianus
ENSKMAP00000028487	ENSKMAG00000021118	Kryptolebias_marmoratus
ENSORLP00020020038	ENSORLG00020021033	Oryzias_latipes_ASM223471v1
ENSORLP00000031529	ENSORLG00000026418	Oryzias_latipes_ASM223467v1
ENSORLP00015020598	ENSORLG00015021730	Oryzias_latipes_ASM223469v1
ENSGWIP00000041768	ENSGWIG00000021012	Gouania_willdenowi
ENSAPEP00000005971	ENSAPEG00000004267	Amphiprion_percula
ENSAOCP00000015210	ENSAOCG00000019991	Amphiprion_ocellaris
ENSAPOP00000004547	ENSAPOG00000000166	Acanthochromis_polyacanthus
ENSSPAP00000007486	ENSSPAG00000005722	Stegastes_partitus
ENSPRNP00000053361	ENSPRNG00000025150	Parambassis_ranga
ENSMZEP00005002825	ENSMZEG00005002147	Maylandia_zebra
ENSACLP00000002158	ENSACLG00000001502	Astatotilapia_calliptera
ENSPNYP00000024707	ENSPNYG00000018603	Pundamilia_nyererei
ENSHBUP00000011981	ENSHBUG00000013662	Haplochromis_burtoni
ENSNBRP00000006320	ENSNBRG00000004888	Neolamprologus_brichardi
ENSONIP00000020362	ENSONIG00000016168	Oreochromis_niloticus
ENSACIP00000009797	ENSACIG00000007677	Amphilophus_citrinellus
ENSMALP00000012767	ENSMALG00000009045	Monopterus_albus
ENSMAMP00000023567	ENSMAMG00000015843	Mastacembelus_armatus
ENSATEP00000010657	ENSATEG00000007416	Anabas_testudineus
ENSSDUP00000015141	ENSSDUG00000011019	Seriola_dumerili
ENSSLDP00000001372	ENSSLDG00000001099	Seriola_lalandi_dorsalis
ENSSMAP00000030201	ENSSMAG00000018512	Scophthalmus_maximus
ENSLCAP00010053845	ENSLCAG00010025057	Lates_calcarifer
ENSCGOP00000000198	ENSCGOG00000000194	Cottoperca_gobio
ENSGACP00000024562	ENSGACG00000018581	Gasterosteus_aculeatus
ENSLCRP00005018153	ENSLCRG00005007470	Larimichthys_crocea
ENSMMOP00000028666	ENSMMOG00000021642	Mola_mola
ENSLBEP00000016866	ENSLBEG00000013010	Labrus_bergylta
ENSHCOP00000016333	ENSHCOG00000020137	Hippocampus_comes
ENSPMGP00000002783	ENSPMGG00000002427	Periophthalmus_magnuspinnatus
ENSGMOP00000020489	ENSGMOG00000019055	Gadus_morhua
ENSOMEP00000007227	ENSOMEG00000008322	Oryzias_melastigma
ENSCHAP00000038249	ENSCHAG00000017907	Clupea_harengus
ENSDCDP00000006052	ENSDCDG00000003054	Denticeps_clupeoides
ENSIPUP00000033715	ENSIPUG00000022660	Ictalurus_punctatus
ENSEEEP00000045296	ENSEEEG00000021381	Electrophorus_electricus
ENSAMXP00000037474	ENSAMXG00000042203	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005013351	ENSAMXG00005007114	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSDARP00000143594	ENSDARG00000106258	Danio_rerio
ENSSFOP00015000826	ENSSFOG00015000598	Scleropages_formosus
ENSPKIP00000009631	ENSPKIG00000024664	Paramormyrops_kingsleyae
ENSCAFP00020000669	ENSCAFG00020000696	Canis_lupus_dingo
ENSVVUP00000026632	ENSVVUG00000019566	Vulpes_vulpes
ENSUMAP00000028318	ENSUMAG00000020580	Ursus_maritimus
ENSPTIP00000022837	ENSPTIG00000019512	Panthera_tigris_altaica
ENSUPAP00010009241	ENSUPAG00010007481	Urocitellus_parryii
ENSSDAP00000014816	ENSSDAG00000013363	Spermophilus_dauricus
ENSDNOP00000026860	ENSDNOG00000036332	Dasypus_novemcinctus
ENSGAGP00000000042	ENSGAGG00000000027	Gopherus_agassizii
ENSCPBP00000026632	ENSCPBG00000018909	Chrysemys_picta_bellii
ENSAHAP00000020319	ENSAHAG00000014308	Apteryx_haastii
ENSAOWP00000015230	ENSAOWG00000010368	Apteryx_owenii
ENSDNVP00000006920	ENSDNVG00000004960	Dromaius_novaehollandiae
ENSAPLP00000019534	ENSAPLG00000024633	Anas_platyrhynchos_platyrhynchos
ENSARWP00000007234	ENSARWG00000005073	Apteryx_rowi
ENSCPRP00005015180	ENSCPRG00005010660	Crocodylus_porosus
ENSECRP00000016885	ENSECRG00000011209	Erpetoichthys_calabaricus
ENSPMEP00000005086	ENSPMEG00000006419	Poecilia_mexicana
ENSPLAP00000016406	ENSPLAG00000020542	Poecilia_latipinna
ENSHBUP00000024433	ENSHBUG00000005832	Haplochromis_burtoni
ENSCSEP00000019323	ENSCSEG00000012363	Cynoglossus_semilaevis
ENSCMIP00000031720	ENSCMIG00000013581	Callorhinchus_milii
