ENSUAMP00000021566	ENSUAMG00000016935	Ursus_americanus
ENSMLEP00000036225	ENSMLEG00000042232	Mandrillus_leucophaeus
ENSTGEP00000013020	ENSTGEG00000010599	Theropithecus_gelada
ENSPANP00000046942	ENSPANG00000019308	Papio_anubis
ENSCSAP00000015815	ENSCSAG00000002220	Chlorocebus_sabaeus
ENSPTEP00000009454	ENSPTEG00000010720	Piliocolobus_tephrosceles
ENSCANP00000029749	ENSCANG00000038518	Colobus_angolensis_palliatus
ENSPTEP00000032334	ENSPTEG00000031097	Piliocolobus_tephrosceles
ENSRROP00000007554	ENSRROG00000027663	Rhinopithecus_roxellana
ENSRBIP00000026200	ENSRBIG00000036977	Rhinopithecus_bieti
ENSCJAP00000062652	ENSCJAG00000002940	Callithrix_jacchus
ENSCCAP00000036870	ENSCCAG00000036326	Cebus_capucinus_imitator
ENSSBOP00000011481	ENSSBOG00000022554	Saimiri_boliviensis_boliviensis
ENSANAP00000023355	ENSANAG00000029411	Aotus_nancymaae
ENSANAP00000010113	ENSANAG00000023029	Aotus_nancymaae
ENSCLAP00000010423	ENSCLAG00000007202	Chinchilla_lanigera
ENSODEP00000012916	ENSODEG00000009563	Octodon_degus
ENSCPOP00000011016	ENSCPOG00000012247	Cavia_porcellus
ENSCAPP00000005225	ENSCAPG00000007578	Cavia_aperea
ENSHGLP00100008149	ENSHGLG00100006062	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000008683	ENSHGLG00000006261	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008575	ENSFDAG00000016810	Fukomys_damarensis
ENSUPAP00010000397	ENSUPAG00010000365	Urocitellus_parryii
ENSSTOP00000021866	ENSSTOG00000026026	Ictidomys_tridecemlineatus
ENSMMMP00000006141	ENSMMMG00000005494	Marmota_marmota_marmota
ENSSDAP00000017948	ENSSDAG00000015444	Spermophilus_dauricus
MGP_SPRETEiJ_P0033020	MGP_SPRETEiJ_G0018371	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000016364	ENSMSIG00000014074	Mus_spicilegus
ENSMUSP00000026122	ENSMUSG00000025130	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0031569	MGP_CAROLIEiJ_G0017527	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0038282	MGP_PahariEiJ_G0018653	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000051841	ENSRNOG00000036689	Rattus_norvegicus
ENSMUGP00000001336	ENSMUGG00000001255	Meriones_unguiculatus
ENSPEMP00000004226	ENSPEMG00000006459	Peromyscus_maniculatus_bairdii
ENSMOCP00000017489	ENSMOCG00000016072	Microtus_ochrogaster
ENSCGRP00001011808	ENSCGRG00001013338	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000025405	ENSCGRG00000018399	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015033372	ENSCGRG00015025150	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000020206	ENSMAUG00000018291	Mesocricetus_auratus
ENSNGAP00000023805	ENSNGAG00000022248	Nannospalax_galili
ENSNGAP00000007738	ENSNGAG00000010929	Nannospalax_galili
ENSJJAP00000009756	ENSJJAG00000013521	Jaculus_jaculus
ENSCCNP00000009157	ENSCCNG00000009680	Castor_canadensis
ENSETEP00000015486	ENSETEG00000019062	Echinops_telfairi
ENSUMAP00000022390	ENSUMAG00000016360	Ursus_maritimus
ENSVVUP00000027337	ENSVVUG00000020076	Vulpes_vulpes
ENSEEUP00000002147	ENSEEUG00000002356	Erinaceus_europaeus
ENSDORP00000011088	ENSDORG00000011795	Dipodomys_ordii
ENSLAFP00000001175	ENSLAFG00000001395	Loxodonta_africana
ENSDNOP00000009104	ENSDNOG00000011748	Dasypus_novemcinctus
ENSVURP00010011277	ENSVURG00010008703	Vombatus_ursinus
ENSPCIP00000051735	ENSPCIG00000029573	Phascolarctos_cinereus
ENSMEUP00000015288	ENSMEUG00000016727	Notamacropus_eugenii
ENSSHAP00000012907	ENSSHAG00000011040	Sarcophilus_harrisii
ENSMODP00000003645	ENSMODG00000003000	Monodelphis_domestica
ENSMODP00000057145	ENSMODG00000050598	Monodelphis_domestica
ENSMODP00000057283	ENSMODG00000040467	Monodelphis_domestica
ENSOANP00000009770	ENSOANG00000006117	Ornithorhynchus_anatinus
ENSPCAP00000012225	ENSPCAG00000013095	Procavia_capensis
ENSVURP00010022890	ENSVURG00010017529	Vombatus_ursinus
ENSPCIP00000025699	ENSPCIG00000019316	Phascolarctos_cinereus
ENSMEUP00000010557	ENSMEUG00000011583	Notamacropus_eugenii
ENSSHAP00000016123	ENSSHAG00000013721	Sarcophilus_harrisii
ENSMODP00000010741	ENSMODG00000008634	Monodelphis_domestica
ENSACAP00000010424	ENSACAG00000010570	Anolis_carolinensis
ENSPVIP00000018231	ENSPVIG00000013939	Pogona_vitticeps
ENSNSUP00000014356	ENSNSUG00000010628	Notechis_scutatus
ENSSMRP00000030468	ENSSMRG00000023356	Salvator_merianae
ENSSPUP00000014207	ENSSPUG00000010934	Sphenodon_punctatus
ENSGAGP00000008964	ENSGAGG00000007087	Gopherus_agassizii
ENSCABP00000012888	ENSCABG00000009644	Chelonoidis_abingdonii
ENSCPBP00000015544	ENSCPBG00000011401	Chrysemys_picta_bellii
ENSPSIP00000020021	ENSPSIG00000017694	Pelodiscus_sinensis
ENSABRP00000012545	ENSABRG00000011233	Anser_brachyrhynchus
ENSAPLP00000014094	ENSAPLG00000014245	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005027274	ENSCJPG00005021158	Coturnix_japonica
ENSGALP00000064334	ENSGALG00000038290	Gallus_gallus
ENSMGAP00000005322	ENSMGAG00000005412	Meleagris_gallopavo
ENSNMEP00000018907	ENSNMEG00000016372	Numida_meleagris
ENSLCOP00000017854	ENSLCOG00000012617	Lepidothrix_coronata
ENSMVIP00005020932	ENSMVIG00005014714	Manacus_vitellinus
ENSPMJP00000020496	ENSPMJG00000015262	Parus_major
ENSCCEP00000022363	ENSCCEG00000020219	Cyanistes_caeruleus
ENSLSDP00000003822	ENSLSDG00000002967	Lonchura_striata_domestica
ENSTGUP00000003596	ENSTGUG00000003472	Taeniopygia_guttata
ENSJHYP00000010086	ENSJHYG00000007920	Junco_hyemalis
ENSZALP00000019192	ENSZALG00000015256	Zonotrichia_albicollis
ENSSCAP00000015274	ENSSCAG00000011084	Serinus_canaria
ENSFALP00000012509	ENSFALG00000011969	Ficedula_albicollis
ENSMUNP00000012392	ENSMUNG00000009737	Melopsittacus_undulatus
ENSCPGP00000000452	ENSCPGG00000000378	Calidris_pygmaea
ENSCPUP00000001679	ENSCPUG00000001210	Calidris_pugnax
ENSAOWP00000003403	ENSAOWG00000002396	Apteryx_owenii
ENSAHAP00000004108	ENSAHAG00000003224	Apteryx_haastii
ENSARWP00000010618	ENSARWG00000007369	Apteryx_rowi
ENSDNVP00000000627	ENSDNVG00000000487	Dromaius_novaehollandiae
ENSNPEP00000013366	ENSNPEG00000009991	Nothoprocta_perdicaria
ENSXETP00000002033	ENSXETG00000005993	Xenopus_tropicalis
ENSLACP00000004120	ENSLACG00000003663	Latimeria_chalumnae
ENSCHAP00000007951	ENSCHAG00000004484	Clupea_harengus
ENSDCDP00000018529	ENSDCDG00000014486	Denticeps_clupeoides
ENSAMXP00000038866	ENSAMXG00000037649	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005001941	ENSAMXG00005000873	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000036774	ENSPNAG00000006273	Pygocentrus_nattereri
ENSEEEP00000012003	ENSEEEG00000006054	Electrophorus_electricus
ENSIPUP00000033289	ENSIPUG00000022364	Ictalurus_punctatus
ENSDARP00000138657	ENSDARG00000105116	Danio_rerio
ENSCGOP00000015846	ENSCGOG00000006234	Cottoperca_gobio
ENSGACP00000024039	ENSGACG00000018185	Gasterosteus_aculeatus
ENSLBEP00000016838	ENSLBEG00000012973	Labrus_bergylta
ENSLCRP00005059907	ENSLCRG00005022003	Larimichthys_crocea
ENSMMOP00000009122	ENSMMOG00000007047	Mola_mola
ENSSDUP00000005327	ENSSDUG00000003928	Seriola_dumerili
ENSSLDP00000001889	ENSSLDG00000001510	Seriola_lalandi_dorsalis
ENSLCAP00010022268	ENSLCAG00010010453	Lates_calcarifer
ENSSMAP00000018348	ENSSMAG00000011219	Scophthalmus_maximus
ENSCSEP00000024150	ENSCSEG00000015403	Cynoglossus_semilaevis
ENSMAMP00000008060	ENSMAMG00000005484	Mastacembelus_armatus
ENSMALP00000008574	ENSMALG00000006095	Monopterus_albus
ENSATEP00000000433	ENSATEG00000000306	Anabas_testudineus
ENSBSLP00000032243	ENSBSLG00000015266	Betta_splendens
ENSPFOP00000017015	ENSPFOG00000016930	Poecilia_formosa
ENSPMEP00000020303	ENSPMEG00000023431	Poecilia_mexicana
ENSPLAP00000011456	ENSPLAG00000014583	Poecilia_latipinna
ENSPREP00000004736	ENSPREG00000003298	Poecilia_reticulata
ENSGAFP00000011297	ENSGAFG00000007665	Gambusia_affinis
ENSXMAP00000030915	ENSXMAG00000021847	Xiphophorus_maculatus
ENSXCOP00000015263	ENSXCOG00000011561	Xiphophorus_couchianus
ENSCVAP00000006042	ENSCVAG00000007547	Cyprinodon_variegatus
ENSFHEP00000022517	ENSFHEG00000002967	Fundulus_heteroclitus
ENSKMAP00000015791	ENSKMAG00000011797	Kryptolebias_marmoratus
ENSORLP00000002111	ENSORLG00000001698	Oryzias_latipes_ASM223467v1
ENSORLP00020014290	ENSORLG00020015289	Oryzias_latipes_ASM223471v1
ENSORLP00015030858	ENSORLG00015014810	Oryzias_latipes_ASM223469v1
ENSOMEP00000005740	ENSOMEG00000006796	Oryzias_melastigma
ENSACLP00000014978	ENSACLG00000010198	Astatotilapia_calliptera
ENSMZEP00005016085	ENSMZEG00005012069	Maylandia_zebra
ENSPNYP00000003768	ENSPNYG00000002921	Pundamilia_nyererei
ENSHBUP00000021648	ENSHBUG00000001460	Haplochromis_burtoni
ENSNBRP00000022923	ENSNBRG00000017507	Neolamprologus_brichardi
ENSONIP00000004166	ENSONIG00000003312	Oreochromis_niloticus
ENSACIP00000026199	ENSACIG00000020301	Amphilophus_citrinellus
ENSAPEP00000019807	ENSAPEG00000014138	Amphiprion_percula
ENSAOCP00000010432	ENSAOCG00000014695	Amphiprion_ocellaris
ENSAPOP00000000086	ENSAPOG00000001235	Acanthochromis_polyacanthus
ENSSPAP00000021931	ENSSPAG00000016566	Stegastes_partitus
ENSPRNP00000011220	ENSPRNG00000006344	Parambassis_ranga
ENSTRUP00000007669	ENSTRUG00000003279	Takifugu_rubripes
ENSTNIP00000017147	ENSTNIG00000014137	Tetraodon_nigroviridis
ENSHCOP00000011166	ENSHCOG00000013951	Hippocampus_comes
ENSGWIP00000001441	ENSGWIG00000000663	Gouania_willdenowi
ENSPMGP00000015842	ENSPMGG00000012986	Periophthalmus_magnuspinnatus
ENSHHUP00000045423	ENSHHUG00000027721	Hucho_hucho
ENSHHUP00000056997	ENSHHUG00000033615	Hucho_hucho
ENSELUP00000031264	ENSELUG00000008781	Esox_lucius
ENSGMOP00000014047	ENSGMOG00000013136	Gadus_morhua
ENSSFOP00015006241	ENSSFOG00015004070	Scleropages_formosus
ENSPKIP00000022228	ENSPKIG00000006291	Paramormyrops_kingsleyae
ENSLOCP00000017134	ENSLOCG00000013887	Lepisosteus_oculatus
ENSECRP00000034088	ENSECRG00000023031	Erpetoichthys_calabaricus
ENSNBRP00000002999	ENSNBRG00000002395	Neolamprologus_brichardi
ENSCMIP00000048753	ENSCMIG00000019910	Callorhinchus_milii
ENSPMAP00000010221	ENSPMAG00000009295	Petromyzon_marinus	ENSPMAT00000010267
ENSEBUP00000026929	ENSEBUG00000016562	Eptatretus_burgeri	ENSEBUT00000027505
ENSEBUP00000012553	ENSEBUG00000007977	Eptatretus_burgeri
ENSMODP00000055038	ENSMODG00000038347	Monodelphis_domestica
ENSEBUP00000001295	ENSEBUG00000001168	Eptatretus_burgeri
ENSPMAP00000002042	ENSPMAG00000001848	Petromyzon_marinus
ENSPVIP00000001354	ENSPVIG00000001257	Pogona_vitticeps
ENSACAP00000015159	ENSACAG00000015377	Anolis_carolinensis
ENSNSUP00000005867	ENSNSUG00000004729	Notechis_scutatus
ENSSMRP00000008289	ENSSMRG00000006621	Salvator_merianae
ENSHBUP00000033208	ENSHBUG00000019989	Haplochromis_burtoni
