ENSEBUP00000012486	ENSEBUG00000007941	Eptatretus_burgeri
ENSPSIP00000016555	ENSPSIG00000014755	Pelodiscus_sinensis
ENSHGLP00100022557	ENSHGLG00100016590	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012460	ENSHGLG00000008906	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000003515	ENSFDAG00000012944	Fukomys_damarensis
ENSCLAP00000022814	ENSCLAG00000015648	Chinchilla_lanigera
ENSODEP00000015294	ENSODEG00000011292	Octodon_degus
ENSCPOP00000005843	ENSCPOG00000006488	Cavia_porcellus
ENSCAPP00000004592	ENSCAPG00000007085	Cavia_aperea
ENSUPAP00010023268	ENSUPAG00010018430	Urocitellus_parryii
ENSSDAP00000019287	ENSSDAG00000017554	Spermophilus_dauricus
ENSSTOP00000028135	ENSSTOG00000014457	Ictidomys_tridecemlineatus
ENSMMMP00000025606	ENSMMMG00000022437	Marmota_marmota_marmota
ENSCCNP00000021419	ENSCCNG00000021212	Castor_canadensis
ENSDORP00000001861	ENSDORG00000001981	Dipodomys_ordii
ENSCGRP00001008586	ENSCGRG00001010851	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000006579	ENSCGRG00000004811	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015019410	ENSCGRG00015014909	Cricetulus_griseus_CriGri-PICR
ENSMOCP00000025174	ENSMOCG00000021370	Microtus_ochrogaster
ENSMAUP00000003046	ENSMAUG00000003103	Mesocricetus_auratus
ENSPEMP00000028614	ENSPEMG00000024103	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0091120	MGP_SPRETEiJ_G0033244	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000007602	ENSMSIG00000006782	Mus_spicilegus
ENSMUSP00000149879	ENSMUSG00000032119	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0087533	MGP_CAROLIEiJ_G0032107	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0023189	MGP_PahariEiJ_G0014976	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012868	ENSRNOG00000009499	Rattus_norvegicus
ENSMUGP00000011649	ENSMUGG00000010198	Meriones_unguiculatus
ENSNGAP00000001411	ENSNGAG00000001024	Nannospalax_galili
ENSJJAP00000016865	ENSJJAG00000018587	Jaculus_jaculus
ENSJJAP00000021198	ENSJJAG00000021641	Jaculus_jaculus
ENSOCUP00000009300	ENSOCUG00000010808	Oryctolagus_cuniculus
ENSOPRP00000014913	ENSOPRG00000016333	Ochotona_princeps
ENSPTRP00000066414	ENSPTRG00000004372	Pan_troglodytes
ENSPPAP00000039395	ENSPPAG00000042389	Pan_paniscus
ENSGGOP00000026128	ENSGGOG00000008087	Gorilla_gorilla
ENSP00000318085	ENSG00000172273	Homo_sapiens
ENSPPYP00000004535	ENSPPYG00000003957	Pongo_abelii
ENSNLEP00000009011	ENSNLEG00000007387	Nomascus_leucogenys
ENSRBIP00000023459	ENSRBIG00000035653	Rhinopithecus_bieti
ENSRROP00000029538	ENSRROG00000038572	Rhinopithecus_roxellana
ENSPTEP00000015156	ENSPTEG00000016856	Piliocolobus_tephrosceles
ENSCANP00000036060	ENSCANG00000041730	Colobus_angolensis_palliatus
ENSMFAP00000021704	ENSMFAG00000035740	Macaca_fascicularis
ENSMNEP00000035324	ENSMNEG00000040823	Macaca_nemestrina
ENSMMUP00000076834	ENSMMUG00000014877	Macaca_mulatta
ENSPANP00000008885	ENSPANG00000005040	Papio_anubis
ENSTGEP00000031459	ENSTGEG00000025162	Theropithecus_gelada
ENSMLEP00000035968	ENSMLEG00000042109	Mandrillus_leucophaeus
ENSCATP00000043936	ENSCATG00000044477	Cercocebus_atys
ENSCSAP00000015522	ENSCSAG00000002522	Chlorocebus_sabaeus
ENSSBOP00000013178	ENSSBOG00000023355	Saimiri_boliviensis_boliviensis
ENSCJAP00000025661	ENSCJAG00000013942	Callithrix_jacchus
ENSCCAP00000038752	ENSCCAG00000037215	Cebus_capucinus_imitator
ENSANAP00000024900	ENSANAG00000030158	Aotus_nancymaae
ENSTSYP00000011218	ENSTSYG00000012226	Carlito_syrichta
ENSMICP00000002484	ENSMICG00000002733	Microcebus_murinus
ENSPSMP00000005703	ENSPSMG00000004313	Prolemur_simus
ENSPCOP00000009986	ENSPCOG00000016403	Propithecus_coquereli
ENSOGAP00000006541	ENSOGAG00000007304	Otolemur_garnettii
ENSTBEP00000001225	ENSTBEG00000001412	Tupaia_belangeri
ENSPVAP00000005297	ENSPVAG00000005598	Pteropus_vampyrus
ENSMLUP00000000411	ENSMLUG00000000455	Myotis_lucifugus
ENSUAMP00000018288	ENSUAMG00000014513	Ursus_americanus
ENSUMAP00000000484	ENSUMAG00000000565	Ursus_maritimus
ENSAMEP00000000033	ENSAMEG00000000033	Ailuropoda_melanoleuca
ENSMPUP00000005248	ENSMPUG00000005286	Mustela_putorius_furo
ENSNVIP00000003726	ENSNVIG00000002972	Neovison_vison
ENSCAFP00020015841	ENSCAFG00020012714	Canis_lupus_dingo
ENSCAFP00000018035	ENSCAFG00000012224	Canis_lupus_familiaris
ENSVVUP00000031836	ENSVVUG00000023144	Vulpes_vulpes
ENSPPRP00000009635	ENSPPRG00000004030	Panthera_pardus
ENSPTIP00000017612	ENSPTIG00000015992	Panthera_tigris_altaica
ENSFCAP00000001079	ENSFCAG00000001165	Felis_catus
ENSCHIP00000026087	ENSCHIG00000022586	Capra_hircus
ENSOARP00000014634	ENSOARG00000013643	Ovis_aries
ENSBIXP00005044349	ENSBIXG00005028179	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000003530	ENSBIXG00000000489	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000013967	ENSBMUG00000010651	Bos_mutus
ENSBTAP00000019990	ENSBTAG00000015015	Bos_taurus
ENSBBBP00000024795	ENSBBBG00000019876	Bison_bison_bison
ENSVPAP00000000251	ENSVPAG00000000272	Vicugna_pacos
ENSTTRP00000002633	ENSTTRG00000002809	Tursiops_truncatus
ENSEEUP00000007447	ENSEEUG00000008178	Erinaceus_europaeus
ENSSARP00000010505	ENSSARG00000011633	Sorex_araneus
ENSECAP00000022512	ENSECAG00000024938	Equus_caballus
ENSEASP00005005284	ENSEASG00005003954	Equus_asinus_asinus
ENSLAFP00000019875	ENSLAFG00000017500	Loxodonta_africana
ENSPCAP00000012272	ENSPCAG00000013133	Procavia_capensis
ENSDNOP00000016944	ENSDNOG00000025019	Dasypus_novemcinctus
ENSVURP00010004809	ENSVURG00010003811	Vombatus_ursinus
ENSPCIP00000030682	ENSPCIG00000022832	Phascolarctos_cinereus
ENSMEUP00000014128	ENSMEUG00000015482	Notamacropus_eugenii
ENSSHAP00000011251	ENSSHAG00000009681	Sarcophilus_harrisii
ENSMODP00000016595	ENSMODG00000013267	Monodelphis_domestica
ENSOANP00000002204	ENSOANG00000001388	Ornithorhynchus_anatinus
ENSXETP00000017227	ENSXETG00000002723	Xenopus_tropicalis
ENSLACP00000020425	ENSLACG00000017952	Latimeria_chalumnae
ENSCHAP00000031506	ENSCHAG00000014995	Clupea_harengus
ENSCHAP00000015389	ENSCHAG00000007937	Clupea_harengus
ENSDCDP00000021663	ENSDCDG00000016912	Denticeps_clupeoides
ENSAMXP00005014637	ENSAMXG00005007758	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000003588	ENSAMXG00000003514	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000006540	ENSPNAG00000012579	Pygocentrus_nattereri
ENSIPUP00000012924	ENSIPUG00000008809	Ictalurus_punctatus
ENSEEEP00000029827	ENSEEEG00000014290	Electrophorus_electricus
ENSDARP00000051413	ENSDARG00000004851	Danio_rerio
ENSHHUP00000068920	ENSHHUG00000040604	Hucho_hucho
ENSHHUP00000090682	ENSHHUG00000052348	Hucho_hucho
ENSELUP00000007753	ENSELUG00000008510	Esox_lucius
ENSTRUP00000042517	ENSTRUG00000016621	Takifugu_rubripes
ENSTNIP00000014697	ENSTNIG00000011746	Tetraodon_nigroviridis
ENSMMOP00000021852	ENSMMOG00000016620	Mola_mola
ENSGACP00000026983	ENSGACG00000020411	Gasterosteus_aculeatus
ENSPFOP00000010113	ENSPFOG00000010093	Poecilia_formosa
ENSPLAP00000011991	ENSPLAG00000015218	Poecilia_latipinna
ENSPMEP00000007300	ENSPMEG00000008910	Poecilia_mexicana
ENSPREP00000033887	ENSPREG00000022954	Poecilia_reticulata
ENSXCOP00000008777	ENSXCOG00000006699	Xiphophorus_couchianus
ENSXMAP00000005968	ENSXMAG00000005943	Xiphophorus_maculatus
ENSGAFP00000006235	ENSGAFG00000004250	Gambusia_affinis
ENSFHEP00000002652	ENSFHEG00000003465	Fundulus_heteroclitus
ENSCVAP00000010616	ENSCVAG00000012763	Cyprinodon_variegatus
ENSKMAP00000011823	ENSKMAG00000008905	Kryptolebias_marmoratus
ENSORLP00020003618	ENSORLG00020004429	Oryzias_latipes_ASM223471v1
ENSORLP00015008768	ENSORLG00015009570	Oryzias_latipes_ASM223469v1
ENSORLP00000009389	ENSORLG00000007490	Oryzias_latipes_ASM223467v1
ENSOMEP00000022707	ENSOMEG00000000955	Oryzias_melastigma
ENSLCRP00005037232	ENSLCRG00005014469	Larimichthys_crocea
ENSGWIP00000022994	ENSGWIG00000012303	Gouania_willdenowi
ENSCGOP00000041720	ENSCGOG00000018885	Cottoperca_gobio
ENSSDUP00000014767	ENSSDUG00000010783	Seriola_dumerili
ENSSLDP00000023981	ENSSLDG00000018686	Seriola_lalandi_dorsalis
ENSSMAP00000023104	ENSSMAG00000014076	Scophthalmus_maximus
ENSLCAP00010002411	ENSLCAG00010001348	Lates_calcarifer
ENSMALP00000024857	ENSMALG00000017304	Monopterus_albus
ENSMAMP00000024677	ENSMAMG00000016595	Mastacembelus_armatus
ENSATEP00000023013	ENSATEG00000015959	Anabas_testudineus
ENSBSLP00000027413	ENSBSLG00000013760	Betta_splendens
ENSAPEP00000002764	ENSAPEG00000002011	Amphiprion_percula
ENSAOCP00000009833	ENSAOCG00000014008	Amphiprion_ocellaris
ENSAPOP00000013743	ENSAPOG00000016594	Acanthochromis_polyacanthus
ENSSPAP00000021507	ENSSPAG00000016177	Stegastes_partitus
ENSPRNP00000024763	ENSPRNG00000012585	Parambassis_ranga
ENSMZEP00005022166	ENSMZEG00005016624	Maylandia_zebra
ENSACLP00000022050	ENSACLG00000014969	Astatotilapia_calliptera
ENSHBUP00000035265	ENSHBUG00000023339	Haplochromis_burtoni
ENSPNYP00000022962	ENSPNYG00000017332	Pundamilia_nyererei
ENSNBRP00000027134	ENSNBRG00000020685	Neolamprologus_brichardi
ENSONIP00000006763	ENSONIG00000005379	Oreochromis_niloticus
ENSACIP00000013328	ENSACIG00000010347	Amphilophus_citrinellus
ENSLBEP00000032830	ENSLBEG00000024749	Labrus_bergylta
ENSPMGP00000024935	ENSPMGG00000020155	Periophthalmus_magnuspinnatus
ENSHCOP00000001189	ENSHCOG00000002113	Hippocampus_comes
ENSGMOP00000005795	ENSGMOG00000005447	Gadus_morhua
ENSPKIP00000011662	ENSPKIG00000018654	Paramormyrops_kingsleyae
ENSSFOP00015012781	ENSSFOG00015008241	Scleropages_formosus
ENSLOCP00000004541	ENSLOCG00000003801	Lepisosteus_oculatus
ENSECRP00000020209	ENSECRG00000013581	Erpetoichthys_calabaricus
ENSCMIP00000012551	ENSCMIG00000006366	Callorhinchus_milii
ENSOANP00000030220	ENSOANG00000030394	Ornithorhynchus_anatinus
ENSOANP00000029363	ENSOANG00000030203	Ornithorhynchus_anatinus
ENSOANP00000010287	ENSOANG00000006444	Ornithorhynchus_anatinus
ENSPCIP00000014074	ENSPCIG00000011003	Phascolarctos_cinereus
ENSAOWP00000023065	ENSAOWG00000015554	Apteryx_owenii
ENSAHAP00000018955	ENSAHAG00000013388	Apteryx_haastii
ENSARWP00000020870	ENSARWG00000014220	Apteryx_rowi
ENSDNVP00000012316	ENSDNVG00000008691	Dromaius_novaehollandiae
ENSNPEP00000000671	ENSNPEG00000000393	Nothoprocta_perdicaria
ENSABRP00000009478	ENSABRG00000008465	Anser_brachyrhynchus
ENSAPLP00000000649	ENSAPLG00000001186	Anas_platyrhynchos_platyrhynchos
ENSMUNP00000011291	ENSMUNG00000008859	Melopsittacus_undulatus
ENSCPRP00005023295	ENSCPRG00005016167	Crocodylus_porosus
ENSGAGP00000012140	ENSGAGG00000009315	Gopherus_agassizii
ENSCABP00000022952	ENSCABG00000016836	Chelonoidis_abingdonii
ENSCPBP00000017645	ENSCPBG00000012908	Chrysemys_picta_bellii
ENSPSIP00000007027	ENSPSIG00000006452	Pelodiscus_sinensis
ENSLACP00000018260	ENSLACG00000016085	Latimeria_chalumnae
ENSCHAP00000035144	ENSCHAG00000016615	Clupea_harengus
ENSDCDP00000024936	ENSDCDG00000018779	Denticeps_clupeoides
ENSAMXP00000036572	ENSAMXG00000002891	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005022374	ENSAMXG00005011512	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000007406	ENSPNAG00000013245	Pygocentrus_nattereri
ENSIPUP00000021679	ENSIPUG00000014663	Ictalurus_punctatus
ENSEEEP00000008193	ENSEEEG00000004274	Electrophorus_electricus
ENSDARP00000054427	ENSDARG00000037405	Danio_rerio
ENSMAMP00000024561	ENSMAMG00000016513	Mastacembelus_armatus
ENSMAMP00000030018	ENSMAMG00000020240	Mastacembelus_armatus
ENSGWIP00000040128	ENSGWIG00000020311	Gouania_willdenowi
ENSPMGP00000013605	ENSPMGG00000011183	Periophthalmus_magnuspinnatus
ENSMAMP00000024501	ENSMAMG00000016474	Mastacembelus_armatus
ENSMAMP00000030031	ENSMAMG00000020251	Mastacembelus_armatus
ENSATEP00000028564	ENSATEG00000019699	Anabas_testudineus
ENSSLDP00000017106	ENSSLDG00000013500	Seriola_lalandi_dorsalis
ENSSDUP00000002132	ENSSDUG00000001614	Seriola_dumerili
ENSLCAP00010050015	ENSLCAG00010023300	Lates_calcarifer
ENSSMAP00000014843	ENSSMAG00000009071	Scophthalmus_maximus
ENSAPEP00000008123	ENSAPEG00000005850	Amphiprion_percula
ENSAOCP00000029224	ENSAOCG00000019422	Amphiprion_ocellaris
ENSAPOP00000011378	ENSAPOG00000013922	Acanthochromis_polyacanthus
ENSSPAP00000005874	ENSSPAG00000004531	Stegastes_partitus
ENSLCRP00005004297	ENSLCRG00005002238	Larimichthys_crocea
ENSLBEP00000032073	ENSLBEG00000024184	Labrus_bergylta
ENSTRUP00000017709	ENSTRUG00000007198	Takifugu_rubripes
ENSTNIP00000005873	ENSTNIG00000003290	Tetraodon_nigroviridis
ENSMMOP00000018498	ENSMMOG00000014005	Mola_mola
ENSCGOP00000012801	ENSCGOG00000006289	Cottoperca_gobio
ENSGACP00000013767	ENSGACG00000010410	Gasterosteus_aculeatus
ENSMALP00000017813	ENSMALG00000012423	Monopterus_albus
ENSFHEP00000004627	ENSFHEG00000000143	Fundulus_heteroclitus
ENSCVAP00000005943	ENSCVAG00000007430	Cyprinodon_variegatus
ENSPFOP00000009576	ENSPFOG00000009515	Poecilia_formosa
ENSPLAP00000012479	ENSPLAG00000000360	Poecilia_latipinna
ENSPMEP00000020627	ENSPMEG00000023797	Poecilia_mexicana
ENSPREP00000017451	ENSPREG00000011788	Poecilia_reticulata
ENSXMAP00000031870	ENSXMAG00000001698	Xiphophorus_maculatus
ENSXCOP00000014085	ENSXCOG00000010661	Xiphophorus_couchianus
ENSGAFP00000020587	ENSGAFG00000013897	Gambusia_affinis
ENSKMAP00000026805	ENSKMAG00000019874	Kryptolebias_marmoratus
ENSORLP00020006222	ENSORLG00020007054	Oryzias_latipes_ASM223471v1
ENSORLP00015010754	ENSORLG00015011585	Oryzias_latipes_ASM223469v1
ENSORLP00000006851	ENSORLG00000005444	Oryzias_latipes_ASM223467v1
ENSOMEP00000005567	ENSOMEG00000006575	Oryzias_melastigma
ENSACLP00000014316	ENSACLG00000009766	Astatotilapia_calliptera
ENSMZEP00005005820	ENSMZEG00005004504	Maylandia_zebra
ENSHBUP00000022974	ENSHBUG00000003550	Haplochromis_burtoni
ENSPNYP00000018995	ENSPNYG00000014351	Pundamilia_nyererei
ENSNBRP00000029697	ENSNBRG00000022611	Neolamprologus_brichardi
ENSONIP00000014062	ENSONIG00000011170	Oreochromis_niloticus
ENSACIP00000009988	ENSACIG00000007823	Amphilophus_citrinellus
ENSPRNP00000018994	ENSPRNG00000009942	Parambassis_ranga
ENSBSLP00000043096	ENSBSLG00000020590	Betta_splendens
ENSHCOP00000018157	ENSHCOG00000002493	Hippocampus_comes
ENSCSEP00000025025	ENSCSEG00000015982	Cynoglossus_semilaevis
ENSGMOP00000010935	ENSGMOG00000010228	Gadus_morhua
ENSHHUP00000023544	ENSHHUG00000014774	Hucho_hucho
ENSHHUP00000072470	ENSHHUG00000042534	Hucho_hucho
ENSELUP00000020246	ENSELUG00000019494	Esox_lucius
ENSSFOP00015003954	ENSSFOG00015002582	Scleropages_formosus
ENSPKIP00000032488	ENSPKIG00000012562	Paramormyrops_kingsleyae
ENSLOCP00000005495	ENSLOCG00000004586	Lepisosteus_oculatus
ENSECRP00000004283	ENSECRG00000002909	Erpetoichthys_calabaricus
ENSCMIP00000029712	ENSCMIG00000012826	Callorhinchus_milii
ENSCSAVP00000013200	ENSCSAVG00000007751	Ciona_savignyi
ENSCINP00000030407	ENSCING00000024005	Ciona_intestinalis
F28F9.1.1	WBGene00006970	Caenorhabditis_elegans_strain_N2
FBpp0303607	FBgn0004606	Drosophila_melanogaster
F39B2.1.1	WBGene00009553	Caenorhabditis_elegans_strain_N2
F45C12.15.2	WBGene00018446	Caenorhabditis_elegans_strain_N2
ENSXETP00000048187	ENSXETG00000018930	Xenopus_tropicalis
T26C11.5.1	WBGene00000462	Caenorhabditis_elegans_strain_N2
