ENSPKIP00000039080	ENSPKIG00000016578	Paramormyrops_kingsleyae
ENSBIXP00000007651	ENSBIXG00000013595	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000002107	ENSBBBG00000011224	Bison_bison_bison
ENSBTAP00000012993	ENSBTAG00000009854	Bos_taurus
ENSBTAP00000061090	ENSBTAG00000031458	Bos_taurus
ENSBIXP00005009903	ENSBIXG00005014698	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000030061	ENSBMUG00000022474	Bos_mutus
ENSOARP00000017173	ENSOARG00000015989	Ovis_aries
ENSCHIP00000027927	ENSCHIG00000023646	Capra_hircus
ENSBIXP00000017426	ENSBIXG00000021430	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005043947	ENSBIXG00005027716	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000007376	ENSBBBG00000015434	Bison_bison_bison
ENSSSCP00000005216	ENSSSCG00000004847	Sus_scrofa_strain_reference
ENSVPAP00000000220	ENSVPAG00000000239	Vicugna_pacos
ENSCCNP00000030907	ENSCCNG00000029507	Castor_canadensis
ENSDORP00000005625	ENSDORG00000006007	Dipodomys_ordii
MGP_SPRETEiJ_P0083300	MGP_SPRETEiJ_G0030931	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000025636	ENSMSIG00000021637	Mus_spicilegus
ENSMUSP00000032735	ENSMUSG00000030521	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0079953	MGP_CAROLIEiJ_G0029828	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0016811	MGP_PahariEiJ_G0013053	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000037243	ENSRNOG00000016266	Rattus_norvegicus
ENSMUGP00000013127	ENSMUGG00000011388	Meriones_unguiculatus
ENSCGRP00015026248	ENSCGRG00015019916	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000001404	ENSCGRG00000001080	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001006593	ENSCGRG00001008929	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000011520	ENSMAUG00000012089	Mesocricetus_auratus
ENSMOCP00000017055	ENSMOCG00000015775	Microtus_ochrogaster
ENSMOCP00000026255	ENSMOCG00000022132	Microtus_ochrogaster
ENSPEMP00000022249	ENSPEMG00000019667	Peromyscus_maniculatus_bairdii
ENSNGAP00000013550	ENSNGAG00000015093	Nannospalax_galili
ENSJJAP00000011789	ENSJJAG00000015017	Jaculus_jaculus
ENSSDAP00000022001	ENSSDAG00000020005	Spermophilus_dauricus
ENSUPAP00010010594	ENSUPAG00010008570	Urocitellus_parryii
ENSSTOP00000004500	ENSSTOG00000004999	Ictidomys_tridecemlineatus
ENSMMMP00000024423	ENSMMMG00000021375	Marmota_marmota_marmota
ENSHGLP00000012760	ENSHGLG00000009125	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100017957	ENSHGLG00100013237	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000021484	ENSFDAG00000007673	Fukomys_damarensis
ENSCLAP00000018593	ENSCLAG00000012756	Chinchilla_lanigera
ENSODEP00000018658	ENSODEG00000013751	Octodon_degus
ENSODEP00000002382	ENSODEG00000001855	Octodon_degus
ENSCPOP00000012105	ENSCPOG00000013444	Cavia_porcellus
ENSCAPP00000001852	ENSCAPG00000003922	Cavia_aperea
ENSTBEP00000008371	ENSTBEG00000009663	Tupaia_belangeri
ENSMMUP00000011012	ENSMMUG00000008397	Macaca_mulatta
ENSMNEP00000041564	ENSMNEG00000043591	Macaca_nemestrina
ENSMFAP00000044135	ENSMFAG00000039444	Macaca_fascicularis
ENSTGEP00000016380	ENSTGEG00000013264	Theropithecus_gelada
ENSPANP00000004464	ENSPANG00000020408	Papio_anubis
ENSMLEP00000014877	ENSMLEG00000031602	Mandrillus_leucophaeus
ENSCATP00000020835	ENSCATG00000034155	Cercocebus_atys
ENSCSAP00000011343	ENSCSAG00000015247	Chlorocebus_sabaeus
ENSRROP00000020235	ENSRROG00000034061	Rhinopithecus_roxellana
ENSRBIP00000015988	ENSRBIG00000032065	Rhinopithecus_bieti
ENSCANP00000039844	ENSCANG00000043601	Colobus_angolensis_palliatus
ENSPPAP00000017519	ENSPPAG00000031855	Pan_paniscus
ENSPTRP00000020671	ENSPTRG00000012045	Pan_troglodytes
ENSP00000244230	ENSG00000124383	Homo_sapiens
ENSGGOP00000003832	ENSGGOG00000003905	Gorilla_gorilla
ENSPPYP00000013729	ENSPPYG00000012310	Pongo_abelii
ENSNLEP00000012515	ENSNLEG00000010266	Nomascus_leucogenys
ENSCJAP00000050429	ENSCJAG00000019423	Callithrix_jacchus
ENSSBOP00000010488	ENSSBOG00000022102	Saimiri_boliviensis_boliviensis
ENSCCAP00000040298	ENSCCAG00000037954	Cebus_capucinus_imitator
ENSSBOP00000019513	ENSSBOG00000026359	Saimiri_boliviensis_boliviensis
ENSCCAP00000020810	ENSCCAG00000028245	Cebus_capucinus_imitator
ENSANAP00000016088	ENSANAG00000025905	Aotus_nancymaae
ENSTSYP00000011781	ENSTSYG00000012839	Carlito_syrichta
ENSPCOP00000009808	ENSPCOG00000016310	Propithecus_coquereli
ENSPCOP00000003934	ENSPCOG00000011741	Propithecus_coquereli
ENSMICP00000036312	ENSMICG00000036069	Microcebus_murinus
ENSPSMP00000009182	ENSPSMG00000006696	Prolemur_simus
ENSETEP00000013502	ENSETEG00000016641	Echinops_telfairi
ENSLAFP00000009480	ENSLAFG00000011341	Loxodonta_africana
ENSOCUP00000027141	ENSOCUG00000025115	Oryctolagus_cuniculus
ENSCHOP00000003877	ENSCHOG00000004385	Choloepus_hoffmanni
ENSDNOP00000025801	ENSDNOG00000034336	Dasypus_novemcinctus
ENSOGAP00000002844	ENSOGAG00000003177	Otolemur_garnettii
ENSOPRP00000000979	ENSOPRG00000001060	Ochotona_princeps
ENSMLUP00000005051	ENSMLUG00000005533	Myotis_lucifugus
ENSPVAP00000006231	ENSPVAG00000006599	Pteropus_vampyrus
ENSSARP00000008132	ENSSARG00000008954	Sorex_araneus
ENSEEUP00000012110	ENSEEUG00000013301	Erinaceus_europaeus
ENSOANP00000026278	ENSOANG00000020653	Ornithorhynchus_anatinus
ENSCABP00000005342	ENSCABG00000004012	Chelonoidis_abingdonii
ENSGAGP00000021323	ENSGAGG00000015656	Gopherus_agassizii
ENSCPBP00000014712	ENSCPBG00000010930	Chrysemys_picta_bellii
ENSPSIP00000019925	ENSPSIG00000017642	Pelodiscus_sinensis
ENSGALP00000006196	ENSGALG00000003906	Gallus_gallus
ENSCJPP00005015300	ENSCJPG00005012696	Coturnix_japonica
ENSMGAP00000004688	ENSMGAG00000004841	Meleagris_gallopavo
ENSNMEP00000023715	ENSNMEG00000020187	Numida_meleagris
ENSABRP00000017482	ENSABRG00000015211	Anser_brachyrhynchus
ENSLCOP00000001690	ENSLCOG00000001352	Lepidothrix_coronata
ENSMVIP00005021819	ENSMVIG00005015333	Manacus_vitellinus
ENSLSDP00000000819	ENSLSDG00000000659	Lonchura_striata_domestica
ENSTGUP00000005757	ENSTGUG00000005578	Taeniopygia_guttata
ENSZALP00000000631	ENSZALG00000000780	Zonotrichia_albicollis
ENSJHYP00000020798	ENSJHYG00000015730	Junco_hyemalis
ENSSCAP00000023007	ENSSCAG00000016507	Serinus_canaria
ENSCCEP00000022532	ENSCCEG00000020342	Cyanistes_caeruleus
ENSPMJP00000021464	ENSPMJG00000015940	Parus_major
ENSFALP00000013069	ENSFALG00000012524	Ficedula_albicollis
ENSMUNP00000000196	ENSMUNG00000000225	Melopsittacus_undulatus
ENSCPUP00000023272	ENSCPUG00000015813	Calidris_pugnax
ENSCPGP00000000220	ENSCPGG00000000179	Calidris_pygmaea
ENSAOWP00000015799	ENSAOWG00000010750	Apteryx_owenii
ENSARWP00000018713	ENSARWG00000012857	Apteryx_rowi
ENSAHAP00000014333	ENSAHAG00000010297	Apteryx_haastii
ENSDNVP00000026167	ENSDNVG00000018207	Dromaius_novaehollandiae
ENSNPEP00000004969	ENSNPEG00000003787	Nothoprocta_perdicaria
ENSPVIP00000010059	ENSPVIG00000007989	Pogona_vitticeps
ENSACAP00000002575	ENSACAG00000002642	Anolis_carolinensis
ENSNSUP00000024553	ENSNSUG00000017737	Notechis_scutatus
ENSSMRP00000009528	ENSSMRG00000007591	Salvator_merianae
ENSSPUP00000024951	ENSSPUG00000019130	Sphenodon_punctatus
ENSXETP00000053918	ENSXETG00000021118	Xenopus_tropicalis
ENSLACP00000021023	ENSLACG00000018472	Latimeria_chalumnae
ENSCMIP00000024568	ENSCMIG00000010890	Callorhinchus_milii
ENSEBUP00000000701	ENSEBUG00000000786	Eptatretus_burgeri
ENSPMAP00000007596	ENSPMAG00000006886	Petromyzon_marinus
ENSCINP00000005569	ENSCING00000002729	Ciona_intestinalis
ENSCSAVP00000002402	ENSCSAVG00000001404	Ciona_savignyi
Y75B8A.7.1	WBGene00013544	Caenorhabditis_elegans_strain_N2
FBpp0079305	FBgn0032051	Drosophila_melanogaster
