ENSCPOP00000014362	ENSCPOG00000023046	Cavia_porcellus
ENSDORP00000025654	ENSDORG00000029580	Dipodomys_ordii
ENSMODP00000057972	ENSMODG00000041924	Monodelphis_domestica
ENSMSIP00000009169	ENSMSIG00000008122	Mus_spicilegus
ENSGALP00000070381	ENSGALG00000048320	Gallus_gallus
ENSODEP00000001947	ENSODEG00000001529	Octodon_degus
ENSMUGP00000000311	ENSMUGG00000000348	Meriones_unguiculatus
ENSMNEP00000021310	ENSMNEG00000034414	Macaca_nemestrina
ENSSDAP00000020581	ENSSDAG00000018755	Spermophilus_dauricus
ENSHGLP00100009576	ENSHGLG00100007099	Heterocephalus_glaber_HetGla_1.0
ENSSDAP00000016416	ENSSDAG00000014858	Spermophilus_dauricus
ENSSTOP00000017985	ENSSTOG00000027920	Ictidomys_tridecemlineatus
ENSMLUP00000000993	ENSMLUG00000001091	Myotis_lucifugus
ENSTSYP00000014114	ENSTSYG00000032979	Carlito_syrichta
ENSMPUP00000018731	ENSMPUG00000018851	Mustela_putorius_furo
ENSSCAP00000003947	ENSSCAG00000003258	Serinus_canaria
ENSABRP00000001413	ENSABRG00000001448	Anser_brachyrhynchus
ENSAHAP00000007570	ENSAHAG00000005634	Apteryx_haastii
ENSCCEP00000009656	ENSCCEG00000009779	Cyanistes_caeruleus
ENSNLEP00000047002	ENSNLEG00000032105	Nomascus_leucogenys
ENSCJAP00000041693	ENSCJAG00000039525	Callithrix_jacchus
ENSANAP00000023990	ENSANAG00000029738	Aotus_nancymaae
ENSPTEP00000040341	ENSPTEG00000037173	Piliocolobus_tephrosceles
ENSARWP00000018870	ENSARWG00000012976	Apteryx_rowi
ENSSPUP00000015980	ENSSPUG00000012327	Sphenodon_punctatus
MGP_PahariEiJ_P0033506	MGP_PahariEiJ_G0017497	Mus_pahari_strain_PAHARI_EIJ
ENSANAP00000000352	ENSANAG00000002703	Aotus_nancymaae
ENSNBRP00000017446	ENSNBRG00000013475	Neolamprologus_brichardi
ENSSDUP00000026052	ENSSDUG00000018899	Seriola_dumerili
ENSSMRP00000024946	ENSSMRG00000019287	Salvator_merianae
ENSTSYP00000014475	ENSTSYG00000025807	Carlito_syrichta
ENSRNOP00000007437	ENSRNOG00000005630	Rattus_norvegicus
ENSMPUP00000018834	ENSMPUG00000018954	Mustela_putorius_furo
ENSTTRP00000008197	ENSTTRG00000008653	Tursiops_truncatus
ENSVVUP00000010999	ENSVVUG00000008123	Vulpes_vulpes
ENSAMEP00000018774	ENSAMEG00000017774	Ailuropoda_melanoleuca
ENSPPRP00000011540	ENSPPRG00000005370	Panthera_pardus
ENSUPAP00010021592	ENSUPAG00010017171	Urocitellus_parryii
F21C3.3.2	WBGene00009002	Caenorhabditis_elegans_strain_N2
ENSCHIP00000008303	ENSCHIG00000011526	Capra_hircus
ENSCANP00000037170	ENSCANG00000042266	Colobus_angolensis_palliatus
ENSNMEP00000000521	ENSNMEG00000000604	Numida_meleagris
ENSDNVP00000014639	ENSDNVG00000010315	Dromaius_novaehollandiae
ENSAPLP00000005954	ENSAPLG00000006365	Anas_platyrhynchos_platyrhynchos
ENSCPBP00000028792	ENSCPBG00000020313	Chrysemys_picta_bellii
ENSODEP00000026618	ENSODEG00000020071	Octodon_degus
ENSPCAP00000004402	ENSPCAG00000004737	Procavia_capensis
ENSBMUP00000025017	ENSBMUG00000018792	Bos_mutus
