ENSACAP00000019501	ENSACAG00000000685	Anolis_carolinensis	ENSACAT00000024203
ENSACAP00000009812	ENSACAG00000010016	Anolis_carolinensis	ENSACAT00000010012
ENSPVIP00000020398	ENSPVIG00000015542	Pogona_vitticeps	ENSPVIT00000025340
ENSSPUP00000022549	ENSSPUG00000017313	Sphenodon_punctatus
ENSSMAP00000028563	ENSSMAG00000017488	Scophthalmus_maximus
ENSATEP00000000138	ENSATEG00000000085	Anabas_testudineus
ENSBSLP00000021590	ENSBSLG00000011098	Betta_splendens
ENSTRUP00000009638	ENSTRUG00000004066	Takifugu_rubripes
ENSTNIP00000000438	ENSTNIG00000018186	Tetraodon_nigroviridis
ENSMMOP00000017792	ENSMMOG00000013508	Mola_mola
ENSLCRP00005017445	ENSLCRG00005007024	Larimichthys_crocea
ENSCGOP00000027688	ENSCGOG00000013039	Cottoperca_gobio
ENSGACP00000002428	ENSGACG00000001865	Gasterosteus_aculeatus
ENSLBEP00000018148	ENSLBEG00000013989	Labrus_bergylta
ENSAOCP00000005251	ENSAOCG00000008734	Amphiprion_ocellaris
ENSAPEP00000020612	ENSAPEG00000014745	Amphiprion_percula
ENSSPAP00000012150	ENSSPAG00000009208	Stegastes_partitus
ENSAPOP00000000647	ENSAPOG00000001895	Acanthochromis_polyacanthus
ENSPRNP00000017507	ENSPRNG00000008966	Parambassis_ranga
ENSACLP00000009861	ENSACLG00000006737	Astatotilapia_calliptera
ENSACLP00000030082	ENSACLG00000020375	Astatotilapia_calliptera
ENSMZEP00005034744	ENSMZEG00005025968	Maylandia_zebra
ENSHBUP00000026554	ENSHBUG00000009282	Haplochromis_burtoni
ENSONIP00000006220	ENSONIG00000004944	Oreochromis_niloticus
ENSACIP00000030404	ENSACIG00000023528	Amphilophus_citrinellus
ENSORLP00000008641	ENSORLG00000006878	Oryzias_latipes_ASM223467v1
ENSORLP00020009899	ENSORLG00020010810	Oryzias_latipes_ASM223471v1
ENSORLP00015021575	ENSORLG00015022828	Oryzias_latipes_ASM223469v1
ENSOMEP00000000184	ENSOMEG00000001064	Oryzias_melastigma
ENSMALP00000013020	ENSMALG00000009205	Monopterus_albus
ENSMAMP00000017149	ENSMAMG00000011607	Mastacembelus_armatus
ENSCSEP00000029837	ENSCSEG00000019126	Cynoglossus_semilaevis
ENSPLAP00000023751	ENSPLAG00000009403	Poecilia_latipinna
ENSFHEP00000009513	ENSFHEG00000010759	Fundulus_heteroclitus
ENSHCOP00000000767	ENSHCOG00000001646	Hippocampus_comes
ENSPMGP00000003364	ENSPMGG00000002904	Periophthalmus_magnuspinnatus
ENSLOCP00000000426	ENSLOCG00000000390	Lepisosteus_oculatus
ENSCMIP00000010880	ENSCMIG00000005702	Callorhinchus_milii
ENSEBUP00000004468	ENSEBUG00000003146	Eptatretus_burgeri
