ENSCPUP00000018338	ENSCPUG00000012531	Calidris_pugnax
ENSGAGP00000008128	ENSGAGG00000006462	Gopherus_agassizii
ENSGAGP00000005609	ENSGAGG00000004279	Gopherus_agassizii
ENSCABP00000011410	ENSCABG00000008492	Chelonoidis_abingdonii
ENSCPBP00000008146	ENSCPBG00000005787	Chrysemys_picta_bellii
ENSPSIP00000015217	ENSPSIG00000013608	Pelodiscus_sinensis
ENSPVIP00000010738	ENSPVIG00000008468	Pogona_vitticeps
ENSACAP00000003129	ENSACAG00000003196	Anolis_carolinensis
ENSNSUP00000023804	ENSNSUG00000017215	Notechis_scutatus
ENSSMRP00000030034	ENSSMRG00000023060	Salvator_merianae
ENSSPUP00000016250	ENSSPUG00000012587	Sphenodon_punctatus
ENSVURP00010000855	ENSVURG00010000742	Vombatus_ursinus
ENSVURP00010000835	ENSVURG00010000726	Vombatus_ursinus
ENSPCIP00000021601	ENSPCIG00000016389	Phascolarctos_cinereus
ENSMEUP00000000456	ENSMEUG00000000481	Notamacropus_eugenii
ENSVURP00010004523	ENSVURG00010003592	Vombatus_ursinus
ENSSHAP00000009379	ENSSHAG00000008114	Sarcophilus_harrisii
ENSMODP00000026349	ENSMODG00000021072	Monodelphis_domestica
ENSPTRP00000070437	ENSPTRG00000043084	Pan_troglodytes
ENSPTRP00000023857	ENSPTRG00000013861	Pan_troglodytes
ENSPPAP00000022824	ENSPPAG00000034585	Pan_paniscus
ENSP00000328992	ENSG00000159086	Homo_sapiens
ENSGGOP00000016541	ENSGGOG00000016944	Gorilla_gorilla
ENSPPYP00000012688	ENSPPYG00000011366	Pongo_abelii
ENSNLEP00000004596	ENSNLEG00000003751	Nomascus_leucogenys
ENSTGEP00000033993	ENSTGEG00000027126	Theropithecus_gelada
ENSPANP00000010252	ENSPANG00000022535	Papio_anubis
ENSCATP00000012241	ENSCATG00000030287	Cercocebus_atys
ENSMLEP00000018556	ENSMLEG00000033450	Mandrillus_leucophaeus
ENSMNEP00000015733	ENSMNEG00000031929	Macaca_nemestrina
ENSMFAP00000032678	ENSMFAG00000002885	Macaca_fascicularis
ENSMMUP00000016131	ENSMMUG00000043714	Macaca_mulatta
ENSCSAP00000005914	ENSCSAG00000009717	Chlorocebus_sabaeus
ENSRROP00000001103	ENSRROG00000003787	Rhinopithecus_roxellana
ENSRBIP00000036125	ENSRBIG00000041633	Rhinopithecus_bieti
ENSCANP00000033996	ENSCANG00000040647	Colobus_angolensis_palliatus
ENSPTEP00000009733	ENSPTEG00000011045	Piliocolobus_tephrosceles
ENSCCAP00000006442	ENSCCAG00000020942	Cebus_capucinus_imitator
ENSCJAP00000017264	ENSCJAG00000009330	Callithrix_jacchus
ENSANAP00000030801	ENSANAG00000033120	Aotus_nancymaae
ENSSBOP00000027527	ENSSBOG00000030172	Saimiri_boliviensis_boliviensis
ENSANAP00000024458	ENSANAG00000029962	Aotus_nancymaae
ENSTSYP00000006051	ENSTSYG00000006558	Carlito_syrichta
ENSPCOP00000031608	ENSPCOG00000028582	Propithecus_coquereli
ENSMICP00000031482	ENSMICG00000037481	Microcebus_murinus
ENSPSMP00000011864	ENSPSMG00000008546	Prolemur_simus
ENSOGAP00000002985	ENSOGAG00000003344	Otolemur_garnettii
ENSPEMP00000026056	ENSPEMG00000022281	Peromyscus_maniculatus_bairdii
ENSMOCP00000010001	ENSMOCG00000010187	Microtus_ochrogaster
ENSCGRP00000022051	ENSCGRG00000015983	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015017637	ENSCGRG00015013578	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001016444	ENSCGRG00001016774	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000017444	ENSMAUG00000016303	Mesocricetus_auratus
ENSMUSP00000113835	ENSMUSG00000022974	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000018972	ENSMSIG00000016135	Mus_spicilegus
MGP_SPRETEiJ_P0044147	MGP_SPRETEiJ_G0021858	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0042248	MGP_CAROLIEiJ_G0020952	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0029609	MGP_PahariEiJ_G0016657	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000002800	ENSRNOG00000002036	Rattus_norvegicus
ENSMUGP00000014801	ENSMUGG00000012793	Meriones_unguiculatus
ENSNGAP00000021475	ENSNGAG00000020646	Nannospalax_galili
ENSJJAP00000002423	ENSJJAG00000004137	Jaculus_jaculus
ENSCCNP00000030398	ENSCCNG00000029102	Castor_canadensis
ENSDORP00000022539	ENSDORG00000023749	Dipodomys_ordii
ENSDORP00000013869	ENSDORG00000014741	Dipodomys_ordii
ENSODEP00000003108	ENSODEG00000002385	Octodon_degus
ENSCLAP00000010799	ENSCLAG00000007450	Chinchilla_lanigera
ENSCPOP00000011193	ENSCPOG00000012439	Cavia_porcellus
ENSCAPP00000015513	ENSCAPG00000015614	Cavia_aperea
ENSHGLP00100013953	ENSHGLG00100010325	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000016512	ENSHGLG00000011800	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000002220	ENSFDAG00000011995	Fukomys_damarensis
ENSUPAP00010002295	ENSUPAG00010001936	Urocitellus_parryii
ENSSTOP00000012612	ENSSTOG00000014055	Ictidomys_tridecemlineatus
ENSSDAP00000010431	ENSSDAG00000009463	Spermophilus_dauricus
ENSMMMP00000000789	ENSMMMG00000000713	Marmota_marmota_marmota
ENSTBEP00000014947	ENSTBEG00000017172	Tupaia_belangeri
ENSBIXP00000042233	ENSBIXG00000001542	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045787	ENSBIXG00005001540	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000003986	ENSBTAG00000003064	Bos_taurus
ENSBMUP00000010819	ENSBMUG00000008350	Bos_mutus
ENSBBBP00000009510	ENSBBBG00000017659	Bison_bison_bison
ENSOARP00000014297	ENSOARG00000013331	Ovis_aries
ENSCHIP00000023854	ENSCHIG00000021245	Capra_hircus
ENSTTRP00000002109	ENSTTRG00000002251	Tursiops_truncatus
ENSSSCP00000012819	ENSSSCG00000012037	Sus_scrofa_strain_reference
ENSVPAP00000001152	ENSVPAG00000001245	Vicugna_pacos
ENSUMAP00000027486	ENSUMAG00000019940	Ursus_maritimus
ENSUAMP00000026663	ENSUAMG00000020609	Ursus_americanus
ENSAMEP00000015826	ENSAMEG00000015020	Ailuropoda_melanoleuca
ENSMPUP00000001214	ENSMPUG00000001224	Mustela_putorius_furo
ENSPPRP00000001131	ENSPPRG00000024352	Panthera_pardus
ENSPTIP00000018959	ENSPTIG00000016904	Panthera_tigris_altaica
ENSFCAP00000011596	ENSFCAG00000012499	Felis_catus
ENSECAP00000014331	ENSECAG00000016552	Equus_caballus
ENSEASP00005008654	ENSEASG00005006214	Equus_asinus_asinus
ENSPVAP00000000848	ENSPVAG00000000895	Pteropus_vampyrus
ENSEEUP00000011442	ENSEEUG00000012532	Erinaceus_europaeus
ENSLAFP00000010677	ENSLAFG00000012769	Loxodonta_africana
ENSETEP00000015441	ENSETEG00000019009	Echinops_telfairi
ENSMLUP00000005173	ENSMLUG00000005658	Myotis_lucifugus
ENSPCAP00000009576	ENSPCAG00000010100	Procavia_capensis
ENSSARP00000001759	ENSSARG00000001916	Sorex_araneus
ENSDNOP00000009542	ENSDNOG00000012279	Dasypus_novemcinctus
ENSCHOP00000006110	ENSCHOG00000006886	Choloepus_hoffmanni
ENSOPRP00000012492	ENSOPRG00000013671	Ochotona_princeps
ENSOANP00000011037	ENSOANG00000006928	Ornithorhynchus_anatinus
ENSXETP00000005279	ENSXETG00000009826	Xenopus_tropicalis
ENSLACP00000009286	ENSLACG00000008190	Latimeria_chalumnae
ENSPKIP00000005039	ENSPKIG00000021866	Paramormyrops_kingsleyae
ENSSFOP00015010256	ENSSFOG00015006606	Scleropages_formosus
ENSCHAP00000047175	ENSCHAG00000021478	Clupea_harengus
ENSDCDP00000014286	ENSDCDG00000010400	Denticeps_clupeoides
ENSAMXP00000016661	ENSAMXG00000016055	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00000041814	ENSAMXG00000034356	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005055986	ENSAMXG00005024894	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000019060	ENSPNAG00000025922	Pygocentrus_nattereri
ENSIPUP00000005791	ENSIPUG00000003919	Ictalurus_punctatus
ENSEEEP00000036531	ENSEEEG00000017357	Electrophorus_electricus
ENSDARP00000114980	ENSDARG00000062361	Danio_rerio
ENSGWIP00000006562	ENSGWIG00000003603	Gouania_willdenowi
ENSAPOP00000013833	ENSAPOG00000016674	Acanthochromis_polyacanthus
ENSTNIP00000012857	ENSTNIG00000009964	Tetraodon_nigroviridis
ENSTRUP00000003355	ENSTRUG00000001459	Takifugu_rubripes
ENSFHEP00000032161	ENSFHEG00000018517	Fundulus_heteroclitus
ENSCVAP00000017854	ENSCVAG00000021269	Cyprinodon_variegatus
ENSXCOP00000024043	ENSXCOG00000017954	Xiphophorus_couchianus
ENSXMAP00000016088	ENSXMAG00000016037	Xiphophorus_maculatus
ENSGAFP00000026355	ENSGAFG00000017800	Gambusia_affinis
ENSPFOP00000018044	ENSPFOG00000017939	Poecilia_formosa
ENSPMEP00000005879	ENSPMEG00000007302	Poecilia_mexicana
ENSPLAP00000026770	ENSPLAG00000014827	Poecilia_latipinna
ENSPREP00000021954	ENSPREG00000014813	Poecilia_reticulata
ENSKMAP00000001352	ENSKMAG00000001006	Kryptolebias_marmoratus
ENSORLP00000006101	ENSORLG00000004845	Oryzias_latipes_ASM223467v1
ENSORLP00020009799	ENSORLG00020010707	Oryzias_latipes_ASM223471v1
ENSORLP00015015404	ENSORLG00015016339	Oryzias_latipes_ASM223469v1
ENSOMEP00000031332	ENSOMEG00000016109	Oryzias_melastigma
ENSCSEP00000014574	ENSCSEG00000009346	Cynoglossus_semilaevis
ENSMAMP00000028566	ENSMAMG00000019231	Mastacembelus_armatus
ENSMALP00000012092	ENSMALG00000008518	Monopterus_albus
ENSBSLP00000022036	ENSBSLG00000011129	Betta_splendens
ENSSDUP00000004156	ENSSDUG00000003069	Seriola_dumerili
ENSSLDP00000020401	ENSSLDG00000015952	Seriola_lalandi_dorsalis
ENSLCAP00010022547	ENSLCAG00010010578	Lates_calcarifer
ENSSMAP00000014661	ENSSMAG00000008983	Scophthalmus_maximus
ENSAOCP00000012533	ENSAOCG00000017029	Amphiprion_ocellaris
ENSAPEP00000031883	ENSAPEG00000022638	Amphiprion_percula
ENSAPOP00000023545	ENSAPOG00000001141	Acanthochromis_polyacanthus
ENSSPAP00000005030	ENSSPAG00000003900	Stegastes_partitus
ENSPRNP00000035267	ENSPRNG00000017673	Parambassis_ranga
ENSMZEP00005025913	ENSMZEG00005019323	Maylandia_zebra
ENSACLP00000034019	ENSACLG00000023016	Astatotilapia_calliptera
ENSPNYP00000001753	ENSPNYG00000001206	Pundamilia_nyererei
ENSHBUP00000026725	ENSHBUG00000009877	Haplochromis_burtoni
ENSNBRP00000012311	ENSNBRG00000009395	Neolamprologus_brichardi
ENSONIP00000006026	ENSONIG00000004787	Oreochromis_niloticus
ENSACIP00000016186	ENSACIG00000012401	Amphilophus_citrinellus
ENSCGOP00000020719	ENSCGOG00000009738	Cottoperca_gobio
ENSGACP00000027247	ENSGACG00000020601	Gasterosteus_aculeatus
ENSLBEP00000016287	ENSLBEG00000012598	Labrus_bergylta
ENSLCRP00005061600	ENSLCRG00005022700	Larimichthys_crocea
ENSMMOP00000001074	ENSMMOG00000000609	Mola_mola
ENSHCOP00000026936	ENSHCOG00000018324	Hippocampus_comes
ENSPMGP00000009228	ENSPMGG00000007631	Periophthalmus_magnuspinnatus
ENSGMOP00000001987	ENSGMOG00000001848	Gadus_morhua
ENSELUP00000032635	ENSELUG00000010656	Esox_lucius
ENSHHUP00000029372	ENSHHUG00000018696	Hucho_hucho
ENSLOCP00000010922	ENSLOCG00000008965	Lepisosteus_oculatus
ENSECRP00000017237	ENSECRG00000011490	Erpetoichthys_calabaricus
ENSCMIP00000030925	ENSCMIG00000013260	Callorhinchus_milii
ENSZALP00000000497	ENSZALG00000000589	Zonotrichia_albicollis
ENSJHYP00000023847	ENSJHYG00000017925	Junco_hyemalis
ENSSCAP00000019353	ENSSCAG00000013979	Serinus_canaria
ENSLSDP00000003195	ENSLSDG00000002465	Lonchura_striata_domestica
ENSTGUP00000013594	ENSTGUG00000013201	Taeniopygia_guttata
ENSFALP00000001704	ENSFALG00000001627	Ficedula_albicollis
ENSPMJP00000017202	ENSPMJG00000012962	Parus_major
ENSCCEP00000000931	ENSCCEG00000001182	Cyanistes_caeruleus
ENSMVIP00005002043	ENSMVIG00005001603	Manacus_vitellinus
ENSLCOP00000014276	ENSLCOG00000010249	Lepidothrix_coronata
ENSMVIP00005005210	ENSMVIG00005003960	Manacus_vitellinus
ENSMUNP00000013599	ENSMUNG00000010612	Melopsittacus_undulatus
ENSABRP00000002541	ENSABRG00000002488	Anser_brachyrhynchus
ENSAPLP00000014024	ENSAPLG00000014163	Anas_platyrhynchos_platyrhynchos
ENSGALP00000074305	ENSGALG00000048964	Gallus_gallus
ENSGALP00000067396	ENSGALG00000053444	Gallus_gallus
ENSGALP00000026950	ENSGALG00000016732	Gallus_gallus
ENSCJPP00005002563	ENSCJPG00005002848	Coturnix_japonica
ENSGALP00000073639	ENSGALG00000052345	Gallus_gallus
ENSGALP00000073832	ENSGALG00000050672	Gallus_gallus
ENSGALP00000068951	ENSGALG00000052164	Gallus_gallus
ENSGALP00000073813	ENSGALG00000053753	Gallus_gallus
ENSGALP00000065498	ENSGALG00000053864	Gallus_gallus
ENSGALP00000072093	ENSGALG00000053781	Gallus_gallus
ENSGALP00000069837	ENSGALG00000046148	Gallus_gallus
ENSGALP00000073643	ENSGALG00000048135	Gallus_gallus
ENSGALP00000066481	ENSGALG00000048153	Gallus_gallus
ENSGALP00000068982	ENSGALG00000054337	Gallus_gallus
ENSGALP00000066472	ENSGALG00000052800	Gallus_gallus
ENSGALP00000071632	ENSGALG00000054245	Gallus_gallus
ENSGALP00000059703	ENSGALG00000045708	Gallus_gallus
ENSGALP00000068602	ENSGALG00000049714	Gallus_gallus
ENSGALP00000068729	ENSGALG00000054645	Gallus_gallus
ENSGALP00000069569	ENSGALG00000049466	Gallus_gallus
ENSGALP00000065158	ENSGALG00000051593	Gallus_gallus
ENSGALP00000068114	ENSGALG00000047088	Gallus_gallus
ENSGALP00000062793	ENSGALG00000044978	Gallus_gallus
ENSGALP00000063391	ENSGALG00000055085	Gallus_gallus
ENSMGAP00000015123	ENSMGAG00000014296	Meleagris_gallopavo
ENSNMEP00000008945	ENSNMEG00000008708	Numida_meleagris
ENSCPGP00000027520	ENSCPGG00000018975	Calidris_pygmaea
ENSAOWP00000021759	ENSAOWG00000014718	Apteryx_owenii
ENSARWP00000019968	ENSARWG00000013682	Apteryx_rowi
ENSAHAP00000009941	ENSAHAG00000007195	Apteryx_haastii
ENSDNVP00000011499	ENSDNVG00000008109	Dromaius_novaehollandiae
ENSNPEP00000011732	ENSNPEG00000008798	Nothoprocta_perdicaria
ENSGALP00000064960	ENSGALG00000052979	Gallus_gallus
ENSGALP00000068167	ENSGALG00000052665	Gallus_gallus
ENSGALP00000073529	ENSGALG00000054616	Gallus_gallus
ENSGALP00000070321	ENSGALG00000053902	Gallus_gallus
ENSGALP00000072315	ENSGALG00000050695	Gallus_gallus
ENSCPRP00005006270	ENSCPRG00005004492	Crocodylus_porosus
ENSGAGP00000026017	ENSGAGG00000019007	Gopherus_agassizii
ENSCABP00000003542	ENSCABG00000002697	Chelonoidis_abingdonii
ENSCPBP00000030772	ENSCPBG00000021639	Chrysemys_picta_bellii
ENSPSIP00000012086	ENSPSIG00000010765	Pelodiscus_sinensis
ENSSPUP00000019220	ENSSPUG00000014766	Sphenodon_punctatus
ENSOCUP00000001471	ENSOCUG00000001715	Oryctolagus_cuniculus
ENSOPRP00000001820	ENSOPRG00000001953	Ochotona_princeps
ENSTBEP00000009639	ENSTBEG00000011142	Tupaia_belangeri
ENSCCNP00000004302	ENSCCNG00000004518	Castor_canadensis
ENSDORP00000006578	ENSDORG00000007015	Dipodomys_ordii
ENSMSIP00000025813	ENSMSIG00000021791	Mus_spicilegus
ENSMUSP00000035644	ENSMUSG00000035125	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0077324	MGP_SPRETEiJ_G0029532	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0074431	MGP_CAROLIEiJ_G0028526	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0050502	MGP_PahariEiJ_G0022261	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000009104	ENSRNOG00000006888	Rattus_norvegicus
ENSMUGP00000031140	ENSMUGG00000025889	Meriones_unguiculatus
ENSCGRP00015019486	ENSCGRG00015014970	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001003957	ENSCGRG00001004931	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000013235	ENSCGRG00000009627	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000025353	ENSMAUG00000021915	Mesocricetus_auratus
ENSPEMP00000003634	ENSPEMG00000005238	Peromyscus_maniculatus_bairdii
ENSMOCP00000019963	ENSMOCG00000017779	Microtus_ochrogaster
ENSNGAP00000018057	ENSNGAG00000018295	Nannospalax_galili
ENSJJAP00000020001	ENSJJAG00000020797	Jaculus_jaculus
ENSSDAP00000016038	ENSSDAG00000014515	Spermophilus_dauricus
ENSUPAP00010020520	ENSUPAG00010016015	Urocitellus_parryii
ENSSTOP00000021592	ENSSTOG00000024464	Ictidomys_tridecemlineatus
ENSMMMP00000005844	ENSMMMG00000005247	Marmota_marmota_marmota
ENSHGLP00000012313	ENSHGLG00000008801	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005152	ENSHGLG00100003908	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019145	ENSFDAG00000009334	Fukomys_damarensis
ENSCLAP00000017999	ENSCLAG00000012347	Chinchilla_lanigera
ENSODEP00000014673	ENSODEG00000010845	Octodon_degus
ENSCPOP00000002018	ENSCPOG00000002225	Cavia_porcellus
ENSCAPP00000008404	ENSCAPG00000010108	Cavia_aperea
ENSPPAP00000036903	ENSPPAG00000041211	Pan_paniscus
ENSPTRP00000020780	ENSPTRG00000012110	Pan_troglodytes
ENSP00000318690	ENSG00000005436	Homo_sapiens
ENSGGOP00000021983	ENSGGOG00000025320	Gorilla_gorilla
ENSPPYP00000013665	ENSPPYG00000012254	Pongo_abelii
ENSNLEP00000041131	ENSNLEG00000001166	Nomascus_leucogenys
ENSMNEP00000023112	ENSMNEG00000035165	Macaca_nemestrina
ENSMFAP00000024785	ENSMFAG00000043921	Macaca_fascicularis
ENSMMUP00000024357	ENSMMUG00000018512	Macaca_mulatta
ENSTGEP00000023439	ENSTGEG00000018967	Theropithecus_gelada
ENSPANP00000018363	ENSPANG00000004968	Papio_anubis
ENSMLEP00000011044	ENSMLEG00000029708	Mandrillus_leucophaeus
ENSCATP00000044775	ENSCATG00000044850	Cercocebus_atys
ENSCSAP00000011932	ENSCSAG00000015854	Chlorocebus_sabaeus
ENSPTEP00000038010	ENSPTEG00000035440	Piliocolobus_tephrosceles
ENSCANP00000011161	ENSCANG00000028994	Colobus_angolensis_palliatus
ENSRROP00000038388	ENSRROG00000042575	Rhinopithecus_roxellana
ENSRBIP00000027968	ENSRBIG00000037858	Rhinopithecus_bieti
ENSCCAP00000029418	ENSCCAG00000032749	Cebus_capucinus_imitator
ENSSBOP00000036982	ENSSBOG00000034592	Saimiri_boliviensis_boliviensis
ENSCJAP00000031452	ENSCJAG00000017096	Callithrix_jacchus
ENSANAP00000023468	ENSANAG00000029473	Aotus_nancymaae
ENSTSYP00000002170	ENSTSYG00000002346	Carlito_syrichta
ENSMICP00000025062	ENSMICG00000028998	Microcebus_murinus
ENSPSMP00000027096	ENSPSMG00000018969	Prolemur_simus
ENSPCOP00000002212	ENSPCOG00000006760	Propithecus_coquereli
ENSOGAP00000001037	ENSOGAG00000001160	Otolemur_garnettii
ENSUAMP00000012908	ENSUAMG00000010418	Ursus_americanus
ENSUMAP00000007717	ENSUMAG00000005924	Ursus_maritimus
ENSAMEP00000018410	ENSAMEG00000017424	Ailuropoda_melanoleuca
ENSNVIP00000025502	ENSNVIG00000019670	Neovison_vison
ENSMPUP00000008349	ENSMPUG00000008412	Mustela_putorius_furo
ENSCAFP00000012019	ENSCAFG00000008156	Canis_lupus_familiaris
ENSCAFP00020017798	ENSCAFG00020014238	Canis_lupus_dingo
ENSVVUP00000004954	ENSVVUG00000003380	Vulpes_vulpes
ENSPPRP00000014871	ENSPPRG00000007643	Panthera_pardus
ENSPTIP00000014572	ENSPTIG00000013932	Panthera_tigris_altaica
ENSFCAP00000015997	ENSFCAG00000018337	Felis_catus
ENSCHIP00000015193	ENSCHIG00000015942	Capra_hircus
ENSOARP00000001080	ENSOARG00000001034	Ovis_aries
ENSBIXP00000033836	ENSBIXG00000007233	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000010591	ENSBTAG00000008048	Bos_taurus
ENSBIXP00005035370	ENSBIXG00005007325	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000005952	ENSBMUG00000004657	Bos_mutus
ENSBBBP00000013914	ENSBBBG00000005750	Bison_bison_bison
ENSTTRP00000013361	ENSTTRG00000014087	Tursiops_truncatus
ENSSSCP00000022086	ENSSSCG00000021287	Sus_scrofa_strain_reference
ENSVPAP00000011301	ENSVPAG00000012150	Vicugna_pacos
ENSMLUP00000011636	ENSMLUG00000012780	Myotis_lucifugus
ENSMLUP00000016598	ENSMLUG00000023940	Myotis_lucifugus
ENSPVAP00000002443	ENSPVAG00000002583	Pteropus_vampyrus
ENSEEUP00000002087	ENSEEUG00000002284	Erinaceus_europaeus
ENSSARP00000012030	ENSSARG00000013320	Sorex_araneus
ENSEASP00005015398	ENSEASG00005010738	Equus_asinus_asinus
ENSECAP00000000394	ENSECAG00000000453	Equus_caballus
ENSLAFP00000001849	ENSLAFG00000002210	Loxodonta_africana
ENSPCAP00000001642	ENSPCAG00000001755	Procavia_capensis
ENSETEP00000011215	ENSETEG00000013826	Echinops_telfairi
ENSCHOP00000005358	ENSCHOG00000006058	Choloepus_hoffmanni
ENSDNOP00000001969	ENSDNOG00000002537	Dasypus_novemcinctus
ENSPCIP00000019678	ENSPCIG00000015011	Phascolarctos_cinereus
ENSVURP00010002732	ENSVURG00010002239	Vombatus_ursinus
ENSMEUP00000007774	ENSMEUG00000008503	Notamacropus_eugenii
ENSSHAP00000003841	ENSSHAG00000003382	Sarcophilus_harrisii
ENSMODP00000057291	ENSMODG00000044685	Monodelphis_domestica
ENSMODP00000009948	ENSMODG00000007990	Monodelphis_domestica
ENSOANP00000015629	ENSOANG00000009856	Ornithorhynchus_anatinus
ENSXETP00000019457	ENSXETG00000001269	Xenopus_tropicalis
ENSXETP00000011729	ENSXETG00000015341	Xenopus_tropicalis
ENSLACP00000011909	ENSLACG00000010481	Latimeria_chalumnae
ENSSFOP00015028265	ENSSFOG00015018151	Scleropages_formosus
ENSPKIP00000039710	ENSPKIG00000016963	Paramormyrops_kingsleyae
ENSAMXP00000030239	ENSAMXG00000012794	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005001738	ENSAMXG00005000974	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000016446	ENSPNAG00000022665	Pygocentrus_nattereri
ENSEEEP00000004158	ENSEEEG00000002205	Electrophorus_electricus
ENSDARP00000110163	ENSDARG00000079020	Danio_rerio
ENSDCDP00000002141	ENSDCDG00000001089	Denticeps_clupeoides
ENSDCDP00000002207	ENSDCDG00000001125	Denticeps_clupeoides
ENSHHUP00000076680	ENSHHUG00000044853	Hucho_hucho
ENSELUP00000018621	ENSELUG00000018138	Esox_lucius
ENSHHUP00000090705	ENSHHUG00000052356	Hucho_hucho
ENSMALP00000009916	ENSMALG00000007055	Monopterus_albus
ENSMAMP00000030410	ENSMAMG00000020508	Mastacembelus_armatus
ENSATEP00000029588	ENSATEG00000020421	Anabas_testudineus
ENSBSLP00000018375	ENSBSLG00000009570	Betta_splendens
ENSSLDP00000031848	ENSSLDG00000024457	Seriola_lalandi_dorsalis
ENSSDUP00000001918	ENSSDUG00000001410	Seriola_dumerili
ENSLCAP00010057049	ENSLCAG00010026634	Lates_calcarifer
ENSSMAP00000008729	ENSSMAG00000005387	Scophthalmus_maximus
ENSCGOP00000038944	ENSCGOG00000017825	Cottoperca_gobio
ENSGACP00000021404	ENSGACG00000016221	Gasterosteus_aculeatus
ENSTRUP00000025506	ENSTRUG00000010129	Takifugu_rubripes
ENSTNIP00000020848	ENSTNIG00000017698	Tetraodon_nigroviridis
ENSMMOP00000001359	ENSMMOG00000001139	Mola_mola
ENSLCRP00005050833	ENSLCRG00005019173	Larimichthys_crocea
ENSLBEP00000004821	ENSLBEG00000003721	Labrus_bergylta
ENSAPEP00000006164	ENSAPEG00000004403	Amphiprion_percula
ENSAOCP00000022860	ENSAOCG00000008637	Amphiprion_ocellaris
ENSAPOP00000017695	ENSAPOG00000020910	Acanthochromis_polyacanthus
ENSSPAP00000013831	ENSSPAG00000010466	Stegastes_partitus
