ENSARWP00000012384	ENSARWG00000008561	Apteryx_rowi	ENSARWT00000014116
ENSAHAP00000026268	ENSAHAG00000018310	Apteryx_haastii	ENSAHAT00000028940
ENSAOWP00000012385	ENSAOWG00000008477	Apteryx_owenii	ENSAOWT00000014081
ENSDNVP00000008389	ENSDNVG00000005964	Dromaius_novaehollandiae	ENSDNVT00000010117
ENSNPEP00000001625	ENSNPEG00000001260	Nothoprocta_perdicaria
ENSANAP00000002392	ENSANAG00000018123	Aotus_nancymaae
ENSTSYP00000004942	ENSTSYG00000005389	Carlito_syrichta
ENSPCOP00000032083	ENSPCOG00000028826	Propithecus_coquereli
ENSPSMP00000010366	ENSPSMG00000007513	Prolemur_simus
ENSOGAP00000001817	ENSOGAG00000002037	Otolemur_garnettii
ENSTBEP00000008830	ENSTBEG00000010211	Tupaia_belangeri
ENSDNOP00000033741	ENSDNOG00000034451	Dasypus_novemcinctus
ENSCHOP00000010285	ENSCHOG00000011640	Choloepus_hoffmanni
ENSLAFP00000000125	ENSLAFG00000000155	Loxodonta_africana
ENSPCAP00000009741	ENSPCAG00000010471	Procavia_capensis
ENSETEP00000015344	ENSETEG00000018882	Echinops_telfairi
ENSOANP00000007364	ENSOANG00000004647	Ornithorhynchus_anatinus
ENSLACP00000004658	ENSLACG00000004146	Latimeria_chalumnae
ENSSFOP00015010282	ENSSFOG00015006683	Scleropages_formosus
ENSPKIP00000030176	ENSPKIG00000011126	Paramormyrops_kingsleyae
ENSCHAP00000027084	ENSCHAG00000013163	Clupea_harengus
ENSDCDP00000005115	ENSDCDG00000002521	Denticeps_clupeoides
ENSDARP00000061831	ENSDARG00000054777	Danio_rerio
ENSHHUP00000069702	ENSHHUG00000041046	Hucho_hucho
ENSHHUP00000031267	ENSHHUG00000019877	Hucho_hucho
ENSELUP00000001190	ENSELUG00000002695	Esox_lucius
ENSFHEP00000016439	ENSFHEG00000018130	Fundulus_heteroclitus
ENSCVAP00000009258	ENSCVAG00000011182	Cyprinodon_variegatus
ENSXMAP00000015937	ENSXMAG00000015907	Xiphophorus_maculatus
ENSXCOP00000006859	ENSXCOG00000005303	Xiphophorus_couchianus
ENSGAFP00000018141	ENSGAFG00000012272	Gambusia_affinis
ENSPFOP00000008630	ENSPFOG00000008664	Poecilia_formosa
ENSPLAP00000010216	ENSPLAG00000013081	Poecilia_latipinna
ENSPMEP00000034957	ENSPMEG00000024311	Poecilia_mexicana
ENSPREP00000024210	ENSPREG00000016345	Poecilia_reticulata
ENSKMAP00000017985	ENSKMAG00000013406	Kryptolebias_marmoratus
ENSORLP00015028292	ENSORLG00015010847	Oryzias_latipes_ASM223469v1
ENSORLP00020022221	ENSORLG00020002411	Oryzias_latipes_ASM223471v1
ENSORLP00000005101	ENSORLG00000004076	Oryzias_latipes_ASM223467v1
ENSOMEP00000019552	ENSOMEG00000021368	Oryzias_melastigma
ENSACLP00000021597	ENSACLG00000014689	Astatotilapia_calliptera
ENSMZEP00005009050	ENSMZEG00005006858	Maylandia_zebra
ENSPNYP00000020628	ENSPNYG00000015614	Pundamilia_nyererei
ENSHBUP00000023299	ENSHBUG00000004021	Haplochromis_burtoni
ENSNBRP00000018218	ENSNBRG00000014060	Neolamprologus_brichardi
ENSONIP00000019103	ENSONIG00000015178	Oreochromis_niloticus
ENSACIP00000004548	ENSACIG00000003580	Amphilophus_citrinellus
ENSTNIP00000006747	ENSTNIG00000004130	Tetraodon_nigroviridis
ENSTRUP00000038375	ENSTRUG00000015015	Takifugu_rubripes
ENSMMOP00000001597	ENSMMOG00000001333	Mola_mola
ENSSLDP00000024236	ENSSLDG00000018894	Seriola_lalandi_dorsalis
ENSSDUP00000007810	ENSSDUG00000005721	Seriola_dumerili
ENSSMAP00000004460	ENSSMAG00000002762	Scophthalmus_maximus
ENSLCAP00010011963	ENSLCAG00010005679	Lates_calcarifer
ENSMALP00000025050	ENSMALG00000017442	Monopterus_albus
ENSATEP00000024643	ENSATEG00000017125	Anabas_testudineus
ENSBSLP00000042784	ENSBSLG00000020488	Betta_splendens
ENSMAMP00000030909	ENSMAMG00000020824	Mastacembelus_armatus
ENSCSEP00000027279	ENSCSEG00000017432	Cynoglossus_semilaevis
ENSCSEP00000014650	ENSCSEG00000009431	Cynoglossus_semilaevis
ENSHCOP00000010957	ENSHCOG00000013675	Hippocampus_comes
ENSCGOP00000048635	ENSCGOG00000021691	Cottoperca_gobio
ENSGACP00000009100	ENSGACG00000006860	Gasterosteus_aculeatus
ENSLBEP00000004567	ENSLBEG00000003515	Labrus_bergylta
ENSLCRP00005047165	ENSLCRG00005017886	Larimichthys_crocea
ENSAOCP00000014392	ENSAOCG00000019041	Amphiprion_ocellaris
ENSAPEP00000008236	ENSAPEG00000005958	Amphiprion_percula
ENSAPOP00000009700	ENSAPOG00000012025	Acanthochromis_polyacanthus
ENSSPAP00000008189	ENSSPAG00000006253	Stegastes_partitus
ENSPRNP00000031949	ENSPRNG00000016022	Parambassis_ranga
ENSGWIP00000016539	ENSGWIG00000009286	Gouania_willdenowi
ENSPMGP00000010130	ENSPMGG00000008400	Periophthalmus_magnuspinnatus
ENSGMOP00000008226	ENSGMOG00000007689	Gadus_morhua
ENSIPUP00000027978	ENSIPUG00000018946	Ictalurus_punctatus
ENSEEEP00000005002	ENSEEEG00000002603	Electrophorus_electricus
ENSAMXP00005008946	ENSAMXG00005005126	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000006046	ENSAMXG00000005903	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000000227	ENSPNAG00000007368	Pygocentrus_nattereri
ENSLOCP00000009746	ENSLOCG00000008022	Lepisosteus_oculatus
ENSECRP00000014983	ENSECRG00000009986	Erpetoichthys_calabaricus
