ENSLCOP00000008405	ENSLCOG00000006160	Lepidothrix_coronata
ENSPCAP00000014183	ENSPCAG00000015187	Procavia_capensis
ENSPMJP00000012903	ENSPMJG00000009881	Parus_major
ENSBIXP00000042518	ENSBIXG00000005583	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPEMP00000017423	ENSPEMG00000016347	Peromyscus_maniculatus_bairdii
ENSFCAP00000006095	ENSFCAG00000006560	Felis_catus
ENSCSAP00000015839	ENSCSAG00000002200	Chlorocebus_sabaeus
ENSCGRP00001021554	ENSCGRG00001020362	Cricetulus_griseus_CHOK1GS_HDv1
ENSLAFP00000007558	ENSLAFG00000009008	Loxodonta_africana
ENSMNEP00000024004	ENSMNEG00000035565	Macaca_nemestrina
ENSCAFP00000031657	ENSCAFG00000023568	Canis_lupus_familiaris
ENSOCUP00000032123	ENSOCUG00000010671	Oryctolagus_cuniculus
ENSPPRP00000018686	ENSPPRG00000010286	Panthera_pardus
ENSPCOP00000007250	ENSPCOG00000014858	Propithecus_coquereli
ENSMAUP00000008922	ENSMAUG00000010216	Mesocricetus_auratus
ENSUAMP00000016928	ENSUAMG00000013433	Ursus_americanus
ENSNLEP00000015539	ENSNLEG00000012776	Nomascus_leucogenys
ENSPTEP00000012672	ENSPTEG00000014214	Piliocolobus_tephrosceles
ENSMPUP00000003940	ENSMPUG00000003972	Mustela_putorius_furo
MGP_SPRETEiJ_P0060626	MGP_SPRETEiJ_G0026083	Mus_spretus_strain_SPRET/EiJ
ENSTTRP00000013761	ENSTTRG00000014514	Tursiops_truncatus
ENSPTRP00000051702	ENSPTRG00000001476	Pan_troglodytes
ENSCATP00000007405	ENSCATG00000022075	Cercocebus_atys
ENSCCNP00000024627	ENSCCNG00000024111	Castor_canadensis
ENSCLAP00000005125	ENSCLAG00000003636	Chinchilla_lanigera
ENSCCAP00000005622	ENSCCAG00000020557	Cebus_capucinus_imitator
