ENSEASP00005011029	ENSEASG00005007749	Equus_asinus_asinus
ENSDNOP00000030160	ENSDNOG00000046086	Dasypus_novemcinctus
ENSHGLP00100013505	ENSHGLG00100009984	Heterocephalus_glaber_HetGla_1.0
ENSUPAP00010009882	ENSUPAG00010008013	Urocitellus_parryii
ENSTTRP00000015344	ENSTTRG00000016187	Tursiops_truncatus
ENSSTOP00000026484	ENSSTOG00000032054	Ictidomys_tridecemlineatus
ENSMNEP00000043441	ENSMNEG00000044404	Macaca_nemestrina
ENSTBEP00000012449	ENSTBEG00000014365	Tupaia_belangeri
ENSOARP00000019907	ENSOARG00000018542	Ovis_aries
ENSMLUP00000015818	ENSMLUG00000017348	Myotis_lucifugus
ENSRNOP00000001302	ENSRNOG00000000983	Rattus_norvegicus
ENSPEMP00000011029	ENSPEMG00000011797	Peromyscus_maniculatus_bairdii
ENSCANP00000010282	ENSCANG00000028554	Colobus_angolensis_palliatus
ENSMICP00000049056	ENSMICG00000005987	Microcebus_murinus
ENSUMAP00000012786	ENSUMAG00000009484	Ursus_maritimus
ENSOGAP00000020964	ENSOGAG00000025525	Otolemur_garnettii
ENSBBBP00000001355	ENSBBBG00000010440	Bison_bison_bison
ENSP00000499131	ENSG00000160908	Homo_sapiens
ENSPPAP00000027362	ENSPPAG00000036746	Pan_paniscus
ENSCLAP00000007250	ENSCLAG00000005098	Chinchilla_lanigera	ENSCLAT00000007364
ENSECAP00000030020	ENSECAG00000011549	Equus_caballus
ENSCAFP00020018063	ENSCAFG00020014454	Canis_lupus_dingo
ENSCGRP00000018505	ENSCGRG00000013471	Cricetulus_griseus_CriGri_1.0
ENSNLEP00000031142	ENSNLEG00000035314	Nomascus_leucogenys
ENSMUSP00000031632	ENSMUSG00000029627	Mus_musculus_strain_reference_(CL57BL6)
ENSCPOP00000011992	ENSCPOG00000013321	Cavia_porcellus	ENSCPOT00000013451
ENSRBIP00000025266	ENSRBIG00000036523	Rhinopithecus_bieti
MGP_PahariEiJ_P0060360	MGP_PahariEiJ_G0024583	Mus_pahari_strain_PAHARI_EIJ
ENSJJAP00000014864	ENSJJAG00000017218	Jaculus_jaculus
ENSGGOP00000027584	ENSGGOG00000013650	Gorilla_gorilla
ENSPCOP00000026561	ENSPCOG00000025668	Propithecus_coquereli
ENSOCUP00000002111	ENSOCUG00000002444	Oryctolagus_cuniculus
ENSBTAP00000021549	ENSBTAG00000016190	Bos_taurus
ENSDORP00000006409	ENSDORG00000006843	Dipodomys_ordii
ENSCCAP00000019000	ENSCCAG00000027351	Cebus_capucinus_imitator
ENSOPRP00000012444	ENSOPRG00000013649	Ochotona_princeps
ENSPVAP00000009108	ENSPVAG00000009663	Pteropus_vampyrus
ENSPTEP00000006534	ENSPTEG00000007491	Piliocolobus_tephrosceles
ENSHGLP00000010916	ENSHGLG00000007829	Heterocephalus_glaber_HetGla_female_1.0
ENSNVIP00000010243	ENSNVIG00000008098	Neovison_vison
ENSFCAP00000024527	ENSFCAG00000031324	Felis_catus
ENSCJAP00000060869	ENSCJAG00000015808	Callithrix_jacchus
ENSMSIP00000034674	ENSMSIG00000028921	Mus_spicilegus
ENSLAFP00000012344	ENSLAFG00000014746	Loxodonta_africana
ENSETEP00000013689	ENSETEG00000016868	Echinops_telfairi
ENSCHIP00000016646	ENSCHIG00000016834	Capra_hircus
ENSPTEP00000006859	ENSPTEG00000007837	Piliocolobus_tephrosceles
ENSMFAP00000027926	ENSMFAG00000045342	Macaca_fascicularis
ENSMPUP00000016400	ENSMPUG00000016503	Mustela_putorius_furo
ENSUAMP00000004472	ENSUAMG00000004101	Ursus_americanus
ENSCAFP00000022116	ENSCAFG00000015012	Canis_lupus_familiaris
