ENSLCOP00000019518	ENSLCOG00000013815	Lepidothrix_coronata
ENSTTRP00000012527	ENSTTRG00000013209	Tursiops_truncatus
ENSSSCP00000040248	ENSSSCG00000036015	Sus_scrofa_strain_reference
ENSMICP00000050423	ENSMICG00000044190	Microcebus_murinus
ENSPCOP00000027004	ENSPCOG00000025931	Propithecus_coquereli
ENSPSMP00000037154	ENSPSMG00000025545	Prolemur_simus
ENSOGAP00000015709	ENSOGAG00000026523	Otolemur_garnettii
ENSPTRP00000005618	ENSPTRG00000003178	Pan_troglodytes
ENSPPAP00000008491	ENSPPAG00000027484	Pan_paniscus
ENSP00000331087	ENSG00000184281	Homo_sapiens
ENSGGOP00000007420	ENSGGOG00000007586	Gorilla_gorilla
ENSPPYP00000003403	ENSPPYG00000002930	Pongo_abelii
ENSMFAP00000044768	ENSMFAG00000038372	Macaca_fascicularis
ENSMMUP00000018109	ENSMMUG00000013772	Macaca_mulatta
ENSMNEP00000032704	ENSMNEG00000039665	Macaca_nemestrina
ENSPANP00000037103	ENSPANG00000033613	Papio_anubis
ENSTGEP00000033736	ENSTGEG00000026927	Theropithecus_gelada
ENSCATP00000031555	ENSCATG00000038899	Cercocebus_atys
ENSMLEP00000033141	ENSMLEG00000040755	Mandrillus_leucophaeus
ENSCSAP00000005970	ENSCSAG00000009719	Chlorocebus_sabaeus
ENSRROP00000007944	ENSRROG00000028278	Rhinopithecus_roxellana
ENSRBIP00000041751	ENSRBIG00000044192	Rhinopithecus_bieti
ENSPTEP00000011417	ENSPTEG00000012878	Piliocolobus_tephrosceles
ENSCANP00000004155	ENSCANG00000014683	Colobus_angolensis_palliatus
ENSCJAP00000077173	ENSCJAG00000052019	Callithrix_jacchus
ENSANAP00000042289	ENSANAG00000038427	Aotus_nancymaae
ENSCCAP00000003103	ENSCCAG00000017538	Cebus_capucinus_imitator
ENSSBOP00000022554	ENSSBOG00000027823	Saimiri_boliviensis_boliviensis
ENSCCNP00000032165	ENSCCNG00000030539	Castor_canadensis
ENSDORP00000019415	ENSDORG00000025519	Dipodomys_ordii
ENSCGRP00000016325	ENSCGRG00000011849	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000020803	ENSMAUG00000018732	Mesocricetus_auratus
ENSMOCP00000002432	ENSMOCG00000001908	Microtus_ochrogaster
ENSMSIP00000034194	ENSMSIG00000028526	Mus_spicilegus
ENSMUSP00000056582	ENSMUSG00000045752	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0086868	MGP_SPRETEiJ_G0031846	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0083448	MGP_CAROLIEiJ_G0030736	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0020220	MGP_PahariEiJ_G0013932	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000045788	ENSRNOG00000032677	Rattus_norvegicus
ENSNGAP00000026405	ENSNGAG00000024061	Nannospalax_galili
ENSUPAP00010027230	ENSUPAG00010021525	Urocitellus_parryii
ENSMMMP00000005124	ENSMMMG00000004686	Marmota_marmota_marmota
ENSCLAP00000022191	ENSCLAG00000015219	Chinchilla_lanigera
ENSCPOP00000029469	ENSCPOG00000037561	Cavia_porcellus
ENSHGLP00000019574	ENSHGLG00000014018	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100002237	ENSHGLG00100001742	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000012296	ENSFDAG00000006752	Fukomys_damarensis
ENSLAFP00000025791	ENSLAFG00000027082	Loxodonta_africana
ENSDNOP00000031455	ENSDNOG00000041094	Dasypus_novemcinctus
ENSMEUP00000000495	ENSMEUG00000000534	Notamacropus_eugenii
ENSVURP00010015797	ENSVURG00010012086	Vombatus_ursinus
ENSXETP00000022646	ENSXETG00000005615	Xenopus_tropicalis
ENSLACP00000016911	ENSLACG00000014897	Latimeria_chalumnae
ENSPKIP00000002133	ENSPKIG00000020149	Paramormyrops_kingsleyae
ENSSFOP00015014680	ENSSFOG00015009447	Scleropages_formosus
ENSAMXP00000026657	ENSAMXG00000025952	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000026678
ENSAMXP00005034793	ENSAMXG00005016761	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000009691	ENSPNAG00000015157	Pygocentrus_nattereri
ENSIPUP00000027439	ENSIPUG00000018585	Ictalurus_punctatus
ENSDARP00000069747	ENSDARG00000036144	Danio_rerio
ENSDCDP00000029607	ENSDCDG00000020982	Denticeps_clupeoides
ENSCHAP00000005010	ENSCHAG00000003290	Clupea_harengus
ENSHHUP00000048740	ENSHHUG00000029534	Hucho_hucho
ENSHHUP00000037417	ENSHHUG00000023437	Hucho_hucho
ENSELUP00000032147	ENSELUG00000009939	Esox_lucius
ENSPMGP00000025696	ENSPMGG00000020742	Periophthalmus_magnuspinnatus
ENSGACP00000018643	ENSGACG00000014125	Gasterosteus_aculeatus
ENSLOCP00000021430	ENSLOCG00000017325	Lepisosteus_oculatus
ENSECRP00000030110	ENSECRG00000020443	Erpetoichthys_calabaricus
ENSCMIP00000025552	ENSCMIG00000011227	Callorhinchus_milii
FBpp0076083	FBgn0036063	Drosophila_melanogaster
