ENSLOCP00000007657	ENSLOCG00000006344	Lepisosteus_oculatus
ENSOMEP00000030722	ENSOMEG00000000382	Oryzias_melastigma
ENSLBEP00000031885	ENSLBEG00000024062	Labrus_bergylta
ENSLCAP00010052038	ENSLCAG00010024227	Lates_calcarifer
ENSSMAP00000005589	ENSSMAG00000003404	Scophthalmus_maximus
ENSSLDP00000017306	ENSSLDG00000013666	Seriola_lalandi_dorsalis
ENSSDUP00000031443	ENSSDUG00000022607	Seriola_dumerili
ENSAOCP00000025498	ENSAOCG00000013113	Amphiprion_ocellaris
ENSAPEP00000013156	ENSAPEG00000009344	Amphiprion_percula
ENSAPOP00000022924	ENSAPOG00000004424	Acanthochromis_polyacanthus
ENSSPAP00000017576	ENSSPAG00000013272	Stegastes_partitus
ENSHCOP00000024744	ENSHCOG00000014328	Hippocampus_comes
ENSCGOP00000046553	ENSCGOG00000020912	Cottoperca_gobio
ENSMMOP00000002291	ENSMMOG00000001869	Mola_mola
ENSLCRP00005015807	ENSLCRG00005006655	Larimichthys_crocea
ENSGACP00000016125	ENSGACG00000012181	Gasterosteus_aculeatus
ENSPRNP00000009687	ENSPRNG00000005615	Parambassis_ranga
ENSMAMP00000007815	ENSMAMG00000005326	Mastacembelus_armatus
ENSPMGP00000010968	ENSPMGG00000009092	Periophthalmus_magnuspinnatus
ENSGWIP00000014960	ENSGWIG00000008387	Gouania_willdenowi
ENSGMOP00000007092	ENSGMOG00000006662	Gadus_morhua
ENSHHUP00000072196	ENSHHUG00000042386	Hucho_hucho
ENSHHUP00000055082	ENSHHUG00000032982	Hucho_hucho
ENSELUP00000020511	ENSELUG00000019768	Esox_lucius
ENSSFOP00015004534	ENSSFOG00015002952	Scleropages_formosus
ENSPKIP00000005891	ENSPKIG00000022377	Paramormyrops_kingsleyae
ENSCMIP00000012485	ENSCMIG00000006343	Callorhinchus_milii	ENSCMIT00000012774
ENSCMIP00000012492	ENSCMIG00000006345	Callorhinchus_milii	ENSCMIT00000012781
ENSCPUP00000011123	ENSCPUG00000007887	Calidris_pugnax
ENSCPGP00000004254	ENSCPGG00000003136	Calidris_pygmaea
ENSMUNP00000019579	ENSMUNG00000014975	Melopsittacus_undulatus
ENSLCOP00000013009	ENSLCOG00000009380	Lepidothrix_coronata
ENSMVIP00005006131	ENSMVIG00005004689	Manacus_vitellinus
ENSTGUP00000004992	ENSTGUG00000004844	Taeniopygia_guttata
ENSLSDP00000012019	ENSLSDG00000008804	Lonchura_striata_domestica
ENSSCAP00000015247	ENSSCAG00000011163	Serinus_canaria
ENSJHYP00000019720	ENSJHYG00000014982	Junco_hyemalis
ENSZALP00000016945	ENSZALG00000013733	Zonotrichia_albicollis
ENSCCEP00000026439	ENSCCEG00000023227	Cyanistes_caeruleus
ENSPMJP00000001446	ENSPMJG00000001184	Parus_major
ENSFALP00000009860	ENSFALG00000009459	Ficedula_albicollis
ENSGALP00000004240	ENSGALG00000002695	Gallus_gallus
ENSCJPP00005024977	ENSCJPG00005019649	Coturnix_japonica
ENSMGAP00000002082	ENSMGAG00000002479	Meleagris_gallopavo
ENSNMEP00000016229	ENSNMEG00000014338	Numida_meleagris
ENSABRP00000020351	ENSABRG00000017355	Anser_brachyrhynchus
ENSAPLP00000019270	ENSAPLG00000011741	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000019774	ENSAHAG00000013964	Apteryx_haastii
ENSAOWP00000007412	ENSAOWG00000005086	Apteryx_owenii
ENSARWP00000007573	ENSARWG00000005275	Apteryx_rowi
ENSDNVP00000024392	ENSDNVG00000016944	Dromaius_novaehollandiae
ENSNPEP00000015831	ENSNPEG00000011799	Nothoprocta_perdicaria
ENSCPRP00005026843	ENSCPRG00005018598	Crocodylus_porosus
ENSCABP00000029732	ENSCABG00000021807	Chelonoidis_abingdonii
ENSGAGP00000000083	ENSGAGG00000000071	Gopherus_agassizii
ENSCPBP00000035754	ENSCPBG00000024867	Chrysemys_picta_bellii
ENSPSIP00000010945	ENSPSIG00000009922	Pelodiscus_sinensis
ENSACAP00000014143	ENSACAG00000014379	Anolis_carolinensis
ENSPVIP00000004811	ENSPVIG00000003928	Pogona_vitticeps
ENSNSUP00000023976	ENSNSUG00000017357	Notechis_scutatus
ENSSMRP00000027505	ENSSMRG00000021211	Salvator_merianae
ENSSPUP00000017322	ENSSPUG00000013398	Sphenodon_punctatus
ENSVURP00010029501	ENSVURG00010022568	Vombatus_ursinus
ENSPCIP00000003988	ENSPCIG00000003264	Phascolarctos_cinereus
ENSMEUP00000010369	ENSMEUG00000011367	Notamacropus_eugenii
ENSSHAP00000017345	ENSSHAG00000014737	Sarcophilus_harrisii
ENSMODP00000047531	ENSMODG00000015645	Monodelphis_domestica
ENSPCOP00000013318	ENSPCOG00000018265	Propithecus_coquereli
ENSPSMP00000033034	ENSPSMG00000022811	Prolemur_simus
ENSOGAP00000015179	ENSOGAG00000016954	Otolemur_garnettii
ENSPTRP00000009574	ENSPTRG00000005628	Pan_troglodytes
ENSPPAP00000032469	ENSPPAG00000039123	Pan_paniscus
ENSP00000266771	ENSG00000139370	Homo_sapiens
ENSGGOP00000014121	ENSGGOG00000014472	Gorilla_gorilla
ENSPPYP00000005828	ENSPPYG00000005114	Pongo_abelii
ENSNLEP00000009979	ENSNLEG00000008193	Nomascus_leucogenys
ENSMFAP00000044185	ENSMFAG00000039467	Macaca_fascicularis
ENSMNEP00000043829	ENSMNEG00000044538	Macaca_nemestrina
ENSMMUP00000007614	ENSMMUG00000005767	Macaca_mulatta
ENSCATP00000012518	ENSCATG00000030429	Cercocebus_atys
ENSPANP00000011581	ENSPANG00000014782	Papio_anubis
ENSTGEP00000034987	ENSTGEG00000027882	Theropithecus_gelada
ENSCSAP00000016078	ENSCSAG00000001957	Chlorocebus_sabaeus
ENSRBIP00000039910	ENSRBIG00000043404	Rhinopithecus_bieti
ENSRROP00000041079	ENSRROG00000043750	Rhinopithecus_roxellana
ENSPTEP00000001690	ENSPTEG00000001876	Piliocolobus_tephrosceles
ENSMLEP00000025356	ENSMLEG00000036875	Mandrillus_leucophaeus
ENSCANP00000012851	ENSCANG00000029827	Colobus_angolensis_palliatus
ENSCCAP00000016528	ENSCCAG00000026060	Cebus_capucinus_imitator
ENSCJAP00000042040	ENSCJAG00000003622	Callithrix_jacchus
ENSSBOP00000022392	ENSSBOG00000027729	Saimiri_boliviensis_boliviensis
ENSANAP00000011482	ENSANAG00000023690	Aotus_nancymaae
ENSTSYP00000004347	ENSTSYG00000004765	Carlito_syrichta
ENSODEP00000012913	ENSODEG00000009561	Octodon_degus
ENSCPOP00000018580	ENSCPOG00000002927	Cavia_porcellus
ENSHGLP00000015379	ENSHGLG00000010992	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024458	ENSHGLG00100017959	Heterocephalus_glaber_HetGla_1.0
ENSUPAP00010014633	ENSUPAG00010011731	Urocitellus_parryii
ENSMMMP00000006164	ENSMMMG00000005522	Marmota_marmota_marmota
MGP_SPRETEiJ_P0073681	MGP_SPRETEiJ_G0028770	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000006429	ENSMSIG00000005724	Mus_spicilegus
ENSMUSP00000031367	ENSMUSG00000029416	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0070975	MGP_CAROLIEiJ_G0027771	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0059179	MGP_PahariEiJ_G0024351	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000001277	ENSRNOG00000000962	Rattus_norvegicus
ENSMUGP00000002011	ENSMUGG00000001885	Meriones_unguiculatus
ENSMUGP00000001963	ENSMUGG00000001834	Meriones_unguiculatus
ENSCGRP00015027290	ENSCGRG00015020676	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001009208	ENSCGRG00001011353	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000013527	ENSMAUG00000013546	Mesocricetus_auratus
ENSMOCP00000009356	ENSMOCG00000009498	Microtus_ochrogaster
ENSPEMP00000003342	ENSPEMG00000004648	Peromyscus_maniculatus_bairdii
ENSNGAP00000008676	ENSNGAG00000011585	Nannospalax_galili
ENSJJAP00000011248	ENSJJAG00000014620	Jaculus_jaculus
ENSCCNP00000001292	ENSCCNG00000001432	Castor_canadensis
ENSOCUP00000025273	ENSOCUG00000027071	Oryctolagus_cuniculus
ENSMICP00000048227	ENSMICG00000009050	Microcebus_murinus
ENSOPRP00000006696	ENSOPRG00000007306	Ochotona_princeps
ENSNVIP00000029644	ENSNVIG00000022859	Neovison_vison
ENSMPUP00000004420	ENSMPUG00000004454	Mustela_putorius_furo
ENSUAMP00000009285	ENSUAMG00000007739	Ursus_americanus
ENSUMAP00000000183	ENSUMAG00000000233	Ursus_maritimus
ENSAMEP00000002003	ENSAMEG00000001898	Ailuropoda_melanoleuca
ENSCAFP00020014432	ENSCAFG00020011657	Canis_lupus_dingo
ENSCAFP00000055813	ENSCAFG00000006831	Canis_lupus_familiaris
ENSVVUP00000035807	ENSVVUG00000025747	Vulpes_vulpes
ENSPPRP00000004507	ENSPPRG00000000573	Panthera_pardus
ENSPTIP00000000351	ENSPTIG00000000924	Panthera_tigris_altaica
ENSFCAP00000052864	ENSFCAG00000001693	Felis_catus
ENSEASP00005019159	ENSEASG00005013184	Equus_asinus_asinus
ENSECAP00000040375	ENSECAG00000009611	Equus_caballus
ENSBIXP00000010096	ENSBIXG00000015669	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005012593	ENSBIXG00005005508	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000065627	ENSBTAG00000009167	Bos_taurus
ENSBMUP00000002735	ENSBMUG00000002145	Bos_mutus
ENSBBBP00000011920	ENSBBBG00000005364	Bison_bison_bison
ENSCHIP00000022552	ENSCHIG00000020472	Capra_hircus
ENSOARP00000018010	ENSOARG00000016772	Ovis_aries
ENSTTRP00000004886	ENSTTRG00000005170	Tursiops_truncatus
ENSSSCP00000022255	ENSSSCG00000025820	Sus_scrofa_strain_reference
ENSEEUP00000001127	ENSEEUG00000001256	Erinaceus_europaeus
ENSSARP00000000853	ENSSARG00000000935	Sorex_araneus
ENSDORP00000003542	ENSDORG00000003794	Dipodomys_ordii
ENSCGRP00000014557	ENSCGRG00000010538	Cricetulus_griseus_CriGri_1.0
ENSCLAP00000016494	ENSCLAG00000011341	Chinchilla_lanigera
ENSFDAP00000001569	ENSFDAG00000011508	Fukomys_damarensis
ENSCAPP00000013870	ENSCAPG00000014404	Cavia_aperea
ENSLAFP00000025762	ENSLAFG00000001645	Loxodonta_africana
ENSPCAP00000013443	ENSPCAG00000014340	Procavia_capensis
ENSPVAP00000004412	ENSPVAG00000004659	Pteropus_vampyrus
ENSTBEP00000012780	ENSTBEG00000014723	Tupaia_belangeri
ENSETEP00000013069	ENSETEG00000016111	Echinops_telfairi
ENSCHOP00000005007	ENSCHOG00000005651	Choloepus_hoffmanni
ENSDNOP00000017036	ENSDNOG00000016681	Dasypus_novemcinctus
ENSOANP00000015765	ENSOANG00000009948	Ornithorhynchus_anatinus
ENSXETP00000008671	ENSXETG00000006840	Xenopus_tropicalis
ENSLACP00000021564	ENSLACG00000018946	Latimeria_chalumnae
ENSPMAP00000005279	ENSPMAG00000004819	Petromyzon_marinus
ENSEBUP00000012290	ENSEBUG00000007830	Eptatretus_burgeri
