ENSZALP00000000922	ENSZALG00000001105	Zonotrichia_albicollis	ENSZALT00000001684
ENSJHYP00000016500	ENSJHYG00000012615	Junco_hyemalis	ENSJHYT00000019878
ENSSCAP00000023133	ENSSCAG00000016574	Serinus_canaria	ENSSCAT00000025757
ENSTGUP00000004790	ENSTGUG00000004663	Taeniopygia_guttata
MGP_CAROLIEiJ_P0091610	MGP_CAROLIEiJ_G0033129	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0089229	MGP_PahariEiJ_G0031670	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000010770	ENSMUGG00000009447	Meriones_unguiculatus
ENSCGRP00015001197	ENSCGRG00015001031	Cricetulus_griseus_CriGri-PICR
ENSMSIP00000008532	ENSMSIG00000007520	Mus_spicilegus
ENSNGAP00000023788	ENSNGAG00000022239	Nannospalax_galili
ENSJJAP00000002123	ENSJJAG00000003438	Jaculus_jaculus
ENSOARP00000009624	ENSOARG00000008962	Ovis_aries
ENSCHIP00000028049	ENSCHIG00000023727	Capra_hircus
ENSBTAP00000057781	ENSBTAG00000021713	Bos_taurus
ENSBIXP00005044561	ENSBIXG00005028391	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000003975	ENSBMUG00000003132	Bos_mutus
ENSTTRP00000005350	ENSTTRG00000005667	Tursiops_truncatus
ENSSSCP00000013547	ENSSSCG00000012741	Sus_scrofa_strain_reference
ENSSARP00000004123	ENSSARG00000004531	Sorex_araneus
ENSEEUP00000003112	ENSEEUG00000003395	Erinaceus_europaeus
ENSUAMP00000019969	ENSUAMG00000015767	Ursus_americanus
ENSAMEP00000019331	ENSAMEG00000018292	Ailuropoda_melanoleuca
ENSMPUP00000011487	ENSMPUG00000011578	Mustela_putorius_furo
ENSNVIP00000032455	ENSNVIG00000025007	Neovison_vison
ENSCAFP00000038864	ENSCAFG00000019116	Canis_lupus_familiaris
ENSVVUP00000040749	ENSVVUG00000029025	Vulpes_vulpes
ENSCAFP00020031198	ENSCAFG00020024331	Canis_lupus_dingo
ENSPPRP00000028718	ENSPPRG00000020975	Panthera_pardus
ENSFCAP00000054643	ENSFCAG00000004331	Felis_catus
ENSPVAP00000006779	ENSPVAG00000007184	Pteropus_vampyrus
ENSMLUP00000004858	ENSMLUG00000005323	Myotis_lucifugus
ENSLAFP00000014359	ENSLAFG00000017126	Loxodonta_africana
ENSPCAP00000002535	ENSPCAG00000002714	Procavia_capensis
ENSETEP00000007649	ENSETEG00000009410	Echinops_telfairi
ENSTBEP00000010569	ENSTBEG00000012216	Tupaia_belangeri
ENSDNOP00000034521	ENSDNOG00000034921	Dasypus_novemcinctus
ENSOANP00000018426	ENSOANG00000011632	Ornithorhynchus_anatinus
ENSCAFP00020031194	ENSCAFG00020024330	Canis_lupus_dingo
ENSLAFP00000026094	ENSLAFG00000028198	Loxodonta_africana
ENSSHAP00000019395	ENSSHAG00000016473	Sarcophilus_harrisii
ENSXETP00000014861	ENSXETG00000000465	Xenopus_tropicalis
ENSLACP00000023127	ENSLACG00000013569	Latimeria_chalumnae
ENSCHAP00000044731	ENSCHAG00000020803	Clupea_harengus
ENSDCDP00000003158	ENSDCDG00000001633	Denticeps_clupeoides
ENSAMXP00005030367	ENSAMXG00005014916	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000053168	ENSAMXG00000034449	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000013071	ENSPNAG00000018908	Pygocentrus_nattereri
ENSIPUP00000006163	ENSIPUG00000004273	Ictalurus_punctatus
ENSEEEP00000023961	ENSEEEG00000011640	Electrophorus_electricus
ENSHHUP00000009200	ENSHHUG00000005604	Hucho_hucho
ENSHHUP00000034445	ENSHHUG00000021708	Hucho_hucho
ENSELUP00000032996	ENSELUG00000011124	Esox_lucius
ENSSFOP00015030928	ENSSFOG00015019828	Scleropages_formosus
ENSPKIP00000038893	ENSPKIG00000016489	Paramormyrops_kingsleyae
ENSLOCP00000017822	ENSLOCG00000014480	Lepisosteus_oculatus
ENSCMIP00000032542	ENSCMIG00000013907	Callorhinchus_milii
