ENSPMJP00000021423	ENSPMJG00000015903	Parus_major
ENSHGLP00100001569	ENSHGLG00100001230	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000011407	ENSFDAG00000018963	Fukomys_damarensis
ENSCJAP00000003423	ENSCJAG00000001879	Callithrix_jacchus
ENSCCAP00000037813	ENSCCAG00000036760	Cebus_capucinus_imitator
ENSSBOP00000008560	ENSSBOG00000021185	Saimiri_boliviensis_boliviensis
ENSANAP00000042308	ENSANAG00000038436	Aotus_nancymaae
ENSP00000264775	ENSG00000067113	Homo_sapiens
ENSGGOP00000001843	ENSGGOG00000001872	Gorilla_gorilla
ENSPTRP00000028918	ENSPTRG00000016880	Pan_troglodytes
ENSPPAP00000037174	ENSPPAG00000041332	Pan_paniscus
ENSNLEP00000001787	ENSNLEG00000001513	Nomascus_leucogenys
ENSTGEP00000015744	ENSTGEG00000012728	Theropithecus_gelada
ENSMLEP00000010568	ENSMLEG00000029478	Mandrillus_leucophaeus
ENSMMUP00000077955	ENSMMUG00000030099	Macaca_mulatta
ENSMFAP00000014961	ENSMFAG00000030691	Macaca_fascicularis
ENSPANP00000009300	ENSPANG00000021430	Papio_anubis
ENSCATP00000010362	ENSCATG00000029450	Cercocebus_atys
ENSRROP00000032760	ENSRROG00000040017	Rhinopithecus_roxellana
ENSRBIP00000024734	ENSRBIG00000036266	Rhinopithecus_bieti
ENSPTEP00000018771	ENSPTEG00000020181	Piliocolobus_tephrosceles
ENSTSYP00000006780	ENSTSYG00000007409	Carlito_syrichta
ENSPSMP00000023567	ENSPSMG00000016648	Prolemur_simus
ENSPCOP00000008107	ENSPCOG00000015324	Propithecus_coquereli
ENSMICP00000043265	ENSMICG00000044869	Microcebus_murinus
ENSOGAP00000002586	ENSOGAG00000002887	Otolemur_garnettii
ENSOCUP00000037218	ENSOCUG00000004472	Oryctolagus_cuniculus
ENSOPRP00000007357	ENSOPRG00000008045	Ochotona_princeps
ENSTBEP00000007627	ENSTBEG00000008812	Tupaia_belangeri
ENSBIXP00005031566	ENSBIXG00005011965	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000009668	ENSBIXG00000015302	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000070558	ENSBTAG00000010526	Bos_taurus
ENSBMUP00000031244	ENSBMUG00000023336	Bos_mutus
ENSBBBP00000008379	ENSBBBG00000016367	Bison_bison_bison
ENSCHIP00000022953	ENSCHIG00000020725	Capra_hircus
ENSTTRP00000008228	ENSTTRG00000008679	Tursiops_truncatus
ENSVPAP00000010406	ENSVPAG00000011176	Vicugna_pacos
ENSUMAP00000012538	ENSUMAG00000009322	Ursus_maritimus
ENSUAMP00000030005	ENSUAMG00000023058	Ursus_americanus
ENSAMEP00000014669	ENSAMEG00000013923	Ailuropoda_melanoleuca
ENSVVUP00000029226	ENSVVUG00000021353	Vulpes_vulpes
ENSNVIP00000012141	ENSNVIG00000009623	Neovison_vison
ENSPPRP00000025757	ENSPPRG00000016093	Panthera_pardus
ENSPTIP00000007556	ENSPTIG00000009167	Panthera_tigris_altaica
ENSFCAP00000023409	ENSFCAG00000026781	Felis_catus
ENSEASP00005019296	ENSEASG00005013261	Equus_asinus_asinus
ENSECAP00000024134	ENSECAG00000023296	Equus_caballus
ENSPVAP00000002310	ENSPVAG00000002446	Pteropus_vampyrus
ENSSARP00000007654	ENSSARG00000008474	Sorex_araneus
ENSEEUP00000006653	ENSEEUG00000007319	Erinaceus_europaeus
ENSCHOP00000009916	ENSCHOG00000011216	Choloepus_hoffmanni
ENSDNOP00000028217	ENSDNOG00000049669	Dasypus_novemcinctus
ENSPCAP00000012419	ENSPCAG00000013306	Procavia_capensis
ENSETEP00000000590	ENSETEG00000000733	Echinops_telfairi
ENSCGRP00000000217	ENSCGRG00000000215	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000018233	ENSMAUG00000016864	Mesocricetus_auratus
ENSMOCP00000012670	ENSMOCG00000012696	Microtus_ochrogaster
ENSNGAP00000022112	ENSNGAG00000021095	Nannospalax_galili
ENSJJAP00000019061	ENSJJAG00000020140	Jaculus_jaculus
ENSMMMP00000010222	ENSMMMG00000009061	Marmota_marmota_marmota
ENSUPAP00010006000	ENSUPAG00010004851	Urocitellus_parryii
ENSDORP00000006359	ENSDORG00000006787	Dipodomys_ordii
ENSCLAP00000009446	ENSCLAG00000006554	Chinchilla_lanigera
ENSCPOP00000008809	ENSCPOG00000009814	Cavia_porcellus
ENSHGLP00000027139	ENSHGLG00000019302	Heterocephalus_glaber_HetGla_female_1.0
ENSMNEP00000037459	ENSMNEG00000041812	Macaca_nemestrina
ENSCSAP00000012442	ENSCSAG00000016379	Chlorocebus_sabaeus
ENSCANP00000019628	ENSCANG00000033250	Colobus_angolensis_palliatus
ENSPPYP00000017286	ENSPPYG00000015470	Pongo_abelii
ENSOARP00000008281	ENSOARG00000007720	Ovis_aries
ENSSSCP00000017921	ENSSSCG00000016912	Sus_scrofa_strain_reference
ENSCAFP00020031214	ENSCAFG00020024348	Canis_lupus_dingo
ENSCAFP00000061070	ENSCAFG00000006838	Canis_lupus_familiaris
ENSLAFP00000021563	ENSLAFG00000026280	Loxodonta_africana
ENSCAPP00000014839	ENSCAPG00000015123	Cavia_aperea
ENSODEP00000023408	ENSODEG00000017162	Octodon_degus
ENSPEMP00000001467	ENSPEMG00000001203	Peromyscus_maniculatus_bairdii
ENSMLUP00000001070	ENSMLUG00000001176	Myotis_lucifugus
ENSSHAP00000007076	ENSSHAG00000006148	Sarcophilus_harrisii
ENSOANP00000007740	ENSOANG00000004886	Ornithorhynchus_anatinus
ENSXETP00000037725	ENSXETG00000012836	Xenopus_tropicalis
ENSLACP00000009637	ENSLACG00000008498	Latimeria_chalumnae
ENSHHUP00000043343	ENSHHUG00000026621	Hucho_hucho
ENSHHUP00000019186	ENSHHUG00000011972	Hucho_hucho
ENSELUP00000028285	ENSELUG00000004800	Esox_lucius
ENSCGOP00000018238	ENSCGOG00000008745	Cottoperca_gobio
ENSTRUP00000050719	ENSTRUG00000020668	Takifugu_rubripes
ENSLCRP00005015313	ENSLCRG00005006506	Larimichthys_crocea
ENSMAMP00000024893	ENSMAMG00000016731	Mastacembelus_armatus
ENSMALP00000003901	ENSMALG00000002861	Monopterus_albus
ENSATEP00000021915	ENSATEG00000015209	Anabas_testudineus
ENSSMAP00000012253	ENSSMAG00000007558	Scophthalmus_maximus
ENSCSEP00000001107	ENSCSEG00000000770	Cynoglossus_semilaevis
ENSLCAP00010008188	ENSLCAG00010003970	Lates_calcarifer
ENSSLDP00000008147	ENSSLDG00000006435	Seriola_lalandi_dorsalis
ENSAPEP00000027245	ENSAPEG00000019370	Amphiprion_percula
ENSAOCP00000007994	ENSAOCG00000011911	Amphiprion_ocellaris
ENSAPOP00000006069	ENSAPOG00000007859	Acanthochromis_polyacanthus
ENSSPAP00000014966	ENSSPAG00000011279	Stegastes_partitus
ENSPRNP00000004054	ENSPRNG00000002331	Parambassis_ranga
ENSGAFP00000018340	ENSGAFG00000012411	Gambusia_affinis
ENSXMAP00000033530	ENSXMAG00000004780	Xiphophorus_maculatus
ENSPFOP00000003510	ENSPFOG00000003517	Poecilia_formosa
ENSPMEP00000008839	ENSPMEG00000010625	Poecilia_mexicana
ENSPLAP00000016776	ENSPLAG00000021032	Poecilia_latipinna
ENSPREP00000004483	ENSPREG00000003154	Poecilia_reticulata
ENSXCOP00000002295	ENSXCOG00000001841	Xiphophorus_couchianus
ENSFHEP00000021090	ENSFHEG00000023094	Fundulus_heteroclitus
ENSCVAP00000022108	ENSCVAG00000004570	Cyprinodon_variegatus
ENSKMAP00000017038	ENSKMAG00000012720	Kryptolebias_marmoratus
ENSORLP00000006882	ENSORLG00000005464	Oryzias_latipes_ASM223467v1
ENSORLP00020005256	ENSORLG00020006062	Oryzias_latipes_ASM223471v1
ENSORLP00015011860	ENSORLG00015012734	Oryzias_latipes_ASM223469v1
ENSOMEP00000007583	ENSOMEG00000008698	Oryzias_melastigma
ENSACLP00000003578	ENSACLG00000002425	Astatotilapia_calliptera
ENSMZEP00005000384	ENSMZEG00005000369	Maylandia_zebra
ENSPNYP00000008165	ENSPNYG00000006255	Pundamilia_nyererei
ENSHBUP00000004796	ENSHBUG00000006140	Haplochromis_burtoni
ENSONIP00000009578	ENSONIG00000007599	Oreochromis_niloticus
ENSNBRP00000014559	ENSNBRG00000011232	Neolamprologus_brichardi
ENSACIP00000019494	ENSACIG00000015181	Amphilophus_citrinellus
ENSHCOP00000016293	ENSHCOG00000020027	Hippocampus_comes
ENSLBEP00000025310	ENSLBEG00000019310	Labrus_bergylta
ENSMMOP00000003073	ENSMMOG00000002458	Mola_mola
ENSGACP00000021484	ENSGACG00000016270	Gasterosteus_aculeatus
ENSTNIP00000010355	ENSTNIG00000007546	Tetraodon_nigroviridis
ENSGWIP00000019958	ENSGWIG00000010865	Gouania_willdenowi
ENSSDUP00000033118	ENSSDUG00000023788	Seriola_dumerili
ENSPMGP00000002954	ENSPMGG00000002576	Periophthalmus_magnuspinnatus
ENSGMOP00000015799	ENSGMOG00000014765	Gadus_morhua
ENSBSLP00000009291	ENSBSLG00000004537	Betta_splendens
ENSAMXP00000031868	ENSAMXG00000042617	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005026831	ENSAMXG00005013500	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000036324	ENSIPUG00000024346	Ictalurus_punctatus
ENSEEEP00000041328	ENSEEEG00000019553	Electrophorus_electricus
ENSDCDP00000051793	ENSDCDG00000031395	Denticeps_clupeoides
ENSCHAP00000007708	ENSCHAG00000004761	Clupea_harengus
ENSDARP00000069895	ENSDARG00000053381	Danio_rerio
ENSPKIP00000003479	ENSPKIG00000020958	Paramormyrops_kingsleyae
ENSCHAP00000038359	ENSCHAG00000018011	Clupea_harengus
ENSDCDP00000017264	ENSDCDG00000014060	Denticeps_clupeoides
ENSAMXP00000035586	ENSAMXG00000032958	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005016217	ENSAMXG00005008487	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001466	ENSPNAG00000000752	Pygocentrus_nattereri
ENSEEEP00000019219	ENSEEEG00000009418	Electrophorus_electricus
ENSIPUP00000037488	ENSIPUG00000025077	Ictalurus_punctatus
ENSDARP00000048497	ENSDARG00000079790	Danio_rerio
ENSFHEP00000017617	ENSFHEG00000019386	Fundulus_heteroclitus
ENSCVAP00000017276	ENSCVAG00000020335	Cyprinodon_variegatus
ENSPFOP00000006409	ENSPFOG00000006379	Poecilia_formosa
ENSPMEP00000014300	ENSPMEG00000016663	Poecilia_mexicana
ENSPLAP00000012013	ENSPLAG00000015231	Poecilia_latipinna
ENSPREP00000022151	ENSPREG00000014956	Poecilia_reticulata
ENSXMAP00000003478	ENSXMAG00000003470	Xiphophorus_maculatus
ENSXCOP00000013194	ENSXCOG00000009965	Xiphophorus_couchianus
ENSGAFP00000005014	ENSGAFG00000003408	Gambusia_affinis
ENSKMAP00000000914	ENSKMAG00000000736	Kryptolebias_marmoratus
ENSORLP00020022627	ENSORLG00020003017	Oryzias_latipes_ASM223471v1
ENSORLP00000004627	ENSORLG00000003714	Oryzias_latipes_ASM223467v1
ENSORLP00015029020	ENSORLG00015011914	Oryzias_latipes_ASM223469v1
ENSOMEP00000034015	ENSOMEG00000020349	Oryzias_melastigma
ENSMALP00000026162	ENSMALG00000018171	Monopterus_albus
ENSLCAP00010011374	ENSLCAG00010005373	Lates_calcarifer
ENSSDUP00000002093	ENSSDUG00000001639	Seriola_dumerili
ENSSLDP00000025291	ENSSLDG00000019684	Seriola_lalandi_dorsalis
ENSSMAP00000005958	ENSSMAG00000003652	Scophthalmus_maximus
ENSATEP00000026473	ENSATEG00000018341	Anabas_testudineus
ENSBSLP00000003443	ENSBSLG00000001919	Betta_splendens
ENSMAMP00000028769	ENSMAMG00000019344	Mastacembelus_armatus
ENSCGOP00000049809	ENSCGOG00000022158	Cottoperca_gobio
ENSGACP00000008485	ENSGACG00000006405	Gasterosteus_aculeatus
ENSLCRP00005006906	ENSLCRG00005003455	Larimichthys_crocea
ENSLBEP00000023353	ENSLBEG00000017902	Labrus_bergylta
ENSCSEP00000028148	ENSCSEG00000017988	Cynoglossus_semilaevis
ENSHCOP00000004055	ENSHCOG00000005432	Hippocampus_comes
ENSTRUP00000040280	ENSTRUG00000015764	Takifugu_rubripes
ENSTNIP00000019796	ENSTNIG00000016688	Tetraodon_nigroviridis
ENSMMOP00000017341	ENSMMOG00000013196	Mola_mola
ENSAPEP00000010051	ENSAPEG00000007229	Amphiprion_percula
ENSAOCP00000007181	ENSAOCG00000010891	Amphiprion_ocellaris
ENSAPOP00000011750	ENSAPOG00000014385	Acanthochromis_polyacanthus
ENSSPAP00000001019	ENSSPAG00000000775	Stegastes_partitus
ENSPRNP00000041833	ENSPRNG00000020498	Parambassis_ranga
ENSGWIP00000040552	ENSGWIG00000020482	Gouania_willdenowi
ENSACLP00000019840	ENSACLG00000013479	Astatotilapia_calliptera
ENSPNYP00000022152	ENSPNYG00000016741	Pundamilia_nyererei
ENSMZEP00005011091	ENSMZEG00005008317	Maylandia_zebra
ENSHBUP00000022701	ENSHBUG00000003102	Haplochromis_burtoni
ENSNBRP00000020247	ENSNBRG00000015588	Neolamprologus_brichardi
ENSONIP00000019197	ENSONIG00000015256	Oreochromis_niloticus
ENSACIP00000006047	ENSACIG00000004759	Amphilophus_citrinellus
ENSPMGP00000021413	ENSPMGG00000017302	Periophthalmus_magnuspinnatus
ENSGMOP00000008021	ENSGMOG00000007497	Gadus_morhua
ENSHHUP00000011402	ENSHHUG00000006964	Hucho_hucho
ENSHHUP00000072724	ENSHHUG00000042687	Hucho_hucho
ENSELUP00000000798	ENSELUG00000002355	Esox_lucius
ENSSFOP00015034820	ENSSFOG00015022172	Scleropages_formosus
ENSPKIP00000011230	ENSPKIG00000018785	Paramormyrops_kingsleyae
ENSLOCP00000012485	ENSLOCG00000010196	Lepisosteus_oculatus
ENSSFOP00015022277	ENSSFOG00015014334	Scleropages_formosus
ENSPNAP00000024311	ENSPNAG00000001211	Pygocentrus_nattereri
ENSECRP00000003138	ENSECRG00000002140	Erpetoichthys_calabaricus
ENSCMIP00000047970	ENSCMIG00000019634	Callorhinchus_milii
ENSPMAP00000002392	ENSPMAG00000002184	Petromyzon_marinus
ENSEBUP00000018056	ENSEBUG00000011276	Eptatretus_burgeri
