ENSDNOP00000011369	ENSDNOG00000014668	Dasypus_novemcinctus	ENSDNOT00000014669
ENSCHOP00000001851	ENSCHOG00000002094	Choloepus_hoffmanni	ENSCHOT00000002103
ENSCHIP00000029446	ENSCHIG00000024571	Capra_hircus
ENSMUGP00000001551	ENSMUGG00000001359	Meriones_unguiculatus
ENSNGAP00000024666	ENSNGAG00000022860	Nannospalax_galili
ENSDORP00000008990	ENSDORG00000009567	Dipodomys_ordii
ENSHGLP00000026074	ENSHGLG00000018560	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005386	ENSHGLG00100004091	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019325	ENSFDAG00000009213	Fukomys_damarensis
ENSCLAP00000009226	ENSCLAG00000006420	Chinchilla_lanigera
ENSODEP00000021616	ENSODEG00000015904	Octodon_degus
ENSCPOP00000005615	ENSCPOG00000006224	Cavia_porcellus
ENSCAPP00000017433	ENSCAPG00000017090	Cavia_aperea
ENSSDAP00000010962	ENSSDAG00000009906	Spermophilus_dauricus
ENSSTOP00000014484	ENSSTOG00000016176	Ictidomys_tridecemlineatus
ENSUPAP00010019576	ENSUPAG00010015506	Urocitellus_parryii
ENSMMMP00000012217	ENSMMMG00000010925	Marmota_marmota_marmota
ENSCCNP00000004624	ENSCCNG00000004939	Castor_canadensis
ENSOCUP00000022995	ENSOCUG00000027186	Oryctolagus_cuniculus
ENSP00000248600	ENSG00000127952	Homo_sapiens
ENSGGOP00000031909	ENSGGOG00000014256	Gorilla_gorilla
ENSPTRP00000033038	ENSPTRG00000019315	Pan_troglodytes
ENSPTRP00000077582	ENSPTRG00000048461	Pan_troglodytes
ENSPPAP00000026629	ENSPPAG00000036397	Pan_paniscus
ENSPPYP00000019587	ENSPPYG00000017472	Pongo_abelii
ENSNLEP00000010329	ENSNLEG00000008461	Nomascus_leucogenys
ENSRROP00000035704	ENSRROG00000041332	Rhinopithecus_roxellana
ENSRBIP00000020622	ENSRBIG00000034291	Rhinopithecus_bieti
ENSCANP00000033633	ENSCANG00000040472	Colobus_angolensis_palliatus
ENSPTEP00000017753	ENSPTEG00000019265	Piliocolobus_tephrosceles
ENSCATP00000032472	ENSCATG00000039290	Cercocebus_atys
ENSMLEP00000031543	ENSMLEG00000039977	Mandrillus_leucophaeus
ENSMFAP00000016202	ENSMFAG00000031276	Macaca_fascicularis
ENSMMUP00000026437	ENSMMUG00000020088	Macaca_mulatta
ENSMNEP00000001471	ENSMNEG00000006571	Macaca_nemestrina
ENSTGEP00000006748	ENSTGEG00000005476	Theropithecus_gelada
ENSPANP00000015626	ENSPANG00000008065	Papio_anubis
ENSCSAP00000014160	ENSCSAG00000018144	Chlorocebus_sabaeus
ENSSBOP00000018551	ENSSBOG00000025894	Saimiri_boliviensis_boliviensis
ENSCCAP00000032199	ENSCCAG00000034143	Cebus_capucinus_imitator
ENSCJAP00000075671	ENSCJAG00000001347	Callithrix_jacchus
ENSANAP00000014589	ENSANAG00000025196	Aotus_nancymaae
ENSTSYP00000023048	ENSTSYG00000033978	Carlito_syrichta
ENSPCOP00000013230	ENSPCOG00000018221	Propithecus_coquereli
ENSMICP00000048065	ENSMICG00000003929	Microcebus_murinus
ENSPSMP00000018384	ENSPSMG00000013023	Prolemur_simus
ENSOGAP00000020973	ENSOGAG00000027075	Otolemur_garnettii
ENSOPRP00000008317	ENSOPRG00000009093	Ochotona_princeps
MGP_CAROLIEiJ_P0071359	MGP_CAROLIEiJ_G0027843	Mus_caroli_strain_CAROLI_EIJ
ENSECAP00000039501	ENSECAG00000019261	Equus_caballus
ENSEASP00005024746	ENSEASG00005016834	Equus_asinus_asinus
ENSPVAP00000003210	ENSPVAG00000003396	Pteropus_vampyrus
ENSTTRP00000013061	ENSTTRG00000013769	Tursiops_truncatus
ENSLAFP00000000738	ENSLAFG00000000884	Loxodonta_africana
ENSETEP00000013706	ENSETEG00000016890	Echinops_telfairi
ENSVURP00010004236	ENSVURG00010003380	Vombatus_ursinus
ENSMEUP00000000214	ENSMEUG00000000234	Notamacropus_eugenii
ENSSHAP00000015794	ENSSHAG00000013456	Sarcophilus_harrisii
ENSMODP00000058763	ENSMODG00000035078	Monodelphis_domestica
ENSOANP00000016125	ENSOANG00000010174	Ornithorhynchus_anatinus
ENSCPBP00000040433	ENSCPBG00000027788	Chrysemys_picta_bellii
ENSGAGP00000030709	ENSGAGG00000022091	Gopherus_agassizii
ENSPSIP00000018161	ENSPSIG00000016155	Pelodiscus_sinensis
ENSSPUP00000008017	ENSSPUG00000006150	Sphenodon_punctatus
