ENSPNAP00000000112	ENSPNAG00000000091	Pygocentrus_nattereri
ENSCAFP00000057527	ENSCAFG00000001115	Canis_lupus_familiaris
ENSCGRP00001022427	ENSCGRG00001020954	Cricetulus_griseus_CHOK1GS_HDv1
ENSCPUP00000003149	ENSCPUG00000002421	Calidris_pugnax
ENSOANP00000013314	ENSOANG00000008379	Ornithorhynchus_anatinus
ENSSTOP00000008955	ENSSTOG00000009978	Ictidomys_tridecemlineatus
ENSNSUP00000007098	ENSNSUG00000005602	Notechis_scutatus
ENSCHOP00000010006	ENSCHOG00000011296	Choloepus_hoffmanni
ENSDNVP00000013473	ENSDNVG00000009483	Dromaius_novaehollandiae	ENSDNVT00000016202
ENSUMAP00000000239	ENSUMAG00000000383	Ursus_maritimus
ENSSHAP00000020702	ENSSHAG00000017557	Sarcophilus_harrisii
ENSPEMP00000025700	ENSPEMG00000022046	Peromyscus_maniculatus_bairdii
ENSZALP00000020491	ENSZALG00000016106	Zonotrichia_albicollis	ENSZALT00000026767
ENSBMUP00000006026	ENSBMUG00000004696	Bos_mutus
ENSAPLP00000018511	ENSAPLG00000011121	Anas_platyrhynchos_platyrhynchos
ENSMLEP00000027489	ENSMLEG00000037839	Mandrillus_leucophaeus
ENSSSCP00000040221	ENSSSCG00000004203	Sus_scrofa_strain_reference
ENSMNEP00000035037	ENSMNEG00000040587	Macaca_nemestrina
ENSPANP00000036180	ENSPANG00000010327	Papio_anubis
ENSOANP00000026299	ENSOANG00000020674	Ornithorhynchus_anatinus
ENSBTAP00000056210	ENSBTAG00000017393	Bos_taurus
ENSPPAP00000037363	ENSPPAG00000041344	Pan_paniscus
ENSPTRP00000079412	ENSPTRG00000023858	Pan_troglodytes
ENSCCEP00000022009	ENSCCEG00000019902	Cyanistes_caeruleus	ENSCCET00000033442
ENSMEUP00000013113	ENSMEUG00000014341	Notamacropus_eugenii
ENSSDAP00000001369	ENSSDAG00000001323	Spermophilus_dauricus
ENSABRP00000009491	ENSABRG00000008487	Anser_brachyrhynchus
ENSAOWP00000022760	ENSAOWG00000015377	Apteryx_owenii	ENSAOWT00000025801
ENSPCAP00000014020	ENSPCAG00000014931	Procavia_capensis
ENSCSAP00000012645	ENSCSAG00000016589	Chlorocebus_sabaeus
ENSCPRP00005007506	ENSCPRG00005005329	Crocodylus_porosus
ENSPPYP00000019039	ENSPPYG00000017002	Pongo_abelii
ENSGGOP00000000542	ENSGGOG00000000549	Gorilla_gorilla
ENSUPAP00010025056	ENSUPAG00010019825	Urocitellus_parryii
ENSOGAP00000001456	ENSOGAG00000001632	Otolemur_garnettii
ENSJHYP00000021276	ENSJHYG00000016098	Junco_hyemalis	ENSJHYT00000025666
ENSAHAP00000012006	ENSAHAG00000008687	Apteryx_haastii	ENSAHAT00000013297
MGP_SPRETEiJ_P0023674	MGP_SPRETEiJ_G0016008	Mus_spretus_strain_SPRET/EiJ
ENSLSDP00000021952	ENSLSDG00000015508	Lonchura_striata_domestica
ENSTTRP00000009627	ENSTTRG00000010125	Tursiops_truncatus
ENSETEP00000000278	ENSETEG00000000357	Echinops_telfairi
ENSHGLP00100009033	ENSHGLG00100006714	Heterocephalus_glaber_HetGla_1.0
ENSSBOP00000016762	ENSSBOG00000024884	Saimiri_boliviensis_boliviensis
ENSJJAP00000024875	ENSJJAG00000024204	Jaculus_jaculus
ENSHGLP00000022443	ENSHGLG00000016003	Heterocephalus_glaber_HetGla_female_1.0
ENSTGUP00000012073	ENSTGUG00000011709	Taeniopygia_guttata
ENSECAP00000042742	ENSECAG00000006343	Equus_caballus
ENSMSIP00000019358	ENSMSIG00000016318	Mus_spicilegus
ENSRROP00000017650	ENSRROG00000032913	Rhinopithecus_roxellana
ENSCPBP00000025784	ENSCPBG00000018295	Chrysemys_picta_bellii
ENSPSIP00000010647	ENSPSIG00000009472	Pelodiscus_sinensis
ENSTGEP00000010992	ENSTGEG00000008932	Theropithecus_gelada
ENSEASP00005013898	ENSEASG00005009688	Equus_asinus_asinus
ENSCAFP00020028896	ENSCAFG00020022570	Canis_lupus_dingo
ENSMOCP00000018274	ENSMOCG00000016599	Microtus_ochrogaster
ENSMVIP00005025421	ENSMVIG00005017770	Manacus_vitellinus
ENSPCIP00000043443	ENSPCIG00000031927	Phascolarctos_cinereus
ENSHHUP00000009811	ENSHHUG00000005798	Hucho_hucho
ENSCCAP00000012135	ENSCCAG00000023726	Cebus_capucinus_imitator
ENSCHAP00000028019	ENSCHAG00000013306	Clupea_harengus
ENSCPGP00000009798	ENSCPGG00000006980	Calidris_pygmaea
ENSDORP00000015897	ENSDORG00000013929	Dipodomys_ordii
ENSOCUP00000048472	ENSOCUG00000016226	Oryctolagus_cuniculus
ENSTBEP00000011407	ENSTBEG00000013158	Tupaia_belangeri
ENSCLAP00000013575	ENSCLAG00000009381	Chinchilla_lanigera
ENSRBIP00000022122	ENSRBIG00000034972	Rhinopithecus_bieti
ENSMGAP00000013926	ENSMGAG00000013190	Meleagris_gallopavo
ENSCMIP00000024937	ENSCMIG00000010992	Callorhinchus_milii
ENSGAGP00000006397	ENSGAGG00000005036	Gopherus_agassizii
ENSEEUP00000008048	ENSEEUG00000008805	Erinaceus_europaeus
ENSVPAP00000002764	ENSVPAG00000002988	Vicugna_pacos
ENSSPUP00000011608	ENSSPUG00000008860	Sphenodon_punctatus
ENSPPRP00000004984	ENSPPRG00000000991	Panthera_pardus
ENSPKIP00000032100	ENSPKIG00000012327	Paramormyrops_kingsleyae
ENSP00000431962	ENSG00000198945	Homo_sapiens
ENSCJAP00000005994	ENSCJAG00000003235	Callithrix_jacchus
ENSCPOP00000028252	ENSCPOG00000006280	Cavia_porcellus
ENSLAFP00000012291	ENSLAFG00000014675	Loxodonta_africana
ENSRNOP00000058121	ENSRNOG00000011720	Rattus_norvegicus
ENSNLEP00000034134	ENSNLEG00000036097	Nomascus_leucogenys
ENSFCAP00000048287	ENSFCAG00000001466	Felis_catus
ENSPVIP00000017753	ENSPVIG00000013618	Pogona_vitticeps
ENSPVAP00000008188	ENSPVAG00000008675	Pteropus_vampyrus
ENSFALP00000012125	ENSFALG00000011622	Ficedula_albicollis
