ENSBMUP00000023310	ENSBMUG00000017511	Bos_mutus
ENSMLUP00000012149	ENSMLUG00000013351	Myotis_lucifugus
ENSTRUP00000032983	ENSTRUG00000013000	Takifugu_rubripes
ENSP00000355304	ENSG00000080823	Homo_sapiens
ENSPFOP00000008572	ENSPFOG00000008579	Poecilia_formosa
ENSCGOP00000015697	ENSCGOG00000007565	Cottoperca_gobio
ENSXMAP00000008200	ENSXMAG00000008180	Xiphophorus_maculatus
ENSCVAP00000021615	ENSCVAG00000003778	Cyprinodon_variegatus
ENSPPYP00000006996	ENSPPYG00000006155	Pongo_abelii
ENSBSLP00000047770	ENSBSLG00000022737	Betta_splendens
ENSFCAP00000048146	ENSFCAG00000000816	Felis_catus
ENSCJAP00000018201	ENSCJAG00000009899	Callithrix_jacchus
ENSEASP00005005331	ENSEASG00005003975	Equus_asinus_asinus
ENSCANP00000014922	ENSCANG00000030878	Colobus_angolensis_palliatus
ENSCJPP00005002500	ENSCJPG00005002758	Coturnix_japonica
ENSPANP00000013246	ENSPANG00000017500	Papio_anubis
ENSFHEP00000010501	ENSFHEG00000011835	Fundulus_heteroclitus
ENSGGOP00000027514	ENSGGOG00000006052	Gorilla_gorilla
ENSPREP00000006961	ENSPREG00000004794	Poecilia_reticulata
ENSRROP00000044076	ENSRROG00000045030	Rhinopithecus_roxellana
ENSSPUP00000011535	ENSSPUG00000008854	Sphenodon_punctatus
ENSCHOP00000007791	ENSCHOG00000008808	Choloepus_hoffmanni
ENSARWP00000023662	ENSARWG00000016128	Apteryx_rowi
ENSSLDP00000024555	ENSSLDG00000019137	Seriola_lalandi_dorsalis
ENSTBEP00000010952	ENSTBEG00000012641	Tupaia_belangeri
ENSPNAP00000007489	ENSPNAG00000002684	Pygocentrus_nattereri
ENSCAPP00000007362	ENSCAPG00000009307	Cavia_aperea
ENSACIP00000018646	ENSACIG00000014519	Amphilophus_citrinellus
ENSATEP00000016532	ENSATEG00000011520	Anabas_testudineus
ENSAMXP00000020811	ENSAMXG00000020213	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCHIP00000008816	ENSCHIG00000011884	Capra_hircus
ENSFDAP00000007697	ENSFDAG00000016134	Fukomys_damarensis
ENSLACP00000004715	ENSLACG00000004194	Latimeria_chalumnae
ENSORLP00020017731	ENSORLG00020018723	Oryzias_latipes_ASM223471v1
ENSVVUP00000040375	ENSVVUG00000028839	Vulpes_vulpes
ENSDNOP00000001248	ENSDNOG00000001609	Dasypus_novemcinctus
ENSECAP00000011761	ENSECAG00000013977	Equus_caballus
ENSMAMP00000009389	ENSMAMG00000006348	Mastacembelus_armatus
ENSUAMP00000023813	ENSUAMG00000018635	Ursus_americanus
ENSCMIP00000039395	ENSCMIG00000016513	Callorhinchus_milii
ENSCHAP00000051827	ENSCHAG00000023686	Clupea_harengus
ENSMMOP00000013095	ENSMMOG00000010061	Mola_mola
ENSSTOP00000004552	ENSSTOG00000005061	Ictidomys_tridecemlineatus
ENSGWIP00000055305	ENSGWIG00000026329	Gouania_willdenowi
ENSPKIP00000008109	ENSPKIG00000023740	Paramormyrops_kingsleyae
ENSKMAP00000013827	ENSKMAG00000010372	Kryptolebias_marmoratus
ENSPRNP00000046740	ENSPRNG00000022530	Parambassis_ranga
ENSMLEP00000036904	ENSMLEG00000042545	Mandrillus_leucophaeus
ENSGACP00000014042	ENSGACG00000010619	Gasterosteus_aculeatus
ENSPCAP00000002928	ENSPCAG00000003119	Procavia_capensis
ENSCSAP00000006419	ENSCSAG00000010230	Chlorocebus_sabaeus
ENSMMMP00000004050	ENSMMMG00000003666	Marmota_marmota_marmota
ENSAPEP00000023975	ENSAPEG00000017050	Amphiprion_percula
ENSCPOP00000015152	ENSCPOG00000021691	Cavia_porcellus
ENSNGAP00000026376	ENSNGAG00000024041	Nannospalax_galili
ENSPCIP00000049277	ENSPCIG00000025176	Phascolarctos_cinereus
ENSCAFP00020011214	ENSCAFG00020009081	Canis_lupus_dingo
ENSPTIP00000006496	ENSPTIG00000008365	Panthera_tigris_altaica
ENSTSYP00000022566	ENSTSYG00000027419	Carlito_syrichta
