ENSGWIP00000003296	ENSGWIG00000001807	Gouania_willdenowi
ENSPFOP00000018782	ENSPFOG00000018675	Poecilia_formosa
ENSPMEP00000020733	ENSPMEG00000024038	Poecilia_mexicana
ENSPLAP00000009670	ENSPLAG00000000676	Poecilia_latipinna
ENSPLAP00000016372	ENSPLAG00000020566	Poecilia_latipinna
ENSPREP00000014615	ENSPREG00000009856	Poecilia_reticulata
ENSKMAP00000002173	ENSKMAG00000001647	Kryptolebias_marmoratus
ENSORLP00015031889	ENSORLG00015016373	Oryzias_latipes_ASM223469v1
ENSORLP00000043500	ENSORLG00000005081	Oryzias_latipes_ASM223467v1
ENSORLP00020010171	ENSORLG00020011070	Oryzias_latipes_ASM223471v1
ENSOMEP00000027579	ENSOMEG00000010104	Oryzias_melastigma
ENSHCOP00000013830	ENSHCOG00000017071	Hippocampus_comes
ENSGMOP00000020409	ENSGMOG00000018975	Gadus_morhua
ENSHHUP00000062057	ENSHHUG00000036710	Hucho_hucho
ENSHHUP00000053644	ENSHHUG00000032216	Hucho_hucho
ENSELUP00000004874	ENSELUG00000005971	Esox_lucius
ENSCHAP00000026237	ENSCHAG00000012751	Clupea_harengus
ENSDCDP00000032999	ENSDCDG00000022623	Denticeps_clupeoides
ENSPNAP00000031519	ENSPNAG00000018935	Pygocentrus_nattereri
ENSAMXP00000044831	ENSAMXG00000041185	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000047349	ENSEEEG00000022289	Electrophorus_electricus
ENSIPUP00000024042	ENSIPUG00000016190	Ictalurus_punctatus
ENSDARP00000081496	ENSDARG00000061215	Danio_rerio
ENSSFOP00015014416	ENSSFOG00015009302	Scleropages_formosus
ENSPKIP00000012866	ENSPKIG00000000509	Paramormyrops_kingsleyae
ENSLOCP00000010309	ENSLOCG00000008469	Lepisosteus_oculatus
ENSECRP00000012996	ENSECRG00000008685	Erpetoichthys_calabaricus
ENSPVIP00000030420	ENSPVIG00000022385	Pogona_vitticeps
ENSACAP00000004188	ENSACAG00000004289	Anolis_carolinensis
ENSNSUP00000022192	ENSNSUG00000016133	Notechis_scutatus
ENSSMRP00000016467	ENSSMRG00000012830	Salvator_merianae
ENSSPUP00000003235	ENSSPUG00000002494	Sphenodon_punctatus
ENSAOWP00000006125	ENSAOWG00000004184	Apteryx_owenii
ENSAHAP00000003963	ENSAHAG00000003030	Apteryx_haastii
ENSARWP00000011620	ENSARWG00000008033	Apteryx_rowi
ENSDNVP00000001166	ENSDNVG00000000860	Dromaius_novaehollandiae
ENSNPEP00000013797	ENSNPEG00000010295	Nothoprocta_perdicaria
ENSABRP00000026377	ENSABRG00000022040	Anser_brachyrhynchus
ENSAPLP00000017317	ENSAPLG00000010310	Anas_platyrhynchos_platyrhynchos
ENSGALP00000004237	ENSGALG00000002693	Gallus_gallus
ENSCJPP00005015405	ENSCJPG00005012775	Coturnix_japonica
ENSMGAP00000000757	ENSMGAG00000001327	Meleagris_gallopavo
ENSNMEP00000019966	ENSNMEG00000017136	Numida_meleagris
ENSCPUP00000022061	ENSCPUG00000014988	Calidris_pugnax
ENSCPGP00000022553	ENSCPGG00000015661	Calidris_pygmaea
ENSMUNP00000014988	ENSMUNG00000011627	Melopsittacus_undulatus
ENSJHYP00000018438	ENSJHYG00000014028	Junco_hyemalis
ENSZALP00000008652	ENSZALG00000007511	Zonotrichia_albicollis
ENSSCAP00000005725	ENSSCAG00000004540	Serinus_canaria
ENSTGUP00000016877	ENSTGUG00000016574	Taeniopygia_guttata
ENSTGUP00000004763	ENSTGUG00000004624	Taeniopygia_guttata
ENSLSDP00000015661	ENSLSDG00000011281	Lonchura_striata_domestica
ENSCCEP00000021914	ENSCCEG00000019843	Cyanistes_caeruleus
ENSPMJP00000020662	ENSPMJG00000015363	Parus_major
ENSFALP00000013387	ENSFALG00000012824	Ficedula_albicollis
ENSMVIP00005009210	ENSMVIG00005006803	Manacus_vitellinus
ENSLCOP00000016747	ENSLCOG00000011916	Lepidothrix_coronata
ENSCPRP00005013787	ENSCPRG00005009726	Crocodylus_porosus
ENSCABP00000016627	ENSCABG00000012356	Chelonoidis_abingdonii
ENSGAGP00000002273	ENSGAGG00000001852	Gopherus_agassizii
ENSCPBP00000010256	ENSCPBG00000007895	Chrysemys_picta_bellii
ENSPSIP00000016706	ENSPSIG00000014830	Pelodiscus_sinensis
ENSPCIP00000019905	ENSPCIG00000015177	Phascolarctos_cinereus
ENSVURP00010016677	ENSVURG00010012777	Vombatus_ursinus
ENSMEUP00000006402	ENSMEUG00000007012	Notamacropus_eugenii
ENSSHAP00000003775	ENSSHAG00000003323	Sarcophilus_harrisii
ENSMODP00000057369	ENSMODG00000000161	Monodelphis_domestica
ENSLAFP00000011995	ENSLAFG00000014321	Loxodonta_africana
ENSETEP00000010806	ENSETEG00000013322	Echinops_telfairi
ENSPCAP00000001546	ENSPCAG00000001627	Procavia_capensis
ENSCHOP00000003551	ENSCHOG00000004007	Choloepus_hoffmanni
ENSDNOP00000000136	ENSDNOG00000000184	Dasypus_novemcinctus
ENSPVAP00000012252	ENSPVAG00000012993	Pteropus_vampyrus
ENSMLUP00000004123	ENSMLUG00000004530	Myotis_lucifugus
ENSECAP00000000019	ENSECAG00000000016	Equus_caballus
ENSEASP00005025248	ENSEASG00005017182	Equus_asinus_asinus
ENSUMAP00000012155	ENSUMAG00000009080	Ursus_maritimus
ENSUAMP00000005833	ENSUAMG00000005155	Ursus_americanus
ENSAMEP00000017906	ENSAMEG00000016939	Ailuropoda_melanoleuca
ENSMPUP00000003809	ENSMPUG00000003839	Mustela_putorius_furo
ENSNVIP00000012234	ENSNVIG00000009716	Neovison_vison
ENSCAFP00000021587	ENSCAFG00000014637	Canis_lupus_familiaris
ENSCAFP00020030516	ENSCAFG00020023783	Canis_lupus_dingo
ENSVVUP00000031168	ENSVVUG00000022671	Vulpes_vulpes
ENSPPRP00000001875	ENSPPRG00000023816	Panthera_pardus
ENSPTIP00000026125	ENSPTIG00000021647	Panthera_tigris_altaica
ENSFCAP00000062199	ENSFCAG00000026374	Felis_catus
ENSOARP00000008027	ENSOARG00000007480	Ovis_aries
ENSCHIP00000000455	ENSCHIG00000000322	Capra_hircus
ENSBIXP00005034683	ENSBIXG00005015684	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000004363	ENSBIXG00000010721	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000025465	ENSBTAG00000019130	Bos_taurus
ENSBMUP00000036264	ENSBMUG00000026930	Bos_mutus
ENSBBBP00000025261	ENSBBBG00000005518	Bison_bison_bison
ENSTTRP00000000772	ENSTTRG00000000819	Tursiops_truncatus
ENSSSCP00000046855	ENSSSCG00000026898	Sus_scrofa_strain_reference
ENSVPAP00000006750	ENSVPAG00000007260	Vicugna_pacos
ENSEEUP00000000712	ENSEEUG00000000801	Erinaceus_europaeus
ENSSARP00000011762	ENSSARG00000013027	Sorex_araneus
MGP_SPRETEiJ_P0037400	MGP_SPRETEiJ_G0019863	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000087985	ENSMUSG00000039599	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0035719	MGP_CAROLIEiJ_G0018985	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000011411	ENSMSIG00000009375	Mus_spicilegus
ENSRNOP00000068596	ENSRNOG00000006554	Rattus_norvegicus
ENSMUGP00000023318	ENSMUGG00000019415	Meriones_unguiculatus
ENSCGRP00000003725	ENSCGRG00000002749	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001013095	ENSCGRG00001014319	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015022954	ENSCGRG00015017439	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000009125	ENSMAUG00000010355	Mesocricetus_auratus
ENSPEMP00000025888	ENSPEMG00000022169	Peromyscus_maniculatus_bairdii
ENSMOCP00000010651	ENSMOCG00000010876	Microtus_ochrogaster
ENSNGAP00000001162	ENSNGAG00000000829	Nannospalax_galili
ENSJJAP00000016658	ENSJJAG00000018426	Jaculus_jaculus
ENSODEP00000020520	ENSODEG00000015139	Octodon_degus
ENSCLAP00000014720	ENSCLAG00000010159	Chinchilla_lanigera
ENSCPOP00000004001	ENSCPOG00000004433	Cavia_porcellus
ENSCAPP00000012983	ENSCAPG00000013706	Cavia_aperea
ENSHGLP00100010395	ENSHGLG00100007732	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000017394	ENSHGLG00000012456	Heterocephalus_glaber_HetGla_female_1.0
ENSSDAP00000017408	ENSSDAG00000015588	Spermophilus_dauricus
ENSMMMP00000005720	ENSMMMG00000005000	Marmota_marmota_marmota
ENSSTOP00000001917	ENSSTOG00000002142	Ictidomys_tridecemlineatus
ENSUPAP00010014207	ENSUPAG00010011336	Urocitellus_parryii
ENSSTOP00000032490	ENSSTOG00000031151	Ictidomys_tridecemlineatus
ENSMMMP00000008798	ENSMMMG00000007875	Marmota_marmota_marmota
ENSSDAP00000025268	ENSSDAG00000022975	Spermophilus_dauricus
ENSUPAP00010006852	ENSUPAG00010005525	Urocitellus_parryii
ENSDORP00000007759	ENSDORG00000008270	Dipodomys_ordii
ENSOCUP00000048463	ENSOCUG00000007139	Oryctolagus_cuniculus
ENSOPRP00000000966	ENSOPRG00000001044	Ochotona_princeps
ENSPPAP00000034892	ENSPPAG00000040263	Pan_paniscus
ENSPTRP00000004554	ENSPTRG00000002623	Pan_troglodytes
ENSP00000242505	ENSG00000138286	Homo_sapiens
ENSGGOP00000014680	ENSGGOG00000015033	Gorilla_gorilla
ENSNLEP00000020119	ENSNLEG00000016575	Nomascus_leucogenys
ENSMFAP00000035059	ENSMFAG00000003987	Macaca_fascicularis
ENSMMUP00000014783	ENSMMUG00000011281	Macaca_mulatta
ENSMNEP00000005479	ENSMNEG00000024716	Macaca_nemestrina
ENSCATP00000010040	ENSCATG00000029306	Cercocebus_atys
ENSMLEP00000012505	ENSMLEG00000030434	Mandrillus_leucophaeus
ENSTGEP00000035760	ENSTGEG00000028469	Theropithecus_gelada
ENSPANP00000020318	ENSPANG00000022357	Papio_anubis
ENSCANP00000035933	ENSCANG00000041658	Colobus_angolensis_palliatus
ENSPTEP00000037134	ENSPTEG00000034765	Piliocolobus_tephrosceles
ENSRBIP00000038972	ENSRBIG00000042964	Rhinopithecus_bieti
ENSRROP00000042489	ENSRROG00000044382	Rhinopithecus_roxellana
ENSPPYP00000002720	ENSPPYG00000002344	Pongo_abelii
ENSCSAP00000004930	ENSCSAG00000008669	Chlorocebus_sabaeus
ENSPPAP00000033049	ENSPPAG00000039383	Pan_paniscus
ENSPTRP00000076857	ENSPTRG00000045669	Pan_troglodytes
ENSGGOP00000002133	ENSGGOG00000002167	Gorilla_gorilla
ENSMLEP00000025710	ENSMLEG00000037058	Mandrillus_leucophaeus
ENSCATP00000012576	ENSCATG00000030455	Cercocebus_atys
ENSCANP00000003904	ENSCANG00000013780	Colobus_angolensis_palliatus
ENSSBOP00000036345	ENSSBOG00000034316	Saimiri_boliviensis_boliviensis
ENSCCAP00000035555	ENSCCAG00000035708	Cebus_capucinus_imitator
ENSCJAP00000047156	ENSCJAG00000007526	Callithrix_jacchus
ENSANAP00000031635	ENSANAG00000033555	Aotus_nancymaae
ENSTSYP00000010553	ENSTSYG00000011501	Carlito_syrichta
ENSMICP00000012663	ENSMICG00000013882	Microcebus_murinus
ENSPCOP00000017045	ENSPCOG00000020320	Propithecus_coquereli
ENSPSMP00000010441	ENSPSMG00000007555	Prolemur_simus
ENSOGAP00000003110	ENSOGAG00000003490	Otolemur_garnettii
ENSTBEP00000006635	ENSTBEG00000007675	Tupaia_belangeri
ENSOANP00000001777	ENSOANG00000001119	Ornithorhynchus_anatinus
ENSOANP00000025383	ENSOANG00000014196	Ornithorhynchus_anatinus
ENSXETP00000049628	ENSXETG00000018020	Xenopus_tropicalis
ENSLACP00000009236	ENSLACG00000008150	Latimeria_chalumnae
MGP_PahariEiJ_P0083825	MGP_PahariEiJ_G0029999	Mus_pahari_strain_PAHARI_EIJ	MGP_PahariEiJ_T0083825
ENSCMIP00000021122	ENSCMIG00000009681	Callorhinchus_milii
ENSPMAP00000005673	ENSPMAG00000005154	Petromyzon_marinus
ENSCINP00000011995	ENSCING00000020093	Ciona_intestinalis
ENSAMXP00000006170	ENSAMXG00000006019	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000006170
ENSAMXP00005003212	ENSAMXG00005002021	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000017531	ENSPNAG00000023868	Pygocentrus_nattereri
ENSIPUP00000031493	ENSIPUG00000021185	Ictalurus_punctatus
ENSDARP00000098160	ENSDARG00000073709	Danio_rerio
ENSCHAP00000041395	ENSCHAG00000019356	Clupea_harengus	ENSCHAT00000044808
ENSDCDP00000035847	ENSDCDG00000023979	Denticeps_clupeoides	ENSDCDT00000045723
ENSHHUP00000004277	ENSHHUG00000002670	Hucho_hucho
ENSELUP00000011438	ENSELUG00000011812	Esox_lucius
ENSLOCP00000017050	ENSLOCG00000013829	Lepisosteus_oculatus
ENSECRP00000002867	ENSECRG00000001960	Erpetoichthys_calabaricus
ENSCPUP00000022533	ENSCPUG00000015296	Calidris_pugnax
ENSCPGP00000024577	ENSCPGG00000016929	Calidris_pygmaea
ENSMUNP00000001766	ENSMUNG00000001516	Melopsittacus_undulatus
ENSCCEP00000006112	ENSCCEG00000006598	Cyanistes_caeruleus
ENSPMJP00000003063	ENSPMJG00000002707	Parus_major
ENSFALP00000012479	ENSFALG00000011942	Ficedula_albicollis
ENSJHYP00000011613	ENSJHYG00000009061	Junco_hyemalis
ENSZALP00000014104	ENSZALG00000011706	Zonotrichia_albicollis
ENSSCAP00000013078	ENSSCAG00000009748	Serinus_canaria
ENSTGUP00000007117	ENSTGUG00000006897	Taeniopygia_guttata
ENSLSDP00000013185	ENSLSDG00000009599	Lonchura_striata_domestica
ENSLCOP00000000855	ENSLCOG00000000721	Lepidothrix_coronata
ENSAPLP00000008341	ENSAPLG00000008657	Anas_platyrhynchos_platyrhynchos
ENSABRP00000023966	ENSABRG00000020135	Anser_brachyrhynchus
ENSGALP00000021955	ENSGALG00000013503	Gallus_gallus
ENSCJPP00005007812	ENSCJPG00005007099	Coturnix_japonica
ENSNMEP00000008654	ENSNMEG00000008426	Numida_meleagris
ENSAHAP00000018185	ENSAHAG00000012886	Apteryx_haastii
ENSARWP00000007677	ENSARWG00000005356	Apteryx_rowi
ENSAOWP00000021714	ENSAOWG00000014689	Apteryx_owenii
ENSDNVP00000002152	ENSDNVG00000001567	Dromaius_novaehollandiae
ENSNPEP00000000363	ENSNPEG00000000283	Nothoprocta_perdicaria
ENSCPRP00005016695	ENSCPRG00005011640	Crocodylus_porosus
ENSGAGP00000009638	ENSGAGG00000007610	Gopherus_agassizii
ENSCABP00000005486	ENSCABG00000004130	Chelonoidis_abingdonii
ENSCPBP00000012020	ENSCPBG00000009099	Chrysemys_picta_bellii
ENSPSIP00000011344	ENSPSIG00000010158	Pelodiscus_sinensis
ENSACAP00000001614	ENSACAG00000001593	Anolis_carolinensis
ENSPVIP00000032190	ENSPVIG00000023600	Pogona_vitticeps
ENSNSUP00000012807	ENSNSUG00000009600	Notechis_scutatus
ENSSMRP00000012496	ENSSMRG00000009740	Salvator_merianae
ENSSPUP00000020611	ENSSPUG00000015785	Sphenodon_punctatus
ENSBIXP00005033472	ENSBIXG00005000249	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000057897	ENSBTAG00000034393	Bos_taurus
ENSBMUP00000007027	ENSBMUG00000005555	Bos_mutus
ENSBBBP00000005260	ENSBBBG00000003131	Bison_bison_bison
ENSCHIP00000015191	ENSCHIG00000015943	Capra_hircus
ENSOARP00000008721	ENSOARG00000008126	Ovis_aries
ENSTTRP00000014808	ENSTTRG00000015631	Tursiops_truncatus
ENSSSCP00000016748	ENSSSCG00000015802	Sus_scrofa_strain_reference
ENSVPAP00000011466	ENSVPAG00000012336	Vicugna_pacos
ENSMLUP00000018579	ENSMLUG00000030239	Myotis_lucifugus
ENSMLUP00000019059	ENSMLUG00000023777	Myotis_lucifugus
ENSPVAP00000005528	ENSPVAG00000005844	Pteropus_vampyrus
ENSUAMP00000019441	ENSUAMG00000015370	Ursus_americanus
ENSUMAP00000016756	ENSUMAG00000012309	Ursus_maritimus
ENSAMEP00000005465	ENSAMEG00000005160	Ailuropoda_melanoleuca
ENSNVIP00000008096	ENSNVIG00000006344	Neovison_vison
ENSMPUP00000011150	ENSMPUG00000011242	Mustela_putorius_furo
ENSCAFP00020000483	ENSCAFG00020000507	Canis_lupus_dingo
ENSVVUP00000017177	ENSVVUG00000012658	Vulpes_vulpes
ENSPTIP00000022712	ENSPTIG00000019389	Panthera_tigris_altaica
ENSPPRP00000007706	ENSPPRG00000002760	Panthera_pardus
ENSFCAP00000012420	ENSFCAG00000013392	Felis_catus
ENSECAP00000018637	ENSECAG00000021081	Equus_caballus
ENSEASP00005026898	ENSEASG00005018335	Equus_asinus_asinus
ENSEEUP00000010229	ENSEEUG00000011195	Erinaceus_europaeus
ENSSARP00000011827	ENSSARG00000013095	Sorex_araneus
ENSPTRP00000065889	ENSPTRG00000049170	Pan_troglodytes
ENSPPAP00000023639	ENSPPAG00000034984	Pan_paniscus
ENSP00000227065	ENSG00000109794	Homo_sapiens
ENSGGOP00000019366	ENSGGOG00000011490	Gorilla_gorilla
ENSPPYP00000017043	ENSPPYG00000015255	Pongo_abelii
ENSNLEP00000013980	ENSNLEG00000011436	Nomascus_leucogenys
ENSPTEP00000013845	ENSPTEG00000015471	Piliocolobus_tephrosceles
ENSCANP00000006278	ENSCANG00000020966	Colobus_angolensis_palliatus
ENSRROP00000003584	ENSRROG00000014108	Rhinopithecus_roxellana
ENSRBIP00000017880	ENSRBIG00000032941	Rhinopithecus_bieti
ENSMMUP00000046712	ENSMMUG00000039058	Macaca_mulatta
ENSMFAP00000040477	ENSMFAG00000046381	Macaca_fascicularis
ENSMNEP00000011188	ENSMNEG00000029947	Macaca_nemestrina
ENSCATP00000004490	ENSCATG00000015591	Cercocebus_atys
ENSTGEP00000031042	ENSTGEG00000024877	Theropithecus_gelada
ENSPANP00000010616	ENSPANG00000005747	Papio_anubis
ENSMLEP00000006164	ENSMLEG00000025978	Mandrillus_leucophaeus
ENSCSAP00000015098	ENSCSAG00000002940	Chlorocebus_sabaeus
ENSCCAP00000029772	ENSCCAG00000032898	Cebus_capucinus_imitator
ENSSBOP00000013550	ENSSBOG00000023536	Saimiri_boliviensis_boliviensis
ENSCJAP00000076252	ENSCJAG00000006073	Callithrix_jacchus
ENSANAP00000015519	ENSANAG00000025627	Aotus_nancymaae
ENSTSYP00000009662	ENSTSYG00000010533	Carlito_syrichta
ENSPSMP00000014849	ENSPSMG00000010624	Prolemur_simus
ENSMICP00000001887	ENSMICG00000002055	Microcebus_murinus
ENSPCOP00000020891	ENSPCOG00000022431	Propithecus_coquereli
ENSOGAP00000001794	ENSOGAG00000002007	Otolemur_garnettii
ENSTBEP00000003126	ENSTBEG00000003592	Tupaia_belangeri
ENSMSIP00000032419	ENSMSIG00000027171	Mus_spicilegus
MGP_SPRETEiJ_P0087779	MGP_SPRETEiJ_G0032133	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000091245	ENSMUSG00000070044	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0084299	MGP_CAROLIEiJ_G0031019	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0047196	MGP_PahariEiJ_G0021487	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000029147	ENSRNOG00000021693	Rattus_norvegicus
ENSMUGP00000005564	ENSMUGG00000005112	Meriones_unguiculatus
ENSPEMP00000000424	ENSPEMG00000000296	Peromyscus_maniculatus_bairdii
ENSMOCP00000027587	ENSMOCG00000023022	Microtus_ochrogaster
ENSCGRP00000003559	ENSCGRG00000002624	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015030137	ENSCGRG00015022656	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001010240	ENSCGRG00001012179	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000014946	ENSMAUG00000014562	Mesocricetus_auratus
ENSNGAP00000000881	ENSNGAG00000000661	Nannospalax_galili
ENSJJAP00000018915	ENSJJAG00000020020	Jaculus_jaculus
ENSDORP00000027256	ENSDORG00000004650	Dipodomys_ordii
ENSSDAP00000002107	ENSSDAG00000002013	Spermophilus_dauricus
ENSUPAP00010008084	ENSUPAG00010006467	Urocitellus_parryii
ENSSTOP00000008928	ENSSTOG00000009943	Ictidomys_tridecemlineatus
ENSMMMP00000011872	ENSMMMG00000010617	Marmota_marmota_marmota
ENSCLAP00000024860	ENSCLAG00000017064	Chinchilla_lanigera
ENSODEP00000006372	ENSODEG00000004770	Octodon_degus
ENSCAPP00000001979	ENSCAPG00000004229	Cavia_aperea
ENSCPOP00000022151	ENSCPOG00000004930	Cavia_porcellus
ENSHGLP00100009239	ENSHGLG00100006848	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000021723	ENSHGLG00000015518	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000017079	ENSFDAG00000005717	Fukomys_damarensis
ENSOCUP00000014998	ENSOCUG00000017457	Oryctolagus_cuniculus
ENSOPRP00000008258	ENSOPRG00000009011	Ochotona_princeps
ENSLAFP00000014734	ENSLAFG00000017566	Loxodonta_africana
ENSETEP00000007046	ENSETEG00000008671	Echinops_telfairi
ENSCHOP00000009365	ENSCHOG00000010587	Choloepus_hoffmanni
ENSDNOP00000028188	ENSDNOG00000032768	Dasypus_novemcinctus
ENSPCIP00000041906	ENSPCIG00000030577	Phascolarctos_cinereus
ENSVURP00010008411	ENSVURG00010006525	Vombatus_ursinus
ENSMEUP00000007243	ENSMEUG00000007924	Notamacropus_eugenii
ENSSHAP00000007767	ENSSHAG00000006744	Sarcophilus_harrisii
ENSMODP00000006008	ENSMODG00000004881	Monodelphis_domestica
ENSOANP00000007213	ENSOANG00000004549	Ornithorhynchus_anatinus
ENSXETP00000019207	ENSXETG00000001393	Xenopus_tropicalis
ENSLACP00000010480	ENSLACG00000009232	Latimeria_chalumnae
ENSCMIP00000034902	ENSCMIG00000014796	Callorhinchus_milii
ENSCINP00000026224	ENSCING00000005812	Ciona_intestinalis	ENSCINT00000026470
