FBpp0082713	FBgn0020407	Drosophila_melanogaster	FBtr0083259
R02D3.4a.1	WBGene00019822	Caenorhabditis_elegans_strain_N2	R02D3.4a.1
ENSAHAP00000000949	ENSAHAG00000000813	Apteryx_haastii
ENSOMEP00000028043	ENSOMEG00000010926	Oryzias_melastigma
ENSGWIP00000047672	ENSGWIG00000023424	Gouania_willdenowi
ENSAOCP00000007587	ENSAOCG00000011427	Amphiprion_ocellaris
ENSAPEP00000027230	ENSAPEG00000019316	Amphiprion_percula
ENSAPOP00000010614	ENSAPOG00000013148	Acanthochromis_polyacanthus
ENSSPAP00000017800	ENSSPAG00000013407	Stegastes_partitus
ENSPRNP00000022698	ENSPRNG00000011645	Parambassis_ranga
ENSPNYP00000012459	ENSPNYG00000009427	Pundamilia_nyererei
ENSHBUP00000014426	ENSHBUG00000016280	Haplochromis_burtoni
ENSMZEP00005011608	ENSMZEG00005008687	Maylandia_zebra
ENSACLP00000039968	ENSACLG00000026934	Astatotilapia_calliptera
ENSNBRP00000003764	ENSNBRG00000002980	Neolamprologus_brichardi
ENSONIP00000014811	ENSONIG00000011765	Oreochromis_niloticus
ENSACIP00000022838	ENSACIG00000017762	Amphilophus_citrinellus
ENSXCOP00000018427	ENSXCOG00000013872	Xiphophorus_couchianus
ENSXMAP00000031091	ENSXMAG00000003999	Xiphophorus_maculatus
ENSGAFP00000027157	ENSGAFG00000018349	Gambusia_affinis
ENSPFOP00000016457	ENSPFOG00000016332	Poecilia_formosa
ENSPLAP00000000438	ENSPLAG00000001272	Poecilia_latipinna
ENSPMEP00000014138	ENSPMEG00000016505	Poecilia_mexicana
ENSPREP00000017567	ENSPREG00000011850	Poecilia_reticulata
ENSFHEP00000016800	ENSFHEG00000000728	Fundulus_heteroclitus
ENSCVAP00000005647	ENSCVAG00000007126	Cyprinodon_variegatus
ENSKMAP00000018000	ENSKMAG00000013336	Kryptolebias_marmoratus
ENSMAMP00000014178	ENSMAMG00000009583	Mastacembelus_armatus
ENSMALP00000023007	ENSMALG00000015995	Monopterus_albus
ENSATEP00000020043	ENSATEG00000013962	Anabas_testudineus
ENSBSLP00000027522	ENSBSLG00000013546	Betta_splendens
ENSSLDP00000013093	ENSSLDG00000010397	Seriola_lalandi_dorsalis
ENSSDUP00000008297	ENSSDUG00000006076	Seriola_dumerili
ENSLCAP00010057928	ENSLCAG00010027013	Lates_calcarifer
ENSSMAP00000000275	ENSSMAG00000000188	Scophthalmus_maximus
ENSCSEP00000015511	ENSCSEG00000009946	Cynoglossus_semilaevis
ENSMMOP00000002876	ENSMMOG00000002323	Mola_mola
ENSLBEP00000038393	ENSLBEG00000028613	Labrus_bergylta
ENSCGOP00000019930	ENSCGOG00000009144	Cottoperca_gobio
ENSGACP00000024874	ENSGACG00000018815	Gasterosteus_aculeatus
ENSLCRP00005060346	ENSLCRG00005022304	Larimichthys_crocea
ENSPMGP00000029500	ENSPMGG00000023731	Periophthalmus_magnuspinnatus
ENSHCOP00000011204	ENSHCOG00000014005	Hippocampus_comes
ENSTNIP00000000042	ENSTNIG00000018482	Tetraodon_nigroviridis
ENSTRUP00000042476	ENSTRUG00000016606	Takifugu_rubripes
ENSGMOP00000003202	ENSGMOG00000003039	Gadus_morhua
ENSHHUP00000036014	ENSHHUG00000022617	Hucho_hucho
ENSHHUP00000004686	ENSHHUG00000002875	Hucho_hucho
ENSELUP00000026173	ENSELUG00000001948	Esox_lucius
ENSLOCP00000018823	ENSLOCG00000015297	Lepisosteus_oculatus
ENSECRP00000008024	ENSECRG00000005334	Erpetoichthys_calabaricus
ENSXETP00000011744	ENSXETG00000015286	Xenopus_tropicalis
ENSEBUP00000012008	ENSEBUG00000007676	Eptatretus_burgeri
ENSEBUP00000014266	ENSEBUG00000008990	Eptatretus_burgeri
ENSPMAP00000002098	ENSPMAG00000001893	Petromyzon_marinus
ENSCINP00000031438	ENSCING00000020902	Ciona_intestinalis
ENSCSAVP00000000179	ENSCSAVG00000000101	Ciona_savignyi
