ENSCCNP00000005553	ENSCCNG00000005899	Castor_canadensis
ENSCLAP00000003744	ENSCLAG00000002670	Chinchilla_lanigera
ENSODEP00000003565	ENSODEG00000002732	Octodon_degus
ENSCPOP00000006222	ENSCPOG00000006898	Cavia_porcellus
ENSCAPP00000007806	ENSCAPG00000009639	Cavia_aperea
ENSHGLP00100003879	ENSHGLG00100002960	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000002265	ENSHGLG00000001720	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000015359	ENSFDAG00000003174	Fukomys_damarensis
ENSTBEP00000014763	ENSTBEG00000016992	Tupaia_belangeri
ENSAMEP00000019519	ENSAMEG00000018465	Ailuropoda_melanoleuca
ENSUAMP00000020525	ENSUAMG00000016144	Ursus_americanus
ENSCAFP00020029375	ENSCAFG00020022930	Canis_lupus_dingo
ENSCAFP00000028462	ENSCAFG00000019288	Canis_lupus_familiaris
ENSMPUP00000018662	ENSMPUG00000018782	Mustela_putorius_furo
ENSMPUP00000008733	ENSMPUG00000008803	Mustela_putorius_furo
ENSNVIP00000031132	ENSNVIG00000023964	Neovison_vison
ENSFCAP00000054462	ENSFCAG00000004040	Felis_catus
ENSPPRP00000014399	ENSPPRG00000007302	Panthera_pardus
ENSPVAP00000012416	ENSPVAG00000013165	Pteropus_vampyrus
ENSMLUP00000004059	ENSMLUG00000004462	Myotis_lucifugus
ENSCHIP00000003045	ENSCHIG00000006805	Capra_hircus
ENSOARP00000006948	ENSOARG00000006492	Ovis_aries
ENSBIXP00005031939	ENSBIXG00005012375	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000028556	ENSBTAG00000021421	Bos_taurus
ENSBMUP00000016462	ENSBMUG00000012499	Bos_mutus
ENSBBBP00000008142	ENSBBBG00000004010	Bison_bison_bison
ENSECAP00000020667	ENSECAG00000023150	Equus_caballus
ENSPTIP00000011387	ENSPTIG00000011737	Panthera_tigris_altaica
ENSUMAP00000028642	ENSUMAG00000020804	Ursus_maritimus
ENSEASP00005028479	ENSEASG00005019363	Equus_asinus_asinus
ENSEEUP00000013370	ENSEEUG00000014672	Erinaceus_europaeus
ENSSSCP00000073262	ENSSSCG00000012784	Sus_scrofa_strain_reference
ENSOPRP00000015488	ENSOPRG00000016967	Ochotona_princeps
ENSVVUP00000041639	ENSVVUG00000029621	Vulpes_vulpes
ENSPCAP00000008422	ENSPCAG00000009037	Procavia_capensis
ENSETEP00000003898	ENSETEG00000004773	Echinops_telfairi
ENSLAFP00000005801	ENSLAFG00000006908	Loxodonta_africana
ENSDNOP00000016035	ENSDNOG00000025714	Dasypus_novemcinctus
ENSVURP00010027684	ENSVURG00010021186	Vombatus_ursinus
ENSPCIP00000021626	ENSPCIG00000016404	Phascolarctos_cinereus
ENSVURP00010023951	ENSVURG00010018361	Vombatus_ursinus
ENSPCIP00000013546	ENSPCIG00000010654	Phascolarctos_cinereus
ENSMODP00000010671	ENSMODG00000008581	Monodelphis_domestica
ENSSHAP00000002308	ENSSHAG00000002046	Sarcophilus_harrisii
ENSOANP00000008233	ENSOANG00000005182	Ornithorhynchus_anatinus	ENSOANT00000008235
ENSOANP00000031249	ENSOANG00000031499	Ornithorhynchus_anatinus	ENSOANT00000040494
ENSACAP00000011146	ENSACAG00000011328	Anolis_carolinensis
ENSPVIP00000027324	ENSPVIG00000020312	Pogona_vitticeps
ENSNSUP00000020616	ENSNSUG00000015011	Notechis_scutatus	ENSNSUT00000021936
ENSSMRP00000024749	ENSSMRG00000019131	Salvator_merianae
ENSSPUP00000019042	ENSSPUG00000014668	Sphenodon_punctatus
ENSNPEP00000020599	ENSNPEG00000015321	Nothoprocta_perdicaria
ENSLSDP00000007617	ENSLSDG00000005720	Lonchura_striata_domestica
ENSGAGP00000005798	ENSGAGG00000004714	Gopherus_agassizii
ENSCABP00000020242	ENSCABG00000014934	Chelonoidis_abingdonii
ENSXETP00000035385	ENSXETG00000014212	Xenopus_tropicalis
ENSLACP00000008098	ENSLACG00000007169	Latimeria_chalumnae
ENSAMXP00000039204	ENSAMXG00000032687	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005004488	ENSAMXG00005002737	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000014475	ENSPNAG00000003648	Pygocentrus_nattereri
ENSEEEP00000050585	ENSEEEG00000023787	Electrophorus_electricus
ENSIPUP00000028903	ENSIPUG00000019496	Ictalurus_punctatus
ENSDCDP00000010763	ENSDCDG00000005368	Denticeps_clupeoides
ENSHHUP00000015558	ENSHHUG00000009647	Hucho_hucho
ENSHHUP00000012202	ENSHHUG00000007438	Hucho_hucho
ENSELUP00000032168	ENSELUG00000009981	Esox_lucius
ENSXMAP00000010801	ENSXMAG00000010777	Xiphophorus_maculatus
ENSXCOP00000008709	ENSXCOG00000006651	Xiphophorus_couchianus
ENSGAFP00000015842	ENSGAFG00000010708	Gambusia_affinis
ENSPFOP00000010816	ENSPFOG00000010858	Poecilia_formosa
ENSPLAP00000007646	ENSPLAG00000010047	Poecilia_latipinna
ENSPMEP00000009007	ENSPMEG00000010812	Poecilia_mexicana
ENSPREP00000032511	ENSPREG00000022038	Poecilia_reticulata
ENSCVAP00000019412	ENSCVAG00000022752	Cyprinodon_variegatus
ENSFHEP00000000038	ENSFHEG00000023452	Fundulus_heteroclitus
ENSKMAP00000007800	ENSKMAG00000005845	Kryptolebias_marmoratus
ENSORLP00000008877	ENSORLG00000007070	Oryzias_latipes_ASM223467v1
ENSORLP00015000865	ENSORLG00015001468	Oryzias_latipes_ASM223469v1
ENSORLP00020026517	ENSORLG00020009015	Oryzias_latipes_ASM223471v1
ENSOMEP00000017136	ENSOMEG00000018823	Oryzias_melastigma
ENSGWIP00000041431	ENSGWIG00000020873	Gouania_willdenowi
ENSLBEP00000019348	ENSLBEG00000014623	Labrus_bergylta
ENSLCRP00005017275	ENSLCRG00005007134	Larimichthys_crocea
ENSCSEP00000002067	ENSCSEG00000001399	Cynoglossus_semilaevis
ENSAOCP00000023301	ENSAOCG00000009309	Amphiprion_ocellaris
ENSAPEP00000000566	ENSAPEG00000000443	Amphiprion_percula
ENSAPOP00000005130	ENSAPOG00000006786	Acanthochromis_polyacanthus
ENSSPAP00000027182	ENSSPAG00000020493	Stegastes_partitus
ENSPNYP00000028440	ENSPNYG00000021417	Pundamilia_nyererei
ENSACLP00000005832	ENSACLG00000003780	Astatotilapia_calliptera
ENSMZEP00005036499	ENSMZEG00005027238	Maylandia_zebra
ENSHBUP00000021424	ENSHBUG00000023757	Haplochromis_burtoni
ENSNBRP00000019486	ENSNBRG00000014939	Neolamprologus_brichardi
ENSONIP00000015099	ENSONIG00000011996	Oreochromis_niloticus
ENSACIP00000030130	ENSACIG00000023321	Amphilophus_citrinellus
ENSSLDP00000010782	ENSSLDG00000008589	Seriola_lalandi_dorsalis
ENSSDUP00000015874	ENSSDUG00000011578	Seriola_dumerili
ENSLCAP00010040887	ENSLCAG00010019155	Lates_calcarifer
ENSCGOP00000030047	ENSCGOG00000013970	Cottoperca_gobio
ENSGACP00000011451	ENSGACG00000008662	Gasterosteus_aculeatus
ENSPRNP00000042784	ENSPRNG00000020910	Parambassis_ranga
ENSMAMP00000007893	ENSMAMG00000004545	Mastacembelus_armatus
ENSMALP00000024692	ENSMALG00000017171	Monopterus_albus
ENSATEP00000031005	ENSATEG00000021404	Anabas_testudineus
ENSTNIP00000018145	ENSTNIG00000015091	Tetraodon_nigroviridis
ENSTRUP00000039044	ENSTRUG00000015280	Takifugu_rubripes
ENSMMOP00000008518	ENSMMOG00000005186	Mola_mola
ENSBSLP00000042150	ENSBSLG00000020276	Betta_splendens
ENSSMAP00000002308	ENSSMAG00000001448	Scophthalmus_maximus
ENSHCOP00000005385	ENSHCOG00000007045	Hippocampus_comes
ENSPMGP00000029157	ENSPMGG00000023433	Periophthalmus_magnuspinnatus
ENSGMOP00000008884	ENSGMOG00000008305	Gadus_morhua
ENSPKIP00000038569	ENSPKIG00000016289	Paramormyrops_kingsleyae
ENSSFOP00015003109	ENSSFOG00015002046	Scleropages_formosus
ENSCHAP00000026362	ENSCHAG00000012745	Clupea_harengus
ENSDCDP00000053762	ENSDCDG00000032162	Denticeps_clupeoides
ENSEEEP00000037281	ENSEEEG00000017718	Electrophorus_electricus
ENSIPUP00000019466	ENSIPUG00000013218	Ictalurus_punctatus
ENSAMXP00000053477	ENSAMXG00000037693	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000006880	ENSPNAG00000012843	Pygocentrus_nattereri
ENSDARP00000047174	ENSDARG00000019444	Danio_rerio
ENSSFOP00015019783	ENSSFOG00015012732	Scleropages_formosus
ENSLOCP00000017554	ENSLOCG00000014259	Lepisosteus_oculatus
ENSECRP00000015959	ENSECRG00000010653	Erpetoichthys_calabaricus
ENSECRP00000000314	ENSECRG00000000188	Erpetoichthys_calabaricus
ENSEBUP00000025306	ENSEBUG00000015609	Eptatretus_burgeri
ENSCINP00000028382	ENSCING00000016350	Ciona_intestinalis
ENSCSAVP00000005820	ENSCSAVG00000003469	Ciona_savignyi
FBpp0311866	FBgn0021795	Drosophila_melanogaster
Y56A3A.21.2	WBGene00013238	Caenorhabditis_elegans_strain_N2
