ENSPMAP00000009820	ENSPMAG00000008920	Petromyzon_marinus	ENSPMAT00000009861
ENSPMAP00000008457	ENSPMAG00000007692	Petromyzon_marinus	ENSPMAT00000008495
ENSEBUP00000003842	ENSEBUG00000002689	Eptatretus_burgeri	ENSEBUT00000004238
ENSDORP00000016383	ENSDORG00000023702	Dipodomys_ordii
ENSMAMP00000022193	ENSMAMG00000014945	Mastacembelus_armatus
ENSMALP00000010919	ENSMALG00000007757	Monopterus_albus
ENSLBEP00000003170	ENSLBEG00000002444	Labrus_bergylta
ENSLCRP00005039581	ENSLCRG00005014976	Larimichthys_crocea
ENSCGOP00000045724	ENSCGOG00000020347	Cottoperca_gobio
ENSGACP00000004735	ENSGACG00000003598	Gasterosteus_aculeatus
ENSMMOP00000026379	ENSMMOG00000019988	Mola_mola
ENSTRUP00000009780	ENSTRUG00000004132	Takifugu_rubripes
ENSATEP00000016813	ENSATEG00000011678	Anabas_testudineus
ENSBSLP00000045760	ENSBSLG00000021842	Betta_splendens
ENSAPEP00000000983	ENSAPEG00000000723	Amphiprion_percula
ENSAOCP00000007987	ENSAOCG00000011975	Amphiprion_ocellaris
ENSAPOP00000003996	ENSAPOG00000005612	Acanthochromis_polyacanthus
ENSSPAP00000026744	ENSSPAG00000020172	Stegastes_partitus
ENSPRNP00000006321	ENSPRNG00000003805	Parambassis_ranga
ENSACLP00000006241	ENSACLG00000004177	Astatotilapia_calliptera
ENSMZEP00005001634	ENSMZEG00005001328	Maylandia_zebra
ENSHBUP00000023055	ENSHBUG00000003686	Haplochromis_burtoni
ENSPNYP00000027074	ENSPNYG00000020401	Pundamilia_nyererei
ENSNBRP00000008901	ENSNBRG00000006968	Neolamprologus_brichardi
ENSONIP00000018075	ENSONIG00000014375	Oreochromis_niloticus
ENSACIP00000000468	ENSACIG00000000395	Amphilophus_citrinellus
ENSXMAP00000003980	ENSXMAG00000003958	Xiphophorus_maculatus
ENSXCOP00000025382	ENSXCOG00000018959	Xiphophorus_couchianus
ENSGAFP00000031628	ENSGAFG00000021305	Gambusia_affinis
ENSPFOP00000001390	ENSPFOG00000001366	Poecilia_formosa
ENSPFOP00000010743	ENSPFOG00000010670	Poecilia_formosa
ENSPMEP00000027599	ENSPMEG00000000238	Poecilia_mexicana
ENSPMEP00000008892	ENSPMEG00000010728	Poecilia_mexicana
ENSPLAP00000019563	ENSPLAG00000001795	Poecilia_latipinna
ENSPLAP00000030388	ENSPLAG00000021439	Poecilia_latipinna
ENSPREP00000000738	ENSPREG00000000547	Poecilia_reticulata
ENSFHEP00000015239	ENSFHEG00000016883	Fundulus_heteroclitus
ENSCVAP00000015981	ENSCVAG00000018851	Cyprinodon_variegatus
ENSKMAP00000029621	ENSKMAG00000021933	Kryptolebias_marmoratus
ENSORLP00000022480	ENSORLG00000017960	Oryzias_latipes_ASM223467v1
ENSORLP00020014438	ENSORLG00020015465	Oryzias_latipes_ASM223471v1
ENSORLP00015027849	ENSORLG00015010177	Oryzias_latipes_ASM223469v1
ENSOMEP00000026684	ENSOMEG00000008676	Oryzias_melastigma
ENSGWIP00000030699	ENSGWIG00000015947	Gouania_willdenowi
ENSCSEP00000017740	ENSCSEG00000011378	Cynoglossus_semilaevis
ENSPMGP00000014098	ENSPMGG00000011575	Periophthalmus_magnuspinnatus
ENSHCOP00000010262	ENSHCOG00000012857	Hippocampus_comes
ENSGMOP00000020709	ENSGMOG00000019250	Gadus_morhua
ENSHHUP00000087405	ENSHHUG00000050551	Hucho_hucho
ENSELUP00000003283	ENSELUG00000004531	Esox_lucius
ENSCHAP00000046180	ENSCHAG00000021151	Clupea_harengus	ENSCHAT00000049919
ENSDCDP00000024669	ENSDCDG00000018496	Denticeps_clupeoides	ENSDCDT00000033199
ENSAMXP00000049706	ENSAMXG00000003835	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000047004
ENSAMXP00005000412	ENSAMXG00005000237	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000002866	ENSPNAG00000009233	Pygocentrus_nattereri
ENSIPUP00000000397	ENSIPUG00000000312	Ictalurus_punctatus
ENSEEEP00000002225	ENSEEEG00000001217	Electrophorus_electricus
ENSDARP00000123896	ENSDARG00000077983	Danio_rerio
ENSSFOP00015036313	ENSSFOG00015023106	Scleropages_formosus
ENSPKIP00000028835	ENSPKIG00000010304	Paramormyrops_kingsleyae
ENSLOCP00000010772	ENSLOCG00000008847	Lepisosteus_oculatus
ENSECRP00000008739	ENSECRG00000005868	Erpetoichthys_calabaricus
ENSHHUP00000081758	ENSHHUG00000047525	Hucho_hucho
ENSCMIP00000033819	ENSCMIG00000014329	Callorhinchus_milii
Y75B8A.16.1	WBGene00013551	Caenorhabditis_elegans_strain_N2
C11H1.2.1	WBGene00007528	Caenorhabditis_elegans_strain_N2
FBpp0086535	FBgn0033995	Drosophila_melanogaster
