FBpp0079708	FBgn0032296	Drosophila_melanogaster	FBtr0080119
K04B12.3a.1	WBGene00010551	Caenorhabditis_elegans_strain_N2	K04B12.3a.1
ENSCPGP00000023759	ENSCPGG00000016426	Calidris_pygmaea	ENSCPGT00000025954
ENSCPUP00000029528	ENSCPUG00000019778	Calidris_pugnax	ENSCPUT00000034753
ENSTGUP00000007707	ENSTGUG00000007488	Taeniopygia_guttata
ENSNLEP00000010428	ENSNLEG00000008551	Nomascus_leucogenys
ENSPANP00000020386	ENSPANG00000022259	Papio_anubis
ENSTGEP00000026649	ENSTGEG00000021485	Theropithecus_gelada
ENSCATP00000041686	ENSCATG00000043523	Cercocebus_atys
ENSMLEP00000031006	ENSMLEG00000039702	Mandrillus_leucophaeus
ENSMMUP00000074367	ENSMMUG00000056514	Macaca_mulatta
ENSMFAP00000012530	ENSMFAG00000024874	Macaca_fascicularis
ENSMNEP00000042601	ENSMNEG00000044030	Macaca_nemestrina
ENSCSAP00000002162	ENSCSAG00000005852	Chlorocebus_sabaeus
ENSCANP00000020526	ENSCANG00000033693	Colobus_angolensis_palliatus
ENSPTEP00000042255	ENSPTEG00000038569	Piliocolobus_tephrosceles
ENSRROP00000042616	ENSRROG00000044434	Rhinopithecus_roxellana
ENSRBIP00000028009	ENSRBIG00000037884	Rhinopithecus_bieti
ENSCCAP00000034103	ENSCCAG00000035038	Cebus_capucinus_imitator
ENSSBOP00000028304	ENSSBOG00000030540	Saimiri_boliviensis_boliviensis
ENSCJAP00000002939	ENSCJAG00000001649	Callithrix_jacchus
ENSANAP00000042273	ENSANAG00000038421	Aotus_nancymaae
ENSTSYP00000002492	ENSTSYG00000002708	Carlito_syrichta
ENSPCOP00000000187	ENSPCOG00000000392	Propithecus_coquereli
ENSPSMP00000001675	ENSPSMG00000001258	Prolemur_simus
ENSMICP00000005959	ENSMICG00000006523	Microcebus_murinus
ENSOGAP00000007554	ENSOGAG00000008433	Otolemur_garnettii
ENSPVAP00000001444	ENSPVAG00000001534	Pteropus_vampyrus
ENSMLUP00000005721	ENSMLUG00000006265	Myotis_lucifugus
ENSUAMP00000004773	ENSUAMG00000004341	Ursus_americanus
ENSUMAP00000031479	ENSUMAG00000022733	Ursus_maritimus
ENSAMEP00000012215	ENSAMEG00000011619	Ailuropoda_melanoleuca
ENSNVIP00000003361	ENSNVIG00000002669	Neovison_vison
ENSMPUP00000015115	ENSMPUG00000015224	Mustela_putorius_furo
ENSCAFP00020033498	ENSCAFG00020026006	Canis_lupus_dingo
ENSCAFP00000025931	ENSCAFG00000017590	Canis_lupus_familiaris
ENSVVUP00000018302	ENSVVUG00000013487	Vulpes_vulpes
ENSPTIP00000026075	ENSPTIG00000021617	Panthera_tigris_altaica
ENSPPRP00000018606	ENSPPRG00000010209	Panthera_pardus
ENSFCAP00000012366	ENSFCAG00000013335	Felis_catus
ENSEASP00005003243	ENSEASG00005002523	Equus_asinus_asinus
ENSECAP00000012869	ENSECAG00000015244	Equus_caballus
ENSEEUP00000003896	ENSEEUG00000004305	Erinaceus_europaeus
ENSSARP00000010082	ENSSARG00000011174	Sorex_araneus
ENSOARP00000013190	ENSOARG00000012309	Ovis_aries
ENSCHIP00000031047	ENSCHIG00000025569	Capra_hircus
ENSBIXP00005022458	ENSBIXG00005025335	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000002960	ENSBIXG00000000292	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000004365	ENSBTAG00000003365	Bos_taurus
ENSBBBP00000003450	ENSBBBG00000012487	Bison_bison_bison
ENSBMUP00000007888	ENSBMUG00000006198	Bos_mutus
ENSTTRP00000016300	ENSTTRG00000017198	Tursiops_truncatus
ENSSSCP00000048660	ENSSSCG00000034353	Sus_scrofa_strain_reference
ENSSSCP00000024888	ENSSSCG00000024411	Sus_scrofa_strain_reference
ENSVPAP00000000349	ENSVPAG00000000377	Vicugna_pacos
ENSLAFP00000012763	ENSLAFG00000015241	Loxodonta_africana
ENSPCAP00000012989	ENSPCAG00000013915	Procavia_capensis
ENSETEP00000014980	ENSETEG00000018426	Echinops_telfairi
ENSDNOP00000000322	ENSDNOG00000000428	Dasypus_novemcinctus
ENSCHOP00000008859	ENSCHOG00000010008	Choloepus_hoffmanni
ENSOCUP00000002032	ENSOCUG00000002350	Oryctolagus_cuniculus
ENSOPRP00000006251	ENSOPRG00000006832	Ochotona_princeps
ENSP00000464167	ENSG00000265303	Homo_sapiens
ENSOANP00000013534	ENSOANG00000008508	Ornithorhynchus_anatinus
ENSXETP00000024885	ENSXETG00000004148	Xenopus_tropicalis
ENSLACP00000007333	ENSLACG00000006505	Latimeria_chalumnae
ENSCMIP00000046165	ENSCMIG00000019003	Callorhinchus_milii
ENSFHEP00000018845	ENSFHEG00000020755	Fundulus_heteroclitus
ENSCVAP00000004091	ENSCVAG00000000667	Cyprinodon_variegatus
ENSXMAP00000009050	ENSXMAG00000009027	Xiphophorus_maculatus
ENSXCOP00000004927	ENSXCOG00000003859	Xiphophorus_couchianus
ENSPFOP00000006533	ENSPFOG00000006556	Poecilia_formosa
ENSPMEP00000022859	ENSPMEG00000004021	Poecilia_mexicana
ENSPLAP00000024979	ENSPLAG00000011610	Poecilia_latipinna
ENSPREP00000008928	ENSPREG00000006106	Poecilia_reticulata
ENSPFOP00000026892	ENSPFOG00000021738	Poecilia_formosa
ENSGAFP00000030462	ENSGAFG00000020527	Gambusia_affinis
ENSKMAP00000025903	ENSKMAG00000019188	Kryptolebias_marmoratus
ENSGACP00000027594	ENSGACG00000020870	Gasterosteus_aculeatus
ENSTRUP00000023208	ENSTRUG00000009229	Takifugu_rubripes
ENSTNIP00000010471	ENSTNIG00000007656	Tetraodon_nigroviridis
ENSMMOP00000022573	ENSMMOG00000017160	Mola_mola
ENSCSEP00000030857	ENSCSEG00000019761	Cynoglossus_semilaevis
ENSACLP00000024087	ENSACLG00000016396	Astatotilapia_calliptera
ENSMZEP00005013086	ENSMZEG00005009830	Maylandia_zebra
ENSHBUP00000033004	ENSHBUG00000019651	Haplochromis_burtoni
ENSPNYP00000011424	ENSPNYG00000008677	Pundamilia_nyererei
ENSNBRP00000012593	ENSNBRG00000009823	Neolamprologus_brichardi
ENSONIP00000021878	ENSONIG00000017351	Oreochromis_niloticus
ENSACIP00000020856	ENSACIG00000016203	Amphilophus_citrinellus
ENSORLP00000017852	ENSORLG00000014233	Oryzias_latipes_ASM223467v1
ENSORLP00015016769	ENSORLG00015017767	Oryzias_latipes_ASM223469v1
ENSORLP00020027860	ENSORLG00020011019	Oryzias_latipes_ASM223471v1
ENSOMEP00000022995	ENSOMEG00000002847	Oryzias_melastigma
ENSAPEP00000030573	ENSAPEG00000021735	Amphiprion_percula
ENSAOCP00000014520	ENSAOCG00000019221	Amphiprion_ocellaris
ENSAPOP00000006136	ENSAPOG00000000209	Acanthochromis_polyacanthus
ENSAPOP00000029739	ENSAPOG00000015782	Acanthochromis_polyacanthus
ENSSPAP00000029699	ENSSPAG00000022345	Stegastes_partitus
ENSCGOP00000040747	ENSCGOG00000018565	Cottoperca_gobio
ENSLCRP00005042528	ENSLCRG00005016315	Larimichthys_crocea
ENSLBEP00000009935	ENSLBEG00000007673	Labrus_bergylta
ENSSLDP00000020359	ENSSLDG00000015922	Seriola_lalandi_dorsalis
ENSSDUP00000002460	ENSSDUG00000001902	Seriola_dumerili
ENSSMAP00000012848	ENSSMAG00000007915	Scophthalmus_maximus
ENSLCAP00010025134	ENSLCAG00010011765	Lates_calcarifer
ENSMAMP00000029623	ENSMAMG00000019948	Mastacembelus_armatus
ENSMALP00000014229	ENSMALG00000009997	Monopterus_albus
ENSATEP00000032686	ENSATEG00000022511	Anabas_testudineus
ENSBSLP00000036483	ENSBSLG00000017828	Betta_splendens
ENSPRNP00000021427	ENSPRNG00000011065	Parambassis_ranga
ENSHCOP00000022591	ENSHCOG00000010432	Hippocampus_comes
ENSGMOP00000018690	ENSGMOG00000017394	Gadus_morhua
ENSHHUP00000002044	ENSHHUG00000001326	Hucho_hucho
ENSHHUP00000031973	ENSHHUG00000020289	Hucho_hucho
ENSELUP00000014027	ENSELUG00000014086	Esox_lucius
ENSDCDP00000004493	ENSDCDG00000002275	Denticeps_clupeoides
ENSCHAP00000004324	ENSCHAG00000002903	Clupea_harengus
ENSAMXP00005004175	ENSAMXG00005002561	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000017274	ENSAMXG00000016777	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000028755	ENSPNAG00000014580	Pygocentrus_nattereri
ENSIPUP00000013445	ENSIPUG00000009189	Ictalurus_punctatus
ENSEEEP00000036942	ENSEEEG00000017544	Electrophorus_electricus
ENSDARP00000081911	ENSDARG00000061378	Danio_rerio
ENSSFOP00015006432	ENSSFOG00015004220	Scleropages_formosus
ENSPKIP00000035982	ENSPKIG00000014728	Paramormyrops_kingsleyae
ENSLOCP00000001397	ENSLOCG00000001234	Lepisosteus_oculatus
ENSECRP00000019821	ENSECRG00000013293	Erpetoichthys_calabaricus
ENSEBUP00000026388	ENSEBUG00000016245	Eptatretus_burgeri
ENSPMAP00000005987	ENSPMAG00000005434	Petromyzon_marinus
ENSCINP00000008687	ENSCING00000004205	Ciona_intestinalis
ENSCSAVP00000018843	ENSCSAVG00000011070	Ciona_savignyi
