ENSCLAP00000005239	ENSCLAG00000003719	Chinchilla_lanigera
ENSCPBP00000035330	ENSCPBG00000024596	Chrysemys_picta_bellii
ENSHCOP00000014667	ENSHCOG00000018112	Hippocampus_comes
ENSCAFP00020015054	ENSCAFG00020011886	Canis_lupus_dingo
ENSPNYP00000012100	ENSPNYG00000009123	Pundamilia_nyererei
ENSCINP00000019147	ENSCING00000009414	Ciona_intestinalis
ENSGMOP00000007351	ENSGMOG00000006887	Gadus_morhua
ENSSPUP00000000480	ENSSPUG00000000446	Sphenodon_punctatus
ENSCSEP00000024841	ENSCSEG00000015819	Cynoglossus_semilaevis
ENSZALP00000017487	ENSZALG00000014121	Zonotrichia_albicollis
ENSMUGP00000012309	ENSMUGG00000010360	Meriones_unguiculatus
ENSAMXP00000014618	ENSAMXG00000014209	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMEUP00000014414	ENSMEUG00000015776	Notamacropus_eugenii	ENSMEUT00000015830
ENSLBEP00000001704	ENSLBEG00000001358	Labrus_bergylta
ENSRBIP00000011007	ENSRBIG00000029159	Rhinopithecus_bieti
ENSONIP00000002739	ENSONIG00000002198	Oreochromis_niloticus
ENSOANP00000019204	ENSOANG00000012125	Ornithorhynchus_anatinus
ENSVVUP00000020850	ENSVVUG00000015340	Vulpes_vulpes
ENSETEP00000012573	ENSETEG00000015506	Echinops_telfairi	ENSETET00000015508
ENSVURP00010029591	ENSVURG00010022614	Vombatus_ursinus	ENSVURT00010033705
ENSGACP00000007696	ENSGACG00000005816	Gasterosteus_aculeatus
ENSIPUP00000033692	ENSIPUG00000022652	Ictalurus_punctatus
ENSMNEP00000004075	ENSMNEG00000018881	Macaca_nemestrina
ENSPMJP00000009746	ENSPMJG00000007769	Parus_major
ENSAPEP00000021098	ENSAPEG00000015081	Amphiprion_percula
ENSLACP00000011851	ENSLACG00000010431	Latimeria_chalumnae
ENSCATP00000021795	ENSCATG00000034557	Cercocebus_atys
ENSLSDP00000012136	ENSLSDG00000008869	Lonchura_striata_domestica
ENSSMAP00000018476	ENSSMAG00000011321	Scophthalmus_maximus
ENSMVIP00005005451	ENSMVIG00005004172	Manacus_vitellinus
ENSPCAP00000015834	ENSPCAG00000016907	Procavia_capensis	ENSPCAT00000016921
ENSDCDP00000058884	ENSDCDG00000034110	Denticeps_clupeoides
ENSXCOP00000026990	ENSXCOG00000020163	Xiphophorus_couchianus
ENSMUGP00000011801	ENSMUGG00000010260	Meriones_unguiculatus
ENSMMMP00000023470	ENSMMMG00000020511	Marmota_marmota_marmota
ENSMLUP00000010792	ENSMLUG00000011828	Myotis_lucifugus
MGP_PahariEiJ_P0047933	MGP_PahariEiJ_G0021706	Mus_pahari_strain_PAHARI_EIJ
ENSSPAP00000021705	ENSSPAG00000016289	Stegastes_partitus
ENSPANP00000015218	ENSPANG00000021187	Papio_anubis
ENSFCAP00000013584	ENSFCAG00000014645	Felis_catus
ENSPSMP00000015759	ENSPSMG00000011155	Prolemur_simus
ENSCPOP00000006642	ENSCPOG00000007366	Cavia_porcellus
ENSMUNP00000004588	ENSMUNG00000003803	Melopsittacus_undulatus
ENSCHAP00000033376	ENSCHAG00000015194	Clupea_harengus
ENSHHUP00000080951	ENSHHUG00000047061	Hucho_hucho
ENSSCAP00000016943	ENSSCAG00000012248	Serinus_canaria
ENSUMAP00000026136	ENSUMAG00000019043	Ursus_maritimus
ENSTGUP00000001532	ENSTGUG00000001478	Taeniopygia_guttata
ENSHGLP00100003970	ENSHGLG00100003025	Heterocephalus_glaber_HetGla_1.0
ENSPRNP00000040462	ENSPRNG00000019864	Parambassis_ranga
ENSHBUP00000017046	ENSHBUG00000019037	Haplochromis_burtoni
ENSCABP00000015146	ENSCABG00000011321	Chelonoidis_abingdonii
ENSPTRP00000047858	ENSPTRG00000019396	Pan_troglodytes	ENSPTRT00000055372
ENSDNVP00000007633	ENSDNVG00000005418	Dromaius_novaehollandiae
ENSXETP00000017469	ENSXETG00000002005	Xenopus_tropicalis
ENSCJAP00000025642	ENSCJAG00000013927	Callithrix_jacchus
ENSUAMP00000007123	ENSUAMG00000005968	Ursus_americanus
ENSECRP00000021245	ENSECRG00000014312	Erpetoichthys_calabaricus
ENSPLAP00000030120	ENSPLAG00000020917	Poecilia_latipinna
ENSMPUP00000008323	ENSMPUG00000008386	Mustela_putorius_furo
ENSSSCP00000040382	ENSSSCG00000029967	Sus_scrofa_strain_reference
ENSPVIP00000015822	ENSPVIG00000012213	Pogona_vitticeps
ENSBTAP00000033778	ENSBTAG00000024431	Bos_taurus
ENSACLP00000029298	ENSACLG00000019864	Astatotilapia_calliptera
ENSPPAP00000037765	ENSPPAG00000041612	Pan_paniscus	ENSPPAT00000060667
ENSCGRP00015032669	ENSCGRG00015024649	Cricetulus_griseus_CriGri-PICR
ENSCHOP00000000234	ENSCHOG00000000268	Choloepus_hoffmanni	ENSCHOT00000000270
ENSLCOP00000016006	ENSLCOG00000011424	Lepidothrix_coronata
ENSAHAP00000006114	ENSAHAG00000004669	Apteryx_haastii
ENSCPRP00005019601	ENSCPRG00005013561	Crocodylus_porosus
ENSGGOP00000004980	ENSGGOG00000005076	Gorilla_gorilla
ENSOMEP00000026776	ENSOMEG00000008843	Oryzias_melastigma
ENSMMOP00000026163	ENSMMOG00000019835	Mola_mola
ENSSDAP00000019155	ENSSDAG00000017387	Spermophilus_dauricus
ENSSTOP00000028117	ENSSTOG00000001365	Ictidomys_tridecemlineatus
ENSPCIP00000035168	ENSPCIG00000026024	Phascolarctos_cinereus	ENSPCIT00000043274
ENSEEUP00000001652	ENSEEUG00000001813	Erinaceus_europaeus
ENSPPYP00000019972	ENSPPYG00000017820	Pongo_abelii
ENSMFAP00000028288	ENSMFAG00000045505	Macaca_fascicularis
ENSCPGP00000015591	ENSCPGG00000010986	Calidris_pygmaea
ENSGAFP00000023313	ENSGAFG00000015745	Gambusia_affinis
ENSAPOP00000032972	ENSAPOG00000021243	Acanthochromis_polyacanthus
ENSMODP00000013425	ENSMODG00000010715	Monodelphis_domestica	ENSMODT00000013671
ENSCAPP00000015998	ENSCAPG00000015983	Cavia_aperea
ENSKMAP00000004063	ENSKMAG00000003102	Kryptolebias_marmoratus
ENSPMEP00000029844	ENSPMEG00000015882	Poecilia_mexicana
ENSMUSP00000113304	ENSMUSG00000005907	Mus_musculus_strain_reference_(CL57BL6)
ENSXMAP00000002872	ENSXMAG00000002844	Xiphophorus_maculatus
ENSGALP00000015313	ENSGALG00000009410	Gallus_gallus
ENSRROP00000014571	ENSRROG00000031486	Rhinopithecus_roxellana
ENSSHAP00000022356	ENSSHAG00000018923	Sarcophilus_harrisii
ENSPTEP00000029239	ENSPTEG00000028666	Piliocolobus_tephrosceles
ENSSMRP00000014534	ENSSMRG00000011319	Salvator_merianae
ENSAMEP00000002175	ENSAMEG00000002049	Ailuropoda_melanoleuca
ENSELUP00000022176	ENSELUG00000021152	Esox_lucius
ENSMGAP00000008983	ENSMGAG00000008711	Meleagris_gallopavo
ENSPREP00000006878	ENSPREG00000004750	Poecilia_reticulata
ENSCGOP00000027088	ENSCGOG00000012552	Cottoperca_gobio
ENSPEMP00000014484	ENSPEMG00000014258	Peromyscus_maniculatus_bairdii
ENSAPLP00000008300	ENSAPLG00000008576	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000012318	ENSCPUG00000008719	Calidris_pugnax
ENSNPEP00000016213	ENSNPEG00000012076	Nothoprocta_perdicaria
ENSJJAP00000024584	ENSJJAG00000023996	Jaculus_jaculus
ENSCANP00000010014	ENSCANG00000028342	Colobus_angolensis_palliatus
ENSTNIP00000020116	ENSTNIG00000016992	Tetraodon_nigroviridis
ENSOCUP00000007629	ENSOCUG00000008830	Oryctolagus_cuniculus
ENSCGRP00000015599	ENSCGRG00000011318	Cricetulus_griseus_CriGri_1.0
ENSNSUP00000008354	ENSNSUG00000006476	Notechis_scutatus
ENSJHYP00000021593	ENSJHYG00000016346	Junco_hyemalis
ENSMOCP00000012947	ENSMOCG00000012891	Microtus_ochrogaster
ENSOARP00000019656	ENSOARG00000018309	Ovis_aries
ENSGWIP00000039390	ENSGWIG00000019908	Gouania_willdenowi
ENSSLDP00000011555	ENSSLDG00000009178	Seriola_lalandi_dorsalis
ENSNLEP00000018602	ENSNLEG00000015298	Nomascus_leucogenys
ENSMICP00000020113	ENSMICG00000015105	Microcebus_murinus
ENSMZEP00005008116	ENSMZEG00005006172	Maylandia_zebra
ENSMAMP00000016862	ENSMAMG00000011417	Mastacembelus_armatus
ENSHGLP00000021034	ENSHGLG00000015029	Heterocephalus_glaber_HetGla_female_1.0
ENSPCOP00000005294	ENSPCOG00000013509	Propithecus_coquereli
ENSPVAP00000003690	ENSPVAG00000003900	Pteropus_vampyrus
ENSMAUP00000015137	ENSMAUG00000014654	Mesocricetus_auratus
ENSP00000248633	ENSG00000127980	Homo_sapiens	ENST00000248633
ENSAOCP00000022825	ENSAOCG00000008501	Amphiprion_ocellaris
ENSPVIP00000015821	ENSPVIG00000012212	Pogona_vitticeps
ENSLCAP00010016692	ENSLCAG00010007927	Lates_calcarifer
ENSBBBP00000009769	ENSBBBG00000018033	Bison_bison_bison
ENSNBRP00000013414	ENSNBRG00000010320	Neolamprologus_brichardi
ENSGAGP00000020458	ENSGAGG00000015069	Gopherus_agassizii
ENSFHEP00000025382	ENSFHEG00000007564	Fundulus_heteroclitus
ENSNGAP00000024415	ENSNGAG00000022685	Nannospalax_galili
ENSCGRP00001023202	ENSCGRG00001021494	Cricetulus_griseus_CHOK1GS_HDv1
ENSPMAP00000002772	ENSPMAG00000002539	Petromyzon_marinus
