ENSUAMP00000024388	ENSUAMG00000019065	Ursus_americanus
ENSSDAP00000001469	ENSSDAG00000001440	Spermophilus_dauricus
ENSSTOP00000021997	ENSSTOG00000020467	Ictidomys_tridecemlineatus
ENSMMMP00000023040	ENSMMMG00000020185	Marmota_marmota_marmota
ENSUPAP00010020639	ENSUPAG00010016339	Urocitellus_parryii
ENSOCUP00000023286	ENSOCUG00000023346	Oryctolagus_cuniculus
ENSSBOP00000030527	ENSSBOG00000031539	Saimiri_boliviensis_boliviensis
ENSCCAP00000015200	ENSCCAG00000025395	Cebus_capucinus_imitator
ENSPTRP00000060701	ENSPTRG00000044668	Pan_troglodytes
ENSPPAP00000011304	ENSPPAG00000028868	Pan_paniscus
ENSP00000306565	ENSG00000172183	Homo_sapiens
ENSGGOP00000010111	ENSGGOG00000010365	Gorilla_gorilla
ENSPPYP00000007665	ENSPPYG00000006756	Pongo_abelii
ENSNLEP00000034520	ENSNLEG00000033379	Nomascus_leucogenys
ENSRBIP00000035743	ENSRBIG00000041506	Rhinopithecus_bieti
ENSRROP00000040067	ENSRROG00000043326	Rhinopithecus_roxellana
ENSPTEP00000000727	ENSPTEG00000000849	Piliocolobus_tephrosceles
ENSCANP00000018317	ENSCANG00000032616	Colobus_angolensis_palliatus
ENSPANP00000045604	ENSPANG00000034658	Papio_anubis
ENSTGEP00000009940	ENSTGEG00000008176	Theropithecus_gelada
ENSCATP00000039780	ENSCATG00000042494	Cercocebus_atys
ENSCSAP00000013230	ENSCSAG00000017194	Chlorocebus_sabaeus
ENSMLEP00000029102	ENSMLEG00000038761	Mandrillus_leucophaeus
ENSMFAP00000018540	ENSMFAG00000032331	Macaca_fascicularis
ENSMNEP00000011977	ENSMNEG00000030310	Macaca_nemestrina
ENSCJAP00000057018	ENSCJAG00000034923	Callithrix_jacchus
ENSANAP00000010090	ENSANAG00000023023	Aotus_nancymaae
ENSMMUP00000033295	ENSMMUG00000007669	Macaca_mulatta
ENSTSYP00000018102	ENSTSYG00000030528	Carlito_syrichta
ENSPSMP00000007476	ENSPSMG00000005554	Prolemur_simus
ENSPCOP00000008828	ENSPCOG00000015727	Propithecus_coquereli
ENSMICP00000029562	ENSMICG00000027508	Microcebus_murinus
ENSOGAP00000004240	ENSOGAG00000004742	Otolemur_garnettii
ENSDNOP00000021272	ENSDNOG00000049229	Dasypus_novemcinctus
ENSPCIP00000007632	ENSPCIG00000006405	Phascolarctos_cinereus
ENSVURP00010009623	ENSVURG00010007455	Vombatus_ursinus
ENSSHAP00000020098	ENSSHAG00000017049	Sarcophilus_harrisii
ENSMODP00000024433	ENSMODG00000019583	Monodelphis_domestica
ENSOANP00000010186	ENSOANG00000006380	Ornithorhynchus_anatinus
ENSGAGP00000018298	ENSGAGG00000013542	Gopherus_agassizii
ENSCABP00000002559	ENSCABG00000001989	Chelonoidis_abingdonii
ENSSPUP00000015609	ENSSPUG00000012061	Sphenodon_punctatus
ENSCMIP00000021637	ENSCMIG00000009840	Callorhinchus_milii
ENSPMAP00000001728	ENSPMAG00000001569	Petromyzon_marinus
ENSEBUP00000016671	ENSEBUG00000010461	Eptatretus_burgeri
ENSPVIP00000005223	ENSPVIG00000004251	Pogona_vitticeps
ENSNSUP00000014598	ENSNSUG00000010813	Notechis_scutatus
ENSSMRP00000028967	ENSSMRG00000022297	Salvator_merianae
ENSSPUP00000015600	ENSSPUG00000012053	Sphenodon_punctatus
ENSAOWP00000004114	ENSAOWG00000002885	Apteryx_owenii	ENSAOWT00000004709
ENSARWP00000002759	ENSARWG00000002072	Apteryx_rowi	ENSARWT00000003215
ENSAHAP00000007129	ENSAHAG00000005354	Apteryx_haastii	ENSAHAT00000007946
ENSDNVP00000008184	ENSDNVG00000005822	Dromaius_novaehollandiae	ENSDNVT00000009887
ENSNPEP00000018386	ENSNPEG00000013695	Nothoprocta_perdicaria	ENSNPET00000018857
ENSCCEP00000011856	ENSCCEG00000011508	Cyanistes_caeruleus
ENSLSDP00000024812	ENSLSDG00000017392	Lonchura_striata_domestica
ENSLCOP00000021007	ENSLCOG00000014867	Lepidothrix_coronata
ENSCPUP00000027840	ENSCPUG00000018743	Calidris_pugnax
ENSCPGP00000014380	ENSCPGG00000010179	Calidris_pygmaea
ENSMUNP00000005469	ENSMUNG00000004503	Melopsittacus_undulatus
ENSGALP00000069486	ENSGALG00000044204	Gallus_gallus
ENSCJPP00005026134	ENSCJPG00005020390	Coturnix_japonica
ENSMGAP00000008981	ENSMGAG00000008752	Meleagris_gallopavo
ENSNMEP00000027563	ENSNMEG00000023054	Numida_meleagris
ENSAPLP00000006068	ENSAPLG00000006478	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005024433	ENSCPRG00005016992	Crocodylus_porosus
ENSCABP00000002562	ENSCABG00000001990	Chelonoidis_abingdonii
ENSSCAP00000000418	ENSSCAG00000000359	Serinus_canaria
ENSLCOP00000008396	ENSLCOG00000006155	Lepidothrix_coronata
ENSACAP00000013626	ENSACAG00000013905	Anolis_carolinensis
ENSXETP00000051199	ENSXETG00000019732	Xenopus_tropicalis
ENSLACP00000020873	ENSLACG00000018339	Latimeria_chalumnae
ENSCMIP00000021639	ENSCMIG00000009844	Callorhinchus_milii
ENSONIP00000001920	ENSONIG00000001534	Oreochromis_niloticus
ENSGWIP00000037253	ENSGWIG00000019147	Gouania_willdenowi
ENSFHEP00000006647	ENSFHEG00000007702	Fundulus_heteroclitus
ENSTRUP00000052092	ENSTRUG00000021768	Takifugu_rubripes
ENSGACP00000023472	ENSGACG00000017765	Gasterosteus_aculeatus
ENSHCOP00000011141	ENSHCOG00000013913	Hippocampus_comes
ENSDARP00000137892	ENSDARG00000102266	Danio_rerio
ENSCHAP00000029195	ENSCHAG00000014051	Clupea_harengus
ENSDCDP00000043846	ENSDCDG00000027967	Denticeps_clupeoides
ENSAMXP00005034565	ENSAMXG00005016660	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000036600	ENSAMXG00000041093	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000016184	ENSPNAG00000022301	Pygocentrus_nattereri
ENSEEEP00000045976	ENSEEEG00000021661	Electrophorus_electricus
ENSIPUP00000004734	ENSIPUG00000003320	Ictalurus_punctatus
ENSDARP00000128266	ENSDARG00000079783	Danio_rerio
ENSTNIP00000013296	ENSTNIG00000010389	Tetraodon_nigroviridis
ENSTRUP00000040025	ENSTRUG00000015658	Takifugu_rubripes
ENSBSLP00000003024	ENSBSLG00000001708	Betta_splendens
ENSKMAP00000008900	ENSKMAG00000006695	Kryptolebias_marmoratus
ENSGWIP00000003604	ENSGWIG00000001952	Gouania_willdenowi
ENSPRNP00000046812	ENSPRNG00000022554	Parambassis_ranga
ENSLBEP00000005820	ENSLBEG00000004494	Labrus_bergylta
ENSMMOP00000025040	ENSMMOG00000019013	Mola_mola
ENSGACP00000009338	ENSGACG00000007047	Gasterosteus_aculeatus
ENSPMEP00000014482	ENSPMEG00000016899	Poecilia_mexicana
ENSPFOP00000003185	ENSPFOG00000003318	Poecilia_formosa
ENSPLAP00000021826	ENSPLAG00000005932	Poecilia_latipinna
ENSPREP00000008700	ENSPREG00000005954	Poecilia_reticulata
ENSXMAP00000013090	ENSXMAG00000013066	Xiphophorus_maculatus
ENSGAFP00000008355	ENSGAFG00000005685	Gambusia_affinis
ENSFHEP00000032265	ENSFHEG00000018658	Fundulus_heteroclitus
ENSCVAP00000024907	ENSCVAG00000009300	Cyprinodon_variegatus
ENSORLP00015031696	ENSORLG00015016089	Oryzias_latipes_ASM223469v1
ENSORLP00020001604	ENSORLG00020002307	Oryzias_latipes_ASM223471v1
ENSORLP00000033109	ENSORLG00000029585	Oryzias_latipes_ASM223467v1
ENSOMEP00000023718	ENSOMEG00000003990	Oryzias_melastigma
ENSPMGP00000026324	ENSPMGG00000021232	Periophthalmus_magnuspinnatus
ENSLCRP00005010159	ENSLCRG00005004666	Larimichthys_crocea
ENSSMAP00000007295	ENSSMAG00000004520	Scophthalmus_maximus
ENSMALP00000024001	ENSMALG00000016734	Monopterus_albus
ENSAPEP00000016777	ENSAPEG00000012004	Amphiprion_percula
ENSAOCP00000024896	ENSAOCG00000002636	Amphiprion_ocellaris
ENSAPOP00000006828	ENSAPOG00000008681	Acanthochromis_polyacanthus
ENSSPAP00000027250	ENSSPAG00000020558	Stegastes_partitus
ENSACLP00000034545	ENSACLG00000023402	Astatotilapia_calliptera
ENSHBUP00000006920	ENSHBUG00000008380	Haplochromis_burtoni
ENSMZEP00005015570	ENSMZEG00005011688	Maylandia_zebra
ENSPNYP00000013463	ENSPNYG00000010204	Pundamilia_nyererei
ENSNBRP00000021504	ENSNBRG00000016499	Neolamprologus_brichardi
ENSONIP00000019660	ENSONIG00000015622	Oreochromis_niloticus
ENSACIP00000015512	ENSACIG00000012040	Amphilophus_citrinellus
ENSCGOP00000009478	ENSCGOG00000004872	Cottoperca_gobio
ENSATEP00000031500	ENSATEG00000021719	Anabas_testudineus
ENSMAMP00000034314	ENSMAMG00000023057	Mastacembelus_armatus
ENSSLDP00000003592	ENSSLDG00000002860	Seriola_lalandi_dorsalis
ENSSLDP00000004191	ENSSLDG00000003333	Seriola_lalandi_dorsalis
ENSSDUP00000000385	ENSSDUG00000000366	Seriola_dumerili
ENSLCAP00010055185	ENSLCAG00010025752	Lates_calcarifer
ENSCSEP00000001108	ENSCSEG00000000768	Cynoglossus_semilaevis
ENSGMOP00000001302	ENSGMOG00000001258	Gadus_morhua
ENSHHUP00000063332	ENSHHUG00000037426	Hucho_hucho
ENSHHUP00000081985	ENSHHUG00000047644	Hucho_hucho
ENSELUP00000001683	ENSELUG00000003116	Esox_lucius
ENSSFOP00015028763	ENSSFOG00015018481	Scleropages_formosus
ENSPKIP00000036713	ENSPKIG00000015180	Paramormyrops_kingsleyae
ENSLOCP00000017533	ENSLOCG00000014240	Lepisosteus_oculatus
ENSECRP00000032614	ENSECRG00000022100	Erpetoichthys_calabaricus
ENSPMAP00000000637	ENSPMAG00000000577	Petromyzon_marinus
ENSEBUP00000015328	ENSEBUG00000009658	Eptatretus_burgeri
ENSPMGP00000015766	ENSPMGG00000012916	Periophthalmus_magnuspinnatus
ENSHCOP00000006453	ENSHCOG00000008259	Hippocampus_comes
ENSCINP00000009152	ENSCING00000004431	Ciona_intestinalis
