ENSBSLP00000031872	ENSBSLG00000015688	Betta_splendens
ENSRROP00000010127	ENSRROG00000029476	Rhinopithecus_roxellana
ENSPMEP00000025173	ENSPMEG00000007995	Poecilia_mexicana
ENSCMIP00000020157	ENSCMIG00000009319	Callorhinchus_milii
ENSPRNP00000018492	ENSPRNG00000009737	Parambassis_ranga
ENSCGOP00000041957	ENSCGOG00000018977	Cottoperca_gobio
ENSMFAP00000036750	ENSMFAG00000042912	Macaca_fascicularis
ENSCINP00000006425	ENSCING00000013190	Ciona_intestinalis
ENSACIP00000017589	ENSACIG00000013726	Amphilophus_citrinellus
ENSUMAP00000011841	ENSUMAG00000008863	Ursus_maritimus
ENSFHEP00000032067	ENSFHEG00000018343	Fundulus_heteroclitus
ENSKMAP00000019625	ENSKMAG00000014612	Kryptolebias_marmoratus
ENSCLAP00000017979	ENSCLAG00000012332	Chinchilla_lanigera
ENSODEP00000021989	ENSODEG00000016159	Octodon_degus
ENSFCAP00000005665	ENSFCAG00000006096	Felis_catus
ENSOMEP00000015926	ENSOMEG00000017573	Oryzias_melastigma
MGP_PahariEiJ_P0017208	MGP_PahariEiJ_G0013125	Mus_pahari_strain_PAHARI_EIJ
ENSORLP00000045117	ENSORLG00000026752	Oryzias_latipes_ASM223467v1
ENSCGRP00000006561	ENSCGRG00000004800	Cricetulus_griseus_CriGri_1.0
ENSMSIP00000019550	ENSMSIG00000016637	Mus_spicilegus
ENSMZEP00005021077	ENSMZEG00005015810	Maylandia_zebra
ENSSPUP00000005606	ENSSPUG00000004327	Sphenodon_punctatus	ENSSPUT00000005961
ENSLCAP00010004081	ENSLCAG00010002081	Lates_calcarifer
ENSPNYP00000004735	ENSPNYG00000003689	Pundamilia_nyererei
ENSLAFP00000005981	ENSLAFG00000007114	Loxodonta_africana
ENSOCUP00000001896	ENSOCUG00000002200	Oryctolagus_cuniculus
ENSNMEP00000010384	ENSNMEG00000009862	Numida_meleagris
ENSMVIP00005009585	ENSMVIG00005007060	Manacus_vitellinus
FBpp0084776	FBgn0039650	Drosophila_melanogaster
ZK909.3.1	WBGene00014148	Caenorhabditis_elegans_strain_N2
ENSPPAP00000033557	ENSPPAG00000039645	Pan_paniscus
ENSPVIP00000014359	ENSPVIG00000011092	Pogona_vitticeps	ENSPVIT00000017989
ENSCCAP00000037636	ENSCCAG00000036662	Cebus_capucinus_imitator
ENSSTOP00000013297	ENSSTOG00000014848	Ictidomys_tridecemlineatus
ENSVPAP00000011662	ENSVPAG00000012544	Vicugna_pacos
ENSSLDP00000002351	ENSSLDG00000001915	Seriola_lalandi_dorsalis
ENSTSYP00000032444	ENSTSYG00000029190	Carlito_syrichta
ENSMUSP00000032747	ENSMUSG00000030532	Mus_musculus_strain_reference_(CL57BL6)
ENSGMOP00000003694	ENSGMOG00000003503	Gadus_morhua
ENSCVAP00000021852	ENSCVAG00000004168	Cyprinodon_variegatus
ENSGGOP00000031815	ENSGGOG00000008199	Gorilla_gorilla
ENSLBEP00000034488	ENSLBEG00000025928	Labrus_bergylta
ENSORLP00020025326	ENSORLG00020007205	Oryzias_latipes_ASM223471v1
ENSMPUP00000015585	ENSMPUG00000015694	Mustela_putorius_furo
ENSSHAP00000012756	ENSSHAG00000010917	Sarcophilus_harrisii
ENSPTRP00000091041	ENSPTRG00000007464	Pan_troglodytes
ENSAMXP00005024311	ENSAMXG00005012413	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPMJP00000015859	ENSPMJG00000012013	Parus_major
ENSCCNP00000015292	ENSCCNG00000015695	Castor_canadensis
ENSDCDP00000044700	ENSDCDG00000028335	Denticeps_clupeoides
ENSAPEP00000000245	ENSAPEG00000000182	Amphiprion_percula
ENSEASP00005009375	ENSEASG00005006697	Equus_asinus_asinus
ENSPVAP00000014783	ENSPVAG00000015677	Pteropus_vampyrus
ENSGWIP00000034493	ENSGWIG00000017848	Gouania_willdenowi
ENSDARP00000033279	ENSDARG00000020473	Danio_rerio
ENSIPUP00000033811	ENSIPUG00000022722	Ictalurus_punctatus
ENSVURP00010008960	ENSVURG00010006935	Vombatus_ursinus
ENSAPOP00000006779	ENSAPOG00000008637	Acanthochromis_polyacanthus
ENSHGLP00000017064	ENSHGLG00000012218	Heterocephalus_glaber_HetGla_female_1.0
ENSJHYP00000021882	ENSJHYG00000016538	Junco_hyemalis
MGP_SPRETEiJ_P0083708	MGP_SPRETEiJ_G0031005	Mus_spretus_strain_SPRET/EiJ
ENSCCAP00000000923	ENSCCAG00000005575	Cebus_capucinus_imitator
ENSUAMP00000026231	ENSUAMG00000020347	Ursus_americanus
ENSLACP00000018589	ENSLACG00000016369	Latimeria_chalumnae
ENSOPRP00000010776	ENSOPRG00000011818	Ochotona_princeps
ENSCSEP00000014768	ENSCSEG00000009501	Cynoglossus_semilaevis
ENSLSDP00000014019	ENSLSDG00000010129	Lonchura_striata_domestica
ENSPPRP00000015648	ENSPPRG00000008187	Panthera_pardus
ENSBMUP00000009574	ENSBMUG00000007452	Bos_mutus
ENSACLP00000011898	ENSACLG00000008144	Astatotilapia_calliptera
ENSCPGP00000011298	ENSCPGG00000008051	Calidris_pygmaea
ENSMLUP00000021714	ENSMLUG00000028137	Myotis_lucifugus
ENSCABP00000013500	ENSCABG00000010127	Chelonoidis_abingdonii	ENSCABT00000014814
ENSEBUP00000023857	ENSEBUG00000014701	Eptatretus_burgeri
ENSAOWP00000011894	ENSAOWG00000008161	Apteryx_owenii
ENSPSMP00000016349	ENSPSMG00000011647	Prolemur_simus
ENSEEUP00000004904	ENSEEUG00000005416	Erinaceus_europaeus
ENSARWP00000020470	ENSARWG00000014016	Apteryx_rowi
ENSVVUP00000008593	ENSVVUG00000006447	Vulpes_vulpes
ENSXCOP00000003558	ENSXCOG00000002804	Xiphophorus_couchianus
ENSPANP00000013377	ENSPANG00000006975	Papio_anubis
ENSBIXP00005037300	ENSBIXG00005019122	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSP00000377814	ENSG00000184508	Homo_sapiens
ENSNLEP00000025074	ENSNLEG00000034968	Nomascus_leucogenys
ENSTGUP00000010364	ENSTGUG00000010050	Taeniopygia_guttata
ENSSBOP00000037900	ENSSBOG00000035028	Saimiri_boliviensis_boliviensis
ENSMUGP00000011500	ENSMUGG00000010064	Meriones_unguiculatus
ENSACAP00000015729	ENSACAG00000016009	Anolis_carolinensis	ENSACAT00000016045
ENSOARP00000013397	ENSOARG00000012506	Ovis_aries
ENSCJAP00000017717	ENSCJAG00000009674	Callithrix_jacchus
ENSCGRP00001008258	ENSCGRG00001010568	Cricetulus_griseus_CHOK1GS_HDv1
ENSHGLP00100017499	ENSHGLG00100012910	Heterocephalus_glaber_HetGla_1.0
ENSGALP00000061006	ENSGALG00000044375	Gallus_gallus
ENSCATP00000010522	ENSCATG00000029539	Cercocebus_atys
ENSTTRP00000007475	ENSTTRG00000007902	Tursiops_truncatus
ENSCANP00000007341	ENSCANG00000024091	Colobus_angolensis_palliatus
ENSAOCP00000030510	ENSAOCG00000021523	Amphiprion_ocellaris
ENSSDAP00000003713	ENSSDAG00000003504	Spermophilus_dauricus
ENSCPOP00000001598	ENSCPOG00000001767	Cavia_porcellus
ENSPREP00000026713	ENSPREG00000018035	Poecilia_reticulata
ENSMMUP00000072476	ENSMMUG00000062217	Macaca_mulatta
ENSNBRP00000013652	ENSNBRG00000010585	Neolamprologus_brichardi
ENSELUP00000026779	ENSELUG00000002773	Esox_lucius
ENSORLP00015028001	ENSORLG00015010379	Oryzias_latipes_ASM223469v1
ENSUPAP00010019220	ENSUPAG00010015221	Urocitellus_parryii
ENSAHAP00000003186	ENSAHAG00000002550	Apteryx_haastii
ENSGAFP00000026030	ENSGAFG00000017564	Gambusia_affinis
ENSHHUP00000060894	ENSHHUG00000036098	Hucho_hucho
ENSNGAP00000000567	ENSNGAG00000000437	Nannospalax_galili
ENSBIXP00000008329	ENSBIXG00000014196	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSHHUP00000066703	ENSHHUG00000039338	Hucho_hucho
ENSPTIP00000022066	ENSPTIG00000019000	Panthera_tigris_altaica
