ENSSFOP00015020660	ENSSFOG00015013252	Scleropages_formosus	ENSSFOT00015020894
ENSPKIP00000037865	ENSPKIG00000015885	Paramormyrops_kingsleyae	ENSPKIT00000018846
ENSPKIP00000037625	ENSPKIG00000015699	Paramormyrops_kingsleyae	ENSPKIT00000018597
ENSDCDP00000011963	ENSDCDG00000007010	Denticeps_clupeoides	ENSDCDT00000014148
ENSDCDP00000001416	ENSDCDG00000000723	Denticeps_clupeoides	ENSDCDT00000001544
ENSCHAP00000005137	ENSCHAG00000002317	Clupea_harengus	ENSCHAT00000005858
ENSPNAP00000036657	ENSPNAG00000027824	Pygocentrus_nattereri	ENSPNAT00000031563
ENSGMOP00000008050	ENSGMOG00000007519	Gadus_morhua
ENSCPRP00005011855	ENSCPRG00005008447	Crocodylus_porosus
ENSGAGP00000027347	ENSGAGG00000019882	Gopherus_agassizii
ENSCABP00000002396	ENSCABG00000001865	Chelonoidis_abingdonii
ENSCPBP00000040031	ENSCPBG00000027535	Chrysemys_picta_bellii
ENSPSIP00000004452	ENSPSIG00000004177	Pelodiscus_sinensis
ENSSMRP00000025049	ENSSMRG00000019372	Salvator_merianae
ENSACAP00000003087	ENSACAG00000003038	Anolis_carolinensis
ENSPVIP00000029019	ENSPVIG00000021438	Pogona_vitticeps
ENSNSUP00000006550	ENSNSUG00000005138	Notechis_scutatus
ENSSPUP00000009940	ENSSPUG00000007604	Sphenodon_punctatus
ENSLAFP00000006544	ENSLAFG00000007795	Loxodonta_africana
ENSPCAP00000013362	ENSPCAG00000014230	Procavia_capensis
ENSETEP00000001058	ENSETEG00000001315	Echinops_telfairi
ENSCHOP00000010375	ENSCHOG00000011724	Choloepus_hoffmanni
ENSDNOP00000007103	ENSDNOG00000009158	Dasypus_novemcinctus
ENSHGLP00000001015	ENSHGLG00000000816	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025101	ENSHGLG00100018421	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000019892	ENSHGLG00000014246	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100010139	ENSHGLG00100007537	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000000334	ENSHGLG00000000317	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000026638	ENSHGLG00000018949	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001614	ENSHGLG00100001261	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022681	ENSFDAG00000021016	Fukomys_damarensis
ENSODEP00000003060	ENSODEG00000002349	Octodon_degus
ENSODEP00000007591	ENSODEG00000005662	Octodon_degus
ENSODEP00000001095	ENSODEG00000000871	Octodon_degus
ENSCLAP00000008803	ENSCLAG00000006153	Chinchilla_lanigera
ENSCPOP00000002050	ENSCPOG00000002259	Cavia_porcellus
ENSCAPP00000013040	ENSCAPG00000013747	Cavia_aperea
ENSSDAP00000020776	ENSSDAG00000018893	Spermophilus_dauricus
ENSSTOP00000026905	ENSSTOG00000010683	Ictidomys_tridecemlineatus
ENSUPAP00010000877	ENSUPAG00010000746	Urocitellus_parryii
ENSMMMP00000001414	ENSMMMG00000001227	Marmota_marmota_marmota
ENSCCNP00000029738	ENSCCNG00000028496	Castor_canadensis
ENSDORP00000003245	ENSDORG00000003466	Dipodomys_ordii
ENSMUSP00000044361	ENSMUSG00000031715	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000033566	ENSMSIG00000028055	Mus_spicilegus
MGP_SPRETEiJ_P0088614	MGP_SPRETEiJ_G0032376	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0053408	MGP_PahariEiJ_G0022862	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000024568	ENSRNOG00000018149	Rattus_norvegicus
ENSRNOP00000029841	ENSRNOG00000021584	Rattus_norvegicus
ENSMUGP00000006027	ENSMUGG00000005521	Meriones_unguiculatus
ENSMOCP00000018807	ENSMOCG00000016986	Microtus_ochrogaster
ENSMOCP00000011869	ENSMOCG00000012133	Microtus_ochrogaster
ENSPEMP00000005668	ENSPEMG00000008060	Peromyscus_maniculatus_bairdii
ENSCGRP00001011005	ENSCGRG00001012719	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015012971	ENSCGRG00015009927	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000001903	ENSCGRG00000001417	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000016929	ENSMAUG00000015902	Mesocricetus_auratus
ENSNGAP00000000572	ENSNGAG00000000441	Nannospalax_galili
ENSJJAP00000011737	ENSJJAG00000014965	Jaculus_jaculus
ENSOCUP00000011238	ENSOCUG00000013042	Oryctolagus_cuniculus
ENSOPRP00000013182	ENSOPRG00000014427	Ochotona_princeps
ENSTBEP00000014321	ENSTBEG00000016448	Tupaia_belangeri
ENSPTRP00000028278	ENSPTRG00000016472	Pan_troglodytes
ENSPPAP00000010646	ENSPPAG00000028523	Pan_paniscus
ENSGGOP00000026705	ENSGGOG00000012595	Gorilla_gorilla
ENSP00000283131	ENSG00000153147	Homo_sapiens
ENSPPYP00000016857	ENSPPYG00000015091	Pongo_abelii
ENSNLEP00000040932	ENSNLEG00000005383	Nomascus_leucogenys
ENSRBIP00000042837	ENSRBIG00000044644	Rhinopithecus_bieti
ENSRROP00000010367	ENSRROG00000029591	Rhinopithecus_roxellana
ENSCANP00000035876	ENSCANG00000041629	Colobus_angolensis_palliatus
ENSPTEP00000042766	ENSPTEG00000039014	Piliocolobus_tephrosceles
ENSCATP00000044924	ENSCATG00000044917	Cercocebus_atys
ENSMLEP00000036564	ENSMLEG00000042393	Mandrillus_leucophaeus
ENSMNEP00000016009	ENSMNEG00000031916	Macaca_nemestrina
ENSMFAP00000024439	ENSMFAG00000043649	Macaca_fascicularis
ENSMMUP00000001125	ENSMMUG00000000829	Macaca_mulatta
ENSTGEP00000014484	ENSTGEG00000011773	Theropithecus_gelada
ENSPANP00000026048	ENSPANG00000001175	Papio_anubis
ENSCSAP00000014603	ENSCSAG00000003448	Chlorocebus_sabaeus
ENSSBOP00000040567	ENSSBOG00000036257	Saimiri_boliviensis_boliviensis
ENSCJAP00000045900	ENSCJAG00000002735	Callithrix_jacchus
ENSCCAP00000018807	ENSCCAG00000027215	Cebus_capucinus_imitator
ENSANAP00000003300	ENSANAG00000019345	Aotus_nancymaae
ENSTSYP00000023229	ENSTSYG00000009954	Carlito_syrichta
ENSPCOP00000028293	ENSPCOG00000026744	Propithecus_coquereli
ENSPSMP00000024395	ENSPSMG00000017072	Prolemur_simus
ENSMICP00000020203	ENSMICG00000003971	Microcebus_murinus
ENSOGAP00000008678	ENSOGAG00000009702	Otolemur_garnettii
ENSTTRP00000002735	ENSTTRG00000002915	Tursiops_truncatus
ENSSSCP00000033279	ENSSSCG00000009047	Sus_scrofa_strain_reference
ENSCHIP00000011693	ENSCHIG00000013730	Capra_hircus
ENSCHIP00000015923	ENSCHIG00000016375	Capra_hircus
ENSOARP00000011366	ENSOARG00000010589	Ovis_aries
ENSBIXP00000029945	ENSBIXG00000011713	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005002602	ENSBIXG00005008943	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000003910	ENSBMUG00000003070	Bos_mutus
ENSBTAP00000067943	ENSBTAG00000003399	Bos_taurus
ENSBBBP00000014428	ENSBBBG00000022167	Bison_bison_bison
ENSVPAP00000008355	ENSVPAG00000008982	Vicugna_pacos
ENSUMAP00000020938	ENSUMAG00000015324	Ursus_maritimus
ENSUAMP00000030601	ENSUAMG00000023495	Ursus_americanus
ENSAMEP00000010156	ENSAMEG00000009585	Ailuropoda_melanoleuca
ENSMPUP00000009304	ENSMPUG00000009379	Mustela_putorius_furo
ENSMPUP00000009301	ENSMPUG00000009376	Mustela_putorius_furo
ENSMPUP00000009307	ENSMPUG00000009382	Mustela_putorius_furo
ENSNVIP00000010427	ENSNVIG00000008216	Neovison_vison
ENSCAFP00000011181	ENSCAFG00000007525	Canis_lupus_familiaris
ENSCAFP00020033017	ENSCAFG00020025641	Canis_lupus_dingo
ENSVVUP00000023820	ENSVVUG00000017473	Vulpes_vulpes
ENSPTIP00000025061	ENSPTIG00000020959	Panthera_tigris_altaica
ENSPPRP00000010896	ENSPPRG00000004925	Panthera_pardus
ENSFCAP00000044138	ENSFCAG00000004544	Felis_catus
ENSEASP00005006939	ENSEASG00005001866	Equus_asinus_asinus
ENSECAP00000052801	ENSECAG00000002676	Equus_caballus
ENSPVAP00000006121	ENSPVAG00000006482	Pteropus_vampyrus
ENSMLUP00000000433	ENSMLUG00000000468	Myotis_lucifugus
MGP_CAROLIEiJ_P0085106	MGP_CAROLIEiJ_G0031256	Mus_caroli_strain_CAROLI_EIJ
ENSEEUP00000012043	ENSEEUG00000013176	Erinaceus_europaeus
ENSSARP00000005018	ENSSARG00000005501	Sorex_araneus
ENSVURP00010013292	ENSVURG00010010208	Vombatus_ursinus
ENSPCIP00000004755	ENSPCIG00000003926	Phascolarctos_cinereus
ENSMEUP00000001173	ENSMEUG00000001267	Notamacropus_eugenii
ENSSHAP00000009779	ENSSHAG00000008464	Sarcophilus_harrisii
ENSMODP00000000470	ENSMODG00000000391	Monodelphis_domestica
ENSOANP00000021945	ENSOANG00000013921	Ornithorhynchus_anatinus
ENSXETP00000038079	ENSXETG00000012544	Xenopus_tropicalis
ENSLACP00000008012	ENSLACG00000007091	Latimeria_chalumnae
ENSCMIP00000039711	ENSCMIG00000016087	Callorhinchus_milii
ENSPMAP00000008832	ENSPMAG00000008026	Petromyzon_marinus
ENSPMAP00000006708	ENSPMAG00000006011	Petromyzon_marinus
ENSEBUP00000024009	ENSEBUG00000014773	Eptatretus_burgeri
