ENSPVIP00000029499	ENSPVIG00000021758	Pogona_vitticeps	ENSPVIT00000036147
ENSSPUP00000022028	ENSSPUG00000016900	Sphenodon_punctatus
ENSMPUP00000009112	ENSMPUG00000009189	Mustela_putorius_furo
ENSPTIP00000021364	ENSPTIG00000018528	Panthera_tigris_altaica
ENSPPRP00000013598	ENSPPRG00000006754	Panthera_pardus
ENSFCAP00000051296	ENSFCAG00000001955	Felis_catus
ENSEASP00005005034	ENSEASG00005003781	Equus_asinus_asinus
ENSECAP00000042975	ENSECAG00000029387	Equus_caballus
ENSPVAP00000004509	ENSPVAG00000004765	Pteropus_vampyrus
ENSMLUP00000001515	ENSMLUG00000001649	Myotis_lucifugus
ENSBIXP00000042444	ENSBIXG00000026487	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005044726	ENSBIXG00005028579	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000017071	ENSBTAG00000012850	Bos_taurus
ENSBMUP00000008450	ENSBMUG00000006611	Bos_mutus
ENSBBBP00000007863	ENSBBBG00000015880	Bison_bison_bison
ENSCHIP00000012588	ENSCHIG00000014298	Capra_hircus
ENSOARP00000008044	ENSOARG00000007494	Ovis_aries
ENSTTRP00000003809	ENSTTRG00000004048	Tursiops_truncatus
ENSSSCP00000040753	ENSSSCG00000037044	Sus_scrofa_strain_reference
ENSVPAP00000010902	ENSVPAG00000011717	Vicugna_pacos
ENSDNOP00000013502	ENSDNOG00000017421	Dasypus_novemcinctus
ENSFDAP00000004790	ENSFDAG00000013937	Fukomys_damarensis
ENSODEP00000024765	ENSODEG00000018119	Octodon_degus
ENSCGRP00001015400	ENSCGRG00001016018	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000010933	ENSMAUG00000011669	Mesocricetus_auratus
ENSCHOP00000010032	ENSCHOG00000011343	Choloepus_hoffmanni
ENSUAMP00000005163	ENSUAMG00000004631	Ursus_americanus
ENSUMAP00000020458	ENSUMAG00000014994	Ursus_maritimus
ENSETEP00000011946	ENSETEG00000014737	Echinops_telfairi
ENSOANP00000030875	ENSOANG00000031058	Ornithorhynchus_anatinus
ENSVURP00010011272	ENSVURG00010008701	Vombatus_ursinus
ENSPCIP00000007732	ENSPCIG00000006473	Phascolarctos_cinereus
ENSMEUP00000010337	ENSMEUG00000011328	Notamacropus_eugenii
ENSMODP00000023161	ENSMODG00000018564	Monodelphis_domestica
ENSSHAP00000009749	ENSSHAG00000008437	Sarcophilus_harrisii
ENSOANP00000024708	ENSOANG00000015676	Ornithorhynchus_anatinus
