ENSTGUP00000012855	ENSTGUG00000012487	Taeniopygia_guttata
ENSETEP00000008109	ENSETEG00000009983	Echinops_telfairi
ENSDNOP00000003720	ENSDNOG00000004816	Dasypus_novemcinctus
ENSCHOP00000008499	ENSCHOG00000009603	Choloepus_hoffmanni
ENSHGLP00100004252	ENSHGLG00100003229	Heterocephalus_glaber_HetGla_1.0
ENSCPOP00000010062	ENSCPOG00000011192	Cavia_porcellus
ENSUAMP00000019968	ENSUAMG00000015776	Ursus_americanus
ENSCAFP00020022814	ENSCAFG00020018004	Canis_lupus_dingo
ENSSDAP00000002262	ENSSDAG00000002159	Spermophilus_dauricus
ENSMUGP00000012511	ENSMUGG00000010879	Meriones_unguiculatus
ENSCHIP00000024122	ENSCHIG00000021434	Capra_hircus
ENSBMUP00000004707	ENSBMUG00000003594	Bos_mutus
ENSMPUP00000004699	ENSMPUG00000004736	Mustela_putorius_furo
ENSGAGP00000029695	ENSGAGG00000021434	Gopherus_agassizii
ENSCABP00000025513	ENSCABG00000018765	Chelonoidis_abingdonii
ENSCPBP00000032093	ENSCPBG00000022396	Chrysemys_picta_bellii
ENSAHAP00000013867	ENSAHAG00000009971	Apteryx_haastii
ENSARWP00000023640	ENSARWG00000016115	Apteryx_rowi
ENSZALP00000001225	ENSZALG00000001262	Zonotrichia_albicollis
ENSLCOP00000006629	ENSLCOG00000004927	Lepidothrix_coronata
ENSLACP00000014895	ENSLACG00000013108	Latimeria_chalumnae
ENSECRP00000026743	ENSECRG00000018063	Erpetoichthys_calabaricus
ENSLOCP00000013847	ENSLOCG00000011264	Lepisosteus_oculatus
ENSCMIP00000020499	ENSCMIG00000009442	Callorhinchus_milii
