ENSPMAP00000003006	ENSPMAG00000002752	Petromyzon_marinus	ENSPMAT00000003021
ENSEBUP00000006859	ENSEBUG00000004513	Eptatretus_burgeri	ENSEBUT00000007323
ENSCLAP00000015109	ENSCLAG00000010414	Chinchilla_lanigera
ENSBSLP00000009867	ENSBSLG00000004782	Betta_splendens
ENSCSEP00000033705	ENSCSEG00000021625	Cynoglossus_semilaevis
ENSAOCP00000015349	ENSAOCG00000020165	Amphiprion_ocellaris
ENSAPEP00000000439	ENSAPEG00000000333	Amphiprion_percula
ENSAPOP00000031166	ENSAPOG00000018288	Acanthochromis_polyacanthus
ENSSPAP00000009906	ENSSPAG00000007551	Stegastes_partitus
ENSPRNP00000036884	ENSPRNG00000018413	Parambassis_ranga
ENSMALP00000009863	ENSMALG00000007003	Monopterus_albus
ENSMAMP00000032378	ENSMAMG00000021777	Mastacembelus_armatus
ENSATEP00000032873	ENSATEG00000022647	Anabas_testudineus
ENSLCRP00005040377	ENSLCRG00005015582	Larimichthys_crocea
ENSLBEP00000005245	ENSLBEG00000004029	Labrus_bergylta
ENSCGOP00000010667	ENSCGOG00000005357	Cottoperca_gobio
ENSSDUP00000030609	ENSSDUG00000022042	Seriola_dumerili
ENSSLDP00000022815	ENSSLDG00000017782	Seriola_lalandi_dorsalis
ENSLCAP00010011743	ENSLCAG00010005562	Lates_calcarifer
ENSORLP00000002620	ENSORLG00000002104	Oryzias_latipes_ASM223467v1
ENSORLP00020011207	ENSORLG00020012162	Oryzias_latipes_ASM223471v1
ENSORLP00015004389	ENSORLG00015005152	Oryzias_latipes_ASM223469v1
ENSOMEP00000033354	ENSOMEG00000019325	Oryzias_melastigma
ENSSMAP00000014005	ENSSMAG00000008590	Scophthalmus_maximus
ENSACLP00000035972	ENSACLG00000024351	Astatotilapia_calliptera
ENSPNYP00000019000	ENSPNYG00000014347	Pundamilia_nyererei
ENSHBUP00000007617	ENSHBUG00000009121	Haplochromis_burtoni
ENSMZEP00005031089	ENSMZEG00005023180	Maylandia_zebra
ENSNBRP00000006567	ENSNBRG00000005149	Neolamprologus_brichardi
ENSONIP00000012356	ENSONIG00000009834	Oreochromis_niloticus
ENSACIP00000008610	ENSACIG00000006731	Amphilophus_citrinellus
ENSFHEP00000010106	ENSFHEG00000011370	Fundulus_heteroclitus
ENSCVAP00000009777	ENSCVAG00000011895	Cyprinodon_variegatus
ENSPFOP00000013360	ENSPFOG00000013333	Poecilia_formosa
ENSPLAP00000018304	ENSPLAG00000022948	Poecilia_latipinna
ENSPMEP00000022301	ENSPMEG00000003044	Poecilia_mexicana
ENSPREP00000015523	ENSPREG00000010460	Poecilia_reticulata
ENSXMAP00000018143	ENSXMAG00000018110	Xiphophorus_maculatus
ENSGAFP00000017114	ENSGAFG00000011566	Gambusia_affinis
ENSXCOP00000024156	ENSXCOG00000018036	Xiphophorus_couchianus
ENSKMAP00000012161	ENSKMAG00000009128	Kryptolebias_marmoratus
ENSTRUP00000048218	ENSTRUG00000007733	Takifugu_rubripes
ENSTNIP00000017968	ENSTNIG00000014923	Tetraodon_nigroviridis
ENSGWIP00000020355	ENSGWIG00000011026	Gouania_willdenowi
ENSHCOP00000006747	ENSHCOG00000008597	Hippocampus_comes
ENSPMGP00000008187	ENSPMGG00000006781	Periophthalmus_magnuspinnatus
ENSGMOP00000014550	ENSGMOG00000013601	Gadus_morhua
ENSHHUP00000026439	ENSHHUG00000016741	Hucho_hucho
ENSHHUP00000005745	ENSHHUG00000003513	Hucho_hucho
ENSELUP00000020774	ENSELUG00000019936	Esox_lucius
ENSSFOP00015000771	ENSSFOG00015000553	Scleropages_formosus
ENSPKIP00000039706	ENSPKIG00000016952	Paramormyrops_kingsleyae
ENSECRP00000016460	ENSECRG00000010961	Erpetoichthys_calabaricus
FBpp0084903	FBgn0039696	Drosophila_melanogaster
T28F4.4b.1	WBGene00012139	Caenorhabditis_elegans_strain_N2
