F35D6.1a.1	WBGene00001411	Caenorhabditis_elegans_strain_N2	F35D6.1a.1
FBpp0082855	FBgn0038488	Drosophila_melanogaster	FBtr0083414
ENSPMAP00000009553	ENSPMAG00000008675	Petromyzon_marinus	ENSPMAT00000009593
ENSEBUP00000000895	ENSEBUG00000000907	Eptatretus_burgeri	ENSEBUT00000001205
ENSGALP00000042401	ENSGALG00000028906	Gallus_gallus
ENSP00000307298	ENSG00000169018	Homo_sapiens
ENSPPYP00000007474	ENSPPYG00000006592	Pongo_abelii
ENSNLEP00000038017	ENSNLEG00000013213	Nomascus_leucogenys
ENSCANP00000001686	ENSCANG00000006463	Colobus_angolensis_palliatus
ENSPTEP00000033503	ENSPTEG00000031989	Piliocolobus_tephrosceles
ENSRBIP00000011900	ENSRBIG00000029847	Rhinopithecus_bieti
ENSRROP00000013272	ENSRROG00000030899	Rhinopithecus_roxellana
ENSMFAP00000042539	ENSMFAG00000040037	Macaca_fascicularis
ENSMNEP00000019241	ENSMNEG00000033491	Macaca_nemestrina
ENSMMUP00000010895	ENSMMUG00000008311	Macaca_mulatta
ENSMLEP00000014855	ENSMLEG00000031589	Mandrillus_leucophaeus
ENSTGEP00000032099	ENSTGEG00000025673	Theropithecus_gelada
ENSCATP00000044397	ENSCATG00000044684	Cercocebus_atys
ENSPANP00000014175	ENSPANG00000016581	Papio_anubis
ENSCCAP00000010257	ENSCCAG00000022866	Cebus_capucinus_imitator
ENSSBOP00000028056	ENSSBOG00000030419	Saimiri_boliviensis_boliviensis
ENSCJAP00000004073	ENSCJAG00000002264	Callithrix_jacchus
ENSANAP00000037003	ENSANAG00000036003	Aotus_nancymaae
ENSPSMP00000002699	ENSPSMG00000002150	Prolemur_simus
ENSPCOP00000031590	ENSPCOG00000028566	Propithecus_coquereli
ENSNGAP00000022895	ENSNGAG00000021620	Nannospalax_galili
ENSMMMP00000006325	ENSMMMG00000005671	Marmota_marmota_marmota
ENSMMMP00000004418	ENSMMMG00000004018	Marmota_marmota_marmota
ENSUPAP00010022333	ENSUPAG00010017736	Urocitellus_parryii
ENSSTOP00000013912	ENSSTOG00000015544	Ictidomys_tridecemlineatus
ENSSDAP00000017379	ENSSDAG00000015764	Spermophilus_dauricus
ENSEASP00005008720	ENSEASG00005006255	Equus_asinus_asinus
ENSVPAP00000001830	ENSVPAG00000001983	Vicugna_pacos
ENSNVIP00000020065	ENSNVIG00000015730	Neovison_vison
ENSMPUP00000000264	ENSMPUG00000000266	Mustela_putorius_furo
ENSUAMP00000019501	ENSUAMG00000015428	Ursus_americanus
ENSUMAP00000016258	ENSUMAG00000011958	Ursus_maritimus
ENSAMEP00000014828	ENSAMEG00000014073	Ailuropoda_melanoleuca
ENSCAFP00020009855	ENSCAFG00020008006	Canis_lupus_dingo
ENSECAP00000013189	ENSECAG00000015587	Equus_caballus
ENSSSCP00000019736	ENSSSCG00000022419	Sus_scrofa_strain_reference
ENSPTIP00000023475	ENSPTIG00000019928	Panthera_tigris_altaica
ENSPPRP00000021099	ENSPPRG00000011995	Panthera_pardus
ENSFCAP00000046144	ENSFCAG00000045964	Felis_catus
ENSVVUP00000019878	ENSVVUG00000014718	Vulpes_vulpes
ENSLAFP00000019141	ENSLAFG00000013998	Loxodonta_africana
MGP_SPRETEiJ_P0091870	MGP_SPRETEiJ_G0033464	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000034775	ENSMUSG00000032244	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000002045	ENSMSIG00000001951	Mus_spicilegus
MGP_CAROLIEiJ_P0088249	MGP_CAROLIEiJ_G0032326	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0023894	MGP_PahariEiJ_G0015192	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000009368	ENSRNOG00000007077	Rattus_norvegicus
ENSMUGP00000006571	ENSMUGG00000006067	Meriones_unguiculatus
ENSMOCP00000005903	ENSMOCG00000005442	Microtus_ochrogaster
ENSPEMP00000030539	ENSPEMG00000028410	Peromyscus_maniculatus_bairdii
ENSCGRP00015027955	ENSCGRG00015021207	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001018874	ENSCGRG00001018487	Cricetulus_griseus_CHOK1GS_HDv1
ENSJJAP00000016989	ENSJJAG00000018686	Jaculus_jaculus
ENSCCNP00000004021	ENSCCNG00000004262	Castor_canadensis
ENSTBEP00000013913	ENSTBEG00000016028	Tupaia_belangeri
ENSOGAP00000012668	ENSOGAG00000014143	Otolemur_garnettii
ENSCLAP00000006863	ENSCLAG00000004834	Chinchilla_lanigera
ENSCPOP00000022446	ENSCPOG00000031057	Cavia_porcellus
ENSODEP00000022454	ENSODEG00000016475	Octodon_degus
ENSDORP00000025856	ENSDORG00000024760	Dipodomys_ordii
ENSOARP00000019790	ENSOARG00000018433	Ovis_aries
ENSCHIP00000027486	ENSCHIG00000023393	Capra_hircus
ENSBIXP00000020601	ENSBIXG00000023889	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005000161	ENSBIXG00005030567	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000011028	ENSBTAG00000008378	Bos_taurus
ENSBMUP00000008417	ENSBMUG00000006589	Bos_mutus
ENSBBBP00000017187	ENSBBBG00000009440	Bison_bison_bison
ENSTTRP00000015190	ENSTTRG00000016027	Tursiops_truncatus
ENSPCAP00000004305	ENSPCAG00000004621	Procavia_capensis
ENSDNOP00000009931	ENSDNOG00000012810	Dasypus_novemcinctus
ENSHGLP00100017977	ENSHGLG00100013254	Heterocephalus_glaber_HetGla_1.0
ENSODEP00000026404	ENSODEG00000019829	Octodon_degus
ENSNGAP00000014913	ENSNGAG00000016095	Nannospalax_galili
ENSOCUP00000020205	ENSOCUG00000026586	Oryctolagus_cuniculus
ENSOPRP00000013163	ENSOPRG00000014433	Ochotona_princeps
ENSTSYP00000015977	ENSTSYG00000034005	Carlito_syrichta
ENSLACP00000000775	ENSLACG00000000695	Latimeria_chalumnae
ENSCSAVP00000000396	ENSCSAVG00000000227	Ciona_savignyi
ENSCINP00000027987	ENSCING00000016010	Ciona_intestinalis
FBpp0085558	FBgn0034542	Drosophila_melanogaster
ENSCINP00000026871	ENSCING00000006394	Ciona_intestinalis
ENSCSAVP00000012431	ENSCSAVG00000007301	Ciona_savignyi
FBpp0310753	FBgn0038286	Drosophila_melanogaster
