ENSCCNP00000032969	ENSCCNG00000031240	Castor_canadensis
ENSCATP00000028389	ENSCATG00000037494	Cercocebus_atys
ENSMMUP00000011959	ENSMMUG00000009114	Macaca_mulatta
ENSMFAP00000042098	ENSMFAG00000039841	Macaca_fascicularis
ENSMNEP00000002366	ENSMNEG00000010950	Macaca_nemestrina
ENSCSAP00000016708	ENSCSAG00000001309	Chlorocebus_sabaeus
ENSRROP00000027350	ENSRROG00000037458	Rhinopithecus_roxellana
ENSPTEP00000021879	ENSPTEG00000022866	Piliocolobus_tephrosceles
ENSRBIP00000041115	ENSRBIG00000043929	Rhinopithecus_bieti
ENSCANP00000026521	ENSCANG00000036674	Colobus_angolensis_palliatus
ENSSBOP00000034926	ENSSBOG00000033613	Saimiri_boliviensis_boliviensis
ENSCCAP00000021697	ENSCCAG00000028680	Cebus_capucinus_imitator
ENSCJAP00000028743	ENSCJAG00000015580	Callithrix_jacchus
ENSANAP00000015996	ENSANAG00000025864	Aotus_nancymaae
ENSTSYP00000006571	ENSTSYG00000007180	Carlito_syrichta
ENSPCOP00000029906	ENSPCOG00000027658	Propithecus_coquereli
ENSPSMP00000000279	ENSPSMG00000000234	Prolemur_simus
ENSMICP00000006915	ENSMICG00000007594	Microcebus_murinus
ENSOGAP00000002814	ENSOGAG00000003140	Otolemur_garnettii
ENSPVAP00000004166	ENSPVAG00000004400	Pteropus_vampyrus
ENSMLUP00000015399	ENSMLUG00000016886	Myotis_lucifugus
ENSBIXP00000042599	ENSBIXG00000026578	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005012938	ENSBIXG00005017202	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000053490	ENSBTAG00000044141	Bos_taurus
ENSBMUP00000012158	ENSBMUG00000009316	Bos_mutus
ENSBBBP00000023437	ENSBBBG00000018076	Bison_bison_bison
ENSCHIP00000030575	ENSCHIG00000025272	Capra_hircus
ENSOARP00000007942	ENSOARG00000007404	Ovis_aries
ENSTTRP00000000675	ENSTTRG00000000717	Tursiops_truncatus
ENSSSCP00000035730	ENSSSCG00000003845	Sus_scrofa_strain_reference
ENSECAP00000016111	ENSECAG00000018414	Equus_caballus
ENSEASP00005021308	ENSEASG00005014589	Equus_asinus_asinus
ENSUMAP00000030839	ENSUMAG00000022276	Ursus_maritimus
ENSUAMP00000016603	ENSUAMG00000013195	Ursus_americanus
ENSAMEP00000010395	ENSAMEG00000009865	Ailuropoda_melanoleuca
ENSNVIP00000010178	ENSNVIG00000007996	Neovison_vison
ENSMPUP00000006873	ENSMPUG00000006928	Mustela_putorius_furo
ENSCAFP00000028049	ENSCAFG00000019006	Canis_lupus_familiaris
ENSCAFP00020015226	ENSCAFG00020012240	Canis_lupus_dingo
ENSVVUP00000037467	ENSVVUG00000026801	Vulpes_vulpes
ENSPTIP00000004781	ENSPTIG00000007200	Panthera_tigris_altaica
ENSPPRP00000006490	ENSPPRG00000001916	Panthera_pardus
ENSFCAP00000052186	ENSFCAG00000003985	Felis_catus
ENSCHOP00000000168	ENSCHOG00000000191	Choloepus_hoffmanni
ENSDNOP00000019747	ENSDNOG00000041656	Dasypus_novemcinctus
ENSPCAP00000011806	ENSPCAG00000012578	Procavia_capensis
ENSLAFP00000007323	ENSLAFG00000008717	Loxodonta_africana
ENSTBEP00000000509	ENSTBEG00000000499	Tupaia_belangeri
ENSEEUP00000008628	ENSEEUG00000009417	Erinaceus_europaeus
ENSETEP00000009194	ENSETEG00000011336	Echinops_telfairi
ENSOPRP00000014700	ENSOPRG00000016068	Ochotona_princeps
ENSVURP00010009448	ENSVURG00010007307	Vombatus_ursinus
ENSPCIP00000024087	ENSPCIG00000018196	Phascolarctos_cinereus
ENSMEUP00000002136	ENSMEUG00000002336	Notamacropus_eugenii
ENSMODP00000004784	ENSMODG00000003888	Monodelphis_domestica
ENSSHAP00000005604	ENSSHAG00000004897	Sarcophilus_harrisii
ENSOANP00000031947	ENSOANG00000031234	Ornithorhynchus_anatinus
ENSCPRP00005007734	ENSCPRG00005005497	Crocodylus_porosus
ENSDNVP00000015331	ENSDNVG00000010795	Dromaius_novaehollandiae
ENSGAGP00000019138	ENSGAGG00000014150	Gopherus_agassizii
ENSCABP00000021797	ENSCABG00000016066	Chelonoidis_abingdonii
ENSCPBP00000004579	ENSCPBG00000003643	Chrysemys_picta_bellii
ENSPSIP00000003537	ENSPSIG00000003367	Pelodiscus_sinensis
ENSPVIP00000011459	ENSPVIG00000008990	Pogona_vitticeps
ENSACAP00000014364	ENSACAG00000014650	Anolis_carolinensis
