ENSAHAP00000000590	ENSAHAG00000000538	Apteryx_haastii
ENSPCIP00000006860	ENSPCIG00000005835	Phascolarctos_cinereus
ENSVURP00010025221	ENSVURG00010019304	Vombatus_ursinus
ENSMEUP00000008167	ENSMEUG00000008940	Notamacropus_eugenii
ENSMODP00000003492	ENSMODG00000002875	Monodelphis_domestica
ENSLAFP00000015179	ENSLAFG00000018114	Loxodonta_africana
ENSPCAP00000014799	ENSPCAG00000015826	Procavia_capensis
ENSBIXP00005025862	ENSBIXG00005028294	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000017293	ENSBIXG00000021306	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000005182	ENSBTAG00000003971	Bos_taurus
ENSBMUP00000033179	ENSBMUG00000024777	Bos_mutus
ENSBBBP00000010002	ENSBBBG00000008832	Bison_bison_bison
ENSCHIP00000014803	ENSCHIG00000015683	Capra_hircus
ENSSSCP00000007740	ENSSSCG00000007268	Sus_scrofa_strain_reference
ENSTTRP00000009580	ENSTTRG00000010099	Tursiops_truncatus
ENSVPAP00000000339	ENSVPAG00000000365	Vicugna_pacos
ENSECAP00000021291	ENSECAG00000023831	Equus_caballus
ENSEASP00005012231	ENSEASG00005008538	Equus_asinus_asinus
ENSPVAP00000009702	ENSPVAG00000010290	Pteropus_vampyrus
ENSMLUP00000014006	ENSMLUG00000015371	Myotis_lucifugus
ENSMPUP00000017713	ENSMPUG00000017824	Mustela_putorius_furo
ENSNVIP00000022890	ENSNVIG00000017832	Neovison_vison
ENSUAMP00000034622	ENSUAMG00000026316	Ursus_americanus
ENSUMAP00000033442	ENSUMAG00000024112	Ursus_maritimus
ENSAMEP00000009461	ENSAMEG00000008991	Ailuropoda_melanoleuca
ENSCAFP00020006108	ENSCAFG00020004968	Canis_lupus_dingo
ENSVVUP00000006108	ENSVVUG00000004757	Vulpes_vulpes
ENSPPRP00000020265	ENSPPRG00000011405	Panthera_pardus
ENSPTIP00000019005	ENSPTIG00000016955	Panthera_tigris_altaica
ENSFCAP00000004643	ENSFCAG00000005016	Felis_catus
ENSEEUP00000009096	ENSEEUG00000009987	Erinaceus_europaeus
ENSTSYP00000023955	ENSTSYG00000037541	Carlito_syrichta
ENSOGAP00000018952	ENSOGAG00000024304	Otolemur_garnettii
ENSTBEP00000014156	ENSTBEG00000016287	Tupaia_belangeri
ENSCCNP00000029038	ENSCCNG00000027878	Castor_canadensis
ENSDORP00000012968	ENSDORG00000013793	Dipodomys_ordii
MGP_SPRETEiJ_P0057565	MGP_SPRETEiJ_G0025435	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0055420	MGP_CAROLIEiJ_G0024513	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000001436	ENSMSIG00000001395	Mus_spicilegus
ENSMUSP00000099434	ENSMUSG00000027490	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0066394	MGP_PahariEiJ_G0025957	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000022428	ENSRNOG00000016708	Rattus_norvegicus
ENSMUGP00000021631	ENSMUGG00000018177	Meriones_unguiculatus
ENSCGRP00015000645	ENSCGRG00015000637	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000003921	ENSCGRG00000002889	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001001821	ENSCGRG00001001729	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000001222	ENSMAUG00000000913	Mesocricetus_auratus
ENSMOCP00000012318	ENSMOCG00000012464	Microtus_ochrogaster
ENSPEMP00000019923	ENSPEMG00000018049	Peromyscus_maniculatus_bairdii
ENSNGAP00000009881	ENSNGAG00000012431	Nannospalax_galili
ENSJJAP00000022288	ENSJJAG00000022378	Jaculus_jaculus
ENSHGLP00000013008	ENSHGLG00000009301	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100006064	ENSHGLG00100004564	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000002890	ENSFDAG00000012476	Fukomys_damarensis
ENSCPOP00000026565	ENSCPOG00000001800	Cavia_porcellus
ENSCAPP00000013793	ENSCAPG00000014331	Cavia_aperea
ENSODEP00000016738	ENSODEG00000012327	Octodon_degus
ENSCLAP00000024880	ENSCLAG00000017077	Chinchilla_lanigera
ENSSDAP00000001364	ENSSDAG00000001354	Spermophilus_dauricus
ENSMMMP00000026803	ENSMMMG00000023454	Marmota_marmota_marmota
ENSSTOP00000002445	ENSSTOG00000002735	Ictidomys_tridecemlineatus
ENSUPAP00010005976	ENSUPAG00010004824	Urocitellus_parryii
ENSPTEP00000006698	ENSPTEG00000007679	Piliocolobus_tephrosceles
ENSRROP00000031302	ENSRROG00000039358	Rhinopithecus_roxellana
ENSMMUP00000030996	ENSMMUG00000023550	Macaca_mulatta
ENSMFAP00000030472	ENSMFAG00000042416	Macaca_fascicularis
ENSMNEP00000006178	ENSMNEG00000027050	Macaca_nemestrina
ENSTGEP00000007553	ENSTGEG00000006192	Theropithecus_gelada
ENSCSAP00000008440	ENSCSAG00000012265	Chlorocebus_sabaeus
ENSCATP00000032773	ENSCATG00000039419	Cercocebus_atys
ENSPANP00000016819	ENSPANG00000006985	Papio_anubis
ENSMLEP00000001136	ENSMLEG00000004422	Mandrillus_leucophaeus
ENSRBIP00000018111	ENSRBIG00000033055	Rhinopithecus_bieti
ENSPTRP00000022981	ENSPTRG00000013404	Pan_troglodytes
ENSPTRP00000090666	ENSPTRG00000048160	Pan_troglodytes
ENSP00000345571	ENSG00000101412	Homo_sapiens
ENSGGOP00000003528	ENSGGOG00000003588	Gorilla_gorilla
ENSPPYP00000012205	ENSPPYG00000010929	Pongo_abelii
ENSPPAP00000006889	ENSPPAG00000025868	Pan_paniscus
ENSNLEP00000012198	ENSNLEG00000010009	Nomascus_leucogenys
ENSCANP00000030781	ENSCANG00000039063	Colobus_angolensis_palliatus
ENSCCAP00000027946	ENSCCAG00000031862	Cebus_capucinus_imitator
ENSSBOP00000024973	ENSSBOG00000028962	Saimiri_boliviensis_boliviensis
ENSCJAP00000034197	ENSCJAG00000018451	Callithrix_jacchus
ENSANAP00000023343	ENSANAG00000029428	Aotus_nancymaae
ENSOPRP00000001356	ENSOPRG00000001479	Ochotona_princeps
ENSPSMP00000025780	ENSPSMG00000018083	Prolemur_simus
ENSPCOP00000018203	ENSPCOG00000020987	Propithecus_coquereli
ENSMICP00000006304	ENSMICG00000006921	Microcebus_murinus
ENSDNOP00000027329	ENSDNOG00000046733	Dasypus_novemcinctus
ENSOARP00000009166	ENSOARG00000008548	Ovis_aries
ENSETEP00000007910	ENSETEG00000009744	Echinops_telfairi
ENSXETP00000012293	ENSXETG00000014511	Xenopus_tropicalis
ENSLACP00000007825	ENSLACG00000006930	Latimeria_chalumnae
ENSEEEP00000023841	ENSEEEG00000011570	Electrophorus_electricus
ENSIPUP00000002889	ENSIPUG00000002064	Ictalurus_punctatus
ENSAMXP00005020175	ENSAMXG00005010437	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000017451	ENSAMXG00000016947	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000036382	ENSPNAG00000027177	Pygocentrus_nattereri
ENSDARP00000137549	ENSDARG00000103868	Danio_rerio
ENSCHAP00000053582	ENSCHAG00000024353	Clupea_harengus
ENSHHUP00000038785	ENSHHUG00000024176	Hucho_hucho
ENSHHUP00000065027	ENSHHUG00000038408	Hucho_hucho
ENSELUP00000038558	ENSELUG00000018452	Esox_lucius
ENSPMGP00000018146	ENSPMGG00000014850	Periophthalmus_magnuspinnatus
ENSHCOP00000019487	ENSHCOG00000004848	Hippocampus_comes
ENSLCRP00005041900	ENSLCRG00005016091	Larimichthys_crocea
ENSLBEP00000021656	ENSLBEG00000016633	Labrus_bergylta
ENSCGOP00000051325	ENSCGOG00000022714	Cottoperca_gobio
ENSSLDP00000025238	ENSSLDG00000019631	Seriola_lalandi_dorsalis
ENSSDUP00000020033	ENSSDUG00000014566	Seriola_dumerili
ENSLCAP00010013681	ENSLCAG00010006507	Lates_calcarifer
ENSMALP00000009133	ENSMALG00000006504	Monopterus_albus
ENSMAMP00000011911	ENSMAMG00000008052	Mastacembelus_armatus
ENSATEP00000004576	ENSATEG00000003211	Anabas_testudineus
ENSBSLP00000045300	ENSBSLG00000021619	Betta_splendens
ENSCSEP00000005447	ENSCSEG00000003515	Cynoglossus_semilaevis
ENSMMOP00000025872	ENSMMOG00000019621	Mola_mola
ENSAOCP00000026342	ENSAOCG00000000956	Amphiprion_ocellaris
ENSAPEP00000008902	ENSAPEG00000006415	Amphiprion_percula
ENSAPOP00000013678	ENSAPOG00000016481	Acanthochromis_polyacanthus
ENSSPAP00000004018	ENSSPAG00000003117	Stegastes_partitus
ENSPRNP00000053979	ENSPRNG00000025404	Parambassis_ranga
ENSACLP00000021156	ENSACLG00000014388	Astatotilapia_calliptera
ENSMZEP00005029295	ENSMZEG00005021847	Maylandia_zebra
ENSHBUP00000028857	ENSHBUG00000012837	Haplochromis_burtoni
ENSONIP00000011587	ENSONIG00000009212	Oreochromis_niloticus
ENSPNYP00000019927	ENSPNYG00000015073	Pundamilia_nyererei
ENSNBRP00000025642	ENSNBRG00000019596	Neolamprologus_brichardi
ENSACIP00000020810	ENSACIG00000016163	Amphilophus_citrinellus
ENSTNIP00000007715	ENSTNIG00000005050	Tetraodon_nigroviridis
ENSTRUP00000028242	ENSTRUG00000021626	Takifugu_rubripes
ENSGACP00000006233	ENSGACG00000004732	Gasterosteus_aculeatus
ENSXMAP00000004680	ENSXMAG00000004669	Xiphophorus_maculatus
ENSXCOP00000000012	ENSXCOG00000000012	Xiphophorus_couchianus
ENSGAFP00000029871	ENSGAFG00000020135	Gambusia_affinis
ENSPMEP00000017364	ENSPMEG00000020164	Poecilia_mexicana
ENSPLAP00000011156	ENSPLAG00000014199	Poecilia_latipinna
ENSPREP00000001819	ENSPREG00000001360	Poecilia_reticulata
ENSPFOP00000013871	ENSPFOG00000013828	Poecilia_formosa
ENSFHEP00000008590	ENSFHEG00000009783	Fundulus_heteroclitus
ENSCVAP00000013790	ENSCVAG00000016351	Cyprinodon_variegatus
ENSKMAP00000008865	ENSKMAG00000006661	Kryptolebias_marmoratus
ENSORLP00020023394	ENSORLG00020004183	Oryzias_latipes_ASM223471v1
ENSORLP00000001148	ENSORLG00000000945	Oryzias_latipes_ASM223467v1
ENSORLP00015033144	ENSORLG00015018382	Oryzias_latipes_ASM223469v1
ENSOMEP00000012918	ENSOMEG00000014342	Oryzias_melastigma
ENSGWIP00000015345	ENSGWIG00000008612	Gouania_willdenowi
ENSSMAP00000010517	ENSSMAG00000006487	Scophthalmus_maximus
ENSGMOP00000002717	ENSGMOG00000002581	Gadus_morhua
ENSSFOP00015022896	ENSSFOG00015014719	Scleropages_formosus
ENSPKIP00000008418	ENSPKIG00000023922	Paramormyrops_kingsleyae
ENSLOCP00000001142	ENSLOCG00000001016	Lepisosteus_oculatus
ENSECRP00000011410	ENSECRG00000007605	Erpetoichthys_calabaricus
ENSCMIP00000001565	ENSCMIG00000000998	Callorhinchus_milii
