ENSPMAP00000005096	ENSPMAG00000004626	Petromyzon_marinus	ENSPMAT00000005115
ENSEBUP00000000013	ENSEBUG00000000315	Eptatretus_burgeri	ENSEBUT00000000302
ENSARWP00000014115	ENSARWG00000009763	Apteryx_rowi
ENSNLEP00000036566	ENSNLEG00000027753	Nomascus_leucogenys
ENSCCAP00000030474	ENSCCAG00000033280	Cebus_capucinus_imitator
ENSSBOP00000015875	ENSSBOG00000024656	Saimiri_boliviensis_boliviensis
ENSCJAP00000061954	ENSCJAG00000020886	Callithrix_jacchus
ENSANAP00000002751	ENSANAG00000019031	Aotus_nancymaae
ENSPANP00000030937	ENSPANG00000023301	Papio_anubis
ENSGGOP00000036649	ENSGGOG00000022970	Gorilla_gorilla
ENSPSMP00000001118	ENSPSMG00000000770	Prolemur_simus
ENSTBEP00000011163	ENSTBEG00000012882	Tupaia_belangeri
ENSCCNP00000001711	ENSCCNG00000001909	Castor_canadensis
ENSDORP00000007773	ENSDORG00000008283	Dipodomys_ordii
ENSCGRP00001013323	ENSCGRG00001014495	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015005503	ENSCGRG00015004307	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000009745	ENSCGRG00000007126	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011972	ENSMAUG00000012408	Mesocricetus_auratus
ENSMOCP00000019165	ENSMOCG00000017241	Microtus_ochrogaster
ENSPEMP00000004067	ENSPEMG00000006172	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0057329	MGP_SPRETEiJ_G0025361	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000041184	ENSMUSG00000032869	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000019392	ENSMSIG00000016456	Mus_spicilegus
MGP_CAROLIEiJ_P0055186	MGP_CAROLIEiJ_G0024440	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0066170	MGP_PahariEiJ_G0025883	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000038926	ENSRNOG00000009640	Rattus_norvegicus
ENSMUGP00000008455	ENSMUGG00000007640	Meriones_unguiculatus
ENSNGAP00000005549	ENSNGAG00000007906	Nannospalax_galili
ENSJJAP00000010141	ENSJJAG00000013803	Jaculus_jaculus
ENSHGLP00000025461	ENSHGLG00000018137	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100012250	ENSHGLG00100009071	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000004835	ENSFDAG00000013972	Fukomys_damarensis
ENSCAPP00000004772	ENSCAPG00000007243	Cavia_aperea
ENSCPOP00000012399	ENSCPOG00000013762	Cavia_porcellus
ENSCLAP00000000074	ENSCLAG00000000097	Chinchilla_lanigera
ENSODEP00000001076	ENSODEG00000000857	Octodon_degus
ENSSTOP00000023318	ENSSTOG00000028811	Ictidomys_tridecemlineatus
ENSSDAP00000005504	ENSSDAG00000005149	Spermophilus_dauricus
ENSUPAP00010023269	ENSUPAG00010018427	Urocitellus_parryii
ENSMMMP00000027314	ENSMMMG00000023856	Marmota_marmota_marmota
ENSOCUP00000047999	ENSOCUG00000016747	Oryctolagus_cuniculus
ENSOPRP00000003188	ENSOPRG00000003486	Ochotona_princeps
ENSSSCP00000023228	ENSSSCG00000038854	Sus_scrofa_strain_reference
ENSVPAP00000006898	ENSVPAG00000007416	Vicugna_pacos
ENSCHIP00000023302	ENSCHIG00000020929	Capra_hircus
ENSOARP00000020208	ENSOARG00000018814	Ovis_aries
ENSBIXP00005021305	ENSBIXG00005024324	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000016677	ENSBIXG00000020790	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000024505	ENSBTAG00000018417	Bos_taurus
ENSBMUP00000021414	ENSBMUG00000016097	Bos_mutus
ENSBBBP00000000487	ENSBBBG00000001566	Bison_bison_bison
ENSTTRP00000009603	ENSTTRG00000010109	Tursiops_truncatus
ENSEASP00005004733	ENSEASG00005003562	Equus_asinus_asinus
ENSECAP00000030092	ENSECAG00000024013	Equus_caballus
ENSUAMP00000007622	ENSUAMG00000006573	Ursus_americanus
ENSUMAP00000001412	ENSUMAG00000001352	Ursus_maritimus
ENSAMEP00000014907	ENSAMEG00000014128	Ailuropoda_melanoleuca
ENSMPUP00000017827	ENSMPUG00000017937	Mustela_putorius_furo
ENSNVIP00000012883	ENSNVIG00000010209	Neovison_vison
ENSCAFP00020004827	ENSCAFG00020003962	Canis_lupus_dingo
ENSCAFP00000010190	ENSCAFG00000006834	Canis_lupus_familiaris
ENSVVUP00000010962	ENSVVUG00000008078	Vulpes_vulpes
ENSPPRP00000015949	ENSPPRG00000008397	Panthera_pardus
ENSPTIP00000011641	ENSPTIG00000011980	Panthera_tigris_altaica
ENSFCAP00000034452	ENSFCAG00000031498	Felis_catus
ENSEEUP00000012126	ENSEEUG00000013310	Erinaceus_europaeus
ENSSARP00000006624	ENSSARG00000007318	Sorex_araneus
ENSPVAP00000002130	ENSPVAG00000002252	Pteropus_vampyrus
ENSMLUP00000011940	ENSMLUG00000013125	Myotis_lucifugus
ENSCHOP00000009033	ENSCHOG00000010200	Choloepus_hoffmanni
ENSDNOP00000005972	ENSDNOG00000007711	Dasypus_novemcinctus
ENSLAFP00000017223	ENSLAFG00000023159	Loxodonta_africana
ENSPCAP00000015597	ENSPCAG00000016688	Procavia_capensis
ENSETEP00000014956	ENSETEG00000018399	Echinops_telfairi
ENSVURP00010003756	ENSVURG00010003020	Vombatus_ursinus
ENSVURP00010019264	ENSVURG00010014692	Vombatus_ursinus
ENSPCIP00000014965	ENSPCIG00000011671	Phascolarctos_cinereus
ENSMEUP00000014633	ENSMEUG00000016016	Notamacropus_eugenii
ENSSHAP00000013964	ENSSHAG00000011942	Sarcophilus_harrisii
ENSMODP00000024375	ENSMODG00000019541	Monodelphis_domestica
ENSLACP00000009407	ENSLACG00000008298	Latimeria_chalumnae
ENSECRP00000014750	ENSECRG00000009837	Erpetoichthys_calabaricus
ENSECRP00000012980	ENSECRG00000008675	Erpetoichthys_calabaricus
ENSSFOP00015020380	ENSSFOG00015013113	Scleropages_formosus
ENSPKIP00000021343	ENSPKIG00000005797	Paramormyrops_kingsleyae
ENSHHUP00000003861	ENSHHUG00000002424	Hucho_hucho
ENSELUP00000040506	ENSELUG00000021015	Esox_lucius
ENSHCOP00000009711	ENSHCOG00000012194	Hippocampus_comes
ENSMMOP00000012304	ENSMMOG00000009464	Mola_mola
ENSPMGP00000014733	ENSPMGG00000012071	Periophthalmus_magnuspinnatus
ENSCSEP00000031911	ENSCSEG00000020469	Cynoglossus_semilaevis
ENSGWIP00000011735	ENSGWIG00000006899	Gouania_willdenowi
ENSSMAP00000001946	ENSSMAG00000001221	Scophthalmus_maximus
ENSCSEP00000009900	ENSCSEG00000006352	Cynoglossus_semilaevis
ENSBSLP00000025342	ENSBSLG00000012735	Betta_splendens
ENSXMAP00000036497	ENSXMAG00000028617	Xiphophorus_maculatus
ENSXMAP00000040048	ENSXMAG00000013639	Xiphophorus_maculatus
ENSXCOP00000003123	ENSXCOG00000002470	Xiphophorus_couchianus
ENSGAFP00000030213	ENSGAFG00000020353	Gambusia_affinis
ENSPFOP00000019280	ENSPFOG00000019165	Poecilia_formosa
ENSPMEP00000014480	ENSPMEG00000016883	Poecilia_mexicana
ENSPLAP00000003914	ENSPLAG00000005490	Poecilia_latipinna
ENSPREP00000023308	ENSPREG00000015720	Poecilia_reticulata
ENSFHEP00000017090	ENSFHEG00000018812	Fundulus_heteroclitus
ENSKMAP00000025250	ENSKMAG00000018712	Kryptolebias_marmoratus
ENSORLP00000021837	ENSORLG00000017464	Oryzias_latipes_ASM223467v1
ENSORLP00020027420	ENSORLG00020010372	Oryzias_latipes_ASM223471v1
ENSORLP00015023792	ENSORLG00015003991	Oryzias_latipes_ASM223469v1
ENSOMEP00000011461	ENSOMEG00000001036	Oryzias_melastigma
ENSAPEP00000001168	ENSAPEG00000000888	Amphiprion_percula
ENSAOCP00000002538	ENSAOCG00000005651	Amphiprion_ocellaris
ENSAPOP00000015666	ENSAPOG00000018676	Acanthochromis_polyacanthus
ENSSPAP00000021369	ENSSPAG00000016116	Stegastes_partitus
ENSCGOP00000012084	ENSCGOG00000005993	Cottoperca_gobio
ENSGACP00000000034	ENSGACG00000000025	Gasterosteus_aculeatus
ENSHBUP00000006647	ENSHBUG00000008074	Haplochromis_burtoni
ENSPNYP00000004124	ENSPNYG00000003171	Pundamilia_nyererei
ENSMZEP00005034348	ENSMZEG00005025672	Maylandia_zebra
ENSMZEP00005034410	ENSMZEG00005025710	Maylandia_zebra
ENSACLP00000027250	ENSACLG00000018512	Astatotilapia_calliptera
ENSACLP00000025316	ENSACLG00000017223	Astatotilapia_calliptera
ENSNBRP00000010552	ENSNBRG00000008233	Neolamprologus_brichardi
ENSONIP00000006595	ENSONIG00000005249	Oreochromis_niloticus
ENSACIP00000013769	ENSACIG00000010701	Amphilophus_citrinellus
ENSPRNP00000005024	ENSPRNG00000002889	Parambassis_ranga
ENSSLDP00000008572	ENSSLDG00000006804	Seriola_lalandi_dorsalis
ENSSDUP00000013022	ENSSDUG00000009454	Seriola_dumerili
ENSLCAP00010022964	ENSLCAG00010010788	Lates_calcarifer
ENSLCRP00005058091	ENSLCRG00005021567	Larimichthys_crocea
ENSLBEP00000007771	ENSLBEG00000005942	Labrus_bergylta
ENSMALP00000015243	ENSMALG00000010709	Monopterus_albus
ENSMAMP00000019742	ENSMAMG00000013292	Mastacembelus_armatus
ENSATEP00000008310	ENSATEG00000005830	Anabas_testudineus
ENSGMOP00000012428	ENSGMOG00000011628	Gadus_morhua
ENSCHAP00000043960	ENSCHAG00000020456	Clupea_harengus
ENSDCDP00000039706	ENSDCDG00000026308	Denticeps_clupeoides
ENSEEEP00000004812	ENSEEEG00000002511	Electrophorus_electricus
ENSIPUP00000002206	ENSIPUG00000001567	Ictalurus_punctatus
ENSAMXP00005047840	ENSAMXG00005021934	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000009904	ENSAMXG00000009630	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000027434	ENSPNAG00000012928	Pygocentrus_nattereri
ENSDARP00000133267	ENSDARG00000022652	Danio_rerio
ENSLOCP00000009023	ENSLOCG00000007435	Lepisosteus_oculatus
ENSCMIP00000004925	ENSCMIG00000002929	Callorhinchus_milii
FBpp0087159	FBgn0033669	Drosophila_melanogaster	FBtr0088053
FBpp0070784	FBgn0029816	Drosophila_melanogaster	FBtr0070819
