ENSLAFP00000002611	ENSLAFG00000003139	Loxodonta_africana
ENSAOCP00000021692	ENSAOCG00000006636	Amphiprion_ocellaris
ENSAPOP00000006222	ENSAPOG00000008010	Acanthochromis_polyacanthus
ENSSPAP00000027156	ENSSPAG00000020482	Stegastes_partitus
ENSPNYP00000003920	ENSPNYG00000003047	Pundamilia_nyererei
ENSHBUP00000007743	ENSHBUG00000009229	Haplochromis_burtoni
ENSMZEP00005004709	ENSMZEG00005003656	Maylandia_zebra
ENSACLP00000041199	ENSACLG00000027735	Astatotilapia_calliptera
ENSNBRP00000010581	ENSNBRG00000008253	Neolamprologus_brichardi
ENSONIP00000014178	ENSONIG00000011265	Oreochromis_niloticus
ENSACIP00000002933	ENSACIG00000002341	Amphilophus_citrinellus
ENSPMGP00000005803	ENSPMGG00000004876	Periophthalmus_magnuspinnatus
ENSHCOP00000017718	ENSHCOG00000001720	Hippocampus_comes
ENSHCOP00000007605	ENSHCOG00000009668	Hippocampus_comes
ENSGMOP00000003736	ENSGMOG00000003538	Gadus_morhua
ENSHHUP00000011366	ENSHHUG00000006939	Hucho_hucho
ENSHHUP00000070341	ENSHHUG00000041370	Hucho_hucho
ENSELUP00000002289	ENSELUG00000003639	Esox_lucius
ENSDCDP00000046926	ENSDCDG00000029288	Denticeps_clupeoides
ENSCHAP00000021488	ENSCHAG00000010798	Clupea_harengus
ENSAMXP00000047687	ENSAMXG00000035459	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000046089
ENSAMXP00005014085	ENSAMXG00005007514	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000033133	ENSPNAG00000021516	Pygocentrus_nattereri
ENSEEEP00000029605	ENSEEEG00000014182	Electrophorus_electricus	ENSEEET00000029948
ENSIPUP00000008916	ENSIPUG00000006092	Ictalurus_punctatus	ENSIPUT00000009305
ENSDARP00000051311	ENSDARG00000035406	Danio_rerio
ENSPKIP00000002001	ENSPKIG00000020064	Paramormyrops_kingsleyae
ENSSFOP00015023676	ENSSFOG00015015222	Scleropages_formosus
ENSJJAP00000003910	ENSJJAG00000007891	Jaculus_jaculus
ENSLACP00000001422	ENSLACG00000001272	Latimeria_chalumnae
MGP_CAROLIEiJ_P0037748	MGP_CAROLIEiJ_G0019637	Mus_caroli_strain_CAROLI_EIJ
ENSCMIP00000008763	ENSCMIG00000004695	Callorhinchus_milii
