ENSOPRP00000002235	ENSOPRG00000002392	Ochotona_princeps
ENSNSUP00000020432	ENSNSUG00000014885	Notechis_scutatus
ENSANAP00000031853	ENSANAG00000033619	Aotus_nancymaae
ENSGWIP00000009818	ENSGWIG00000005821	Gouania_willdenowi
ENSCGRP00001010104	ENSCGRG00001012049	Cricetulus_griseus_CHOK1GS_HDv1
ENSSSCP00000068539	ENSSSCG00000016668	Sus_scrofa_strain_reference
ENSLCRP00005031355	ENSLCRG00005010691	Larimichthys_crocea
ENSELUP00000026783	ENSELUG00000002793	Esox_lucius
ENSKMAP00000015459	ENSKMAG00000011564	Kryptolebias_marmoratus
ENSLCRP00005036071	ENSLCRG00005012774	Larimichthys_crocea
MGP_SPRETEiJ_P0076865	MGP_SPRETEiJ_G0029422	Mus_spretus_strain_SPRET/EiJ
ENSPMAP00000010816	ENSPMAG00000009842	Petromyzon_marinus
ENSMALP00000003282	ENSMALG00000002395	Monopterus_albus
ENSMICP00000048243	ENSMICG00000044011	Microcebus_murinus
ENSHGLP00000021213	ENSHGLG00000015158	Heterocephalus_glaber_HetGla_female_1.0
ENSMVIP00005013151	ENSMVIG00005009345	Manacus_vitellinus
ENSCSEP00000016156	ENSCSEG00000010387	Cynoglossus_semilaevis
ENSNPEP00000000848	ENSNPEG00000000675	Nothoprocta_perdicaria
ENSATEP00000036384	ENSATEG00000025001	Anabas_testudineus
ENSMALP00000029645	ENSMALG00000020516	Monopterus_albus
ENSCHIP00000018207	ENSCHIG00000017746	Capra_hircus
ENSAPOP00000016217	ENSAPOG00000019393	Acanthochromis_polyacanthus
ENSTBEP00000006363	ENSTBEG00000007345	Tupaia_belangeri
ENSCPRP00005014212	ENSCPRG00005009980	Crocodylus_porosus
ENSMAUP00000013971	ENSMAUG00000013839	Mesocricetus_auratus
ENSRBIP00000010484	ENSRBIG00000029087	Rhinopithecus_bieti
ENSBSLP00000031514	ENSBSLG00000015314	Betta_splendens
ENSMALP00000013219	ENSMALG00000009351	Monopterus_albus
ENSOMEP00000008855	ENSOMEG00000010075	Oryzias_melastigma
ENSHHUP00000029331	ENSHHUG00000018715	Hucho_hucho
ENSSARP00000011355	ENSSARG00000012568	Sorex_araneus
ENSCGOP00000054208	ENSCGOG00000023736	Cottoperca_gobio
ENSLBEP00000036227	ENSLBEG00000027129	Labrus_bergylta
ENSCLAP00000021683	ENSCLAG00000014841	Chinchilla_lanigera
ENSGACP00000001564	ENSGACG00000001203	Gasterosteus_aculeatus
ENSPMAP00000008555	ENSPMAG00000007786	Petromyzon_marinus
ENSGACP00000014854	ENSGACG00000011237	Gasterosteus_aculeatus
ENSCAFP00020006008	ENSCAFG00020004721	Canis_lupus_dingo
ENSACLP00000012569	ENSACLG00000008573	Astatotilapia_calliptera
ENSPCIP00000018238	ENSPCIG00000013955	Phascolarctos_cinereus
ENSDNOP00000002558	ENSDNOG00000003309	Dasypus_novemcinctus
ENSPLAP00000014415	ENSPLAG00000018124	Poecilia_latipinna
ENSONIP00000006558	ENSONIG00000005222	Oreochromis_niloticus
ENSEEEP00000003238	ENSEEEG00000001819	Electrophorus_electricus
ENSGWIP00000056275	ENSGWIG00000026691	Gouania_willdenowi
ENSPVAP00000016087	ENSPVAG00000017054	Pteropus_vampyrus
ENSORLP00000022278	ENSORLG00000017798	Oryzias_latipes_ASM223467v1
ENSPVIP00000020754	ENSPVIG00000015815	Pogona_vitticeps
ENSARWP00000004529	ENSARWG00000002583	Apteryx_rowi
ENSMPUP00000005383	ENSMPUG00000005422	Mustela_putorius_furo
ENSBIXP00000014012	ENSBIXG00000018825	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSNLEP00000046192	ENSNLEG00000015246	Nomascus_leucogenys
ENSACIP00000005227	ENSACIG00000004033	Amphilophus_citrinellus
ENSGMOP00000001673	ENSGMOG00000001584	Gadus_morhua
ENSMUNP00000012052	ENSMUNG00000009501	Melopsittacus_undulatus
ENSELUP00000030942	ENSELUG00000008359	Esox_lucius
ENSDCDP00000026017	ENSDCDG00000019312	Denticeps_clupeoides
ENSMEUP00000014152	ENSMEUG00000015497	Notamacropus_eugenii
ENSXCOP00000018004	ENSXCOG00000013561	Xiphophorus_couchianus
ENSPPYP00000019798	ENSPPYG00000017662	Pongo_abelii
ENSMAMP00000020696	ENSMAMG00000013941	Mastacembelus_armatus
ENSLBEP00000020895	ENSLBEG00000016066	Labrus_bergylta
ENSEEEP00000020243	ENSEEEG00000009882	Electrophorus_electricus
ENSOMEP00000033455	ENSOMEG00000000517	Oryzias_melastigma
ENSACLP00000025810	ENSACLG00000017555	Astatotilapia_calliptera
ENSDCDP00000019013	ENSDCDG00000015171	Denticeps_clupeoides
ENSSHAP00000004614	ENSSHAG00000004055	Sarcophilus_harrisii
ENSCCAP00000033013	ENSCCAG00000034474	Cebus_capucinus_imitator
ENSSPUP00000003501	ENSSPUG00000002653	Sphenodon_punctatus
ENSVVUP00000029150	ENSVVUG00000021293	Vulpes_vulpes
ENSLOCP00000015910	ENSLOCG00000012915	Lepisosteus_oculatus
ENSCGOP00000029674	ENSCGOG00000013724	Cottoperca_gobio
ENSMMOP00000013580	ENSMMOG00000010412	Mola_mola
ENSATEP00000002501	ENSATEG00000001791	Anabas_testudineus
ENSACAP00000009476	ENSACAG00000009537	Anolis_carolinensis
ENSOANP00000018388	ENSOANG00000011608	Ornithorhynchus_anatinus
ENSGGOP00000006642	ENSGGOG00000006783	Gorilla_gorilla
ENSLCAP00010046274	ENSLCAG00010021193	Lates_calcarifer
ENSGACP00000001232	ENSGACG00000000955	Gasterosteus_aculeatus
ENSORLP00000006202	ENSORLG00000004927	Oryzias_latipes_ASM223467v1
MGP_PahariEiJ_P0050081	MGP_PahariEiJ_G0022170	Mus_pahari_strain_PAHARI_EIJ
ENSCAPP00000005075	ENSCAPG00000007420	Cavia_aperea
ENSMMUP00000076665	ENSMMUG00000001625	Macaca_mulatta
MGP_CAROLIEiJ_P0073989	MGP_CAROLIEiJ_G0028420	Mus_caroli_strain_CAROLI_EIJ
ENSCHOP00000000401	ENSCHOG00000000446	Choloepus_hoffmanni
ENSGACP00000000002	ENSGACG00000000002	Gasterosteus_aculeatus
ENSTTRP00000000332	ENSTTRG00000000353	Tursiops_truncatus
ENSPNAP00000027353	ENSPNAG00000002407	Pygocentrus_nattereri
ENSGACP00000001141	ENSGACG00000000879	Gasterosteus_aculeatus
ENSSBOP00000017760	ENSSBOG00000025466	Saimiri_boliviensis_boliviensis
ENSGACP00000001336	ENSGACG00000001030	Gasterosteus_aculeatus
ENSAMXP00000031931	ENSAMXG00000041175	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSNBRP00000004578	ENSNBRG00000003611	Neolamprologus_brichardi
ENSECRP00000007856	ENSECRG00000005232	Erpetoichthys_calabaricus
ENSAPOP00000028874	ENSAPOG00000000771	Acanthochromis_polyacanthus
ENSIPUP00000036811	ENSIPUG00000024659	Ictalurus_punctatus
ENSCCNP00000018317	ENSCCNG00000017875	Castor_canadensis
ENSMFAP00000039777	ENSMFAG00000046067	Macaca_fascicularis
ENSDARP00000111916	ENSDARG00000090398	Danio_rerio
ENSRNOP00000017531	ENSRNOG00000012337	Rattus_norvegicus
ENSSMAP00000009030	ENSSMAG00000005549	Scophthalmus_maximus
ENSHHUP00000044801	ENSHHUG00000027389	Hucho_hucho
ENSAMEP00000007399	ENSAMEG00000006976	Ailuropoda_melanoleuca
ENSATEP00000025829	ENSATEG00000017833	Anabas_testudineus
ENSGALP00000071186	ENSGALG00000039935	Gallus_gallus
ENSPSIP00000016200	ENSPSIG00000014151	Pelodiscus_sinensis
ENSNBRP00000020830	ENSNBRG00000015928	Neolamprologus_brichardi
ENSPNAP00000017537	ENSPNAG00000023833	Pygocentrus_nattereri
ENSGAFP00000019298	ENSGAFG00000013036	Gambusia_affinis
ENSHHUP00000032263	ENSHHUG00000020122	Hucho_hucho
ENSPCAP00000012564	ENSPCAG00000013392	Procavia_capensis
ENSEBUP00000002661	ENSEBUG00000002035	Eptatretus_burgeri
ENSSDAP00000017696	ENSSDAG00000015318	Spermophilus_dauricus
ENSCJAP00000016918	ENSCJAG00000009192	Callithrix_jacchus
ENSMAMP00000032510	ENSMAMG00000021874	Mastacembelus_armatus
ENSACIP00000029351	ENSACIG00000022726	Amphilophus_citrinellus
ENSLBEP00000020464	ENSLBEG00000015735	Labrus_bergylta
ENSPKIP00000015486	ENSPKIG00000002183	Paramormyrops_kingsleyae
ENSAPEP00000034598	ENSAPEG00000024569	Amphiprion_percula
ENSPMEP00000032552	ENSPMEG00000020583	Poecilia_mexicana
ENSLACP00000010319	ENSLACG00000009089	Latimeria_chalumnae
ENSAPEP00000008346	ENSAPEG00000006004	Amphiprion_percula
ENSTGUP00000007119	ENSTGUG00000006857	Taeniopygia_guttata
ENSPMGP00000000573	ENSPMGG00000000456	Periophthalmus_magnuspinnatus
ENSSLDP00000004490	ENSSLDG00000003526	Seriola_lalandi_dorsalis
ENSOMEP00000027814	ENSOMEG00000010508	Oryzias_melastigma
ENSFDAP00000016681	ENSFDAG00000005386	Fukomys_damarensis
ENSPRNP00000048813	ENSPRNG00000023020	Parambassis_ranga
ENSEBUP00000027721	ENSEBUG00000016962	Eptatretus_burgeri
ENSBSLP00000005118	ENSBSLG00000002564	Betta_splendens
ENSDCDP00000051760	ENSDCDG00000029430	Denticeps_clupeoides
ENSOGAP00000003641	ENSOGAG00000004084	Otolemur_garnettii
ENSODEP00000012191	ENSODEG00000009048	Octodon_degus
ENSAPOP00000015678	ENSAPOG00000018749	Acanthochromis_polyacanthus
ENSONIP00000018996	ENSONIG00000015094	Oreochromis_niloticus
ENSAOCP00000002818	ENSAOCG00000006037	Amphiprion_ocellaris
ENSAPEP00000015434	ENSAPEG00000010947	Amphiprion_percula
ENSZALP00000018272	ENSZALG00000014659	Zonotrichia_albicollis
ENSPANP00000038598	ENSPANG00000023668	Papio_anubis
ENSBSLP00000047198	ENSBSLG00000022507	Betta_splendens
ENSKMAP00000002457	ENSKMAG00000001849	Kryptolebias_marmoratus
ENSMMOP00000007451	ENSMMOG00000005806	Mola_mola
ENSLCAP00010055950	ENSLCAG00010026098	Lates_calcarifer
ENSCMIP00000035139	ENSCMIG00000014658	Callorhinchus_milii
ENSECAP00000055085	ENSECAG00000021914	Equus_caballus
ENSXCOP00000022927	ENSXCOG00000017127	Xiphophorus_couchianus
ENSPPRP00000015057	ENSPPRG00000007898	Panthera_pardus
ENSAHAP00000011513	ENSAHAG00000005453	Apteryx_haastii
ENSDORP00000023302	ENSDORG00000011248	Dipodomys_ordii
ENSEEUP00000012968	ENSEEUG00000014198	Erinaceus_europaeus
ENSFHEP00000010728	ENSFHEG00000012098	Fundulus_heteroclitus
ENSHHUP00000044764	ENSHHUG00000027378	Hucho_hucho
ENSAOCP00000026643	ENSAOCG00000014996	Amphiprion_ocellaris
ENSFHEP00000030383	ENSFHEG00000015695	Fundulus_heteroclitus
ENSTNIP00000007960	ENSTNIG00000005281	Tetraodon_nigroviridis
ENSPMGP00000009096	ENSPMGG00000007516	Periophthalmus_magnuspinnatus
ENSETEP00000013090	ENSETEG00000016139	Echinops_telfairi
ENSDNVP00000017685	ENSDNVG00000011356	Dromaius_novaehollandiae
ENSNGAP00000009982	ENSNGAG00000012440	Nannospalax_galili
ENSSTOP00000027207	ENSSTOG00000002994	Ictidomys_tridecemlineatus
ENSCCEP00000018519	ENSCCEG00000016957	Cyanistes_caeruleus
ENSBTAP00000066635	ENSBTAG00000002739	Bos_taurus
ENSFALP00000013694	ENSFALG00000013120	Ficedula_albicollis
ENSUPAP00010012551	ENSUPAG00010008833	Urocitellus_parryii
ENSVPAP00000009291	ENSVPAG00000009983	Vicugna_pacos
ENSCVAP00000006882	ENSCVAG00000008509	Cyprinodon_variegatus
ENSCPGP00000013972	ENSCPGG00000009871	Calidris_pygmaea
ENSJHYP00000011446	ENSJHYG00000008927	Junco_hyemalis
ENSBMUP00000013091	ENSBMUG00000009941	Bos_mutus
ENSPRNP00000033246	ENSPRNG00000016782	Parambassis_ranga
ENSVURP00010006855	ENSVURG00010005312	Vombatus_ursinus
ENSMZEP00005032214	ENSMZEG00005023995	Maylandia_zebra
ENSNVIP00000013581	ENSNVIG00000010659	Neovison_vison
ENSGAFP00000002231	ENSGAFG00000001503	Gambusia_affinis
ENSPLAP00000009515	ENSPLAG00000012321	Poecilia_latipinna
ENSPKIP00000018249	ENSPKIG00000003872	Paramormyrops_kingsleyae
ENSPTIP00000017287	ENSPTIG00000015660	Panthera_tigris_altaica
ENSPMJP00000024593	ENSPMJG00000018061	Parus_major
ENSSLDP00000019709	ENSSLDG00000015445	Seriola_lalandi_dorsalis
ENSORLP00015004830	ENSORLG00015005606	Oryzias_latipes_ASM223469v1
ENSGACP00000022683	ENSGACG00000017173	Gasterosteus_aculeatus
ENSSFOP00015020239	ENSSFOG00015012949	Scleropages_formosus
ENSCGRP00015031610	ENSCGRG00015023818	Cricetulus_griseus_CriGri-PICR
ENSAMXP00005052605	ENSAMXG00005023645	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSORLP00020013273	ENSORLG00020014232	Oryzias_latipes_ASM223471v1
ENSGAGP00000032447	ENSGAGG00000023065	Gopherus_agassizii
ENSGACP00000001443	ENSGACG00000001114	Gasterosteus_aculeatus
ENSRROP00000042492	ENSRROG00000044386	Rhinopithecus_roxellana
ENSSPAP00000021789	ENSSPAG00000016438	Stegastes_partitus
ENSSMAP00000021709	ENSSMAG00000013278	Scophthalmus_maximus
ENSPCOP00000013541	ENSPCOG00000018404	Propithecus_coquereli
ENSAOWP00000028174	ENSAOWG00000018974	Apteryx_owenii
ENSLCAP00010044944	ENSLCAG00010020692	Lates_calcarifer
ENSCJPP00005007551	ENSCJPG00005006935	Coturnix_japonica
ENSMNEP00000001887	ENSMNEG00000008546	Macaca_nemestrina
ENSLAFP00000007153	ENSLAFG00000008517	Loxodonta_africana
ENSSCAP00000014649	ENSSCAG00000010755	Serinus_canaria
ENSOARP00000007610	ENSOARG00000007096	Ovis_aries
ENSAOCP00000010834	ENSAOCG00000015046	Amphiprion_ocellaris
ENSCPUP00000026611	ENSCPUG00000017901	Calidris_pugnax
ENSHGLP00100025880	ENSHGLG00100018980	Heterocephalus_glaber_HetGla_1.0
ENSPRNP00000030769	ENSPRNG00000011327	Parambassis_ranga
ENSMGAP00000012741	ENSMGAG00000012120	Meleagris_gallopavo
ENSUMAP00000002992	ENSUMAG00000002611	Ursus_maritimus
ENSOCUP00000039321	ENSOCUG00000009113	Oryctolagus_cuniculus
ENSMAMP00000026514	ENSMAMG00000017774	Mastacembelus_armatus
ENSEASP00005004464	ENSEASG00005000855	Equus_asinus_asinus
ENSSMRP00000024109	ENSSMRG00000017867	Salvator_merianae
ENSCATP00000014202	ENSCATG00000031111	Cercocebus_atys
ENSHBUP00000009729	ENSHBUG00000011362	Haplochromis_burtoni
ENSMLUP00000001892	ENSMLUG00000002071	Myotis_lucifugus
ENSXETP00000040418	ENSXETG00000020743	Xenopus_tropicalis
ENSCVAP00000012998	ENSCVAG00000015466	Cyprinodon_variegatus
ENSEEEP00000051610	ENSEEEG00000024224	Electrophorus_electricus
ENSONIP00000011634	ENSONIG00000009251	Oreochromis_niloticus
ENSMOCP00000005995	ENSMOCG00000005504	Microtus_ochrogaster
ENSPVIP00000011965	ENSPVIG00000009375	Pogona_vitticeps
ENSORLP00020005017	ENSORLG00020005829	Oryzias_latipes_ASM223471v1
ENSPEMP00000031704	ENSPEMG00000001699	Peromyscus_maniculatus_bairdii
ENSTGEP00000022942	ENSTGEG00000018531	Theropithecus_gelada
ENSBIXP00005007903	ENSBIXG00005013226	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPREP00000010850	ENSPREG00000007417	Poecilia_reticulata
ENSPFOP00000005816	ENSPFOG00000005478	Poecilia_formosa
ENSSLDP00000006120	ENSSLDG00000004873	Seriola_lalandi_dorsalis
ENSCGOP00000001737	ENSCGOG00000000698	Cottoperca_gobio
ENSORLP00020017245	ENSORLG00020018267	Oryzias_latipes_ASM223471v1
ENSTRUP00000030782	ENSTRUG00000012166	Takifugu_rubripes
ENSGWIP00000043314	ENSGWIG00000021343	Gouania_willdenowi
ENSCAFP00000053961	ENSCAFG00000003133	Canis_lupus_familiaris
ENSGACP00000009240	ENSGACG00000006946	Gasterosteus_aculeatus
ENSPTEP00000018237	ENSPTEG00000019664	Piliocolobus_tephrosceles
ENSACLP00000020205	ENSACLG00000013730	Astatotilapia_calliptera
ENSPFOP00000010587	ENSPFOG00000010599	Poecilia_formosa
ENSSDUP00000024606	ENSSDUG00000017816	Seriola_dumerili
ENSTNIP00000021810	ENSTNIG00000018635	Tetraodon_nigroviridis
ENSPMAP00000003023	ENSPMAG00000002763	Petromyzon_marinus
ENSGMOP00000018535	ENSGMOG00000017229	Gadus_morhua
ENSSDUP00000020116	ENSSDUG00000014624	Seriola_dumerili
ENSFCAP00000033827	ENSFCAG00000000214	Felis_catus
ENSSDUP00000022439	ENSSDUG00000016333	Seriola_dumerili
ENSACIP00000023275	ENSACIG00000018066	Amphilophus_citrinellus
ENSNBRP00000011605	ENSNBRG00000009029	Neolamprologus_brichardi
ENSLCRP00005021159	ENSLCRG00005008586	Larimichthys_crocea
ENSPREP00000024246	ENSPREG00000016350	Poecilia_reticulata
ENSMSIP00000024744	ENSMSIG00000020912	Mus_spicilegus
ENSCABP00000026472	ENSCABG00000019443	Chelonoidis_abingdonii
ENSMMMP00000011830	ENSMMMG00000008812	Marmota_marmota_marmota
ENSMODP00000016604	ENSMODG00000013284	Monodelphis_domestica
ENSNMEP00000022829	ENSNMEG00000019500	Numida_meleagris
ENSCGRP00000016285	ENSCGRG00000011815	Cricetulus_griseus_CriGri_1.0
ENSP00000379496	ENSG00000154678	Homo_sapiens
ENSHHUP00000067266	ENSHHUG00000039246	Hucho_hucho
ENSPMEP00000015938	ENSPMEG00000000774	Poecilia_mexicana
ENSCSEP00000020583	ENSCSEG00000013147	Cynoglossus_semilaevis
ENSCPBP00000018802	ENSCPBG00000013665	Chrysemys_picta_bellii
ENSIPUP00000018153	ENSIPUG00000012278	Ictalurus_punctatus
ENSHBUP00000024961	ENSHBUG00000006719	Haplochromis_burtoni
ENSMZEP00005008450	ENSMZEG00005006434	Maylandia_zebra
ENSLSDP00000014953	ENSLSDG00000010770	Lonchura_striata_domestica
