ENSVVUP00000003765	ENSVVUG00000002954	Vulpes_vulpes
ENSARWP00000017496	ENSARWG00000012038	Apteryx_rowi
ENSCABP00000008731	ENSCABG00000006595	Chelonoidis_abingdonii
ENSDORP00000002022	ENSDORG00000002158	Dipodomys_ordii
ENSRBIP00000024928	ENSRBIG00000036366	Rhinopithecus_bieti
ENSPPAP00000034812	ENSPPAG00000040244	Pan_paniscus
ENSDNVP00000021655	ENSDNVG00000015125	Dromaius_novaehollandiae
ENSPMEP00000001195	ENSPMEG00000002068	Poecilia_mexicana
ENSBIXP00000020191	ENSBIXG00000023541	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSLCOP00000006997	ENSLCOG00000005175	Lepidothrix_coronata	ENSLCOT00000007465
ENSMMUP00000061193	ENSMMUG00000064173	Macaca_mulatta
ENSTBEP00000000837	ENSTBEG00000000984	Tupaia_belangeri
ENSPMAP00000003837	ENSPMAG00000003526	Petromyzon_marinus
ENSAHAP00000012315	ENSAHAG00000008896	Apteryx_haastii
ENSRNOP00000024519	ENSRNOG00000018201	Rattus_norvegicus
ENSCGRP00000014858	ENSCGRG00000010770	Cricetulus_griseus_CriGri_1.0
ENSPSIP00000007558	ENSPSIG00000006951	Pelodiscus_sinensis
ENSABRP00000006146	ENSABRG00000005707	Anser_brachyrhynchus	ENSABRT00000008856
ENSCANP00000025525	ENSCANG00000036197	Colobus_angolensis_palliatus
ENSPANP00000001615	ENSPANG00000013355	Papio_anubis
ENSCAFP00000029286	ENSCAFG00000019786	Canis_lupus_familiaris
ENSPTIP00000004901	ENSPTIG00000007287	Panthera_tigris_altaica
ENSMNEP00000025761	ENSMNEG00000036347	Macaca_nemestrina
ENSCSAP00000016460	ENSCSAG00000001566	Chlorocebus_sabaeus
ENSPSMP00000015243	ENSPSMG00000010882	Prolemur_simus
ENSNLEP00000004388	ENSNLEG00000003636	Nomascus_leucogenys
ENSSTOP00000004953	ENSSTOG00000005552	Ictidomys_tridecemlineatus
ENSNSUP00000020845	ENSNSUG00000015156	Notechis_scutatus
ENSBIXP00005010392	ENSBIXG00005015015	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPCOP00000019152	ENSPCOG00000021511	Propithecus_coquereli
ENSMEUP00000001825	ENSMEUG00000001998	Notamacropus_eugenii
ENSSHAP00000013064	ENSSHAG00000011172	Sarcophilus_harrisii
ENSPEMP00000032254	ENSPEMG00000010529	Peromyscus_maniculatus_bairdii
ENSMUSP00000060617	ENSMUSG00000070368	Mus_musculus_strain_reference_(CL57BL6)
ENSGALP00000069911	ENSGALG00000047297	Gallus_gallus
ENSCGRP00001000025	ENSCGRG00001000053	Cricetulus_griseus_CHOK1GS_HDv1
ENSOANP00000006372	ENSOANG00000004023	Ornithorhynchus_anatinus
ENSMOCP00000010820	ENSMOCG00000011072	Microtus_ochrogaster
ENSPTEP00000027807	ENSPTEG00000027605	Piliocolobus_tephrosceles
ENSDNOP00000006030	ENSDNOG00000007778	Dasypus_novemcinctus
ENSCATP00000035685	ENSCATG00000040695	Cercocebus_atys
ENSGAGP00000016126	ENSGAGG00000012110	Gopherus_agassizii
ENSMLUP00000022323	ENSMLUG00000026358	Myotis_lucifugus
ENSHGLP00100023825	ENSHGLG00100017500	Heterocephalus_glaber_HetGla_1.0
ENSECAP00000038655	ENSECAG00000036824	Equus_caballus
ENSCJAP00000073863	ENSCJAG00000056255	Callithrix_jacchus
ENSAPLP00000015695	ENSAPLG00000015823	Anas_platyrhynchos_platyrhynchos
ENSRROP00000020845	ENSRROG00000034358	Rhinopithecus_roxellana
ENSXETP00000010396	ENSXETG00000010832	Xenopus_tropicalis
ENSEASP00005007369	ENSEASG00005005380	Equus_asinus_asinus
ENSSARP00000004880	ENSSARG00000005415	Sorex_araneus
ENSNMEP00000009524	ENSNMEG00000009198	Numida_meleagris
ENSCAPP00000004341	ENSCAPG00000006912	Cavia_aperea
ENSCAFP00020011923	ENSCAFG00020009598	Canis_lupus_dingo
ENSJJAP00000024978	ENSJJAG00000024291	Jaculus_jaculus
ENSUPAP00010020408	ENSUPAG00010016152	Urocitellus_parryii
ENSMICP00000004800	ENSMICG00000005269	Microcebus_murinus
ENSOPRP00000003953	ENSOPRG00000004305	Ochotona_princeps
ENSCPRP00005005154	ENSCPRG00005003688	Crocodylus_porosus
ENSTGEP00000003186	ENSTGEG00000002730	Theropithecus_gelada
ENSPPYP00000001217	ENSPPYG00000001048	Pongo_abelii
MGP_PahariEiJ_P0070786	MGP_PahariEiJ_G0026944	Mus_pahari_strain_PAHARI_EIJ
ENSACAP00000012580	ENSACAG00000012841	Anolis_carolinensis
ENSMAUP00000009475	ENSMAUG00000010623	Mesocricetus_auratus
ENSCPGP00000027976	ENSCPGG00000019288	Calidris_pygmaea	ENSCPGT00000030546
ENSPTRP00000001873	ENSPTRG00000001080	Pan_troglodytes
ENSCJPP00005010577	ENSCJPG00005009183	Coturnix_japonica
ENSBMUP00000003612	ENSBMUG00000002854	Bos_mutus
ENSSMRP00000023765	ENSSMRG00000018437	Salvator_merianae
ENSMSIP00000038601	ENSMSIG00000032158	Mus_spicilegus
MGP_SPRETEiJ_P0062213	MGP_SPRETEiJ_G0026448	Mus_spretus_strain_SPRET/EiJ
