ENSOANP00000011726	ENSOANG00000007366	Ornithorhynchus_anatinus	ENSOANT00000011728
ENSOANP00000029800	ENSOANG00000029220	Ornithorhynchus_anatinus	ENSOANT00000039044
ENSVURP00010005446	ENSVURG00010004250	Vombatus_ursinus	ENSVURT00010006164
ENSPCIP00000021845	ENSPCIG00000016545	Phascolarctos_cinereus	ENSPCIT00000026940
ENSMEUP00000006584	ENSMEUG00000007207	Notamacropus_eugenii	ENSMEUT00000007231
ENSSHAP00000003489	ENSSHAG00000003066	Sarcophilus_harrisii	ENSSHAT00000003525
ENSMODP00000016082	ENSMODG00000012850	Monodelphis_domestica	ENSMODT00000016379
ENSCHOP00000008545	ENSCHOG00000009645	Choloepus_hoffmanni
ENSEEUP00000013672	ENSEEUG00000014941	Erinaceus_europaeus
ENSPCOP00000015893	ENSPCOG00000019694	Propithecus_coquereli
ENSPSMP00000036360	ENSPSMG00000024997	Prolemur_simus
ENSMICP00000011273	ENSMICG00000012376	Microcebus_murinus
ENSOGAP00000001271	ENSOGAG00000001426	Otolemur_garnettii
ENSTSYP00000013870	ENSTSYG00000013402	Carlito_syrichta
ENSPPAP00000024045	ENSPPAG00000035124	Pan_paniscus
ENSPTRP00000075546	ENSPTRG00000004834	Pan_troglodytes
ENSGGOP00000031806	ENSGGOG00000016609	Gorilla_gorilla
ENSP00000447006	ENSG00000018236	Homo_sapiens
ENSPPYP00000005041	ENSPPYG00000004417	Pongo_abelii
ENSNLEP00000045060	ENSNLEG00000017950	Nomascus_leucogenys
ENSCANP00000009393	ENSCANG00000027937	Colobus_angolensis_palliatus
ENSPTEP00000018644	ENSPTEG00000020026	Piliocolobus_tephrosceles
ENSRROP00000021315	ENSRROG00000034584	Rhinopithecus_roxellana
ENSRBIP00000026831	ENSRBIG00000037262	Rhinopithecus_bieti
ENSTGEP00000027477	ENSTGEG00000022124	Theropithecus_gelada
ENSPANP00000003860	ENSPANG00000022088	Papio_anubis
ENSMLEP00000020796	ENSMLEG00000034461	Mandrillus_leucophaeus
ENSCSAP00000003396	ENSCSAG00000007119	Chlorocebus_sabaeus
ENSCATP00000028714	ENSCATG00000037628	Cercocebus_atys
ENSMFAP00000022549	ENSMFAG00000035494	Macaca_fascicularis
ENSMNEP00000043459	ENSMNEG00000044379	Macaca_nemestrina
ENSMMUP00000071119	ENSMMUG00000021163	Macaca_mulatta
ENSSBOP00000026228	ENSSBOG00000029438	Saimiri_boliviensis_boliviensis
ENSCCAP00000001288	ENSCCAG00000006312	Cebus_capucinus_imitator
ENSCJAP00000032873	ENSCJAG00000017809	Callithrix_jacchus
ENSANAP00000036839	ENSANAG00000035821	Aotus_nancymaae
ENSSDAP00000012727	ENSSDAG00000011424	Spermophilus_dauricus
ENSUPAP00010006671	ENSUPAG00010005319	Urocitellus_parryii
ENSMMMP00000025684	ENSMMMG00000022503	Marmota_marmota_marmota
ENSSTOP00000014312	ENSSTOG00000015991	Ictidomys_tridecemlineatus
ENSCCNP00000006419	ENSCCNG00000006728	Castor_canadensis
ENSCGRP00015000919	ENSCGRG00015000526	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001026427	ENSCGRG00001023727	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000021364	ENSMAUG00000019116	Mesocricetus_auratus
ENSMOCP00000011902	ENSMOCG00000012159	Microtus_ochrogaster
ENSPEMP00000001676	ENSPEMG00000001410	Peromyscus_maniculatus_bairdii
ENSMSIP00000020296	ENSMSIG00000017212	Mus_spicilegus
MGP_SPRETEiJ_P0041366	MGP_SPRETEiJ_G0021083	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000133063	ENSMUSG00000055022	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0039545	MGP_CAROLIEiJ_G0020187	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0042896	MGP_PahariEiJ_G0020191	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000071355	ENSRNOG00000004438	Rattus_norvegicus
ENSMUGP00000030271	ENSMUGG00000025121	Meriones_unguiculatus
ENSNGAP00000000018	ENSNGAG00000000017	Nannospalax_galili
ENSJJAP00000021431	ENSJJAG00000021782	Jaculus_jaculus
ENSOPRP00000008220	ENSOPRG00000008956	Ochotona_princeps
ENSOCUP00000008105	ENSOCUG00000009395	Oryctolagus_cuniculus
ENSDORP00000004232	ENSDORG00000004521	Dipodomys_ordii
ENSCLAP00000015062	ENSCLAG00000010381	Chinchilla_lanigera
ENSODEP00000006268	ENSODEG00000004694	Octodon_degus
ENSCPOP00000007909	ENSCPOG00000008811	Cavia_porcellus
ENSCAPP00000011281	ENSCAPG00000012364	Cavia_aperea
ENSHGLP00100013875	ENSHGLG00100010265	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001194	ENSHGLG00000000930	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000019460	ENSFDAG00000009132	Fukomys_damarensis
ENSTBEP00000007741	ENSTBEG00000008915	Tupaia_belangeri
ENSAOWP00000013981	ENSAOWG00000009534	Apteryx_owenii
ENSAHAP00000014477	ENSAHAG00000010402	Apteryx_haastii
ENSARWP00000023519	ENSARWG00000016036	Apteryx_rowi
ENSDNVP00000001769	ENSDNVG00000001286	Dromaius_novaehollandiae
ENSNPEP00000006823	ENSNPEG00000005128	Nothoprocta_perdicaria
ENSABRP00000005744	ENSABRG00000005374	Anser_brachyrhynchus
ENSAPLP00000018417	ENSAPLG00000010381	Anas_platyrhynchos_platyrhynchos
ENSGALP00000060237	ENSGALG00000009523	Gallus_gallus
ENSCJPP00005016270	ENSCJPG00005013390	Coturnix_japonica
ENSMGAP00000009701	ENSMGAG00000009341	Meleagris_gallopavo
ENSNMEP00000012003	ENSNMEG00000011235	Numida_meleagris
ENSTGUP00000015924	ENSTGUG00000015595	Taeniopygia_guttata
ENSFALP00000010783	ENSFALG00000010325	Ficedula_albicollis
ENSPMJP00000014338	ENSPMJG00000010876	Parus_major
ENSCCEP00000008983	ENSCCEG00000009158	Cyanistes_caeruleus
ENSLSDP00000008927	ENSLSDG00000006643	Lonchura_striata_domestica
ENSTGUP00000005947	ENSTGUG00000005721	Taeniopygia_guttata
ENSSCAP00000018518	ENSSCAG00000013410	Serinus_canaria
ENSJHYP00000022744	ENSJHYG00000017155	Junco_hyemalis
ENSZALP00000010616	ENSZALG00000008974	Zonotrichia_albicollis
ENSLCOP00000018377	ENSLCOG00000012993	Lepidothrix_coronata
ENSMVIP00005008678	ENSMVIG00005006448	Manacus_vitellinus
ENSMUNP00000020738	ENSMUNG00000015752	Melopsittacus_undulatus
ENSCPGP00000009646	ENSCPGG00000006847	Calidris_pygmaea
ENSCPUP00000011635	ENSCPUG00000008249	Calidris_pugnax
ENSCPRP00005013593	ENSCPRG00005009439	Crocodylus_porosus
ENSGAGP00000009399	ENSGAGG00000007437	Gopherus_agassizii
ENSCABP00000009669	ENSCABG00000007268	Chelonoidis_abingdonii
ENSCPBP00000021622	ENSCPBG00000015524	Chrysemys_picta_bellii
ENSPSIP00000003697	ENSPSIG00000003505	Pelodiscus_sinensis
ENSACAP00000016093	ENSACAG00000016139	Anolis_carolinensis
ENSPVIP00000005069	ENSPVIG00000000575	Pogona_vitticeps
ENSNSUP00000018562	ENSNSUG00000013368	Notechis_scutatus
ENSSMRP00000020304	ENSSMRG00000012755	Salvator_merianae
ENSSPUP00000013073	ENSSPUG00000010047	Sphenodon_punctatus
ENSXETP00000000216	ENSXETG00000006601	Xenopus_tropicalis
ENSLACP00000004074	ENSLACG00000003625	Latimeria_chalumnae
ENSTNIP00000019080	ENSTNIG00000015991	Tetraodon_nigroviridis
ENSTRUP00000043031	ENSTRUG00000016799	Takifugu_rubripes
ENSMMOP00000019299	ENSMMOG00000014608	Mola_mola
ENSLCRP00005050576	ENSLCRG00005019070	Larimichthys_crocea
ENSLBEP00000009958	ENSLBEG00000007683	Labrus_bergylta
ENSGACP00000005431	ENSGACG00000004129	Gasterosteus_aculeatus
ENSCGOP00000043778	ENSCGOG00000018721	Cottoperca_gobio
ENSHCOP00000020201	ENSHCOG00000006075	Hippocampus_comes
ENSPMGP00000012937	ENSPMGG00000010661	Periophthalmus_magnuspinnatus
ENSXMAP00000026099	ENSXMAG00000017213	Xiphophorus_maculatus
ENSXCOP00000027935	ENSXCOG00000020834	Xiphophorus_couchianus
ENSGAFP00000001556	ENSGAFG00000001095	Gambusia_affinis
ENSPFOP00000004883	ENSPFOG00000004289	Poecilia_formosa
ENSPMEP00000004891	ENSPMEG00000006200	Poecilia_mexicana
ENSPLAP00000000722	ENSPLAG00000001621	Poecilia_latipinna
ENSPREP00000013907	ENSPREG00000009441	Poecilia_reticulata
ENSCVAP00000017417	ENSCVAG00000020502	Cyprinodon_variegatus
ENSFHEP00000004587	ENSFHEG00000005703	Fundulus_heteroclitus
ENSKMAP00000007489	ENSKMAG00000005644	Kryptolebias_marmoratus
ENSORLP00000044864	ENSORLG00000003308	Oryzias_latipes_ASM223467v1
ENSORLP00015028040	ENSORLG00015010455	Oryzias_latipes_ASM223469v1
ENSORLP00020032260	ENSORLG00020017766	Oryzias_latipes_ASM223471v1
ENSOMEP00000009041	ENSOMEG00000010258	Oryzias_melastigma
ENSACLP00000001260	ENSACLG00000000904	Astatotilapia_calliptera
ENSMZEP00005010898	ENSMZEG00005008112	Maylandia_zebra
ENSHBUP00000021807	ENSHBUG00000001731	Haplochromis_burtoni
ENSPNYP00000006505	ENSPNYG00000004847	Pundamilia_nyererei
ENSNBRP00000027358	ENSNBRG00000020792	Neolamprologus_brichardi
ENSONIP00000010929	ENSONIG00000008695	Oreochromis_niloticus
ENSACIP00000003425	ENSACIG00000002688	Amphilophus_citrinellus
ENSGWIP00000013978	ENSGWIG00000007512	Gouania_willdenowi
ENSAPEP00000007916	ENSAPEG00000005725	Amphiprion_percula
ENSAOCP00000006278	ENSAOCG00000009886	Amphiprion_ocellaris
ENSAPOP00000030422	ENSAPOG00000016941	Acanthochromis_polyacanthus
ENSSPAP00000011059	ENSSPAG00000008420	Stegastes_partitus
ENSPRNP00000055577	ENSPRNG00000025168	Parambassis_ranga
ENSSDUP00000031892	ENSSDUG00000022906	Seriola_dumerili
ENSSLDP00000018089	ENSSLDG00000014221	Seriola_lalandi_dorsalis
ENSLCAP00010050909	ENSLCAG00010023704	Lates_calcarifer
ENSSMAP00000013238	ENSSMAG00000008140	Scophthalmus_maximus
ENSCSEP00000008258	ENSCSEG00000005284	Cynoglossus_semilaevis
ENSMAMP00000034497	ENSMAMG00000023182	Mastacembelus_armatus
ENSMALP00000017569	ENSMALG00000012224	Monopterus_albus
ENSATEP00000026592	ENSATEG00000018430	Anabas_testudineus
ENSBSLP00000051358	ENSBSLG00000024323	Betta_splendens
ENSGMOP00000000837	ENSGMOG00000000812	Gadus_morhua
ENSHHUP00000085325	ENSHHUG00000049235	Hucho_hucho
ENSHHUP00000077521	ENSHHUG00000045178	Hucho_hucho
ENSELUP00000009056	ENSELUG00000009649	Esox_lucius
ENSFHEP00000000097	ENSFHEG00000023376	Fundulus_heteroclitus
ENSMZEP00005010932	ENSMZEG00005008199	Maylandia_zebra
ENSDARP00000132710	ENSDARG00000087843	Danio_rerio
ENSCHAP00000053067	ENSCHAG00000022843	Clupea_harengus
ENSDCDP00000042716	ENSDCDG00000027377	Denticeps_clupeoides
ENSAMXP00005042459	ENSAMXG00005016893	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000015198	ENSAMXG00000014768	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000012469	ENSPNAG00000018336	Pygocentrus_nattereri
ENSEEEP00000041940	ENSEEEG00000019822	Electrophorus_electricus
ENSIPUP00000021338	ENSIPUG00000014406	Ictalurus_punctatus
ENSSFOP00015007568	ENSSFOG00015004934	Scleropages_formosus
ENSPKIP00000032235	ENSPKIG00000012404	Paramormyrops_kingsleyae
ENSSFOP00015007621	ENSSFOG00015004987	Scleropages_formosus
ENSPKIP00000028751	ENSPKIG00000010270	Paramormyrops_kingsleyae
ENSCHAP00000054814	ENSCHAG00000024773	Clupea_harengus
ENSDCDP00000060914	ENSDCDG00000034463	Denticeps_clupeoides
ENSAMXP00000051368	ENSAMXG00000016512	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005045937	ENSAMXG00005021126	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001806	ENSPNAG00000000947	Pygocentrus_nattereri
ENSEEEP00000051436	ENSEEEG00000024128	Electrophorus_electricus
ENSIPUP00000020411	ENSIPUG00000013827	Ictalurus_punctatus
ENSDARP00000116014	ENSDARG00000045685	Danio_rerio
ENSSDUP00000009833	ENSSDUG00000007226	Seriola_dumerili
ENSSLDP00000015471	ENSSLDG00000012291	Seriola_lalandi_dorsalis
ENSLCAP00010021546	ENSLCAG00010009800	Lates_calcarifer
ENSMAMP00000013183	ENSMAMG00000008816	Mastacembelus_armatus
ENSATEP00000017782	ENSATEG00000012150	Anabas_testudineus
ENSACLP00000001857	ENSACLG00000001309	Astatotilapia_calliptera
ENSMZEP00005014606	ENSMZEG00005010984	Maylandia_zebra
ENSHBUP00000024635	ENSHBUG00000006280	Haplochromis_burtoni
ENSPNYP00000010790	ENSPNYG00000008030	Pundamilia_nyererei
ENSNBRP00000001567	ENSNBRG00000001231	Neolamprologus_brichardi
ENSONIP00000021210	ENSONIG00000016833	Oreochromis_niloticus
ENSACIP00000020498	ENSACIG00000015890	Amphilophus_citrinellus
ENSGWIP00000013270	ENSGWIG00000003371	Gouania_willdenowi
ENSAPEP00000025047	ENSAPEG00000017758	Amphiprion_percula
ENSAOCP00000024625	ENSAOCG00000011662	Amphiprion_ocellaris
ENSAPOP00000010087	ENSAPOG00000012566	Acanthochromis_polyacanthus
ENSSPAP00000018249	ENSSPAG00000013581	Stegastes_partitus
ENSORLP00000012621	ENSORLG00000010060	Oryzias_latipes_ASM223467v1
ENSORLP00020002429	ENSORLG00020003199	Oryzias_latipes_ASM223471v1
ENSORLP00015000864	ENSORLG00015001457	Oryzias_latipes_ASM223469v1
ENSOMEP00000010776	ENSOMEG00000012070	Oryzias_melastigma
ENSKMAP00000028883	ENSKMAG00000021412	Kryptolebias_marmoratus
ENSXMAP00000009355	ENSXMAG00000009280	Xiphophorus_maculatus
ENSGAFP00000025849	ENSGAFG00000017433	Gambusia_affinis
ENSPFOP00000015214	ENSPFOG00000014968	Poecilia_formosa
ENSPFOP00000015429	ENSPFOG00000015204	Poecilia_formosa
ENSPMEP00000023778	ENSPMEG00000005603	Poecilia_mexicana
ENSPLAP00000029022	ENSPLAG00000018930	Poecilia_latipinna
ENSPREP00000016779	ENSPREG00000011347	Poecilia_reticulata
ENSCVAP00000003316	ENSCVAG00000004490	Cyprinodon_variegatus
ENSBSLP00000017345	ENSBSLG00000008967	Betta_splendens
ENSSMAP00000033206	ENSSMAG00000020338	Scophthalmus_maximus
ENSMALP00000024409	ENSMALG00000017020	Monopterus_albus
ENSCSEP00000016437	ENSCSEG00000010553	Cynoglossus_semilaevis
ENSPMGP00000011927	ENSPMGG00000009876	Periophthalmus_magnuspinnatus
ENSHCOP00000006697	ENSHCOG00000008605	Hippocampus_comes
ENSPRNP00000015762	ENSPRNG00000008068	Parambassis_ranga
ENSLCRP00005036655	ENSLCRG00005013172	Larimichthys_crocea
ENSLBEP00000005740	ENSLBEG00000004418	Labrus_bergylta
ENSCGOP00000013682	ENSCGOG00000006045	Cottoperca_gobio
ENSGACP00000024951	ENSGACG00000018865	Gasterosteus_aculeatus
ENSTNIP00000021682	ENSTNIG00000018508	Tetraodon_nigroviridis
ENSTRUP00000042963	ENSTRUG00000016778	Takifugu_rubripes
ENSMMOP00000002996	ENSMMOG00000002410	Mola_mola
ENSGMOP00000020225	ENSGMOG00000018823	Gadus_morhua
ENSHHUP00000030175	ENSHHUG00000019211	Hucho_hucho
ENSHHUP00000012371	ENSHHUG00000007562	Hucho_hucho
ENSHHUP00000031336	ENSHHUG00000019919	Hucho_hucho
ENSHHUP00000062952	ENSHHUG00000037203	Hucho_hucho
ENSHHUP00000006373	ENSHHUG00000003916	Hucho_hucho
ENSHHUP00000025537	ENSHHUG00000016106	Hucho_hucho
ENSHHUP00000032827	ENSHHUG00000020782	Hucho_hucho
ENSHHUP00000026959	ENSHHUG00000017075	Hucho_hucho
ENSELUP00000008841	ENSELUG00000009490	Esox_lucius
ENSLOCP00000001488	ENSLOCG00000001255	Lepisosteus_oculatus
ENSECRP00000000963	ENSECRG00000000640	Erpetoichthys_calabaricus
ENSCMIP00000032246	ENSCMIG00000013199	Callorhinchus_milii
ENSPMAP00000004375	ENSPMAG00000003992	Petromyzon_marinus
ENSEBUP00000011038	ENSEBUG00000007059	Eptatretus_burgeri
ENSEBUP00000013401	ENSEBUG00000008462	Eptatretus_burgeri
