ENSEBUP00000023148	ENSEBUG00000014260	Eptatretus_burgeri
ENSSPAP00000020462	ENSSPAG00000015408	Stegastes_partitus
ENSPRNP00000050311	ENSPRNG00000023933	Parambassis_ranga
ENSACLP00000026188	ENSACLG00000017738	Astatotilapia_calliptera
ENSMZEP00005006547	ENSMZEG00005005037	Maylandia_zebra
ENSHBUP00000002306	ENSHBUG00000003560	Haplochromis_burtoni
ENSPNYP00000014225	ENSPNYG00000010766	Pundamilia_nyererei
ENSNBRP00000015396	ENSNBRG00000011886	Neolamprologus_brichardi
ENSONIP00000003071	ENSONIG00000002456	Oreochromis_niloticus
ENSACIP00000014924	ENSACIG00000011561	Amphilophus_citrinellus
ENSPFOP00000012020	ENSPFOG00000011838	Poecilia_formosa
ENSPLAP00000022425	ENSPLAG00000007000	Poecilia_latipinna
ENSPMEP00000019226	ENSPMEG00000022317	Poecilia_mexicana
ENSPREP00000010044	ENSPREG00000006792	Poecilia_reticulata
ENSXMAP00000003344	ENSXMAG00000003318	Xiphophorus_maculatus
ENSXCOP00000026932	ENSXCOG00000020116	Xiphophorus_couchianus
ENSGAFP00000016925	ENSGAFG00000011396	Gambusia_affinis
ENSFHEP00000012348	ENSFHEG00000013823	Fundulus_heteroclitus
ENSCVAP00000017919	ENSCVAG00000021147	Cyprinodon_variegatus
ENSKMAP00000007186	ENSKMAG00000005370	Kryptolebias_marmoratus
ENSORLP00015029771	ENSORLG00015000385	Oryzias_latipes_ASM223469v1
ENSORLP00000015486	ENSORLG00000012371	Oryzias_latipes_ASM223467v1
ENSORLP00020020209	ENSORLG00020021197	Oryzias_latipes_ASM223471v1
ENSOMEP00000028119	ENSOMEG00000011027	Oryzias_melastigma
ENSPMGP00000002117	ENSPMGG00000001897	Periophthalmus_magnuspinnatus
ENSTNIP00000012029	ENSTNIG00000009169	Tetraodon_nigroviridis
ENSTRUP00000019311	ENSTRUG00000007769	Takifugu_rubripes
ENSHCOP00000024020	ENSHCOG00000013032	Hippocampus_comes
ENSGMOP00000004751	ENSGMOG00000004452	Gadus_morhua
ENSELUP00000017086	ENSELUG00000016894	Esox_lucius
ENSLOCP00000012256	ENSLOCG00000010016	Lepisosteus_oculatus
ENSECRP00000021893	ENSECRG00000014774	Erpetoichthys_calabaricus
ENSCMIP00000017099	ENSCMIG00000008175	Callorhinchus_milii
ENSCINP00000019839	ENSCING00000014768	Ciona_intestinalis
FBpp0075896	FBgn0064766	Drosophila_melanogaster
F33H2.2.1	WBGene00009366	Caenorhabditis_elegans_strain_N2
