ENSCPGP00000000320	ENSCPGG00000000265	Calidris_pygmaea
ENSPPRP00000029344	ENSPPRG00000021908	Panthera_pardus
ENSPVAP00000011861	ENSPVAG00000012582	Pteropus_vampyrus
ENSEEUP00000012127	ENSEEUG00000013328	Erinaceus_europaeus
ENSBBBP00000018508	ENSBBBG00000002099	Bison_bison_bison
ENSDORP00000012252	ENSDORG00000013033	Dipodomys_ordii
ENSLAFP00000016831	ENSLAFG00000005655	Loxodonta_africana
ENSHGLP00000027973	ENSHGLG00000020086	Heterocephalus_glaber_HetGla_female_1.0
ENSSDAP00000019853	ENSSDAG00000018095	Spermophilus_dauricus
ENSSBOP00000038963	ENSSBOG00000035534	Saimiri_boliviensis_boliviensis
ENSTBEP00000012530	ENSTBEG00000014468	Tupaia_belangeri
ENSMICP00000046826	ENSMICG00000041427	Microcebus_murinus
ENSOARP00000002731	ENSOARG00000002572	Ovis_aries
ENSUMAP00000033045	ENSUMAG00000023816	Ursus_maritimus
ENSDNOP00000028962	ENSDNOG00000042405	Dasypus_novemcinctus
ENSCHOP00000004568	ENSCHOG00000005165	Choloepus_hoffmanni
ENSETEP00000003723	ENSETEG00000004562	Echinops_telfairi
ENSPCAP00000002298	ENSPCAG00000002488	Procavia_capensis
ENSOANP00000023303	ENSOANG00000014796	Ornithorhynchus_anatinus
ENSNSUP00000013155	ENSNSUG00000009846	Notechis_scutatus
ENSPVIP00000018132	ENSPVIG00000013879	Pogona_vitticeps
ENSSMRP00000001509	ENSSMRG00000001319	Salvator_merianae
ENSPCIP00000027211	ENSPCIG00000020328	Phascolarctos_cinereus
ENSVURP00010004358	ENSVURG00010003481	Vombatus_ursinus
ENSSHAP00000008288	ENSSHAG00000007183	Sarcophilus_harrisii
ENSGAGP00000007134	ENSGAGG00000005732	Gopherus_agassizii
ENSCABP00000014253	ENSCABG00000010641	Chelonoidis_abingdonii
ENSCPBP00000024633	ENSCPBG00000017537	Chrysemys_picta_bellii
ENSPSIP00000001771	ENSPSIG00000001778	Pelodiscus_sinensis
ENSCPRP00005002099	ENSCPRG00005001547	Crocodylus_porosus
ENSSPUP00000015418	ENSSPUG00000011903	Sphenodon_punctatus
ENSLACP00000005681	ENSLACG00000005047	Latimeria_chalumnae
ENSXETP00000035028	ENSXETG00000014526	Xenopus_tropicalis
ENSEEEP00000018288	ENSEEEG00000008985	Electrophorus_electricus
ENSDARP00000157677	ENSDARG00000074253	Danio_rerio
ENSCHAP00000047909	ENSCHAG00000022070	Clupea_harengus
ENSHHUP00000056841	ENSHHUG00000033907	Hucho_hucho
ENSHHUP00000048301	ENSHHUG00000029294	Hucho_hucho
ENSELUP00000035172	ENSELUG00000014013	Esox_lucius
ENSPKIP00000014501	ENSPKIG00000001548	Paramormyrops_kingsleyae
ENSPMGP00000012110	ENSPMGG00000010008	Periophthalmus_magnuspinnatus
ENSHCOP00000001489	ENSHCOG00000002447	Hippocampus_comes
ENSTNIP00000020129	ENSTNIG00000017004	Tetraodon_nigroviridis
ENSTRUP00000052618	ENSTRUG00000003781	Takifugu_rubripes
ENSLBEP00000026710	ENSLBEG00000020293	Labrus_bergylta
ENSSPAP00000012491	ENSSPAG00000009470	Stegastes_partitus
ENSGWIP00000047388	ENSGWIG00000023313	Gouania_willdenowi
ENSSMAP00000029084	ENSSMAG00000017807	Scophthalmus_maximus
ENSFHEP00000018331	ENSFHEG00000020177	Fundulus_heteroclitus
ENSCVAP00000031144	ENSCVAG00000020208	Cyprinodon_variegatus
ENSPMEP00000005936	ENSPMEG00000007370	Poecilia_mexicana
ENSPLAP00000007242	ENSPLAG00000009538	Poecilia_latipinna
ENSPFOP00000004488	ENSPFOG00000004604	Poecilia_formosa
ENSPREP00000013228	ENSPREG00000008985	Poecilia_reticulata
ENSXMAP00000018280	ENSXMAG00000018245	Xiphophorus_maculatus
ENSXCOP00000016493	ENSXCOG00000012450	Xiphophorus_couchianus
ENSKMAP00000003370	ENSKMAG00000002574	Kryptolebias_marmoratus
ENSORLP00015032450	ENSORLG00015017287	Oryzias_latipes_ASM223469v1
ENSOMEP00000028115	ENSOMEG00000010996	Oryzias_melastigma
ENSAOCP00000008691	ENSAOCG00000012741	Amphiprion_ocellaris
ENSAPEP00000005696	ENSAPEG00000004093	Amphiprion_percula
ENSAPOP00000001645	ENSAPOG00000002989	Acanthochromis_polyacanthus
ENSACIP00000010718	ENSACIG00000008385	Amphilophus_citrinellus
ENSMAMP00000032240	ENSMAMG00000021680	Mastacembelus_armatus
ENSSLDP00000029048	ENSSLDG00000022424	Seriola_lalandi_dorsalis
ENSSDUP00000025510	ENSSDUG00000018499	Seriola_dumerili
ENSLCAP00010041459	ENSLCAG00010019433	Lates_calcarifer
ENSLCRP00005006346	ENSLCRG00005003209	Larimichthys_crocea
ENSBSLP00000046931	ENSBSLG00000022319	Betta_splendens
ENSCSEP00000004871	ENSCSEG00000003154	Cynoglossus_semilaevis
ENSGACP00000013753	ENSGACG00000010412	Gasterosteus_aculeatus
ENSPRNP00000047601	ENSPRNG00000022863	Parambassis_ranga
ENSPRNP00000041880	ENSPRNG00000020515	Parambassis_ranga
ENSMZEP00005036750	ENSMZEG00005027399	Maylandia_zebra
ENSACLP00000033465	ENSACLG00000022698	Astatotilapia_calliptera
ENSPNYP00000002161	ENSPNYG00000001716	Pundamilia_nyererei
ENSONIP00000026032	ENSONIG00000020727	Oreochromis_niloticus
ENSNBRP00000017987	ENSNBRG00000013883	Neolamprologus_brichardi
ENSHBUP00000012127	ENSHBUG00000013817	Haplochromis_burtoni
ENSATEP00000014465	ENSATEG00000010071	Anabas_testudineus
ENSMALP00000029643	ENSMALG00000020519	Monopterus_albus
ENSMMOP00000010245	ENSMMOG00000007906	Mola_mola
ENSGMOP00000019353	ENSGMOG00000018006	Gadus_morhua
ENSAMXP00005036461	ENSAMXG00005017416	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000036998	ENSAMXG00000038663	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000018394	ENSPNAG00000024761	Pygocentrus_nattereri
ENSIPUP00000024481	ENSIPUG00000016546	Ictalurus_punctatus
ENSSFOP00015025233	ENSSFOG00015016236	Scleropages_formosus
ENSDCDP00000016029	ENSDCDG00000013085	Denticeps_clupeoides
ENSLOCP00000021455	ENSLOCG00000017350	Lepisosteus_oculatus
ENSECRP00000019922	ENSECRG00000013379	Erpetoichthys_calabaricus
ENSCMIP00000030934	ENSCMIG00000013300	Callorhinchus_milii
ENSCMIP00000034301	ENSCMIG00000014559	Callorhinchus_milii
