ENSHGLP00100003260	ENSHGLG00100002489	Heterocephalus_glaber_HetGla_1.0
ENSMICP00000050353	ENSMICG00000045615	Microcebus_murinus
ENSCPBP00000005606	ENSCPBG00000004481	Chrysemys_picta_bellii
ENSPPAP00000020978	ENSPPAG00000033722	Pan_paniscus
ENSVVUP00000000713	ENSVVUG00000000644	Vulpes_vulpes
ENSUAMP00000020570	ENSUAMG00000016183	Ursus_americanus
MGP_SPRETEiJ_P0087408	MGP_SPRETEiJ_G0032016	Mus_spretus_strain_SPRET/EiJ
ENSCCNP00000009529	ENSCCNG00000010033	Castor_canadensis
ENSPPRP00000007275	ENSPPRG00000002472	Panthera_pardus
ENSBTAP00000000277	ENSBTAG00000000226	Bos_taurus
ENSSMRP00000020945	ENSSMRG00000016304	Salvator_merianae	ENSSMRT00000024555
ENSCABP00000026724	ENSCABG00000019611	Chelonoidis_abingdonii	ENSCABT00000029264
ENSLOCP00000019232	ENSLOCG00000015623	Lepisosteus_oculatus	ENSLOCT00000019264
ENSUPAP00010028789	ENSUPAG00010022713	Urocitellus_parryii
ENSOANP00000025036	ENSOANG00000019742	Ornithorhynchus_anatinus
ENSMOCP00000010177	ENSMOCG00000010376	Microtus_ochrogaster
ENSSARP00000007985	ENSSARG00000008827	Sorex_araneus
ENSFCAP00000030999	ENSFCAG00000038685	Felis_catus
ENSCGRP00000022530	ENSCGRG00000016330	Cricetulus_griseus_CriGri_1.0
ENSCCAP00000037686	ENSCCAG00000036691	Cebus_capucinus_imitator
ENSMUGP00000012820	ENSMUGG00000011139	Meriones_unguiculatus
ENSMMUP00000027367	ENSMMUG00000020794	Macaca_mulatta
ENSCGRP00015029929	ENSCGRG00015022526	Cricetulus_griseus_CriGri-PICR
ENSTTRP00000009142	ENSTTRG00000009666	Tursiops_truncatus
ENSBIXP00005026286	ENSBIXG00005002403	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMOCP00000007084	ENSMOCG00000006839	Microtus_ochrogaster
ENSCHOP00000010117	ENSCHOG00000011446	Choloepus_hoffmanni
ENSCJAP00000014770	ENSCJAG00000007996	Callithrix_jacchus
ENSECRP00000000158	ENSECRG00000000107	Erpetoichthys_calabaricus	ENSECRT00000000164
ENSOANP00000025996	ENSOANG00000020446	Ornithorhynchus_anatinus
ENSNGAP00000000454	ENSNGAG00000000367	Nannospalax_galili
ENSNSUP00000028546	ENSNSUG00000020304	Notechis_scutatus	ENSNSUT00000030309
ENSSDAP00000017552	ENSSDAG00000015984	Spermophilus_dauricus
ENSPCAP00000007295	ENSPCAG00000007819	Procavia_capensis
ENSBMUP00000000755	ENSBMUG00000000654	Bos_mutus
ENSOPRP00000011127	ENSOPRG00000012196	Ochotona_princeps
ENSPCIP00000024322	ENSPCIG00000018343	Phascolarctos_cinereus
ENSCAFP00000008237	ENSCAFG00000005508	Canis_lupus_familiaris
ENSRROP00000004111	ENSRROG00000016601	Rhinopithecus_roxellana
