ENSPCAP00000005682	ENSPCAG00000006055	Procavia_capensis
ENSTBEP00000011589	ENSTBEG00000013360	Tupaia_belangeri
ENSCCNP00000027531	ENSCCNG00000026601	Castor_canadensis
ENSDORP00000022885	ENSDORG00000013829	Dipodomys_ordii
ENSMUSP00000041082	ENSMUSG00000041354	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000014517	ENSMSIG00000012505	Mus_spicilegus
MGP_SPRETEiJ_P0045977	MGP_SPRETEiJ_G0022336	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0044072	MGP_CAROLIEiJ_G0021424	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0043626	MGP_PahariEiJ_G0020429	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000000554	ENSRNOG00000000474	Rattus_norvegicus
ENSMUGP00000021462	ENSMUGG00000018062	Meriones_unguiculatus
ENSPEMP00000020922	ENSPEMG00000018722	Peromyscus_maniculatus_bairdii
ENSMOCP00000027101	ENSMOCG00000022698	Microtus_ochrogaster
ENSCGRP00015038206	ENSCGRG00015028563	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000018532	ENSCGRG00000013492	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001004012	ENSCGRG00001005003	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000005676	ENSMAUG00000007762	Mesocricetus_auratus
ENSNGAP00000002187	ENSNGAG00000001749	Nannospalax_galili
ENSJJAP00000021519	ENSJJAG00000021860	Jaculus_jaculus
ENSUPAP00010017024	ENSUPAG00010013583	Urocitellus_parryii
ENSSTOP00000023289	ENSSTOG00000024728	Ictidomys_tridecemlineatus
ENSSDAP00000020836	ENSSDAG00000018928	Spermophilus_dauricus
ENSMMMP00000027768	ENSMMMG00000024239	Marmota_marmota_marmota
ENSCLAP00000014167	ENSCLAG00000009780	Chinchilla_lanigera
ENSODEP00000023665	ENSODEG00000017326	Octodon_degus
ENSCAPP00000016850	ENSCAPG00000016657	Cavia_aperea
ENSCPOP00000011460	ENSCPOG00000012737	Cavia_porcellus
ENSHGLP00000024072	ENSHGLG00000017158	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100022473	ENSHGLG00100016528	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000015804	ENSFDAG00000003931	Fukomys_damarensis
ENSOCUP00000020774	ENSOCUG00000026930	Oryctolagus_cuniculus
ENSOPRP00000000911	ENSOPRG00000000989	Ochotona_princeps
ENSOARP00000009992	ENSOARG00000009312	Ovis_aries
ENSCHIP00000005220	ENSCHIG00000009307	Capra_hircus
ENSBIXP00000029813	ENSBIXG00000011545	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005009283	ENSBIXG00005014224	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000022385	ENSBTAG00000016827	Bos_taurus
ENSBMUP00000011590	ENSBMUG00000008900	Bos_mutus
ENSBBBP00000006585	ENSBBBG00000000845	Bison_bison_bison
ENSTTRP00000004051	ENSTTRG00000004307	Tursiops_truncatus
ENSVPAP00000005826	ENSVPAG00000006277	Vicugna_pacos
ENSEEUP00000010027	ENSEEUG00000011004	Erinaceus_europaeus
ENSECAP00000054096	ENSECAG00000000906	Equus_caballus
ENSEASP00005030611	ENSEASG00005020835	Equus_asinus_asinus
ENSSSCP00000001635	ENSSSCG00000001506	Sus_scrofa_strain_reference
ENSUMAP00000016801	ENSUMAG00000012351	Ursus_maritimus
ENSUAMP00000035484	ENSUAMG00000026945	Ursus_americanus
ENSAMEP00000001649	ENSAMEG00000001533	Ailuropoda_melanoleuca
ENSNVIP00000016571	ENSNVIG00000012961	Neovison_vison
ENSMPUP00000002349	ENSMPUG00000002376	Mustela_putorius_furo
ENSCAFP00000059991	ENSCAFG00000000963	Canis_lupus_familiaris
ENSCAFP00020003992	ENSCAFG00020003330	Canis_lupus_dingo
ENSVVUP00000035565	ENSVVUG00000025551	Vulpes_vulpes
ENSPPRP00000010154	ENSPPRG00000004409	Panthera_pardus
ENSPTIP00000002339	ENSPTIG00000005355	Panthera_tigris_altaica
ENSFCAP00000049937	ENSFCAG00000042019	Felis_catus
ENSFCAP00000022319	ENSFCAG00000029182	Felis_catus
ENSMLUP00000006864	ENSMLUG00000007475	Myotis_lucifugus
ENSPVAP00000001804	ENSPVAG00000001911	Pteropus_vampyrus
ENSVURP00010019772	ENSVURG00010015079	Vombatus_ursinus
ENSPCIP00000041150	ENSPCIG00000030063	Phascolarctos_cinereus
ENSMEUP00000015336	ENSMEUG00000016779	Notamacropus_eugenii
ENSSHAP00000008381	ENSSHAG00000007263	Sarcophilus_harrisii
ENSMODP00000017733	ENSMODG00000014185	Monodelphis_domestica
ENSCAFP00000040987	ENSCAFG00000028561	Canis_lupus_familiaris
ENSOANP00000030308	ENSOANG00000029141	Ornithorhynchus_anatinus
ENSGAGP00000018797	ENSGAGG00000013909	Gopherus_agassizii
ENSCABP00000001115	ENSCABG00000000933	Chelonoidis_abingdonii
ENSARWP00000012935	ENSARWG00000008908	Apteryx_rowi
ENSAPLP00000026905	ENSAPLG00000024788	Anas_platyrhynchos_platyrhynchos
ENSACAP00000003538	ENSACAG00000003564	Anolis_carolinensis
ENSPVIP00000004809	ENSPVIG00000003929	Pogona_vitticeps
ENSPVIP00000008774	ENSPVIG00000007045	Pogona_vitticeps
ENSSPUP00000022633	ENSSPUG00000017383	Sphenodon_punctatus
