F46C5.8.1	WBGene00009783	Caenorhabditis_elegans_strain_N2	F46C5.8.1
FBpp0312547	FBgn0039303	Drosophila_melanogaster	FBtr0347395
ENSLACP00000011182	ENSLACG00000009839	Latimeria_chalumnae	ENSLACT00000011266
ENSECRP00000028906	ENSECRG00000019581	Erpetoichthys_calabaricus	ENSECRT00000029519
ENSSFOP00015013174	ENSSFOG00015008467	Scleropages_formosus	ENSSFOT00015013339
ENSPKIP00000031945	ENSPKIG00000012231	Paramormyrops_kingsleyae	ENSPKIT00000012803
ENSSFOP00015016608	ENSSFOG00015010714	Scleropages_formosus	ENSSFOT00015016797
ENSPKIP00000034161	ENSPKIG00000013532	Paramormyrops_kingsleyae	ENSPKIT00000015063
ENSDCDP00000031427	ENSDCDG00000021860	Denticeps_clupeoides	ENSDCDT00000040762
ENSCHAP00000048693	ENSCHAG00000022408	Clupea_harengus	ENSCHAT00000052604
ENSPNAP00000036158	ENSPNAG00000026747	Pygocentrus_nattereri	ENSPNAT00000030245
ENSAMXP00000035137	ENSAMXG00000040315	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000036924
ENSIPUP00000030757	ENSIPUG00000020737	Ictalurus_punctatus	ENSIPUT00000031990
ENSEEEP00000001977	ENSEEEG00000001229	Electrophorus_electricus	ENSEEET00000002016
ENSDARP00000007832	ENSDARG00000012747	Danio_rerio
ENSECRP00000009022	ENSECRG00000006055	Erpetoichthys_calabaricus
ENSCMIP00000008850	ENSCMIG00000004721	Callorhinchus_milii
ENSLACP00000013365	ENSLACG00000011768	Latimeria_chalumnae
ENSMEUP00000005718	ENSMEUG00000006273	Notamacropus_eugenii
ENSPCIP00000039449	ENSPCIG00000028952	Phascolarctos_cinereus
ENSVURP00010030959	ENSVURG00010023677	Vombatus_ursinus
ENSMODP00000042424	ENSMODG00000008117	Monodelphis_domestica
ENSVURP00010015675	ENSVURG00010011998	Vombatus_ursinus
ENSSHAP00000014693	ENSSHAG00000012541	Sarcophilus_harrisii
ENSOANP00000011199	ENSOANG00000007034	Ornithorhynchus_anatinus
ENSSMRP00000011475	ENSSMRG00000009022	Salvator_merianae
ENSPVIP00000027986	ENSPVIG00000020800	Pogona_vitticeps
ENSSPUP00000021070	ENSSPUG00000016213	Sphenodon_punctatus
ENSCABP00000008726	ENSCABG00000006590	Chelonoidis_abingdonii
ENSGAGP00000004870	ENSGAGG00000003995	Gopherus_agassizii
ENSCPBP00000030433	ENSCPBG00000021418	Chrysemys_picta_bellii
ENSPSIP00000004217	ENSPSIG00000003973	Pelodiscus_sinensis
ENSCPRP00005018402	ENSCPRG00005012853	Crocodylus_porosus
ENSAPLP00000031626	ENSAPLG00000025171	Anas_platyrhynchos_platyrhynchos
ENSABRP00000007283	ENSABRG00000006714	Anser_brachyrhynchus
ENSCJPP00005010997	ENSCJPG00005009506	Coturnix_japonica
ENSGALP00000043636	ENSGALG00000021683	Gallus_gallus
ENSMGAP00000001739	ENSMGAG00000002196	Meleagris_gallopavo
ENSNMEP00000006051	ENSNMEG00000006212	Numida_meleagris
ENSCPGP00000018025	ENSCPGG00000012625	Calidris_pygmaea
ENSCPUP00000008193	ENSCPUG00000005901	Calidris_pugnax
ENSLSDP00000007779	ENSLSDG00000005848	Lonchura_striata_domestica
ENSTGUP00000003026	ENSTGUG00000002941	Taeniopygia_guttata
ENSSCAP00000000135	ENSSCAG00000000125	Serinus_canaria
ENSZALP00000003097	ENSZALG00000003168	Zonotrichia_albicollis
ENSJHYP00000014647	ENSJHYG00000011338	Junco_hyemalis
ENSLCOP00000003242	ENSLCOG00000002465	Lepidothrix_coronata
ENSMVIP00005002955	ENSMVIG00005002317	Manacus_vitellinus
ENSFALP00000009899	ENSFALG00000009494	Ficedula_albicollis
ENSCCEP00000019724	ENSCCEG00000017892	Cyanistes_caeruleus
ENSPMJP00000017775	ENSPMJG00000013345	Parus_major
ENSMUNP00000020851	ENSMUNG00000015827	Melopsittacus_undulatus
ENSARWP00000010086	ENSARWG00000007021	Apteryx_rowi
ENSAOWP00000012025	ENSAOWG00000008246	Apteryx_owenii
ENSAHAP00000021559	ENSAHAG00000015157	Apteryx_haastii
ENSNPEP00000008407	ENSNPEG00000006306	Nothoprocta_perdicaria
ENSDNVP00000025563	ENSDNVG00000017776	Dromaius_novaehollandiae
ENSNSUP00000000813	ENSNSUG00000000780	Notechis_scutatus
ENSCAFP00000028668	ENSCAFG00000019395	Canis_lupus_familiaris
ENSGGOP00000043245	ENSGGOG00000043764	Gorilla_gorilla
ENSXETP00000012735	ENSXETG00000013983	Xenopus_tropicalis
ENSLAFP00000005638	ENSLAFG00000006713	Loxodonta_africana
ENSPCAP00000010285	ENSPCAG00000011050	Procavia_capensis
ENSETEP00000007774	ENSETEG00000009569	Echinops_telfairi
ENSDNOP00000019807	ENSDNOG00000047666	Dasypus_novemcinctus
ENSCHOP00000007659	ENSCHOG00000008666	Choloepus_hoffmanni
ENSOPRP00000007719	ENSOPRG00000008439	Ochotona_princeps
ENSOCUP00000024042	ENSOCUG00000025867	Oryctolagus_cuniculus
ENSTSYP00000017087	ENSTSYG00000013331	Carlito_syrichta
ENSUAMP00000028562	ENSUAMG00000022071	Ursus_americanus
ENSUMAP00000014152	ENSUMAG00000010417	Ursus_maritimus
ENSAMEP00000014130	ENSAMEG00000013416	Ailuropoda_melanoleuca
ENSCAFP00000062872	ENSCAFG00000032664	Canis_lupus_familiaris
ENSCAFP00020032606	ENSCAFG00020025406	Canis_lupus_dingo
ENSCAFP00020013980	ENSCAFG00020011288	Canis_lupus_dingo
ENSVVUP00000038108	ENSVVUG00000027185	Vulpes_vulpes
ENSNVIP00000005050	ENSNVIG00000004055	Neovison_vison
ENSMPUP00000007645	ENSMPUG00000007701	Mustela_putorius_furo
ENSPPRP00000005582	ENSPPRG00000001314	Panthera_pardus
ENSPTIP00000002306	ENSPTIG00000005335	Panthera_tigris_altaica
ENSPPRP00000019605	ENSPPRG00000010909	Panthera_pardus
ENSFCAP00000036264	ENSFCAG00000033807	Felis_catus
ENSEASP00005021026	ENSEASG00005014395	Equus_asinus_asinus
ENSECAP00000008530	ENSECAG00000010508	Equus_caballus
ENSEEUP00000008551	ENSEEUG00000009389	Erinaceus_europaeus
ENSSARP00000007680	ENSSARG00000008490	Sorex_araneus
ENSOARP00000020000	ENSOARG00000018630	Ovis_aries
ENSCHIP00000003841	ENSCHIG00000008023	Capra_hircus
ENSBTAP00000012259	ENSBTAG00000009307	Bos_taurus
ENSBMUP00000031411	ENSBMUG00000023435	Bos_mutus
ENSBIXP00000035614	ENSBIXG00000018916	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005010373	ENSBIXG00005015032	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000009566	ENSBBBG00000017719	Bison_bison_bison
ENSTTRP00000003523	ENSTTRG00000003753	Tursiops_truncatus
ENSPVAP00000013328	ENSPVAG00000014141	Pteropus_vampyrus
ENSMLUP00000016098	ENSMLUG00000017649	Myotis_lucifugus
ENSSSCP00000046897	ENSSSCG00000026626	Sus_scrofa_strain_reference
ENSMICP00000026013	ENSMICG00000016433	Microcebus_murinus
ENSPCOP00000014116	ENSPCOG00000018731	Propithecus_coquereli
ENSPSMP00000021193	ENSPSMG00000014987	Prolemur_simus
ENSOGAP00000001312	ENSOGAG00000001472	Otolemur_garnettii
ENSMNEP00000004543	ENSMNEG00000020875	Macaca_nemestrina
ENSMFAP00000018444	ENSMFAG00000032298	Macaca_fascicularis
ENSCSAP00000017296	ENSCSAG00000000711	Chlorocebus_sabaeus
ENSTGEP00000015444	ENSTGEG00000012489	Theropithecus_gelada
ENSCANP00000015637	ENSCANG00000031264	Colobus_angolensis_palliatus
ENSPTEP00000017559	ENSPTEG00000019091	Piliocolobus_tephrosceles
ENSRBIP00000041802	ENSRBIG00000044216	Rhinopithecus_bieti
ENSPTRP00000000085	ENSPTRG00000000049	Pan_troglodytes
ENSP00000475168	ENSG00000157916	Homo_sapiens
ENSPPYP00000002294	ENSPPYG00000001980	Pongo_abelii
ENSCATP00000015842	ENSCATG00000031846	Cercocebus_atys
ENSMLEP00000024605	ENSMLEG00000036454	Mandrillus_leucophaeus
ENSPANP00000003434	ENSPANG00000021945	Papio_anubis
ENSMMUP00000065897	ENSMMUG00000012346	Macaca_mulatta
ENSPPAP00000016192	ENSPPAG00000031180	Pan_paniscus
ENSNLEP00000038674	ENSNLEG00000030586	Nomascus_leucogenys
ENSRROP00000044945	ENSRROG00000045400	Rhinopithecus_roxellana
ENSCCAP00000010704	ENSCCAG00000023091	Cebus_capucinus_imitator
ENSSBOP00000021746	ENSSBOG00000027418	Saimiri_boliviensis_boliviensis
ENSANAP00000025776	ENSANAG00000030574	Aotus_nancymaae
ENSCJAP00000046137	ENSCJAG00000002471	Callithrix_jacchus
ENSDORP00000009583	ENSDORG00000010196	Dipodomys_ordii
ENSCCNP00000003196	ENSCCNG00000003455	Castor_canadensis
ENSPEMP00000002970	ENSPEMG00000003886	Peromyscus_maniculatus_bairdii
ENSPEMP00000030111	ENSPEMG00000005508	Peromyscus_maniculatus_bairdii
ENSCGRP00001005909	ENSCGRG00001007835	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000019805	ENSCGRG00000014418	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015018333	ENSCGRG00015014099	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000015410	ENSMAUG00000014876	Mesocricetus_auratus
ENSMOCP00000023047	ENSMOCG00000019879	Microtus_ochrogaster
MGP_SPRETEiJ_P0068826	MGP_SPRETEiJ_G0027876	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000019700	ENSMSIG00000016715	Mus_spicilegus
ENSMUSP00000030914	ENSMUSG00000029048	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0066241	MGP_CAROLIEiJ_G0026883	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0081349	MGP_PahariEiJ_G0029231	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019620	ENSRNOG00000014270	Rattus_norvegicus
ENSMUGP00000002430	ENSMUGG00000002291	Meriones_unguiculatus
ENSNGAP00000005720	ENSNGAG00000008216	Nannospalax_galili
ENSNGAP00000003706	ENSNGAG00000004424	Nannospalax_galili
ENSJJAP00000016905	ENSJJAG00000018634	Jaculus_jaculus
ENSCPOP00000025505	ENSCPOG00000009015	Cavia_porcellus
ENSCAPP00000001626	ENSCAPG00000003283	Cavia_aperea
ENSODEP00000013050	ENSODEG00000009663	Octodon_degus
ENSCLAP00000006251	ENSCLAG00000004419	Chinchilla_lanigera
ENSHGLP00000026264	ENSHGLG00000018692	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011638	ENSHGLG00100008632	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000023174	ENSFDAG00000021382	Fukomys_damarensis
ENSSTOP00000006624	ENSSTOG00000007413	Ictidomys_tridecemlineatus
ENSMMMP00000021622	ENSMMMG00000019040	Marmota_marmota_marmota
ENSSDAP00000025680	ENSSDAG00000023324	Spermophilus_dauricus
ENSUPAP00010005365	ENSUPAG00010004325	Urocitellus_parryii
ENSTBEP00000010010	ENSTBEG00000011593	Tupaia_belangeri
ENSEBUP00000019870	ENSEBUG00000012339	Eptatretus_burgeri
ENSCSAVP00000010470	ENSCSAVG00000006166	Ciona_savignyi
ENSCINP00000011250	ENSCING00000005442	Ciona_intestinalis
YCL001W_mRNA	YCL001W	Saccharomyces_cerevisiae_strain_S288C
