ENSARWP00000022604	ENSARWG00000015405	Apteryx_rowi
ENSMZEP00005024749	ENSMZEG00005018490	Maylandia_zebra	ENSMZET00005025557
ENSEEEP00000031741	ENSEEEG00000015155	Electrophorus_electricus
ENSLACP00000003199	ENSLACG00000002857	Latimeria_chalumnae
ENSBSLP00000014900	ENSBSLG00000007803	Betta_splendens
ENSETEP00000010163	ENSETEG00000012532	Echinops_telfairi
ENSKMAP00000014323	ENSKMAG00000010746	Kryptolebias_marmoratus
ENSLCRP00005027860	ENSLCRG00005011076	Larimichthys_crocea
ENSECRP00000015466	ENSECRG00000010325	Erpetoichthys_calabaricus
ENSRNOP00000019501	ENSRNOG00000014350	Rattus_norvegicus
ENSMFAP00000006941	ENSMFAG00000000180	Macaca_fascicularis
ENSPMEP00000017854	ENSPMEG00000020735	Poecilia_mexicana
ENSCABP00000015936	ENSCABG00000011883	Chelonoidis_abingdonii
ENSXETP00000001452	ENSXETG00000012185	Xenopus_tropicalis
ENSMUNP00000005232	ENSMUNG00000004304	Melopsittacus_undulatus
ENSHHUP00000078654	ENSHHUG00000045897	Hucho_hucho
ENSSDUP00000019276	ENSSDUG00000014052	Seriola_dumerili
ENSAHAP00000002295	ENSAHAG00000001876	Apteryx_haastii
ENSIPUP00000011276	ENSIPUG00000007680	Ictalurus_punctatus
ENSSFOP00015025669	ENSSFOG00015016467	Scleropages_formosus
ENSONIP00000025483	ENSONIG00000020225	Oreochromis_niloticus	ENSONIT00000025504
ENSANAP00000005903	ENSANAG00000021011	Aotus_nancymaae
ENSTNIP00000021252	ENSTNIG00000018087	Tetraodon_nigroviridis
ENSSPUP00000021423	ENSSPUG00000016465	Sphenodon_punctatus
ENSCGRP00000021949	ENSCGRG00000015911	Cricetulus_griseus_CriGri_1.0
ENSMUSP00000029846	ENSMUSG00000028195	Mus_musculus_strain_reference_(CL57BL6)
ENSPSIP00000015738	ENSPSIG00000014026	Pelodiscus_sinensis
ENSCGOP00000022165	ENSCGOG00000010662	Cottoperca_gobio	ENSCGOT00000023963
ENSLSDP00000015749	ENSLSDG00000011363	Lonchura_striata_domestica
ENSPRNP00000038979	ENSPRNG00000019110	Parambassis_ranga
ENSHHUP00000041533	ENSHHUG00000025658	Hucho_hucho
ENSHBUP00000021408	ENSHBUG00000023716	Haplochromis_burtoni
ENSSSCP00000066979	ENSSSCG00000006940	Sus_scrofa_strain_reference
ENSOCUP00000003388	ENSOCUG00000003905	Oryctolagus_cuniculus
ENSSTOP00000016655	ENSSTOG00000019882	Ictidomys_tridecemlineatus
ENSPKIP00000009143	ENSPKIG00000024360	Paramormyrops_kingsleyae	ENSPKIT00000033241
ENSBBBP00000016029	ENSBBBG00000023910	Bison_bison_bison
ENSMALP00000024440	ENSMALG00000017030	Monopterus_albus
ENSNBRP00000010648	ENSNBRG00000007936	Neolamprologus_brichardi
ENSGACP00000022765	ENSGACG00000017235	Gasterosteus_aculeatus
ENSMAMP00000027866	ENSMAMG00000018738	Mastacembelus_armatus	ENSMAMT00000028586
ENSPPAP00000025810	ENSPPAG00000036034	Pan_paniscus
ENSPCAP00000000334	ENSPCAG00000000362	Procavia_capensis
ENSCVAP00000018194	ENSCVAG00000021432	Cyprinodon_variegatus
ENSTGUP00000006609	ENSTGUG00000006428	Taeniopygia_guttata
ENSACLP00000000631	ENSACLG00000000475	Astatotilapia_calliptera
ENSLCRP00005024605	ENSLCRG00005009886	Larimichthys_crocea
ENSAMXP00005003482	ENSAMXG00005002212	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSORLP00020008617	ENSORLG00020009498	Oryzias_latipes_ASM223471v1
ENSSMAP00000030581	ENSSMAG00000018753	Scophthalmus_maximus	ENSSMAT00000030957
ENSLBEP00000022126	ENSLBEG00000017004	Labrus_bergylta
ENSPPRP00000002614	ENSPPRG00000023322	Panthera_pardus
ENSSLDP00000026871	ENSSLDG00000020887	Seriola_lalandi_dorsalis
ENSECRP00000030221	ENSECRG00000019582	Erpetoichthys_calabaricus
ENSSMAP00000028695	ENSSMAG00000017577	Scophthalmus_maximus
ENSLCAP00010058330	ENSLCAG00010027198	Lates_calcarifer
ENSMMUP00000017338	ENSMMUG00000013197	Macaca_mulatta
ENSDARP00000051335	ENSDARG00000035422	Danio_rerio
ENSORLP00015004794	ENSORLG00015005556	Oryzias_latipes_ASM223469v1
ENSSPAP00000028165	ENSSPAG00000021223	Stegastes_partitus
ENSACLP00000028414	ENSACLG00000019277	Astatotilapia_calliptera	ENSACLT00000029083
ENSAMXP00000013091	ENSAMXG00000012731	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPPYP00000001382	ENSPPYG00000001192	Pongo_abelii
ENSFALP00000006496	ENSFALG00000006221	Ficedula_albicollis
ENSOPRP00000010377	ENSOPRG00000011377	Ochotona_princeps
ENSMPUP00000005391	ENSMPUG00000005430	Mustela_putorius_furo
ENSCPRP00005024385	ENSCPRG00005016962	Crocodylus_porosus
ENSAOCP00000008558	ENSAOCG00000000771	Amphiprion_ocellaris	ENSAOCT00000000868
ENSNSUP00000028104	ENSNSUG00000020016	Notechis_scutatus
ENSDARP00000036965	ENSDARG00000023062	Danio_rerio
ENSCGOP00000042112	ENSCGOG00000019052	Cottoperca_gobio
ENSXMAP00000039103	ENSXMAG00000027857	Xiphophorus_maculatus
ENSHCOP00000019575	ENSHCOG00000005011	Hippocampus_comes
ENSMUGP00000031247	ENSMUGG00000025979	Meriones_unguiculatus
ENSEBUP00000007973	ENSEBUG00000005189	Eptatretus_burgeri
ENSCCEP00000004670	ENSCCEG00000005129	Cyanistes_caeruleus
ENSGACP00000008869	ENSGACG00000006699	Gasterosteus_aculeatus
ENSATEP00000005191	ENSATEG00000003672	Anabas_testudineus
ENSSMAP00000033626	ENSSMAG00000020574	Scophthalmus_maximus
ENSATEP00000029923	ENSATEG00000020663	Anabas_testudineus
ENSCSEP00000018817	ENSCSEG00000012047	Cynoglossus_semilaevis
ENSGWIP00000031675	ENSGWIG00000016359	Gouania_willdenowi
ENSAMXP00005035307	ENSAMXG00005016960	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPLAP00000026730	ENSPLAG00000014762	Poecilia_latipinna
ENSOANP00000014517	ENSOANG00000009120	Ornithorhynchus_anatinus
ENSPSMP00000031533	ENSPSMG00000021878	Prolemur_simus
ENSCANP00000004231	ENSCANG00000014839	Colobus_angolensis_palliatus
ENSCPBP00000013534	ENSCPBG00000010119	Chrysemys_picta_bellii
ENSHGLP00000011122	ENSHGLG00000007980	Heterocephalus_glaber_HetGla_female_1.0
ENSAMXP00000005576	ENSAMXG00000005447	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCLAP00000021898	ENSCLAG00000015005	Chinchilla_lanigera
ENSMNEP00000043266	ENSMNEG00000044316	Macaca_nemestrina
ENSAOWP00000021400	ENSAOWG00000014459	Apteryx_owenii
ENSSLDP00000011204	ENSSLDG00000008922	Seriola_lalandi_dorsalis
ENSXCOP00000008907	ENSXCOG00000006509	Xiphophorus_couchianus
ENSLBEP00000038561	ENSLBEG00000028754	Labrus_bergylta	ENSLBET00000040156
ENSSBOP00000003928	ENSSBOG00000018139	Saimiri_boliviensis_boliviensis
ENSODEP00000004616	ENSODEG00000003521	Octodon_degus
ENSGGOP00000006825	ENSGGOG00000006978	Gorilla_gorilla
ENSELUP00000000459	ENSELUG00000002050	Esox_lucius
ENSCSAP00000016591	ENSCSAG00000001429	Chlorocebus_sabaeus
ENSGMOP00000004048	ENSGMOG00000003827	Gadus_morhua
ENSMAMP00000026056	ENSMAMG00000017322	Mastacembelus_armatus
ENSHBUP00000009244	ENSHBUG00000010766	Haplochromis_burtoni
ENSKMAP00000014922	ENSKMAG00000011033	Kryptolebias_marmoratus	ENSKMAT00000015139
ENSAOCP00000000168	ENSAOCG00000003002	Amphiprion_ocellaris
ENSSCAP00000019530	ENSSCAG00000014106	Serinus_canaria
ENSPANP00000010089	ENSPANG00000007480	Papio_anubis
ENSEASP00005020468	ENSEASG00005014085	Equus_asinus_asinus
ENSPLAP00000027743	ENSPLAG00000016624	Poecilia_latipinna
ENSMGAP00000009158	ENSMGAG00000008895	Meleagris_gallopavo
ENSCMIP00000004109	ENSCMIG00000002470	Callorhinchus_milii
ENSPMEP00000033634	ENSPMEG00000022305	Poecilia_mexicana
ENSDCDP00000050820	ENSDCDG00000030956	Denticeps_clupeoides
ENSAPLP00000003043	ENSAPLG00000003558	Anas_platyrhynchos_platyrhynchos
ENSPNYP00000006925	ENSPNYG00000005275	Pundamilia_nyererei	ENSPNYT00000007098
ENSPMAP00000003248	ENSPMAG00000002981	Petromyzon_marinus
ENSRROP00000009064	ENSRROG00000028951	Rhinopithecus_roxellana
ENSACIP00000024901	ENSACIG00000019215	Amphilophus_citrinellus
ENSAPOP00000010937	ENSAPOG00000013435	Acanthochromis_polyacanthus
ENSCHAP00000009754	ENSCHAG00000005656	Clupea_harengus
ENSMMOP00000012084	ENSMMOG00000009282	Mola_mola
ENSELUP00000020815	ENSELUG00000019976	Esox_lucius
ENSPREP00000025021	ENSPREG00000016890	Poecilia_reticulata
ENSCABP00000020898	ENSCABG00000015372	Chelonoidis_abingdonii
ENSACIP00000014454	ENSACIG00000011252	Amphilophus_citrinellus
ENSIPUP00000005576	ENSIPUG00000003879	Ictalurus_punctatus
ENSPRNP00000047947	ENSPRNG00000022993	Parambassis_ranga
ENSNBRP00000014030	ENSNBRG00000010788	Neolamprologus_brichardi	ENSNBRT00000014412
ENSKMAP00000003771	ENSKMAG00000002875	Kryptolebias_marmoratus
ENSPVIP00000007301	ENSPVIG00000005983	Pogona_vitticeps
ENSELUP00000042001	ENSELUG00000023051	Esox_lucius
ENSAMXP00000030056	ENSAMXG00000018010	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSZALP00000008527	ENSZALG00000007425	Zonotrichia_albicollis
ENSVVUP00000042373	ENSVVUG00000030100	Vulpes_vulpes
ENSGAFP00000014397	ENSGAFG00000009735	Gambusia_affinis
ENSXCOP00000024966	ENSXCOG00000018641	Xiphophorus_couchianus
ENSCGOP00000035704	ENSCGOG00000016472	Cottoperca_gobio
ENSSMRP00000022313	ENSSMRG00000017342	Salvator_merianae
ENSAPOP00000005523	ENSAPOG00000000913	Acanthochromis_polyacanthus
ENSPRNP00000010115	ENSPRNG00000005874	Parambassis_ranga	ENSPRNT00000010995
ENSHBUP00000005049	ENSHBUG00000006393	Haplochromis_burtoni	ENSHBUT00000007664
ENSPFOP00000007826	ENSPFOG00000007887	Poecilia_formosa
MGP_SPRETEiJ_P0063338	MGP_SPRETEiJ_G0026666	Mus_spretus_strain_SPRET/EiJ
ENSSDUP00000021634	ENSSDUG00000015721	Seriola_dumerili
ENSATEP00000013645	ENSATEG00000009534	Anabas_testudineus	ENSATET00000013863
ENSEEEP00000026802	ENSEEEG00000012901	Electrophorus_electricus
ENSAOCP00000024449	ENSAOCG00000011277	Amphiprion_ocellaris
ENSABRP00000022035	ENSABRG00000018644	Anser_brachyrhynchus
ENSDORP00000005240	ENSDORG00000005602	Dipodomys_ordii
ENSLCRP00005003380	ENSLCRG00005001696	Larimichthys_crocea	ENSLCRT00005003481
ENSDCDP00000045227	ENSDCDG00000028541	Denticeps_clupeoides
ENSGAGP00000029509	ENSGAGG00000021317	Gopherus_agassizii
ENSLAFP00000016493	ENSLAFG00000022979	Loxodonta_africana
ENSOMEP00000007820	ENSOMEG00000008931	Oryzias_melastigma
ENSMLUP00000014095	ENSMLUG00000015472	Myotis_lucifugus
ENSHHUP00000060868	ENSHHUG00000036086	Hucho_hucho
ENSACAP00000009715	ENSACAG00000009885	Anolis_carolinensis
ENSACAP00000012956	ENSACAG00000013180	Anolis_carolinensis
ENSPFOP00000005531	ENSPFOG00000005627	Poecilia_formosa
ENSMODP00000044890	ENSMODG00000000285	Monodelphis_domestica
ENSPNAP00000001846	ENSPNAG00000000965	Pygocentrus_nattereri
ENSGALP00000014090	ENSGALG00000008661	Gallus_gallus
ENSGACP00000004511	ENSGACG00000003446	Gasterosteus_aculeatus	ENSGACT00000004525
ENSP00000398736	ENSG00000142871	Homo_sapiens
ENSSFOP00015034232	ENSSFOG00015021810	Scleropages_formosus
ENSPMGP00000012870	ENSPMGG00000010600	Periophthalmus_magnuspinnatus
ENSEEEP00000030079	ENSEEEG00000014415	Electrophorus_electricus
ENSPTEP00000031704	ENSPTEG00000030584	Piliocolobus_tephrosceles
ENSCHAP00000062827	ENSCHAG00000027859	Clupea_harengus
ENSPREP00000031288	ENSPREG00000021196	Poecilia_reticulata
ENSPNYP00000024363	ENSPNYG00000018195	Pundamilia_nyererei
ENSCGRP00001017678	ENSCGRG00001017662	Cricetulus_griseus_CHOK1GS_HDv1
ENSCPGP00000017863	ENSCPGG00000012497	Calidris_pygmaea
ENSFCAP00000018968	ENSFCAG00000031965	Felis_catus
ENSBIXP00000038160	ENSBIXG00000021926	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMUGP00000031245	ENSMUGG00000025977	Meriones_unguiculatus
ENSDCDP00000045741	ENSDCDG00000028805	Denticeps_clupeoides
ENSONIP00000011146	ENSONIG00000008866	Oreochromis_niloticus
ENSGMOP00000012019	ENSGMOG00000011246	Gadus_morhua
ENSACLP00000021961	ENSACLG00000014934	Astatotilapia_calliptera
ENSMLEP00000018917	ENSMLEG00000033648	Mandrillus_leucophaeus
ENSXMAP00000011276	ENSXMAG00000011257	Xiphophorus_maculatus
ENSAPEP00000034893	ENSAPEG00000024748	Amphiprion_percula
ENSOARP00000015385	ENSOARG00000014336	Ovis_aries
ENSTRUP00000052272	ENSTRUG00000018465	Takifugu_rubripes
ENSCAFP00020017617	ENSCAFG00020014107	Canis_lupus_dingo
ENSCPOP00000009088	ENSCPOG00000010120	Cavia_porcellus
MGP_CAROLIEiJ_P0060905	MGP_CAROLIEiJ_G0025714	Mus_caroli_strain_CAROLI_EIJ
ENSNBRP00000025015	ENSNBRG00000019125	Neolamprologus_brichardi
ENSHHUP00000051184	ENSHHUG00000030825	Hucho_hucho
ENSOGAP00000009811	ENSOGAG00000010959	Otolemur_garnettii
ENSHHUP00000087162	ENSHHUG00000050415	Hucho_hucho
ENSSDUP00000014278	ENSSDUG00000010401	Seriola_dumerili	ENSSDUT00000014549
ENSPNAP00000016550	ENSPNAG00000022705	Pygocentrus_nattereri
ENSSHAP00000015010	ENSSHAG00000012809	Sarcophilus_harrisii
ENSMVIP00005007080	ENSMVIG00005005327	Manacus_vitellinus
ENSCATP00000019298	ENSCATG00000033425	Cercocebus_atys
ENSCSEP00000029427	ENSCSEG00000018846	Cynoglossus_semilaevis
ENSUAMP00000022991	ENSUAMG00000018019	Ursus_americanus
ENSHCOP00000017744	ENSHCOG00000001770	Hippocampus_comes	ENSHCOT00000013021
ENSCHAP00000005235	ENSCHAG00000003344	Clupea_harengus
ENSCMIP00000047202	ENSCMIG00000019359	Callorhinchus_milii
ENSMMOP00000015202	ENSMMOG00000011569	Mola_mola
ENSONIP00000011721	ENSONIG00000009325	Oreochromis_niloticus
ENSLOCP00000002941	ENSLOCG00000002502	Lepisosteus_oculatus
ENSPCOP00000017710	ENSPCOG00000020683	Propithecus_coquereli
ENSPVAP00000002655	ENSPVAG00000002811	Pteropus_vampyrus
ENSPTIP00000015399	ENSPTIG00000014498	Panthera_tigris_altaica
ENSCGRP00015017365	ENSCGRG00015013367	Cricetulus_griseus_CriGri-PICR
ENSACIP00000015012	ENSACIG00000011469	Amphilophus_citrinellus
ENSSMRP00000005639	ENSSMRG00000004565	Salvator_merianae
ENSNSUP00000023038	ENSNSUG00000016642	Notechis_scutatus
ENSLOCP00000006500	ENSLOCG00000005392	Lepisosteus_oculatus
ENSORLP00000013490	ENSORLG00000010756	Oryzias_latipes_ASM223467v1
ENSCCAP00000009078	ENSCCAG00000022293	Cebus_capucinus_imitator
ENSGAGP00000026288	ENSGAGG00000019170	Gopherus_agassizii
ENSSDAP00000021685	ENSSDAG00000019721	Spermophilus_dauricus
ENSMEUP00000014893	ENSMEUG00000016289	Notamacropus_eugenii
ENSAPOP00000013870	ENSAPOG00000016732	Acanthochromis_polyacanthus	ENSAPOT00000022152
ENSMAMP00000014532	ENSMAMG00000009844	Mastacembelus_armatus
ENSSFOP00015021895	ENSSFOG00015014104	Scleropages_formosus
ENSNPEP00000002287	ENSNPEG00000001761	Nothoprocta_perdicaria
