ENSACAP00000011908	ENSACAG00000011619	Anolis_carolinensis	ENSACAT00000012152
ENSPVIP00000001595	ENSPVIG00000001426	Pogona_vitticeps	ENSPVIT00000002081
ENSNSUP00000005709	ENSNSUG00000004562	Notechis_scutatus
ENSPNAP00000029159	ENSPNAG00000015267	Pygocentrus_nattereri
ENSIPUP00000031124	ENSIPUG00000020948	Ictalurus_punctatus
ENSEEEP00000047882	ENSEEEG00000022225	Electrophorus_electricus
ENSDARP00000156904	ENSDARG00000010945	Danio_rerio
ENSCHAP00000056429	ENSCHAG00000024774	Clupea_harengus
ENSDCDP00000050929	ENSDCDG00000029508	Denticeps_clupeoides
ENSHHUP00000056398	ENSHHUG00000033677	Hucho_hucho
ENSHHUP00000004737	ENSHHUG00000002956	Hucho_hucho
ENSELUP00000022351	ENSELUG00000021317	Esox_lucius
ENSHHUP00000059775	ENSHHUG00000035480	Hucho_hucho
ENSHHUP00000004852	ENSHHUG00000002962	Hucho_hucho
ENSTRUP00000014902	ENSTRUG00000006132	Takifugu_rubripes
ENSTNIP00000019179	ENSTNIG00000016088	Tetraodon_nigroviridis
ENSCSEP00000018875	ENSCSEG00000012029	Cynoglossus_semilaevis
ENSORLP00000041418	ENSORLG00000001061	Oryzias_latipes_ASM223467v1
ENSORLP00015025378	ENSORLG00015006431	Oryzias_latipes_ASM223469v1
ENSORLP00020020674	ENSORLG00020021665	Oryzias_latipes_ASM223471v1
ENSOMEP00000002946	ENSOMEG00000003924	Oryzias_melastigma
ENSSDUP00000028504	ENSSDUG00000020526	Seriola_dumerili
ENSSLDP00000008107	ENSSLDG00000006365	Seriola_lalandi_dorsalis
ENSLCAP00010029274	ENSLCAG00010013681	Lates_calcarifer
ENSSMAP00000010521	ENSSMAG00000006491	Scophthalmus_maximus
ENSLCRP00005054539	ENSLCRG00005020213	Larimichthys_crocea
ENSLBEP00000001455	ENSLBEG00000001039	Labrus_bergylta
ENSMMOP00000017919	ENSMMOG00000013599	Mola_mola
ENSMAMP00000032194	ENSMAMG00000021626	Mastacembelus_armatus
ENSMALP00000023084	ENSMALG00000016073	Monopterus_albus
ENSATEP00000017655	ENSATEG00000012200	Anabas_testudineus
ENSAOCP00000025494	ENSAOCG00000013127	Amphiprion_ocellaris
ENSAPEP00000028969	ENSAPEG00000020526	Amphiprion_percula
ENSAPOP00000010194	ENSAPOG00000012694	Acanthochromis_polyacanthus
ENSSPAP00000001294	ENSSPAG00000000900	Stegastes_partitus
ENSFHEP00000011866	ENSFHEG00000013466	Fundulus_heteroclitus
ENSCVAP00000002598	ENSCVAG00000003862	Cyprinodon_variegatus
ENSPMEP00000019603	ENSPMEG00000022725	Poecilia_mexicana
ENSPMEP00000024448	ENSPMEG00000006746	Poecilia_mexicana
ENSPFOP00000003757	ENSPFOG00000003060	Poecilia_formosa
ENSPLAP00000020154	ENSPLAG00000002855	Poecilia_latipinna
ENSPREP00000005140	ENSPREG00000003515	Poecilia_reticulata
ENSXMAP00000026383	ENSXMAG00000008227	Xiphophorus_maculatus
ENSGAFP00000008988	ENSGAFG00000006081	Gambusia_affinis
ENSKMAP00000027018	ENSKMAG00000020042	Kryptolebias_marmoratus
ENSACLP00000019987	ENSACLG00000013489	Astatotilapia_calliptera
ENSMZEP00005004456	ENSMZEG00005003402	Maylandia_zebra
ENSPNYP00000016999	ENSPNYG00000012809	Pundamilia_nyererei
ENSHBUP00000034113	ENSHBUG00000021498	Haplochromis_burtoni
ENSNBRP00000009805	ENSNBRG00000007599	Neolamprologus_brichardi
ENSONIP00000021744	ENSONIG00000017241	Oreochromis_niloticus
ENSACIP00000018654	ENSACIG00000014446	Amphilophus_citrinellus
ENSPRNP00000038624	ENSPRNG00000011410	Parambassis_ranga
ENSBSLP00000032034	ENSBSLG00000014892	Betta_splendens
ENSGACP00000027607	ENSGACG00000020879	Gasterosteus_aculeatus
ENSHCOP00000006459	ENSHCOG00000000277	Hippocampus_comes
ENSPMGP00000015456	ENSPMGG00000012668	Periophthalmus_magnuspinnatus
ENSGMOP00000017004	ENSGMOG00000015838	Gadus_morhua
ENSSFOP00015028931	ENSSFOG00015018561	Scleropages_formosus
ENSPKIP00000041004	ENSPKIG00000017717	Paramormyrops_kingsleyae
