ENSLOCP00000005106	ENSLOCG00000004271	Lepisosteus_oculatus
ENSCSAP00000007396	ENSCSAG00000011184	Chlorocebus_sabaeus
ENSMFAP00000011280	ENSMFAG00000014452	Macaca_fascicularis
ENSMMUP00000028181	ENSMMUG00000021392	Macaca_mulatta
ENSMNEP00000044895	ENSMNEG00000045001	Macaca_nemestrina
ENSCCAP00000030401	ENSCCAG00000033251	Cebus_capucinus_imitator
ENSSBOP00000014639	ENSSBOG00000024063	Saimiri_boliviensis_boliviensis
ENSCJAP00000003832	ENSCJAG00000002126	Callithrix_jacchus
ENSANAP00000032996	ENSANAG00000034190	Aotus_nancymaae
ENSTSYP00000032241	ENSTSYG00000027659	Carlito_syrichta
ENSPSMP00000029466	ENSPSMG00000020469	Prolemur_simus
ENSPCOP00000030223	ENSPCOG00000027829	Propithecus_coquereli
ENSMICP00000051036	ENSMICG00000049317	Microcebus_murinus
ENSOGAP00000008927	ENSOGAG00000009994	Otolemur_garnettii
ENSCHOP00000003953	ENSCHOG00000004480	Choloepus_hoffmanni
ENSDNOP00000007368	ENSDNOG00000009507	Dasypus_novemcinctus
ENSLAFP00000007495	ENSLAFG00000008928	Loxodonta_africana
ENSPCAP00000013929	ENSPCAG00000014895	Procavia_capensis
ENSOANP00000027441	ENSOANG00000021551	Ornithorhynchus_anatinus
ENSOANP00000023561	ENSOANG00000014969	Ornithorhynchus_anatinus
ENSAHAP00000014502	ENSAHAG00000010435	Apteryx_haastii
ENSARWP00000008228	ENSARWG00000005720	Apteryx_rowi
ENSAOWP00000026006	ENSAOWG00000017545	Apteryx_owenii
ENSDNVP00000001906	ENSDNVG00000001365	Dromaius_novaehollandiae
ENSNPEP00000017105	ENSNPEG00000012727	Nothoprocta_perdicaria
ENSAPLP00000003958	ENSAPLG00000004454	Anas_platyrhynchos_platyrhynchos
ENSABRP00000008524	ENSABRG00000007666	Anser_brachyrhynchus
ENSMGAP00000004383	ENSMGAG00000004566	Meleagris_gallopavo
ENSCJPP00005006143	ENSCJPG00005005755	Coturnix_japonica
ENSNMEP00000016707	ENSNMEG00000014678	Numida_meleagris
ENSMUNP00000018372	ENSMUNG00000014060	Melopsittacus_undulatus
ENSCPRP00005006552	ENSCPRG00005004672	Crocodylus_porosus
ENSCABP00000012099	ENSCABG00000009035	Chelonoidis_abingdonii
ENSGAGP00000008163	ENSGAGG00000006483	Gopherus_agassizii
ENSCPBP00000027260	ENSCPBG00000019276	Chrysemys_picta_bellii
ENSPSIP00000004837	ENSPSIG00000004519	Pelodiscus_sinensis
ENSPVIP00000035007	ENSPVIG00000025574	Pogona_vitticeps
ENSACAP00000015229	ENSACAG00000015486	Anolis_carolinensis
ENSNSUP00000019441	ENSNSUG00000014212	Notechis_scutatus
ENSSMRP00000002340	ENSSMRG00000001885	Salvator_merianae
ENSSPUP00000023788	ENSSPUG00000018248	Sphenodon_punctatus
ENSCMIP00000040997	ENSCMIG00000017077	Callorhinchus_milii
