ENSCJPP00005027360	ENSCJPG00005021223	Coturnix_japonica
ENSHGLP00000019853	ENSHGLG00000014212	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000001629	ENSFDAG00000011567	Fukomys_damarensis
ENSSTOP00000003826	ENSSTOG00000004265	Ictidomys_tridecemlineatus
ENSUPAP00010008112	ENSUPAG00010006521	Urocitellus_parryii
ENSMMMP00000024956	ENSMMMG00000021840	Marmota_marmota_marmota
ENSSDAP00000013068	ENSSDAG00000011739	Spermophilus_dauricus
ENSCCNP00000006826	ENSCCNG00000007159	Castor_canadensis
ENSCCNP00000006434	ENSCCNG00000006814	Castor_canadensis
ENSDORP00000027609	ENSDORG00000011233	Dipodomys_ordii
ENSPEMP00000001719	ENSPEMG00000001487	Peromyscus_maniculatus_bairdii
ENSMOCP00000008377	ENSMOCG00000008369	Microtus_ochrogaster
ENSCGRP00001011645	ENSCGRG00001013226	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015008976	ENSCGRG00015006867	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000000840	ENSCGRG00000000667	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000002190	ENSMAUG00000001735	Mesocricetus_auratus
ENSMSIP00000014888	ENSMSIG00000012729	Mus_spicilegus
MGP_SPRETEiJ_P0022125	MGP_SPRETEiJ_G0015643	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000027979	ENSMUSG00000026667	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0021057	MGP_CAROLIEiJ_G0014837	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0076321	MGP_PahariEiJ_G0028074	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000069850	ENSRNOG00000056731	Rattus_norvegicus
ENSRNOP00000003950	ENSRNOG00000002941	Rattus_norvegicus
ENSMUGP00000011450	ENSMUGG00000010019	Meriones_unguiculatus
ENSNGAP00000012298	ENSNGAG00000014202	Nannospalax_galili
ENSJJAP00000013137	ENSJJAG00000015993	Jaculus_jaculus
ENSOCUP00000029833	ENSOCUG00000012411	Oryctolagus_cuniculus
ENSPPAP00000036826	ENSPPAG00000041163	Pan_paniscus
ENSPTRP00000002674	ENSPTRG00000001601	Pan_troglodytes
ENSGGOP00000002003	ENSGGOG00000002032	Gorilla_gorilla
ENSP00000420270	ENSG00000152332	Homo_sapiens
ENSPPYP00000000680	ENSPPYG00000000582	Pongo_abelii
ENSNLEP00000023191	ENSNLEG00000026604	Nomascus_leucogenys
ENSRROP00000014688	ENSRROG00000031530	Rhinopithecus_roxellana
ENSRBIP00000042467	ENSRBIG00000044498	Rhinopithecus_bieti
ENSPTEP00000024428	ENSPTEG00000024904	Piliocolobus_tephrosceles
ENSCANP00000018435	ENSCANG00000032661	Colobus_angolensis_palliatus
ENSMNEP00000000880	ENSMNEG00000004169	Macaca_nemestrina
ENSMMUP00000025633	ENSMMUG00000019513	Macaca_mulatta
ENSMFAP00000028944	ENSMFAG00000041742	Macaca_fascicularis
ENSCATP00000028408	ENSCATG00000037499	Cercocebus_atys
ENSCSAP00000015303	ENSCSAG00000002742	Chlorocebus_sabaeus
ENSMLEP00000029513	ENSMLEG00000038941	Mandrillus_leucophaeus
ENSPANP00000004616	ENSPANG00000001321	Papio_anubis
ENSTGEP00000011234	ENSTGEG00000009182	Theropithecus_gelada
ENSCCAP00000031271	ENSCCAG00000033689	Cebus_capucinus_imitator
ENSCJAP00000007826	ENSCJAG00000004291	Callithrix_jacchus
ENSSBOP00000023368	ENSSBOG00000028187	Saimiri_boliviensis_boliviensis
ENSANAP00000009073	ENSANAG00000022526	Aotus_nancymaae
ENSTSYP00000022287	ENSTSYG00000011273	Carlito_syrichta
ENSMICP00000034564	ENSMICG00000017256	Microcebus_murinus
ENSMICP00000045226	ENSMICG00000046769	Microcebus_murinus
ENSMICP00000031867	ENSMICG00000038125	Microcebus_murinus
ENSPCOP00000026361	ENSPCOG00000025540	Propithecus_coquereli
ENSPSMP00000004597	ENSPSMG00000003662	Prolemur_simus
ENSOGAP00000014420	ENSOGAG00000016110	Otolemur_garnettii
ENSBIXP00005017073	ENSBIXG00005020593	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000025089	ENSBIXG00000027205	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000016871	ENSBTAG00000012694	Bos_taurus
ENSBMUP00000016234	ENSBMUG00000012337	Bos_mutus
ENSBBBP00000015018	ENSBBBG00000022822	Bison_bison_bison
ENSCHIP00000020420	ENSCHIG00000019078	Capra_hircus
ENSOARP00000011529	ENSOARG00000010744	Ovis_aries
ENSTTRP00000003337	ENSTTRG00000003560	Tursiops_truncatus
ENSSSCP00000066781	ENSSSCG00000006342	Sus_scrofa_strain_reference
ENSVPAP00000009988	ENSVPAG00000010726	Vicugna_pacos
ENSECAP00000049461	ENSECAG00000008744	Equus_caballus
ENSEASP00005033329	ENSEASG00005022829	Equus_asinus_asinus
ENSUAMP00000036189	ENSUAMG00000027426	Ursus_americanus
ENSUMAP00000031535	ENSUMAG00000022774	Ursus_maritimus
ENSAMEP00000001664	ENSAMEG00000001572	Ailuropoda_melanoleuca
ENSMPUP00000003590	ENSMPUG00000003619	Mustela_putorius_furo
ENSNVIP00000031519	ENSNVIG00000024232	Neovison_vison
ENSCAFP00020001937	ENSCAFG00020001672	Canis_lupus_dingo
ENSVVUP00000013590	ENSVVUG00000009990	Vulpes_vulpes
ENSDNOP00000007686	ENSDNOG00000009922	Dasypus_novemcinctus
ENSCHOP00000009822	ENSCHOG00000011101	Choloepus_hoffmanni
ENSPPRP00000007599	ENSPPRG00000002673	Panthera_pardus
ENSPTIP00000009703	ENSPTIG00000010715	Panthera_tigris_altaica
ENSFCAP00000052571	ENSFCAG00000014123	Felis_catus
ENSLAFP00000006230	ENSLAFG00000007405	Loxodonta_africana
ENSPCAP00000000504	ENSPCAG00000000531	Procavia_capensis
ENSETEP00000004563	ENSETEG00000005608	Echinops_telfairi
ENSTBEP00000015072	ENSTBEG00000017334	Tupaia_belangeri
ENSOPRP00000001734	ENSOPRG00000001881	Ochotona_princeps
ENSEEUP00000010249	ENSEEUG00000011231	Erinaceus_europaeus
ENSPVAP00000002480	ENSPVAG00000002624	Pteropus_vampyrus
ENSMLUP00000002611	ENSMLUG00000002872	Myotis_lucifugus
ENSVURP00010002806	ENSVURG00010002279	Vombatus_ursinus
ENSPCIP00000028813	ENSPCIG00000021507	Phascolarctos_cinereus
ENSSHAP00000014474	ENSSHAG00000012358	Sarcophilus_harrisii
ENSMODP00000047626	ENSMODG00000001048	Monodelphis_domestica
ENSMODP00000014848	ENSMODG00000011849	Monodelphis_domestica
ENSLACP00000016012	ENSLACG00000014100	Latimeria_chalumnae
ENSSFOP00015003099	ENSSFOG00015002013	Scleropages_formosus
ENSPKIP00000036935	ENSPKIG00000015328	Paramormyrops_kingsleyae
ENSDCDP00000028610	ENSDCDG00000020582	Denticeps_clupeoides
ENSCHAP00000056731	ENSCHAG00000025659	Clupea_harengus
ENSEEEP00000014253	ENSEEEG00000007085	Electrophorus_electricus
ENSIPUP00000007401	ENSIPUG00000005095	Ictalurus_punctatus
ENSAMXP00000050250	ENSAMXG00000037781	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005045365	ENSAMXG00005021000	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000004922	ENSPNAG00000011288	Pygocentrus_nattereri
ENSDARP00000077375	ENSDARG00000059575	Danio_rerio
ENSFHEP00000011396	ENSFHEG00000012818	Fundulus_heteroclitus
ENSCVAP00000004116	ENSCVAG00000005389	Cyprinodon_variegatus
ENSPFOP00000015992	ENSPFOG00000015923	Poecilia_formosa
ENSPLAP00000026731	ENSPLAG00000014766	Poecilia_latipinna
ENSPMEP00000034537	ENSPMEG00000023850	Poecilia_mexicana
ENSPREP00000019645	ENSPREG00000013295	Poecilia_reticulata
ENSXMAP00000016089	ENSXMAG00000016056	Xiphophorus_maculatus
ENSXCOP00000007642	ENSXCOG00000005880	Xiphophorus_couchianus
ENSGAFP00000024215	ENSGAFG00000016341	Gambusia_affinis
ENSGWIP00000021845	ENSGWIG00000011745	Gouania_willdenowi
ENSGACP00000004623	ENSGACG00000003529	Gasterosteus_aculeatus
ENSMZEP00005014832	ENSMZEG00005011160	Maylandia_zebra
ENSACLP00000040203	ENSACLG00000027096	Astatotilapia_calliptera
ENSPNYP00000029065	ENSPNYG00000021906	Pundamilia_nyererei
ENSHBUP00000009239	ENSHBUG00000010792	Haplochromis_burtoni
ENSNBRP00000021917	ENSNBRG00000016804	Neolamprologus_brichardi
ENSONIP00000024180	ENSONIG00000019209	Oreochromis_niloticus
ENSCSEP00000001165	ENSCSEG00000000806	Cynoglossus_semilaevis
ENSCGOP00000044959	ENSCGOG00000020172	Cottoperca_gobio
ENSORLP00000026538	ENSORLG00000014340	Oryzias_latipes_ASM223467v1
ENSORLP00020000523	ENSORLG00020001220	Oryzias_latipes_ASM223471v1
ENSORLP00015018757	ENSORLG00015019846	Oryzias_latipes_ASM223469v1
ENSOMEP00000000793	ENSOMEG00000001693	Oryzias_melastigma
ENSKMAP00000022572	ENSKMAG00000016748	Kryptolebias_marmoratus
ENSTRUP00000056712	ENSTRUG00000022479	Takifugu_rubripes
ENSTNIP00000013727	ENSTNIG00000010802	Tetraodon_nigroviridis
ENSLCAP00010043271	ENSLCAG00010020168	Lates_calcarifer
ENSMAMP00000010955	ENSMAMG00000007396	Mastacembelus_armatus
ENSATEP00000011871	ENSATEG00000008282	Anabas_testudineus
ENSMALP00000019854	ENSMALG00000013850	Monopterus_albus
ENSAPEP00000032652	ENSAPEG00000023193	Amphiprion_percula
ENSAOCP00000032246	ENSAOCG00000024473	Amphiprion_ocellaris
ENSAPOP00000013508	ENSAPOG00000016327	Acanthochromis_polyacanthus
ENSSPAP00000001545	ENSSPAG00000001165	Stegastes_partitus
ENSPRNP00000040748	ENSPRNG00000020025	Parambassis_ranga
ENSSDUP00000000257	ENSSDUG00000000226	Seriola_dumerili
ENSSLDP00000000991	ENSSLDG00000000833	Seriola_lalandi_dorsalis
ENSSMAP00000006317	ENSSMAG00000003891	Scophthalmus_maximus
ENSLCRP00005004686	ENSLCRG00005002397	Larimichthys_crocea
ENSPMGP00000029360	ENSPMGG00000023620	Periophthalmus_magnuspinnatus
ENSGMOP00000017636	ENSGMOG00000016438	Gadus_morhua
ENSHHUP00000050582	ENSHHUG00000030515	Hucho_hucho
ENSELUP00000002249	ENSELUG00000003613	Esox_lucius
ENSLBEP00000001728	ENSLBEG00000001341	Labrus_bergylta
ENSMMOP00000008526	ENSMMOG00000006591	Mola_mola
ENSACIP00000013008	ENSACIG00000010132	Amphilophus_citrinellus
ENSAPEP00000025601	ENSAPEG00000018215	Amphiprion_percula
ENSHHUP00000075745	ENSHHUG00000044347	Hucho_hucho
ENSLOCP00000008689	ENSLOCG00000007180	Lepisosteus_oculatus
ENSECRP00000017196	ENSECRG00000011461	Erpetoichthys_calabaricus
ENSCMIP00000046045	ENSCMIG00000018958	Callorhinchus_milii
ENSEBUP00000001272	ENSEBUG00000001105	Eptatretus_burgeri
