ENSPCIP00000034356	ENSPCIG00000025387	Phascolarctos_cinereus	ENSPCIT00000042265
ENSVURP00010005305	ENSVURG00010004117	Vombatus_ursinus	ENSVURT00010006010
ENSMEUP00000005803	ENSMEUG00000006339	Notamacropus_eugenii	ENSMEUT00000006372
ENSSHAP00000016557	ENSSHAG00000014084	Sarcophilus_harrisii	ENSSHAT00000016696
ENSMODP00000059917	ENSMODG00000038134	Monodelphis_domestica	ENSMODT00000052906
ENSPPAP00000024969	ENSPPAG00000035586	Pan_paniscus	ENSPPAT00000047795
ENSPTRP00000005885	ENSPTRG00000003370	Pan_troglodytes	ENSPTRT00000006377
ENSP00000256194	ENSG00000133816	Homo_sapiens
ENSUPAP00010020134	ENSUPAG00010015862	Urocitellus_parryii
ENSSTOP00000004169	ENSSTOG00000004626	Ictidomys_tridecemlineatus
ENSSDAP00000016829	ENSSDAG00000015214	Spermophilus_dauricus
ENSMMMP00000001722	ENSMMMG00000001490	Marmota_marmota_marmota
ENSCLAP00000024435	ENSCLAG00000016778	Chinchilla_lanigera
ENSODEP00000010374	ENSODEG00000007747	Octodon_degus
ENSHGLP00000005912	ENSHGLG00000004319	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004620	ENSHGLG00100003488	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000001484	ENSFDAG00000011466	Fukomys_damarensis
ENSCPOP00000032011	ENSCPOG00000003493	Cavia_porcellus
ENSCAPP00000003098	ENSCAPG00000005927	Cavia_aperea
ENSOCUP00000034947	ENSOCUG00000001299	Oryctolagus_cuniculus
ENSOPRP00000003039	ENSOPRG00000003287	Ochotona_princeps
ENSUMAP00000022257	ENSUMAG00000016244	Ursus_maritimus
ENSUAMP00000007323	ENSUAMG00000006374	Ursus_americanus
ENSAMEP00000006310	ENSAMEG00000005915	Ailuropoda_melanoleuca
ENSNVIP00000005933	ENSNVIG00000004668	Neovison_vison
ENSMPUP00000012923	ENSMPUG00000013022	Mustela_putorius_furo
ENSCAFP00000011648	ENSCAFG00000007867	Canis_lupus_familiaris
ENSCAFP00020020704	ENSCAFG00020016361	Canis_lupus_dingo
ENSVVUP00000035028	ENSVVUG00000025208	Vulpes_vulpes
ENSPPRP00000011534	ENSPPRG00000005596	Panthera_pardus
ENSPTIP00000025359	ENSPTIG00000021123	Panthera_tigris_altaica
ENSFCAP00000025249	ENSFCAG00000024810	Felis_catus
ENSEASP00005008132	ENSEASG00005005893	Equus_asinus_asinus
ENSECAP00000042221	ENSECAG00000023190	Equus_caballus
ENSCHIP00000029348	ENSCHIG00000024501	Capra_hircus
ENSOARP00000009356	ENSOARG00000008705	Ovis_aries
ENSBIXP00000035495	ENSBIXG00000003289	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005034170	ENSBIXG00005015056	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000058159	ENSBTAG00000014855	Bos_taurus
ENSBMUP00000012698	ENSBMUG00000009680	Bos_mutus
ENSBBBP00000005373	ENSBBBG00000014118	Bison_bison_bison
ENSTTRP00000014249	ENSTTRG00000015028	Tursiops_truncatus
ENSSSCP00000063921	ENSSSCG00000013400	Sus_scrofa_strain_reference
ENSPVAP00000011453	ENSPVAG00000012150	Pteropus_vampyrus
ENSMLUP00000003118	ENSMLUG00000003421	Myotis_lucifugus
ENSLAFP00000002986	ENSLAFG00000003577	Loxodonta_africana
ENSPCAP00000010170	ENSPCAG00000010795	Procavia_capensis
ENSETEP00000016477	ENSETEG00000020282	Echinops_telfairi
ENSTBEP00000001046	ENSTBEG00000001174	Tupaia_belangeri
ENSEEUP00000004094	ENSEEUG00000004445	Erinaceus_europaeus
ENSCHOP00000001487	ENSCHOG00000001675	Choloepus_hoffmanni
ENSDNOP00000002989	ENSDNOG00000003871	Dasypus_novemcinctus
ENSOANP00000016486	ENSOANG00000010397	Ornithorhynchus_anatinus
ENSACAP00000004805	ENSACAG00000004829	Anolis_carolinensis
ENSPVIP00000021717	ENSPVIG00000016476	Pogona_vitticeps
ENSNSUP00000018460	ENSNSUG00000013510	Notechis_scutatus
ENSSMRP00000020623	ENSSMRG00000016051	Salvator_merianae
ENSSPUP00000003533	ENSSPUG00000002665	Sphenodon_punctatus
ENSMVIP00005019970	ENSMVIG00005014126	Manacus_vitellinus
ENSLCOP00000002461	ENSLCOG00000001926	Lepidothrix_coronata
ENSLSDP00000011952	ENSLSDG00000008771	Lonchura_striata_domestica
ENSTGUP00000016418	ENSTGUG00000016051	Taeniopygia_guttata
ENSJHYP00000020707	ENSJHYG00000015670	Junco_hyemalis
ENSZALP00000019783	ENSZALG00000015616	Zonotrichia_albicollis
ENSSCAP00000024106	ENSSCAG00000017250	Serinus_canaria
ENSCCEP00000008835	ENSCCEG00000009013	Cyanistes_caeruleus
ENSPMJP00000009852	ENSPMJG00000007837	Parus_major
ENSFALP00000011077	ENSFALG00000010607	Ficedula_albicollis
ENSMUNP00000005874	ENSMUNG00000004763	Melopsittacus_undulatus
ENSCPGP00000007477	ENSCPGG00000005340	Calidris_pygmaea
ENSCPUP00000008616	ENSCPUG00000005867	Calidris_pugnax
ENSABRP00000026896	ENSABRG00000022445	Anser_brachyrhynchus
ENSAPLP00000017864	ENSAPLG00000015960	Anas_platyrhynchos_platyrhynchos
ENSGALP00000069901	ENSGALG00000005540	Gallus_gallus
ENSMGAP00000005609	ENSMGAG00000005642	Meleagris_gallopavo
ENSCJPP00005001655	ENSCJPG00005001002	Coturnix_japonica
ENSNMEP00000009995	ENSNMEG00000009437	Numida_meleagris
ENSDNVP00000010966	ENSDNVG00000007768	Dromaius_novaehollandiae
ENSNPEP00000018182	ENSNPEG00000013544	Nothoprocta_perdicaria
ENSAHAP00000008928	ENSAHAG00000006544	Apteryx_haastii
ENSAOWP00000017503	ENSAOWG00000011962	Apteryx_owenii
ENSARWP00000022588	ENSARWG00000015394	Apteryx_rowi
ENSCPRP00005008756	ENSCPRG00005006268	Crocodylus_porosus
ENSCABP00000021790	ENSCABG00000016060	Chelonoidis_abingdonii
ENSGAGP00000009533	ENSGAGG00000007541	Gopherus_agassizii
ENSCPBP00000023037	ENSCPBG00000016465	Chrysemys_picta_bellii
ENSPSIP00000011477	ENSPSIG00000010200	Pelodiscus_sinensis
ENSXETP00000049067	ENSXETG00000019684	Xenopus_tropicalis
ENSLACP00000013102	ENSLACG00000011541	Latimeria_chalumnae
ENSDCDP00000012861	ENSDCDG00000005366	Denticeps_clupeoides
ENSCHAP00000058350	ENSCHAG00000026253	Clupea_harengus
ENSIPUP00000015983	ENSIPUG00000010852	Ictalurus_punctatus
ENSEEEP00000028619	ENSEEEG00000013750	Electrophorus_electricus
ENSPNAP00000025505	ENSPNAG00000010700	Pygocentrus_nattereri
ENSAMXP00000033296	ENSAMXG00000013076	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000119970	ENSDARG00000020395	Danio_rerio
ENSHHUP00000009539	ENSHHUG00000005802	Hucho_hucho
ENSHHUP00000010259	ENSHHUG00000006259	Hucho_hucho
ENSELUP00000015391	ENSELUG00000015452	Esox_lucius
ENSPMGP00000026109	ENSPMGG00000021062	Periophthalmus_magnuspinnatus
ENSPMGP00000026112	ENSPMGG00000021066	Periophthalmus_magnuspinnatus
ENSAOCP00000001833	ENSAOCG00000000196	Amphiprion_ocellaris
ENSAPEP00000011527	ENSAPEG00000008244	Amphiprion_percula
ENSAPOP00000008058	ENSAPOG00000010111	Acanthochromis_polyacanthus
ENSGWIP00000023274	ENSGWIG00000011571	Gouania_willdenowi
ENSORLP00000036166	ENSORLG00000022801	Oryzias_latipes_ASM223467v1
ENSORLP00000044829	ENSORLG00000026538	Oryzias_latipes_ASM223467v1
ENSORLP00015023041	ENSORLG00015000077	Oryzias_latipes_ASM223469v1
ENSORLP00015002135	ENSORLG00015002773	Oryzias_latipes_ASM223469v1
ENSORLP00020008068	ENSORLG00020008959	Oryzias_latipes_ASM223471v1
ENSOMEP00000015070	ENSOMEG00000016636	Oryzias_melastigma
ENSCSEP00000033801	ENSCSEG00000021685	Cynoglossus_semilaevis
ENSCSEP00000033803	ENSCSEG00000021686	Cynoglossus_semilaevis
ENSCSEP00000033804	ENSCSEG00000021687	Cynoglossus_semilaevis
ENSSLDP00000005294	ENSSLDG00000004208	Seriola_lalandi_dorsalis
ENSPREP00000002356	ENSPREG00000001738	Poecilia_reticulata
ENSPFOP00000009303	ENSPFOG00000009015	Poecilia_formosa
ENSXMAP00000032685	ENSXMAG00000015506	Xiphophorus_maculatus
ENSXCOP00000027720	ENSXCOG00000020669	Xiphophorus_couchianus
ENSXCOP00000027721	ENSXCOG00000020670	Xiphophorus_couchianus
ENSGAFP00000032539	ENSGAFG00000021913	Gambusia_affinis
ENSPMEP00000014310	ENSPMEG00000016678	Poecilia_mexicana
ENSSPAP00000021283	ENSSPAG00000016050	Stegastes_partitus
ENSPMEP00000014319	ENSPMEG00000016706	Poecilia_mexicana
ENSPLAP00000022806	ENSPLAG00000007638	Poecilia_latipinna
ENSGAFP00000032540	ENSGAFG00000021914	Gambusia_affinis
ENSXCOP00000027722	ENSXCOG00000020671	Xiphophorus_couchianus
ENSFHEP00000020088	ENSFHEG00000022039	Fundulus_heteroclitus
ENSCVAP00000015073	ENSCVAG00000017824	Cyprinodon_variegatus
ENSSPAP00000021320	ENSSPAG00000016068	Stegastes_partitus
ENSLBEP00000024980	ENSLBEG00000019069	Labrus_bergylta
ENSKMAP00000009607	ENSKMAG00000007101	Kryptolebias_marmoratus
ENSPLAP00000005667	ENSPLAG00000007615	Poecilia_latipinna
ENSFHEP00000020128	ENSFHEG00000022058	Fundulus_heteroclitus
ENSCVAP00000015064	ENSCVAG00000017802	Cyprinodon_variegatus
ENSSPAP00000021295	ENSSPAG00000016054	Stegastes_partitus
ENSSLDP00000005269	ENSSLDG00000004193	Seriola_lalandi_dorsalis
ENSMALP00000006702	ENSMALG00000004788	Monopterus_albus
ENSLBEP00000038592	ENSLBEG00000028773	Labrus_bergylta
ENSPNYP00000011474	ENSPNYG00000008704	Pundamilia_nyererei
ENSPNYP00000011448	ENSPNYG00000008666	Pundamilia_nyererei
ENSMZEP00005017167	ENSMZEG00005012897	Maylandia_zebra
ENSMZEP00005017185	ENSMZEG00005012911	Maylandia_zebra
ENSACLP00000018922	ENSACLG00000012897	Astatotilapia_calliptera
ENSHBUP00000022158	ENSHBUG00000002268	Haplochromis_burtoni
ENSNBRP00000001843	ENSNBRG00000001508	Neolamprologus_brichardi
ENSONIP00000013842	ENSONIG00000010999	Oreochromis_niloticus
ENSNBRP00000001819	ENSNBRG00000001493	Neolamprologus_brichardi
ENSACIP00000000311	ENSACIG00000000256	Amphilophus_citrinellus
ENSPRNP00000051692	ENSPRNG00000024455	Parambassis_ranga
ENSLCRP00005054629	ENSLCRG00005020391	Larimichthys_crocea
ENSGACP00000004519	ENSGACG00000003448	Gasterosteus_aculeatus
ENSSMAP00000026937	ENSSMAG00000016473	Scophthalmus_maximus
ENSCGOP00000030207	ENSCGOG00000013829	Cottoperca_gobio
ENSMMOP00000025578	ENSMMOG00000019393	Mola_mola
ENSATEP00000012547	ENSATEG00000008763	Anabas_testudineus
ENSBSLP00000007719	ENSBSLG00000003823	Betta_splendens
ENSMAMP00000021430	ENSMAMG00000014413	Mastacembelus_armatus
ENSSDUP00000005326	ENSSDUG00000003944	Seriola_dumerili
ENSSLDP00000005245	ENSSLDG00000004160	Seriola_lalandi_dorsalis
ENSMALP00000006674	ENSMALG00000004771	Monopterus_albus
ENSLBEP00000038591	ENSLBEG00000028772	Labrus_bergylta
ENSLCAP00010049132	ENSLCAG00010022852	Lates_calcarifer
ENSHCOP00000010632	ENSHCOG00000013301	Hippocampus_comes
ENSTRUP00000016126	ENSTRUG00000006568	Takifugu_rubripes
ENSTNIP00000011710	ENSTNIG00000008859	Tetraodon_nigroviridis
ENSHHUP00000005143	ENSHHUG00000003136	Hucho_hucho
ENSHHUP00000038336	ENSHHUG00000023946	Hucho_hucho
ENSHHUP00000075525	ENSHHUG00000044244	Hucho_hucho
ENSELUP00000015247	ENSELUG00000015339	Esox_lucius
ENSMALP00000029878	ENSMALG00000020674	Monopterus_albus
ENSBSLP00000010558	ENSBSLG00000005458	Betta_splendens
ENSCSEP00000030503	ENSCSEG00000019534	Cynoglossus_semilaevis
ENSATEP00000008030	ENSATEG00000005638	Anabas_testudineus
ENSMAMP00000032243	ENSMAMG00000021687	Mastacembelus_armatus
ENSLCRP00005001010	ENSLCRG00005000517	Larimichthys_crocea
ENSSMAP00000035077	ENSSMAG00000021432	Scophthalmus_maximus
ENSLCAP00010057130	ENSLCAG00010026669	Lates_calcarifer
ENSSDUP00000032433	ENSSDUG00000023302	Seriola_dumerili
ENSSLDP00000028548	ENSSLDG00000022054	Seriola_lalandi_dorsalis
ENSAOCP00000025837	ENSAOCG00000013732	Amphiprion_ocellaris
ENSAPEP00000015056	ENSAPEG00000010684	Amphiprion_percula
ENSAPOP00000006907	ENSAPOG00000008782	Acanthochromis_polyacanthus
ENSSPAP00000026572	ENSSPAG00000020044	Stegastes_partitus
ENSPRNP00000050480	ENSPRNG00000023986	Parambassis_ranga
ENSFHEP00000005587	ENSFHEG00000006548	Fundulus_heteroclitus
ENSCVAP00000016053	ENSCVAG00000018952	Cyprinodon_variegatus
ENSXMAP00000030653	ENSXMAG00000003128	Xiphophorus_maculatus
ENSXCOP00000014900	ENSXCOG00000011292	Xiphophorus_couchianus
ENSGAFP00000025407	ENSGAFG00000017164	Gambusia_affinis
ENSPLAP00000003095	ENSPLAG00000004488	Poecilia_latipinna
ENSPFOP00000012655	ENSPFOG00000012393	Poecilia_formosa
ENSPMEP00000029977	ENSPMEG00000016086	Poecilia_mexicana
ENSPREP00000034162	ENSPREG00000023141	Poecilia_reticulata
ENSKMAP00000008024	ENSKMAG00000006023	Kryptolebias_marmoratus
ENSORLP00020009574	ENSORLG00020010477	Oryzias_latipes_ASM223471v1
ENSORLP00015007740	ENSORLG00015008533	Oryzias_latipes_ASM223469v1
ENSORLP00000031419	ENSORLG00000007462	Oryzias_latipes_ASM223467v1
ENSOMEP00000022211	ENSOMEG00000001610	Oryzias_melastigma
ENSGWIP00000036945	ENSGWIG00000018865	Gouania_willdenowi
ENSHBUP00000012373	ENSHBUG00000014072	Haplochromis_burtoni
ENSPNYP00000016734	ENSPNYG00000012629	Pundamilia_nyererei
ENSACLP00000001156	ENSACLG00000000838	Astatotilapia_calliptera
ENSNBRP00000014963	ENSNBRG00000011594	Neolamprologus_brichardi
ENSMZEP00005019417	ENSMZEG00005014567	Maylandia_zebra
ENSONIP00000007531	ENSONIG00000005981	Oreochromis_niloticus
ENSACIP00000028824	ENSACIG00000022307	Amphilophus_citrinellus
ENSTRUP00000044829	ENSTRUG00000017484	Takifugu_rubripes
ENSTNIP00000012227	ENSTNIG00000009359	Tetraodon_nigroviridis
ENSMMOP00000022349	ENSMMOG00000016981	Mola_mola
ENSLBEP00000035808	ENSLBEG00000026850	Labrus_bergylta
ENSCGOP00000047423	ENSCGOG00000021238	Cottoperca_gobio
ENSGACP00000020754	ENSGACG00000015725	Gasterosteus_aculeatus
ENSPMGP00000007436	ENSPMGG00000006159	Periophthalmus_magnuspinnatus
ENSHCOP00000018257	ENSHCOG00000002669	Hippocampus_comes
ENSGMOP00000002428	ENSGMOG00000002254	Gadus_morhua
ENSCHAP00000038031	ENSCHAG00000017792	Clupea_harengus
ENSDCDP00000042544	ENSDCDG00000027398	Denticeps_clupeoides
ENSEEEP00000034275	ENSEEEG00000016322	Electrophorus_electricus
ENSEEEP00000034272	ENSEEEG00000016320	Electrophorus_electricus
ENSAMXP00000035800	ENSAMXG00000010053	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005024197	ENSAMXG00005012281	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000009590	ENSPNAG00000003359	Pygocentrus_nattereri
ENSIPUP00000030693	ENSIPUG00000020704	Ictalurus_punctatus
ENSDARP00000128213	ENSDARG00000075608	Danio_rerio
ENSSFOP00015022113	ENSSFOG00015014160	Scleropages_formosus
ENSPKIP00000029388	ENSPKIG00000010653	Paramormyrops_kingsleyae
ENSPKIP00000029424	ENSPKIG00000010676	Paramormyrops_kingsleyae
ENSSFOP00015000382	ENSSFOG00015000321	Scleropages_formosus
ENSSFOP00015000413	ENSSFOG00015000348	Scleropages_formosus
ENSSFOP00015000478	ENSSFOG00015000372	Scleropages_formosus
ENSPKIP00000007053	ENSPKIG00000023089	Paramormyrops_kingsleyae
ENSLOCP00000004909	ENSLOCG00000004102	Lepisosteus_oculatus
ENSECRP00000007379	ENSECRG00000004930	Erpetoichthys_calabaricus
ENSCMIP00000002881	ENSCMIG00000001674	Callorhinchus_milii
