ENSLACP00000023019	ENSLACG00000022428	Latimeria_chalumnae	ENSLACT00000025228
ENSLACP00000019828	ENSLACG00000017435	Latimeria_chalumnae	ENSLACT00000019966
ENSPVAP00000003842	ENSPVAG00000004059	Pteropus_vampyrus
ENSCATP00000026899	ENSCATG00000036816	Cercocebus_atys
ENSMLEP00000039836	ENSMLEG00000043925	Mandrillus_leucophaeus
ENSCSAP00000007607	ENSCSAG00000011563	Chlorocebus_sabaeus
ENSNLEP00000046337	ENSNLEG00000002689	Nomascus_leucogenys
ENSRBIP00000024082	ENSRBIG00000035941	Rhinopithecus_bieti
ENSCCAP00000030435	ENSCCAG00000033080	Cebus_capucinus_imitator
ENSSBOP00000005832	ENSSBOG00000019681	Saimiri_boliviensis_boliviensis
ENSCJAP00000001219	ENSCJAG00000000690	Callithrix_jacchus
ENSANAP00000008732	ENSANAG00000022219	Aotus_nancymaae
ENSTSYP00000021135	ENSTSYG00000033329	Carlito_syrichta
ENSPSMP00000026830	ENSPSMG00000018786	Prolemur_simus
ENSPCOP00000006857	ENSPCOG00000014583	Propithecus_coquereli
ENSMICP00000029435	ENSMICG00000005662	Microcebus_murinus
ENSOGAP00000001019	ENSOGAG00000001142	Otolemur_garnettii
ENSTBEP00000004337	ENSTBEG00000004952	Tupaia_belangeri
ENSCHIP00000014964	ENSCHIG00000015754	Capra_hircus
ENSOARP00000013741	ENSOARG00000012826	Ovis_aries
ENSBBBP00000027616	ENSBBBG00000006235	Bison_bison_bison
ENSBBBP00000027580	ENSBBBG00000006224	Bison_bison_bison
ENSBMUP00000010932	ENSBMUG00000008428	Bos_mutus
ENSBMUP00000010874	ENSBMUG00000008392	Bos_mutus
ENSBIXP00005021224	ENSBIXG00005024319	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000031079	ENSBIXG00000013249	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005041386	ENSBIXG00005024482	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000031107	ENSBIXG00000013223	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000065953	ENSBTAG00000021994	Bos_taurus
ENSTTRP00000002829	ENSTTRG00000003012	Tursiops_truncatus
ENSSSCP00000021944	ENSSSCG00000026537	Sus_scrofa_strain_reference
ENSEEUP00000009319	ENSEEUG00000010149	Erinaceus_europaeus
ENSMSIP00000010278	ENSMSIG00000008776	Mus_spicilegus
ENSMUSP00000044660	ENSMUSG00000041460	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0078852	MGP_SPRETEiJ_G0029822	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0051979	MGP_PahariEiJ_G0022545	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000010746	ENSRNOG00000008031	Rattus_norvegicus
ENSMUGP00000014608	ENSMUGG00000012569	Meriones_unguiculatus
ENSCGRP00001019474	ENSCGRG00001018879	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000018729	ENSCGRG00000013642	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015014001	ENSCGRG00015010557	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000009922	ENSMAUG00000010863	Mesocricetus_auratus
ENSPEMP00000022620	ENSPEMG00000019929	Peromyscus_maniculatus_bairdii
ENSMOCP00000026766	ENSMOCG00000022451	Microtus_ochrogaster
ENSNGAP00000024776	ENSNGAG00000022912	Nannospalax_galili
ENSJJAP00000005418	ENSJJAG00000010291	Jaculus_jaculus
ENSCCNP00000017170	ENSCCNG00000017456	Castor_canadensis
ENSCPOP00000004739	ENSCPOG00000005270	Cavia_porcellus
ENSCAPP00000015555	ENSCAPG00000015642	Cavia_aperea
ENSCLAP00000018315	ENSCLAG00000012554	Chinchilla_lanigera
ENSODEP00000017452	ENSODEG00000012865	Octodon_degus
ENSHGLP00100010633	ENSHGLG00100007900	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000013331	ENSHGLG00000009530	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000005124	ENSFDAG00000014237	Fukomys_damarensis
ENSSTOP00000027346	ENSSTOG00000009129	Ictidomys_tridecemlineatus
ENSSDAP00000008387	ENSSDAG00000007424	Spermophilus_dauricus
ENSUPAP00010013545	ENSUPAG00010010783	Urocitellus_parryii
ENSMMMP00000027107	ENSMMMG00000023684	Marmota_marmota_marmota
ENSOCUP00000045738	ENSOCUG00000033107	Oryctolagus_cuniculus
ENSOCUP00000006179	ENSOCUG00000007143	Oryctolagus_cuniculus
ENSOPRP00000003378	ENSOPRG00000003621	Ochotona_princeps
ENSCHOP00000010551	ENSCHOG00000011923	Choloepus_hoffmanni
ENSDNOP00000014293	ENSDNOG00000018409	Dasypus_novemcinctus
ENSLAFP00000005831	ENSLAFG00000006939	Loxodonta_africana
ENSPCAP00000008062	ENSPCAG00000008475	Procavia_capensis
ENSETEP00000003349	ENSETEG00000004080	Echinops_telfairi
ENSMODP00000058550	ENSMODG00000042692	Monodelphis_domestica
ENSMODP00000022967	ENSMODG00000018419	Monodelphis_domestica
ENSVURP00010008009	ENSVURG00010006122	Vombatus_ursinus
ENSPCIP00000026387	ENSPCIG00000019753	Phascolarctos_cinereus
ENSMEUP00000012702	ENSMEUG00000013908	Notamacropus_eugenii
ENSSHAP00000013412	ENSSHAG00000011467	Sarcophilus_harrisii
ENSOANP00000014095	ENSOANG00000008855	Ornithorhynchus_anatinus
ENSMVIP00005021942	ENSMVIG00005015400	Manacus_vitellinus
ENSLCOP00000016543	ENSLCOG00000011774	Lepidothrix_coronata
ENSTGUP00000012957	ENSTGUG00000012579	Taeniopygia_guttata
ENSJHYP00000012367	ENSJHYG00000009669	Junco_hyemalis
ENSLSDP00000025205	ENSLSDG00000017637	Lonchura_striata_domestica
ENSTGUP00000016274	ENSTGUG00000015956	Taeniopygia_guttata
ENSSCAP00000006651	ENSSCAG00000005181	Serinus_canaria
ENSZALP00000018325	ENSZALG00000014675	Zonotrichia_albicollis
ENSPMJP00000026504	ENSPMJG00000019365	Parus_major
ENSCCEP00000012395	ENSCCEG00000011927	Cyanistes_caeruleus
ENSFALP00000003435	ENSFALG00000003268	Ficedula_albicollis
ENSCPGP00000010802	ENSCPGG00000007685	Calidris_pygmaea
ENSAPLP00000004495	ENSAPLG00000004925	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000014191	ENSMGAG00000013428	Meleagris_gallopavo
ENSJHYP00000012486	ENSJHYG00000009725	Junco_hyemalis
ENSCPGP00000010842	ENSCPGG00000007705	Calidris_pygmaea
ENSCPUP00000029132	ENSCPUG00000019560	Calidris_pugnax
ENSMUNP00000007416	ENSMUNG00000005941	Melopsittacus_undulatus
ENSAPLP00000025733	ENSAPLG00000021322	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000022318	ENSAPLG00000022478	Anas_platyrhynchos_platyrhynchos
ENSABRP00000019643	ENSABRG00000016653	Anser_brachyrhynchus
ENSGALP00000054074	ENSGALG00000013007	Gallus_gallus
ENSGALP00000046425	ENSGALG00000036964	Gallus_gallus
ENSMGAP00000019016	ENSMGAG00000017241	Meleagris_gallopavo
ENSCJPP00005024723	ENSCJPG00005019408	Coturnix_japonica
ENSNMEP00000006408	ENSNMEG00000005805	Numida_meleagris
ENSDNVP00000006576	ENSDNVG00000004706	Dromaius_novaehollandiae
ENSDNVP00000006623	ENSDNVG00000004732	Dromaius_novaehollandiae
ENSAOWP00000020496	ENSAOWG00000013858	Apteryx_owenii
ENSAHAP00000017592	ENSAHAG00000012454	Apteryx_haastii
ENSARWP00000015940	ENSARWG00000010985	Apteryx_rowi
ENSNPEP00000021118	ENSNPEG00000015668	Nothoprocta_perdicaria
ENSSMRP00000002149	ENSSMRG00000001847	Salvator_merianae
ENSGAGP00000019072	ENSGAGG00000014108	Gopherus_agassizii
ENSCABP00000004747	ENSCABG00000003592	Chelonoidis_abingdonii
ENSCPBP00000039849	ENSCPBG00000027432	Chrysemys_picta_bellii
ENSPSIP00000009693	ENSPSIG00000008464	Pelodiscus_sinensis
ENSCPRP00005023529	ENSCPRG00005016334	Crocodylus_porosus
ENSACAP00000000019	ENSACAG00000000020	Anolis_carolinensis
ENSACAP00000010830	ENSACAG00000010899	Anolis_carolinensis
ENSPVIP00000015667	ENSPVIG00000012067	Pogona_vitticeps
ENSPVIP00000015673	ENSPVIG00000012072	Pogona_vitticeps
ENSSMRP00000002203	ENSSMRG00000001886	Salvator_merianae
ENSSPUP00000012636	ENSSPUG00000009655	Sphenodon_punctatus
ENSXETP00000049928	ENSXETG00000020824	Xenopus_tropicalis
ENSCHAP00000019557	ENSCHAG00000009874	Clupea_harengus
ENSDCDP00000061208	ENSDCDG00000034958	Denticeps_clupeoides
ENSDARP00000048022	ENSDARG00000103810	Danio_rerio
ENSDARP00000117560	ENSDARG00000026855	Danio_rerio
ENSPNAP00000009155	ENSPNAG00000014706	Pygocentrus_nattereri
ENSPNAP00000034541	ENSPNAG00000003801	Pygocentrus_nattereri
ENSAMXP00000046034	ENSAMXG00000030766	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00000034198	ENSAMXG00000036880	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000020299	ENSEEEG00000009893	Electrophorus_electricus
ENSCSEP00000014054	ENSCSEG00000009013	Cynoglossus_semilaevis
ENSCSEP00000013995	ENSCSEG00000008993	Cynoglossus_semilaevis
ENSOMEP00000027065	ENSOMEG00000009329	Oryzias_melastigma
ENSOMEP00000008247	ENSOMEG00000009390	Oryzias_melastigma
ENSORLP00020015526	ENSORLG00020016549	Oryzias_latipes_ASM223471v1
ENSORLP00015014599	ENSORLG00015000441	Oryzias_latipes_ASM223469v1
ENSORLP00000033151	ENSORLG00000030335	Oryzias_latipes_ASM223467v1
ENSORLP00000017521	ENSORLG00000013968	Oryzias_latipes_ASM223467v1
ENSSPAP00000011462	ENSSPAG00000008672	Stegastes_partitus
ENSGWIP00000044954	ENSGWIG00000022297	Gouania_willdenowi
ENSCVAP00000012555	ENSCVAG00000000670	Cyprinodon_variegatus
ENSCVAP00000028123	ENSCVAG00000014955	Cyprinodon_variegatus
ENSFHEP00000017987	ENSFHEG00000019834	Fundulus_heteroclitus
ENSFHEP00000017979	ENSFHEG00000019747	Fundulus_heteroclitus
ENSGAFP00000024047	ENSGAFG00000016213	Gambusia_affinis
ENSGAFP00000024079	ENSGAFG00000016248	Gambusia_affinis
ENSXMAP00000011209	ENSXMAG00000011163	Xiphophorus_maculatus
ENSXMAP00000023184	ENSXMAG00000023220	Xiphophorus_maculatus
ENSXCOP00000018046	ENSXCOG00000013596	Xiphophorus_couchianus
ENSPLAP00000021808	ENSPLAG00000005873	Poecilia_latipinna
ENSPLAP00000021781	ENSPLAG00000005822	Poecilia_latipinna
ENSPMEP00000000589	ENSPMEG00000001383	Poecilia_mexicana
ENSPMEP00000021314	ENSPMEG00000001370	Poecilia_mexicana
ENSPFOP00000006662	ENSPFOG00000005418	Poecilia_formosa
ENSPREP00000006199	ENSPREG00000004295	Poecilia_reticulata
ENSKMAP00000020026	ENSKMAG00000014840	Kryptolebias_marmoratus
ENSHCOP00000011719	ENSHCOG00000014617	Hippocampus_comes
ENSHCOP00000024874	ENSHCOG00000014576	Hippocampus_comes
ENSTRUP00000051472	ENSTRUG00000023225	Takifugu_rubripes
ENSTRUP00000041974	ENSTRUG00000016420	Takifugu_rubripes
ENSTNIP00000010388	ENSTNIG00000007578	Tetraodon_nigroviridis
ENSSMAP00000000834	ENSSMAG00000000505	Scophthalmus_maximus
ENSSMAP00000000764	ENSSMAG00000000481	Scophthalmus_maximus
ENSACIP00000023832	ENSACIG00000018470	Amphilophus_citrinellus
ENSACIP00000023737	ENSACIG00000018427	Amphilophus_citrinellus
ENSACLP00000038962	ENSACLG00000026271	Astatotilapia_calliptera
ENSMZEP00005010537	ENSMZEG00005007921	Maylandia_zebra
ENSPNYP00000027020	ENSPNYG00000020331	Pundamilia_nyererei
ENSHBUP00000004729	ENSHBUG00000006070	Haplochromis_burtoni
ENSNBRP00000005228	ENSNBRG00000004111	Neolamprologus_brichardi
ENSONIP00000014713	ENSONIG00000011686	Oreochromis_niloticus
ENSLCAP00010037055	ENSLCAG00010017252	Lates_calcarifer
ENSPRNP00000041752	ENSPRNG00000020057	Parambassis_ranga
ENSLBEP00000020538	ENSLBEG00000015804	Labrus_bergylta
ENSMMOP00000002743	ENSMMOG00000002215	Mola_mola
ENSMMOP00000002755	ENSMMOG00000002223	Mola_mola
ENSCGOP00000051220	ENSCGOG00000022675	Cottoperca_gobio
ENSGACP00000026021	ENSGACG00000019690	Gasterosteus_aculeatus
ENSLCRP00005058439	ENSLCRG00005021672	Larimichthys_crocea
ENSMAMP00000015479	ENSMAMG00000010467	Mastacembelus_armatus
ENSMAMP00000015336	ENSMAMG00000010414	Mastacembelus_armatus
ENSATEP00000021488	ENSATEG00000014886	Anabas_testudineus
ENSBSLP00000049980	ENSBSLG00000023557	Betta_splendens
ENSSDUP00000006799	ENSSDUG00000005007	Seriola_dumerili
ENSSDUP00000006747	ENSSDUG00000004954	Seriola_dumerili
ENSSLDP00000011269	ENSSLDG00000008916	Seriola_lalandi_dorsalis
ENSSLDP00000011333	ENSSLDG00000009008	Seriola_lalandi_dorsalis
ENSAPOP00000007666	ENSAPOG00000001128	Acanthochromis_polyacanthus
ENSSPAP00000018464	ENSSPAG00000013940	Stegastes_partitus
ENSAPEP00000006255	ENSAPEG00000004454	Amphiprion_percula
ENSAPEP00000006134	ENSAPEG00000004412	Amphiprion_percula
ENSAOCP00000032070	ENSAOCG00000024144	Amphiprion_ocellaris
ENSAOCP00000032077	ENSAOCG00000024180	Amphiprion_ocellaris
ENSPREP00000006262	ENSPREG00000004350	Poecilia_reticulata
ENSGMOP00000013868	ENSGMOG00000012957	Gadus_morhua
ENSELUP00000033088	ENSELUG00000011252	Esox_lucius
ENSHHUP00000010851	ENSHHUG00000006645	Hucho_hucho
ENSSMAP00000005956	ENSSMAG00000003658	Scophthalmus_maximus
ENSSMAP00000005836	ENSSMAG00000003619	Scophthalmus_maximus
ENSOMEP00000018415	ENSOMEG00000000936	Oryzias_melastigma
ENSOMEP00000018446	ENSOMEG00000020159	Oryzias_melastigma
ENSORLP00015018228	ENSORLG00015019291	Oryzias_latipes_ASM223469v1
ENSORLP00020003479	ENSORLG00020004293	Oryzias_latipes_ASM223471v1
ENSORLP00000000888	ENSORLG00000000721	Oryzias_latipes_ASM223467v1
ENSKMAP00000009459	ENSKMAG00000006777	Kryptolebias_marmoratus
ENSCGOP00000014477	ENSCGOG00000007039	Cottoperca_gobio	ENSCGOT00000015635
ENSCSEP00000003445	ENSCSEG00000002252	Cynoglossus_semilaevis
ENSGACP00000011216	ENSGACG00000008453	Gasterosteus_aculeatus	ENSGACT00000011239
ENSPMGP00000009235	ENSPMGG00000007647	Periophthalmus_magnuspinnatus
ENSMALP00000022543	ENSMALG00000015686	Monopterus_albus
ENSACLP00000003322	ENSACLG00000002230	Astatotilapia_calliptera
ENSGWIP00000047430	ENSGWIG00000023344	Gouania_willdenowi
ENSLCAP00010026104	ENSLCAG00010012209	Lates_calcarifer
ENSPREP00000002713	ENSPREG00000001945	Poecilia_reticulata
ENSPREP00000002613	ENSPREG00000001915	Poecilia_reticulata
ENSPLAP00000001151	ENSPLAG00000002146	Poecilia_latipinna
ENSPLAP00000019713	ENSPLAG00000002103	Poecilia_latipinna
ENSPMEP00000027219	ENSPMEG00000011656	Poecilia_mexicana
ENSPFOP00000013514	ENSPFOG00000013433	Poecilia_formosa
ENSXCOP00000012579	ENSXCOG00000009507	Xiphophorus_couchianus
ENSXCOP00000012595	ENSXCOG00000009515	Xiphophorus_couchianus
ENSXMAP00000002781	ENSXMAG00000002743	Xiphophorus_maculatus
ENSXMAP00000022043	ENSXMAG00000029376	Xiphophorus_maculatus
ENSGAFP00000002957	ENSGAFG00000002022	Gambusia_affinis
ENSGAFP00000003064	ENSGAFG00000002069	Gambusia_affinis
ENSFHEP00000007745	ENSFHEG00000008951	Fundulus_heteroclitus
ENSCVAP00000030789	ENSCVAG00000019847	Cyprinodon_variegatus
ENSHCOP00000007578	ENSHCOG00000009660	Hippocampus_comes
ENSHCOP00000022163	ENSHCOG00000009616	Hippocampus_comes
ENSTRUP00000042389	ENSTRUG00000022191	Takifugu_rubripes
ENSTRUP00000042390	ENSTRUG00000016579	Takifugu_rubripes
ENSTNIP00000000465	ENSTNIG00000004494	Tetraodon_nigroviridis	ENSTNIT00000001455
ENSLCRP00005054009	ENSLCRG00005020194	Larimichthys_crocea	ENSLCRT00005054876
ENSMMOP00000024620	ENSMMOG00000018714	Mola_mola	ENSMMOT00000025032
ENSAPEP00000022520	ENSAPEG00000015687	Amphiprion_percula
ENSAOCP00000012527	ENSAOCG00000017314	Amphiprion_ocellaris
ENSAPOP00000030343	ENSAPOG00000016943	Acanthochromis_polyacanthus
ENSSPAP00000008358	ENSSPAG00000005360	Stegastes_partitus
ENSPRNP00000054771	ENSPRNG00000025632	Parambassis_ranga
ENSMAMP00000033776	ENSMAMG00000022713	Mastacembelus_armatus
ENSACIP00000027489	ENSACIG00000021269	Amphilophus_citrinellus
ENSACIP00000027522	ENSACIG00000021328	Amphilophus_citrinellus
ENSPNYP00000026474	ENSPNYG00000019913	Pundamilia_nyererei
ENSMZEP00005021344	ENSMZEG00005016019	Maylandia_zebra
ENSACLP00000003347	ENSACLG00000002295	Astatotilapia_calliptera
ENSHBUP00000002619	ENSHBUG00000003834	Haplochromis_burtoni
ENSONIP00000013578	ENSONIG00000010799	Oreochromis_niloticus
ENSPMEP00000020150	ENSPMEG00000023238	Poecilia_mexicana
ENSGWIP00000047442	ENSGWIG00000023347	Gouania_willdenowi
ENSATEP00000015791	ENSATEG00000010873	Anabas_testudineus
ENSBSLP00000011085	ENSBSLG00000005093	Betta_splendens
ENSLBEP00000006405	ENSLBEG00000004912	Labrus_bergylta	ENSLBET00000006724
ENSLBEP00000006443	ENSLBEG00000004962	Labrus_bergylta	ENSLBET00000006768
ENSSLDP00000029007	ENSSLDG00000022368	Seriola_lalandi_dorsalis
ENSSDUP00000023165	ENSSDUG00000016797	Seriola_dumerili
ENSGMOP00000004086	ENSGMOG00000003800	Gadus_morhua
ENSHHUP00000045031	ENSHHUG00000027515	Hucho_hucho
ENSHHUP00000045024	ENSHHUG00000027513	Hucho_hucho
ENSHHUP00000045072	ENSHHUG00000027532	Hucho_hucho
ENSHHUP00000087691	ENSHHUG00000050645	Hucho_hucho
ENSELUP00000005845	ENSELUG00000006851	Esox_lucius
ENSEEEP00000043958	ENSEEEG00000020761	Electrophorus_electricus
ENSEEEP00000043962	ENSEEEG00000020764	Electrophorus_electricus
ENSAMXP00000002029	ENSAMXG00000001989	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005049593	ENSAMXG00005022359	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000011365	ENSPNAG00000017008	Pygocentrus_nattereri
ENSIPUP00000010463	ENSIPUG00000007154	Ictalurus_punctatus
ENSDARP00000006267	ENSDARG00000023886	Danio_rerio
ENSDCDP00000058937	ENSDCDG00000034049	Denticeps_clupeoides
ENSCHAP00000050284	ENSCHAG00000022940	Clupea_harengus
ENSSFOP00015037036	ENSSFOG00015023561	Scleropages_formosus
ENSSFOP00015037057	ENSSFOG00015023574	Scleropages_formosus
ENSPKIP00000012722	ENSPKIG00000000426	Paramormyrops_kingsleyae
ENSLOCP00000020552	ENSLOCG00000016631	Lepisosteus_oculatus
ENSECRP00000033088	ENSECRG00000022392	Erpetoichthys_calabaricus
ENSCMIP00000048211	ENSCMIG00000019715	Callorhinchus_milii
ENSPMAP00000005921	ENSPMAG00000005376	Petromyzon_marinus
