ENSPMAP00000006215	ENSPMAG00000005639	Petromyzon_marinus
ENSIPUP00000002024	ENSIPUG00000001453	Ictalurus_punctatus
ENSEEEP00000051597	ENSEEEG00000024230	Electrophorus_electricus
ENSSFOP00015023563	ENSSFOG00015015129	Scleropages_formosus
ENSPKIP00000012087	ENSPKIG00000000002	Paramormyrops_kingsleyae
ENSLOCP00000005498	ENSLOCG00000004590	Lepisosteus_oculatus
ENSECRP00000031981	ENSECRG00000021650	Erpetoichthys_calabaricus
ENSAOWP00000019478	ENSAOWG00000013233	Apteryx_owenii
ENSAHAP00000019145	ENSAHAG00000013539	Apteryx_haastii
ENSARWP00000006399	ENSARWG00000004537	Apteryx_rowi
ENSDNVP00000002631	ENSDNVG00000001888	Dromaius_novaehollandiae
ENSNPEP00000000733	ENSNPEG00000000580	Nothoprocta_perdicaria
ENSCPGP00000024555	ENSCPGG00000016911	Calidris_pygmaea
ENSCPUP00000014367	ENSCPUG00000010107	Calidris_pugnax
ENSMUNP00000015372	ENSMUNG00000011881	Melopsittacus_undulatus
ENSZALP00000016335	ENSZALG00000013266	Zonotrichia_albicollis
ENSJHYP00000023609	ENSJHYG00000017760	Junco_hyemalis
ENSFALP00000007250	ENSFALG00000006948	Ficedula_albicollis
ENSCCEP00000010516	ENSCCEG00000010430	Cyanistes_caeruleus
ENSPMJP00000020824	ENSPMJG00000015478	Parus_major
ENSLSDP00000006764	ENSLSDG00000005116	Lonchura_striata_domestica
ENSLSDP00000008123	ENSLSDG00000006078	Lonchura_striata_domestica
ENSTGUP00000006784	ENSTGUG00000006596	Taeniopygia_guttata
ENSSCAP00000003210	ENSSCAG00000002722	Serinus_canaria
ENSLCOP00000002991	ENSLCOG00000002295	Lepidothrix_coronata
ENSMVIP00005022989	ENSMVIG00005016136	Manacus_vitellinus
ENSGALP00000007999	ENSGALG00000005004	Gallus_gallus
ENSCJPP00005012850	ENSCJPG00005010904	Coturnix_japonica
ENSMGAP00000006040	ENSMGAG00000006065	Meleagris_gallopavo
ENSNMEP00000015589	ENSNMEG00000013838	Numida_meleagris
ENSAPLP00000011955	ENSAPLG00000012180	Anas_platyrhynchos_platyrhynchos
ENSABRP00000011301	ENSABRG00000010140	Anser_brachyrhynchus
ENSCPRP00005011165	ENSCPRG00005007976	Crocodylus_porosus
ENSCABP00000028634	ENSCABG00000021040	Chelonoidis_abingdonii
ENSGAGP00000007074	ENSGAGG00000005674	Gopherus_agassizii
ENSCPBP00000017385	ENSCPBG00000012732	Chrysemys_picta_bellii
ENSPSIP00000018912	ENSPSIG00000016787	Pelodiscus_sinensis
ENSPVIP00000005512	ENSPVIG00000004460	Pogona_vitticeps
ENSACAP00000008448	ENSACAG00000008599	Anolis_carolinensis
ENSNSUP00000028134	ENSNSUG00000020061	Notechis_scutatus
ENSSMRP00000009382	ENSSMRG00000007487	Salvator_merianae
ENSSMRP00000002672	ENSSMRG00000002289	Salvator_merianae
ENSSMRP00000002666	ENSSMRG00000002287	Salvator_merianae
ENSSPUP00000007794	ENSSPUG00000006031	Sphenodon_punctatus
ENSPCIP00000033133	ENSPCIG00000024601	Phascolarctos_cinereus
ENSVURP00010018181	ENSVURG00010013872	Vombatus_ursinus
ENSMEUP00000003399	ENSMEUG00000003728	Notamacropus_eugenii
ENSSHAP00000013654	ENSSHAG00000011668	Sarcophilus_harrisii
ENSMODP00000044023	ENSMODG00000000873	Monodelphis_domestica
ENSCCNP00000031936	ENSCCNG00000030344	Castor_canadensis
ENSDORP00000011613	ENSDORG00000012353	Dipodomys_ordii
MGP_SPRETEiJ_P0037479	MGP_SPRETEiJ_G0019886	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000022292	ENSMUSG00000021770	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000007635	ENSMSIG00000006788	Mus_spicilegus
MGP_CAROLIEiJ_P0035796	MGP_CAROLIEiJ_G0019008	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0083904	MGP_PahariEiJ_G0030022	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000018023	ENSRNOG00000013236	Rattus_norvegicus
ENSMUGP00000003361	ENSMUGG00000003127	Meriones_unguiculatus
ENSCGRP00000011623	ENSCGRG00000008467	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001005154	ENSCGRG00001006718	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015019826	ENSCGRG00015015211	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000013461	ENSMAUG00000013507	Mesocricetus_auratus
ENSPEMP00000023865	ENSPEMG00000020777	Peromyscus_maniculatus_bairdii
ENSMOCP00000021583	ENSMOCG00000018893	Microtus_ochrogaster
ENSNGAP00000006350	ENSNGAG00000009450	Nannospalax_galili
ENSJJAP00000017739	ENSJJAG00000019200	Jaculus_jaculus
ENSHGLP00100010714	ENSHGLG00100007959	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000023812	ENSHGLG00000016978	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000018786	ENSFDAG00000009584	Fukomys_damarensis
ENSODEP00000020351	ENSODEG00000015010	Octodon_degus
ENSCLAP00000013562	ENSCLAG00000009370	Chinchilla_lanigera
ENSCAPP00000010454	ENSCAPG00000011726	Cavia_aperea
ENSCPOP00000025792	ENSCPOG00000031357	Cavia_porcellus
ENSUPAP00010011949	ENSUPAG00010009689	Urocitellus_parryii
ENSSTOP00000015208	ENSSTOG00000028532	Ictidomys_tridecemlineatus
ENSSDAP00000006413	ENSSDAG00000005947	Spermophilus_dauricus
ENSMMMP00000026666	ENSMMMG00000023335	Marmota_marmota_marmota
ENSOCUP00000041027	ENSOCUG00000009076	Oryctolagus_cuniculus
ENSOPRP00000002206	ENSOPRG00000002388	Ochotona_princeps
ENSTBEP00000007867	ENSTBEG00000009083	Tupaia_belangeri
ENSPTRP00000046354	ENSPTRG00000002656	Pan_troglodytes
ENSPPAP00000023518	ENSPPAG00000034932	Pan_paniscus
ENSGGOP00000010748	ENSGGOG00000011029	Gorilla_gorilla
ENSPPYP00000002689	ENSPPYG00000002315	Pongo_abelii
ENSNLEP00000020471	ENSNLEG00000016856	Nomascus_leucogenys
ENSP00000500411	ENSG00000156671	Homo_sapiens
ENSMMUP00000011394	ENSMMUG00000008690	Macaca_mulatta
ENSMFAP00000020043	ENSMFAG00000033013	Macaca_fascicularis
ENSMNEP00000007417	ENSMNEG00000028276	Macaca_nemestrina
ENSTGEP00000034753	ENSTGEG00000027704	Theropithecus_gelada
ENSCSAP00000005344	ENSCSAG00000009093	Chlorocebus_sabaeus
ENSMLEP00000034476	ENSMLEG00000041384	Mandrillus_leucophaeus
ENSCATP00000012339	ENSCATG00000030335	Cercocebus_atys
ENSPANP00000020270	ENSPANG00000022471	Papio_anubis
ENSRBIP00000026254	ENSRBIG00000037003	Rhinopithecus_bieti
ENSRROP00000005020	ENSRROG00000020803	Rhinopithecus_roxellana
ENSPTEP00000039896	ENSPTEG00000036830	Piliocolobus_tephrosceles
ENSCANP00000038041	ENSCANG00000042715	Colobus_angolensis_palliatus
ENSCCAP00000008306	ENSCCAG00000021877	Cebus_capucinus_imitator
ENSSBOP00000017306	ENSSBOG00000025305	Saimiri_boliviensis_boliviensis
ENSCJAP00000002050	ENSCJAG00000001186	Callithrix_jacchus
ENSANAP00000034622	ENSANAG00000034909	Aotus_nancymaae
ENSTSYP00000003778	ENSTSYG00000004145	Carlito_syrichta
ENSMICP00000020084	ENSMICG00000037514	Microcebus_murinus
ENSPCOP00000014571	ENSPCOG00000018979	Propithecus_coquereli
ENSPSMP00000027446	ENSPSMG00000019189	Prolemur_simus
ENSOGAP00000008092	ENSOGAG00000009026	Otolemur_garnettii
ENSMLUP00000006828	ENSMLUG00000007486	Myotis_lucifugus
ENSPVAP00000009053	ENSPVAG00000009607	Pteropus_vampyrus
ENSOARP00000009391	ENSOARG00000008746	Ovis_aries
ENSCHIP00000009255	ENSCHIG00000012189	Capra_hircus
ENSBIXP00005009286	ENSBIXG00005014231	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000029001	ENSBIXG00000010443	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000011368	ENSBTAG00000008619	Bos_taurus
ENSBMUP00000021085	ENSBMUG00000015817	Bos_mutus
ENSBBBP00000011043	ENSBBBG00000019060	Bison_bison_bison
ENSTTRP00000000345	ENSTTRG00000000370	Tursiops_truncatus
ENSSSCP00000011004	ENSSSCG00000010319	Sus_scrofa_strain_reference
ENSVPAP00000007495	ENSVPAG00000008052	Vicugna_pacos
ENSEASP00005033577	ENSEASG00005022992	Equus_asinus_asinus
ENSECAP00000026965	ENSECAG00000005707	Equus_caballus
ENSUAMP00000023391	ENSUAMG00000018328	Ursus_americanus
ENSAMEP00000001803	ENSAMEG00000001717	Ailuropoda_melanoleuca
ENSMPUP00000003251	ENSMPUG00000003283	Mustela_putorius_furo
ENSNVIP00000010216	ENSNVIG00000008018	Neovison_vison
ENSCAFP00020020474	ENSCAFG00020016213	Canis_lupus_dingo
ENSCAFP00000022651	ENSCAFG00000015388	Canis_lupus_familiaris
ENSVVUP00000032315	ENSVVUG00000023455	Vulpes_vulpes
ENSPTIP00000019748	ENSPTIG00000017445	Panthera_tigris_altaica
ENSPPRP00000017505	ENSPPRG00000009450	Panthera_pardus
ENSFCAP00000039514	ENSFCAG00000026865	Felis_catus
ENSSARP00000002645	ENSSARG00000002958	Sorex_araneus
ENSEEUP00000002866	ENSEEUG00000003133	Erinaceus_europaeus
ENSLAFP00000011104	ENSLAFG00000013269	Loxodonta_africana
ENSPCAP00000005180	ENSPCAG00000005547	Procavia_capensis
ENSETEP00000010937	ENSETEG00000013487	Echinops_telfairi
ENSCHOP00000000678	ENSCHOG00000000763	Choloepus_hoffmanni
ENSDNOP00000021486	ENSDNOG00000042126	Dasypus_novemcinctus
ENSOANP00000009407	ENSOANG00000005910	Ornithorhynchus_anatinus
ENSXETP00000051171	ENSXETG00000017733	Xenopus_tropicalis
ENSLACP00000004162	ENSLACG00000003701	Latimeria_chalumnae
ENSCMIP00000020269	ENSCMIG00000009359	Callorhinchus_milii
ENSSFOP00015027824	ENSSFOG00015017860	Scleropages_formosus
ENSCINP00000021669	ENSCING00000006186	Ciona_intestinalis
ENSCSAVP00000003146	ENSCSAVG00000001868	Ciona_savignyi
ENSCINP00000032460	ENSCING00000018080	Ciona_intestinalis
FBpp0076580	FBgn0052380	Drosophila_melanogaster
F53B1.2.1	WBGene00018735	Caenorhabditis_elegans_strain_N2
