ENSAPLP00000019075	ENSAPLG00000008260	Anas_platyrhynchos_platyrhynchos
ENSCSAP00000010402	ENSCSAG00000014271	Chlorocebus_sabaeus
ENSRBIP00000029316	ENSRBIG00000038534	Rhinopithecus_bieti
ENSRROP00000044321	ENSRROG00000045126	Rhinopithecus_roxellana
ENSPTEP00000021931	ENSPTEG00000022906	Piliocolobus_tephrosceles
ENSCANP00000027605	ENSCANG00000037112	Colobus_angolensis_palliatus
ENSMNEP00000001927	ENSMNEG00000008565	Macaca_nemestrina
ENSCATP00000015595	ENSCATG00000031683	Cercocebus_atys
ENSNLEP00000028476	ENSNLEG00000006664	Nomascus_leucogenys
ENSSBOP00000025760	ENSSBOG00000029255	Saimiri_boliviensis_boliviensis
ENSCJAP00000058521	ENSCJAG00000017580	Callithrix_jacchus
ENSCCAP00000017818	ENSCCAG00000026660	Cebus_capucinus_imitator
ENSANAP00000013457	ENSANAG00000024625	Aotus_nancymaae
ENSTSYP00000031744	ENSTSYG00000006026	Carlito_syrichta
ENSLAFP00000002971	ENSLAFG00000003562	Loxodonta_africana
ENSPCAP00000009309	ENSPCAG00000009985	Procavia_capensis
ENSETEP00000014142	ENSETEG00000017416	Echinops_telfairi
ENSCHOP00000002982	ENSCHOG00000003365	Choloepus_hoffmanni
ENSDNOP00000024569	ENSDNOG00000039637	Dasypus_novemcinctus
ENSOANP00000012489	ENSOANG00000007839	Ornithorhynchus_anatinus
ENSXETP00000010234	ENSXETG00000015769	Xenopus_tropicalis
ENSLACP00000002902	ENSLACG00000002595	Latimeria_chalumnae
ENSMMOP00000026426	ENSMMOG00000020028	Mola_mola
ENSTNIP00000007894	ENSTNIG00000005218	Tetraodon_nigroviridis
ENSSLDP00000007291	ENSSLDG00000005771	Seriola_lalandi_dorsalis
ENSLBEP00000005375	ENSLBEG00000004135	Labrus_bergylta
ENSPMGP00000009703	ENSPMGG00000008036	Periophthalmus_magnuspinnatus
ENSPLAP00000000947	ENSPLAG00000001873	Poecilia_latipinna
ENSPLAP00000002593	ENSPLAG00000003900	Poecilia_latipinna
ENSAMXP00000011502	ENSAMXG00000011183	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLOCP00000009183	ENSLOCG00000007569	Lepisosteus_oculatus
